omega_c	mmH1	mmH2	mmH3	mmA0	mmHch	lam1	lam7	m11	aDM	WH1	WH2
2.4431838868157338E-05	1.2509000000000000E+02	1.3571082627817097E+02	5.9539974557487278E+02	6.0288219812460341E+02	1.0515490502591938E+03	1.3726640606497712E+01	1.6051575636049535E+00	1.0062296509166386E+02	-1.9516887827519125E-01	5.0169711047642340E-03	2.0393820640656661E-04
1.1784947727062319E-05	1.2509000000000000E+02	1.4977069371519644E+02	7.6985317562699936E+02	7.7694563026397759E+02	1.5811870719917060E+03	9.5790220826300896E+00	1.0114595492749752E+01	8.0744459818929641E+01	-7.0806592511188160E-01	3.0926432661358984E-03	2.5335630780787184E-03
1.6341147505627752E-02	1.2509000000000000E+02	1.7318951009140326E+02	6.7498156622749832E+01	6.9599174107238269E+01	8.3882926376016303E+02	6.2037909659109030E+00	8.8948734912997462E+00	8.6110912045981223E+01	-3.1362509735306032E-01	4.7295046154074080E-03	4.4249915429589004E-02
3.9380252723770621E-05	1.2509000000000000E+02	1.5428417013376679E+02	5.2024280725523954E+02	5.2474119274166458E+02	6.4017272199977776E+02	5.5598316249716238E+00	2.0265727158293934E+00	1.9007093500814909E+00	-3.8896036431868319E-01	4.4866449630603491E-03	8.8759668055512380E-04
1.6361892778302629E-05	1.2509000000000000E+02	1.6227060270751855E+02	7.3152711362649086E+02	7.3261948421719455E+02	1.3767762870652491E+03	1.2206690448758513E+01	1.5765339332989110E+00	2.7617475751143637E+01	-6.2454155287334079E-01	3.4974762639945513E-03	6.2308269066353193E-02
1.2990970693830448E-05	1.2509000000000000E+02	1.7035517856645640E+02	9.2787819908833046E+02	9.3047679492760301E+02	1.4520171181773846E+03	9.7704785831600791E+00	9.0225854311243570E-01	3.9271663821428859E+01	-1.0078583018130198E+00	1.6334543557886554E-03	2.8515061494617355E-01
2.5101742514932381E-05	1.2509000000000000E+02	1.2892732889491941E+02	5.8353654799681931E+02	5.8863428034290405E+02	1.0449950301996410E+03	3.1943308980643428E+00	5.1523529709560574E+00	2.7511178783379112E+01	-5.4547681910729096E-01	3.8606222879688451E-03	1.3858862132181289E-03
1.7471194060383576E-05	1.2509000000000000E+02	1.6925871815648335E+02	6.9345530282866923E+02	7.0283692782411208E+02	9.3948140511730753E+02	1.2035877426497581E+01	1.3360374302631417E+01	8.8576683465194264E+01	-3.0645130696684131E-01	4.7503207223806255E-03	3.4051851410327974E-02
1.2808156477949952E-05	1.2509000000000000E+02	1.6031109707594902E+02	9.3650350435008465E+02	9.3963468688057492E+02	1.4487704944325474E+03	1.3665884388920799E+00	8.2101021478465306E+00	9.3756302185708790E+01	-6.3432725475451679E-01	3.4509700733599139E-03	2.7800850578908323E-02
1.3261617025713745E-05	1.2509000000000000E+02	1.5282566156520306E+02	2.1868034478681179E+02	2.2446185229088266E+02	4.3959587574451973E+02	3.5261750175739524E+00	1.3552143440699272E+01	9.0820037265224400E+01	-6.6379117901893547E-03	5.2045553953928604E-03	2.6934932362672195E-07
2.0935068672061542E-05	1.2509000000000000E+02	1.5277428876422545E+02	4.1717624611555425E+02	4.2551829623781066E+02	1.1144147158900346E+03	1.0863983466086902E+01	1.4904351943127976E+00	5.8961644911189403E+01	-1.0658271460979156E+00	1.3799664677743401E-03	4.6807579350887727E-03
1.1137014985867001E-05	1.2509000000000000E+02	1.6580335682678660E+02	5.1600105337146715E+02	5.2525697998015994E+02	1.1161478818236606E+03	6.6092795772986852E+00	1.1319032937297147E+01	2.7300453639729160E+01	-5.4627532807162349E-01	3.8570837618537067E-03	7.8444424895903350E-02
1.5526065606128606E-05	1.2509000000000000E+02	1.6440816943889399E+02	5.6851051050168951E+02	5.7589607076993957E+02	1.3576611033210816E+03	2.2758211935757759E+00	9.4256666750300990E+00	8.8260816566301884E+01	-1.3047497953479508E+00	5.5645189665174647E-04	2.3487659741901915E-01
1.2577257773421574E-05	1.2509000000000000E+02	1.6776708267675576E+02	4.5568302446309616E+02	4.6523893178218924E+02	5.4412462049821602E+02	5.8627682591615091E+00	1.2053075457342469E+01	4.2974180490697819E+01	-4.5532825359285534E-01	4.2390993268878316E-03	6.5659906062516107E-02
9.3758127756649585E-05	1.2509000000000000E+02	1.3817823554454756E+02	2.7855213500026247E+02	2.8595234990397114E+02	3.0611074006003827E+02	5.0456906341694712E+00	4.5749311462393631E+00	6.9285099728165704E+01	-5.4487658089325208E-02	5.1899648338565854E-03	1.6378362444420903E-05
2.5128661051334302E-05	1.2509000000000000E+02	1.6696084438366390E+02	5.9759929233584523E+02	6.0594289795772306E+02	8.6972817793475849E+02	5.8372441448910362E+00	1.4631113801911062E+00	4.8173591073217615E+01	-1.3076396356770315E+00	5.4916676202182478E-04	2.9835665820120782E-01
8.0347101040617942E-06	1.2509000000000000E+02	1.5876439440157003E+02	2.3926274338237138E+02	2.3999274871311744E+02	9.8527606261674134E+02	1.2369753794311430E+01	1.3338521788846013E+01	5.4903271841771563E+01	-1.2626586439372309E+00	6.7057879537545627E-04	5.7682206761756729E-03
2.1156842844016706E-05	1.2509000000000000E+02	1.4490838074038660E+02	4.9516110529432126E+02	5.0344331607848562E+02	1.2223556324245201E+03	4.9778037554015420E+00	3.5714803600085343E+00	7.8330599854388552E+01	-4.2418940369741209E-01	4.3588759477216441E-03	9.8145229025347713E-04
1.7881411623047856E-05	1.2509000000000000E+02	1.5018548499951862E+02	5.1199473960418015E+02	5.1840273898020519E+02	1.2816507246492667E+03	1.1761515984526609E+01	4.6311130818590112E+00	3.2704069047562814E+00	-6.1232897888492743E-01	3.5550898517238052E-03	1.9843724192124511E-03
1.4386328182153259E-05	1.2509000000000000E+02	1.7169472962847200E+02	8.2135816811181519E+02	8.3108564554298562E+02	1.1290661388910685E+03	1.3462016217486008E+01	6.3227711473697656E+00	5.4806428729466361E+01	-5.1776224935702642E-01	3.9815531191587745E-03	1.0483093264392158E-01
1.5045697579982967E-05	1.2509000000000000E+02	1.5782877952375392E+02	5.9995833833234315E+02	6.0452655138658668E+02	1.0780262561179820E+03	7.8934292674965363E+00	1.4041956333789024E+01	2.7113921322912869E+01	-5.8446563914344063E-01	3.6845908094836422E-03	1.9224332510349542E-03
2.4977203019580933E-04	1.2509000000000000E+02	1.4961387368517177E+02	1.3042426206191269E+02	1.3803461259139451E+02	8.8542708737562737E+02	4.8225244430464338E+00	7.5807747143696878E+00	4.5907129250889241E+01	-7.3762814357356321E-02	5.1776552197100520E-03	3.2497098056385363E-05
1.0133395784639155E-05	1.2509000000000000E+02	1.2747342695049170E+02	1.3088410668116254E+02	1.3782816858861045E+02	9.2345467650958085E+02	5.8893103034185756E+00	1.0139543637092943E+01	5.6101628114982340E+01	-2.5253241021468775E-01	4.8930385426053354E-03	3.1774891185750771E-04
2.0571635307002491E-05	1.2509000000000000E+02	1.5379874452810211E+02	5.2138762142108180E+02	5.2826276644517804E+02	9.9713177976530596E+02	1.3655467487105851E+01	3.2581030493407059E+00	1.6652223776863991E+01	-1.0279027949959512E+00	1.5439940937602642E-03	4.5103107059382792E-03
1.9685105024159181E-05	1.2509000000000000E+02	1.6692218048039462E+02	6.0200918887369755E+02	6.0355128730346962E+02	9.5599460471700615E+02	8.6287659319717278E+00	5.9148867868887658E+00	3.5635826216375378E+01	-5.9215366644707379E-01	3.6491449733636197E-03	9.9396308681365730E-02
9.5188395737655320E-06	1.2509000000000000E+02	1.5032546739259524E+02	1.4665398318164702E+02	1.5603965386563897E+02	9.0448325330134628E+02	9.0842811194175290E+00	5.5269370461939538E+00	6.9126539638324886E+01	-1.4142271396611790E+00	3.3268179920846604E-04	5.8660488536175495E-03
2.4004536099857092E-05	1.2509000000000000E+02	1.4896547952769114E+02	3.8810442799614020E+02	3.9380479670772553E+02	1.1900330075714892E+03	1.3989458438469777E+00	1.7947441257977599E+00	2.4664851125173666E+01	-4.8788477643787043E-01	4.1075294671225043E-03	1.3090410527622379E-03
1.4072703076548585E-05	1.2509000000000000E+02	1.5733085878219495E+02	8.8174671229522062E+02	8.8370232585989982E+02	1.4335050798410107E+03	2.1963852340804348E+00	5.0291703193118655E+00	2.4608812048849096E+01	-5.2314313488929853E-01	3.9583685641709975E-03	1.5712014540640118E-03
3.1103594864195754E-05	1.2509000000000000E+02	1.7336135687147797E+02	4.0126816711913244E+02	4.0506519252670239E+02	9.1843040071820406E+02	1.1379058275408605E+01	1.0264851240890497E+01	6.8429974427181278E+01	-2.1385744023465714E-02	5.2024919829056805E-03	2.1196528248710553E-04
1.7031235635974979E-05	1.2509000000000000E+02	1.6676270590163426E+02	6.0158013098481115E+02	6.0310401987428963E+02	1.0292497659005458E+03	1.0707241054953655E-01	1.1771159994635340E+01	1.7459138792221964E+01	-1.0832896854223313E+00	1.3069510551025232E-03	2.4596679410441616E-01
2.5321329505551845E-05	1.2509000000000000E+02	1.3555629357639063E+02	7.1116543317267917E+02	7.1485589834621908E+02	9.8306237893787318E+02	1.2079539752928325E+01	8.5797304069994613E+00	9.7906445453365535E+01	-8.1993249333555984E-01	2.5357115682107904E-03	2.8950230426265412E-03
7.6746875766426738E-06	1.2509000000000000E+02	1.5158290211335427E+02	1.9816322948232445E+02	1.9929886387162790E+02	8.0980309013268129E+02	7.3339316733339475E+00	4.9951218318637096E+00	6.7598525720927185E+01	-7.8461498618032322E-01	2.7119327094049222E-03	3.0267257208694701E-03
2.1522619462188476E-03	1.2509000000000000E+02	1.6208747614422697E+02	9.1119017750545879E+01	9.1686630207899327E+01	5.8215590563237481E+02	1.0904480405898989E+01	1.0334853860100198E+01	8.6595290961486896E+01	-8.1345801729034417E-01	2.5679783693236384E-03	9.2474656945197797E-02
1.4295325908889539E-03	1.2509000000000000E+02	1.4228639008734208E+02	5.7507618287348940E+01	5.8311530299629794E+01	3.6749729524250012E+02	1.1887945174513360E+01	3.5297562481042726E+00	8.3244773713054499E+01	-6.2014612041246076E-01	4.0084777653049040E-02	2.1308719646685740E-02
2.5345257708667613E-05	1.2509000000000000E+02	1.7407054241155299E+02	2.2234482903608344E+02	2.2587912576546850E+02	9.7410786185604888E+02	1.1260649969782982E+01	4.6149177780910007E+00	3.4579084432487882E+01	-1.4901799884661375E+00	2.4365093429073735E-04	4.7539108597032287E-01
6.3378593052788141E-05	1.2509000000000000E+02	1.4944599687712082E+02	4.5441885492970181E+02	4.5448532663028936E+02	4.5786526301310641E+02	1.1286081797436848E+01	9.5168539817523463E+00	4.9596588498259237E+01	-1.0570715894354739E+00	1.4171910327964222E-03	4.5333819369917641E-03
1.5896245458127949E-05	1.2509000000000000E+02	1.6100601123843157E+02	5.3845441764614293E+02	5.3929993671798150E+02	9.7951636031713178E+02	3.9330336901513085E+00	1.3267067435182197E+01	1.0527154271270687E+01	-7.2420721900050633E-01	3.0128171520443759E-03	5.5181393287476899E-02
1.6978093438471975E-06	1.2509000000000000E+02	1.7253233074478914E+02	2.0809646954671317E+02	2.1771795851537865E+02	9.1985489803825271E+02	5.9890346632753655E+00	1.1084352875959292E+01	8.5216465374555654E+01	-6.0049042477326020E-01	3.6104569615543979E-03	1.4237283628666822E-01
2.4583725997739042E-06	1.2509000000000000E+02	1.7389454442408149E+02	2.2603489359656109E+02	2.2839037798735794E+02	9.2198704801126712E+02	7.3532383451486174E+00	8.0987499741831570E+00	1.1032749646358541E+01	-9.4207538812855862E-01	1.9383939743862716E-03	3.1057206615395849E-01
3.2506637231944610E-05	1.2509000000000000E+02	1.2612467833298942E+02	1.4627720028919970E+02	1.4636757762002182E+02	8.8400666910875907E+02	1.1014499319584340E+01	7.0300506529072528E+00	3.6865477442678753E+01	-1.5626150064405409E+00	2.1160263268153663E-04	5.0349790370595579E-03
4.1926862927469923E-05	1.2509000000000000E+02	1.2697653741585395E+02	4.4888601344958226E+02	4.5876597489172872E+02	7.2925299558753750E+02	5.4719609712119954E+00	1.2657476104636434E+00	9.3923479197976860E+01	-7.8865392306013682E-01	2.6917643662658407E-03	2.5513730870387512E-03
1.4362292562454115E-05	1.2509000000000000E+02	1.3803652154340713E+02	8.5224531954258930E+02	8.5347932764956693E+02	1.4638635071059052E+03	9.5637245067692014E+00	1.3617916502206548E+01	8.9831944815736247E+00	-1.0484152647007723E+00	1.4543828580299732E-03	4.1430957336534152E-03
3.1239925459727316E-05	1.2509000000000000E+02	1.3314798950980324E+02	3.3384234550587939E+02	3.3809585931622229E+02	9.4516576458474890E+02	1.2514075348719059E+01	7.4595042914894893E+00	6.9445663418828346E+01	-5.4652526543120539E-01	3.8559755825771673E-03	1.4367215540998621E-03
2.2721256231544969E-05	1.2509000000000000E+02	1.5672267724757674E+02	6.7414493054344541E+02	6.8141605698569492E+02	1.0451795054111533E+03	2.7389717881749251E+00	1.3007438546050079E+00	9.2018795776655338E+01	-1.4543495054288713E-01	5.0998986922805049E-03	1.3169096693174421E-04
1.1254678637342083E-05	1.2509000000000000E+02	1.5153870501311900E+02	8.5836569136398180E+02	8.6374316739092728E+02	1.6797827297494666E+03	1.3840325038200396E+01	6.6377535189212082E+00	2.5524371057992976E+01	-1.2154370636897394E+00	8.1574910514297836E-04	5.3274412722042110E-03
2.1375832393530027E-05	1.2509000000000000E+02	1.4300830410618255E+02	3.8178006956902334E+02	3.9097964939706941E+02	4.1269183320118663E+02	4.7789398000943191E+00	1.4097058986684800E+01	6.9641761396379096E+01	-1.1932048204057877E+00	8.9002054653238699E-04	4.9399345088074944E-03
3.2771584827823227E-06	1.2509000000000000E+02	1.4084851557578821E+02	1.5059209549827133E+02	1.5233827569165186E+02	3.3229307643244653E+02	9.0242702214625989E+00	1.2127045149368721E+01	1.1930321324118562E+01	-7.9267130164766531E-01	2.6717047240198237E-03	2.8558826857397095E-03
1.2851496351109586E-05	1.2509000000000000E+02	1.5271845101655856E+02	8.0277427171951820E+02	8.0959789228141210E+02	1.4697345764002457E+03	1.3010565865650104E+01	8.3957001953831405E+00	9.7729573885318615E+01	-1.1465220124062880E+00	1.0574859866507641E-03	5.0735356186210169E-03
2.1315924422497475E-05	1.2509000000000000E+02	1.4962670575029063E+02	5.0453900697386774E+02	5.0817743671041791E+02	9.2950631965860089E+02	1.3708360294070262E+01	8.6272135858085068E+00	7.2256812182840335E+01	-8.6211997790184425E-01	2.3264126103409348E-03	3.4493309225977877E-03
2.1277768012371120E-05	1.2509000000000000E+02	1.7397656032219834E+02	6.1927349416970901E+02	6.2292087637955365E+02	9.0002056669910462E+02	8.9524244450276829E+00	8.1618168927551327E-01	8.1731096808207738E+01	-1.0518180743287506E+00	1.4397172747686140E-03	3.5928902813014640E-01
1.2282098526588771E-05	1.2509000000000000E+02	1.3323624149731651E+02	9.3373608909721304E+02	9.3522985231840505E+02	1.6540715217143629E+03	1.1874050973250554E+01	3.7215134950454876E+00	8.0474119889770677E+00	-8.2488259045499390E-02	5.1708750257303936E-03	3.6134385324830762E-05
6.4292154754670464E-05	1.2509000000000000E+02	1.2984476964132617E+02	7.2755255847124033E+02	7.2889895513136821E+02	7.4310336010209437E+02	4.9354066539720653E+00	1.5270956616043561E+00	4.7843604439331031E+01	-9.5257383613308910E-01	1.8886960065974956E-03	3.4436466416435142E-03
1.7233922681154844E-05	1.2509000000000000E+02	1.5543893727411933E+02	7.9905111624349422E+02	8.0213417831907702E+02	1.3201551485202067E+03	6.2791198319658257E+00	3.9224061141360578E-01	9.1939629772184247E+01	-2.5742162287801107E-01	4.8811210551314935E-03	4.0304929366227570E-04
7.8076249056622083E-06	1.2509000000000000E+02	1.5776002170098479E+02	2.9672106641657700E+02	3.0403144742084271E+02	5.5386588522413081E+02	4.6540649446444879E+00	7.6368869526017864E+00	2.4320280864518267E+01	-9.1248044272651052E-01	2.0802459616694430E-03	3.9495613315512525E-03
2.3766258118762461E-05	1.2509000000000000E+02	1.5110390277315580E+02	3.9432121768795008E+02	3.9720709654372513E+02	7.1947474445657554E+02	9.0776213257469340E+00	5.1268680765418644E+00	7.6485435768722297E+01	-8.0390971044059167E-01	2.6156054861958449E-03	3.1336658634384200E-03
1.5684868482730215E-05	1.2509000000000000E+02	1.3068490907732161E+02	8.5054462133000811E+02	8.5808094860430845E+02	1.2621005553342870E+03	1.3980011999923741E+01	3.2089627990075216E+00	3.0340467569111134E+01	-4.1413407577367489E-01	4.3962086154995562E-03	8.4516649030654271E-04
3.0275336427361380E-05	1.2509000000000000E+02	1.2780738947030035E+02	5.9153979534354983E+02	5.9331392188245150E+02	1.0376819378639020E+03	8.8161929834243811E+00	1.3153253160488445E+00	9.2481040041652065E+01	-6.3081896580713803E-01	3.4676767411773390E-03	1.7752932261026646E-03
1.7046222612292226E-05	1.2509000000000000E+02	1.4313717346934936E+02	6.3126365033968523E+02	6.3688067145966022E+02	1.2488740910770716E+03	2.6787659513665205E+00	1.1228668888997598E+01	1.8444900571110146E+01	-1.1372790867798888E+00	1.0923968322978199E-03	4.7125177996235005E-03
2.6567803370862271E-05	1.2509000000000000E+02	1.3396420254707067E+02	4.6673320257884131E+02	4.6739077577711583E+02	1.2036016483575113E+03	1.1609384561101619E+01	1.1588563485205436E+01	5.6509677601749864E+01	-4.6420860448210699E-01	4.2038320029450394E-03	1.0727965623179563E-03
2.4009167383274342E-05	1.2509000000000000E+02	1.6059528503745111E+02	3.2785655310277667E+02	3.3176936760161510E+02	9.5923816906718457E+02	7.5311758472729355E+00	9.6856057580493413E+00	3.0994330243204875E+01	-1.0367714622899560E-01	5.1512924960883345E-03	1.0807482110707831E-03
2.0497955879253606E-05	1.2509000000000000E+02	1.3940985044121734E+02	4.7962036068999225E+02	4.8042895624899722E+02	1.2977043604234718E+03	7.9983087045598342E+00	1.4039379388438247E+01	1.9496786811620364E+01	-6.5165103849342665E-01	3.3679528926262954E-03	2.0495466791379041E-03
1.4301015281117997E-05	1.2509000000000000E+02	1.5716592281143923E+02	7.2200298252143102E+02	7.2811640451574533E+02	1.4651474042866134E+03	7.6820486105894901E+00	1.1101076878514641E+01	5.4019164760140313E+01	-1.1763948654301482E-01	5.1359882248911753E-03	8.6620473571564471E-05
4.9380883405367174E-05	1.2509000000000000E+02	1.3753140484483978E+02	5.8635407068596874E+02	5.9173208737826531E+02	6.5018836497337941E+02	5.9318490226901357E+00	1.4005782269409759E+00	1.4924072420654853E+00	-4.4130116598753588E-01	4.2938180973489280E-03	1.0026238462562829E-03
2.7622500378913899E-05	1.2509000000000000E+02	1.4517139741145141E+02	4.0658497007404685E+02	4.1486698481480914E+02	1.2457685712239559E+03	1.2324830637930348E+00	1.8940268645966554E+00	5.2757228724545442E+01	-1.3718292969839654E+00	4.0635587785210802E-04	5.5775490978342713E-03
2.8273484062667017E-05	1.2509000000000000E+02	1.5536503661824159E+02	5.8858865883135638E+02	5.9135136761299862E+02	7.4128773426231351E+02	8.4174251859623137E+00	6.5573424544452417E+00	1.0477401622327697E+01	-9.9386065397114109E-01	1.6969596707126320E-03	4.3662169041898020E-03
1.9475350774310798E-05	1.2509000000000000E+02	1.3548543634298977E+02	6.8550459408923268E+02	6.8611795687867232E+02	1.3600398589438014E+03	6.9867038911612260E+00	8.3813909716351844E+00	4.7854257931399282E+01	-1.2006848960987333E+00	8.6462318726050801E-04	4.7050969592278748E-03
3.7302433998970684E-03	1.2509000000000000E+02	1.3446384469871123E+02	5.5709823270193219E+01	6.3826448388316877E+01	5.9934360787707544E+02	1.4893977065521282E+00	1.1532212179262290E+01	7.4070388367898005E+01	-4.0725169647460446E-01	1.8977002241731100E-02	1.0896055821703781E-03
2.6463205657251012E-05	1.2509000000000000E+02	1.3572960530359279E+02	5.5301482197968971E+02	5.5734779062557391E+02	8.1733020011676945E+02	9.7187018731696071E+00	1.3412168132193464E+01	6.7097241018944061E+01	-7.8403056284218742E-01	2.7148510245251474E-03	2.7042069015842727E-03
2.1555891408336478E-05	1.2509000000000000E+02	1.5255504974899117E+02	8.9351895993739311E+02	8.9814112499269697E+02	1.0225814745168115E+03	5.6787484913965445E+00	7.8978673045513537E+00	3.8902304873756279E+01	-1.1112585008259233E+00	1.1936028122931115E-03	4.9017252545483598E-03
2.1409576590108691E-05	1.2509000000000000E+02	1.3824533687041856E+02	4.4632339491337694E+02	4.4988213880447768E+02	1.1258361372984182E+03	5.4642155917660407E-01	1.1641837564456200E+01	5.0574967589962746E+01	-6.1827994530647934E-01	3.5270767955474214E-03	1.8562021922532799E-03
1.0153541663730744E-05	1.2509000000000000E+02	1.6662806084838604E+02	3.2667096852169880E+02	3.3490498538823095E+02	1.1636744877852846E+03	1.8359827941916804E+00	7.8574779846507479E+00	4.4087455184705306E+01	-1.2262199285700783E+00	7.8106496922133810E-04	2.7617707140140924E-01
1.2674808178633192E-05	1.2509000000000000E+02	1.3074054638108731E+02	8.2775427479192354E+02	8.3405902109763542E+02	1.5478092300695412E+03	1.1510567955770794E+01	4.1802585706488502E+00	1.0261192711657468E+01	-1.0417664541708871E+00	1.4832051415067631E-03	3.8917015156941801E-03
1.9976424635515240E-05	1.2509000000000000E+02	1.3652451645571483E+02	5.4934558980136444E+02	5.5442303337362739E+02	1.1138007175940093E+03	1.6654653616088748E+00	1.2514743683494041E+01	2.4356312570793701E+01	-9.9848993754439619E-01	1.6758671293044002E-03	3.8552849727084160E-03
2.8719122966310932E-05	1.2509000000000000E+02	1.4144633668226950E+02	5.8049376333621035E+02	5.8179316183635638E+02	9.0360635242127182E+02	5.8939627653891042E+00	8.8596533627992731E+00	5.8837813607341523E+01	-9.8186442728027612E-01	1.7520172450048075E-03	3.9094564610397129E-03
1.8443126264479716E-05	1.2509000000000000E+02	1.7174508565802830E+02	4.1160184003487313E+02	4.1334803613524326E+02	4.6299227537260958E+02	1.3482395496304331E+01	8.5769182663769090E+00	4.0389136079414342E+01	-1.1865548834289812E+00	9.1294113164311222E-04	3.6874676346194712E-01
1.4070566980117649E-04	1.2509000000000000E+02	1.4857327891597677E+02	7.1929391809706289E+01	8.0618965626051164E+01	3.2816492332060113E+02	4.5213824432442813E+00	1.3561970322514870E+01	6.5904770937238240E+01	-1.4625742408030862E+00	2.6952449230679666E-04	6.7945441318877633E-03
5.4092505704424477E-06	1.2509000000000000E+02	1.5090988706990140E+02	1.9111285951971675E+02	1.9282961676494665E+02	7.5650788615760757E+02	7.0983260935630310E-01	5.7733439032329912E+00	1.3142387607666843E+00	-7.1549244776267462E-01	3.0559604612886001E-03	2.5973379656717400E-03
1.3552824211736153E-06	1.2509000000000000E+02	1.7482381827573005E+02	1.6977401386004593E+02	1.7707101579619152E+02	5.3745177732196248E+02	1.0722804689511099E+01	4.4130966091123849E+00	6.6314654850081837E+01	-9.8852379642140331E-01	1.7213835893681892E-03	3.4481613061025784E-01
1.3427666465932474E-05	1.2509000000000000E+02	1.6058290757416418E+02	7.9498954310314241E+02	8.0247928270254249E+02	1.3941587327719474E+03	6.1656444859065322E+00	2.1001144837588606E+00	7.4463986382570113E+01	-4.8400401172377872E-01	4.1235352411538835E-03	2.1666062013421136E-02
2.6137050041796994E-05	1.2509000000000000E+02	1.3345156558169126E+02	5.9323752049507459E+02	5.9511384094372102E+02	1.0279774294597923E+03	8.0123317524382518E+00	1.1813516559318414E+01	3.7547704068733241E+00	-1.5248364168387663E-01	5.0895671607569162E-03	1.2300094765671784E-04
8.9875616593693708E-06	1.2509000000000000E+02	1.7476359104178547E+02	2.2930108573255180E+02	2.3639889564197460E+02	2.6262924895278610E+02	8.5624719100363897E+00	1.0080927306218504E+01	4.1771749820919588E+01	-1.4426754323171465E+00	2.9278911915234696E-04	4.8499013957620007E-01
2.2352915240979917E-06	1.2509000000000000E+02	1.6739028083189405E+02	1.7367592222228456E+02	1.7375261714391067E+02	7.1797556437923367E+02	6.3369442881257010E+00	9.3514245758072576E+00	3.0665085594013838E+01	-6.2967154502906553E-01	3.4731327467571673E-03	1.1460617640223518E-01
1.2660680908351083E-03	1.2509000000000000E+02	1.4951910998334603E+02	9.1062334292131638E+01	9.9273311448876427E+01	9.2072060237206540E+02	2.7388619060809085E+00	7.8803261130025257E+00	8.3476841883024591E+01	-1.3267665646964479E+00	5.0277827091670222E-04	5.6306248944527886E-03
2.4170050320228847E-05	1.2509000000000000E+02	1.3305674120145233E+02	6.1160416906308576E+01	6.9548074821731106E+01	7.1321165690348096E+02	1.1987123044527658E+01	1.2228388938553811E+01	8.1606567291825343E+01	-1.0120303832560438E+00	6.8635824683454518E-03	1.2197882436046619E-02
2.3536531904539368E-05	1.2509000000000000E+02	1.2836684618685248E+02	5.1426199705538443E+02	5.2305783035841682E+02	1.1172612797782112E+03	3.3027805872274469E+00	4.1222115926547955E+00	2.7913784689695476E+01	-2.4731868062806694E-01	4.9055168294365268E-03	3.0719303041246696E-04
1.5944076774825170E-05	1.2509000000000000E+02	1.4632592597024325E+02	2.9912660557270357E+02	3.0592213596027443E+02	1.0823196915594488E+03	1.3226727329160424E+01	1.3766854525761145E+01	3.5568711583301753E+00	-1.4533389969595247E+00	2.7984371546162305E-04	5.7705435772889488E-03
2.5781292472799969E-05	1.2509000000000000E+02	1.2618143550558548E+02	8.1199978453200299E+02	8.1548026552679028E+02	1.0012867465854094E+03	5.7336560880922036E+00	2.5194312498063929E+00	5.7604029450846852E+01	-9.0131416749827031E-01	2.1343655656682948E-03	3.0975275319479884E-03
1.0211942873348313E-04	1.2509000000000000E+02	1.3435084905362729E+02	4.1432547702655455E+02	4.1718787910751439E+02	4.4519295571148069E+02	3.8956741302254025E+00	1.3922823276800487E+00	8.8684923637511631E+01	-6.8841903477660438E-01	3.1892572430710807E-03	2.1665044278691985E-03
1.6741390842979693E-05	1.2509000000000000E+02	1.5549762722045540E+02	7.3078931001051762E+02	7.3085586708544565E+02	1.4840196377290504E+03	7.1226751963247892E-01	3.9611097679758025E+00	9.2169824493662375E+01	-1.0419775254543802E+00	1.4822868017341912E-03	4.6374082518240798E-03
2.1942581088018294E-05	1.2509000000000000E+02	1.5272004471903205E+02	5.8212615490524388E+02	5.8551281944173991E+02	1.0233280020176098E+03	8.0443724909538279E+00	5.1992923132606279E+00	9.2642985442487046E+01	-8.3495378079947125E-01	2.4609705169934032E-03	3.3566353612475277E-03
2.5791397156720909E-05	1.2509000000000000E+02	1.3563507962453417E+02	2.8803015809414450E+02	2.9602618544177437E+02	8.4000519699882966E+02	6.2221226044567874E+00	5.2190024098004226E+00	1.8504442910433021E+01	-6.4515136002698847E-01	3.3991981787743230E-03	1.9595850202558103E-03
1.8390997593153177E-05	1.2509000000000000E+02	1.6361245574282597E+02	4.6515617389937682E+02	4.7172426041295950E+02	5.0256799992759153E+02	7.8502672550036880E+00	7.5712104282673485E+00	3.8822520052000193E+01	-5.9295762331833601E-01	3.6454253155958536E-03	7.1307696233107593E-02
2.2504568419906860E-05	1.2509000000000000E+02	1.3959452269730369E+02	3.9639281721152031E+02	4.0637947370129615E+02	6.9683428059650316E+02	9.3494424801550071E+00	1.2845094508279624E+01	8.1227576233552568E+01	-1.3167309188725584E+00	5.2671953872793882E-04	5.2268088160500837E-03
5.1439513130260210E-06	1.2509000000000000E+02	1.5017075883382967E+02	1.7684799438661338E+02	1.8388299070013827E+02	2.3901131310919828E+02	7.1724833370523919E+00	8.7790127943637835E+00	6.6835424217318845E+01	-1.2357841797639841E+00	7.5105008550004017E-04	5.3567637037473491E-03
1.8217635341008365E-05	1.2509000000000000E+02	1.6931037196076494E+02	4.6216127924256091E+02	4.6545512496747784E+02	7.5169299868945643E+02	1.1630400086906924E+01	7.1620060223443467E+00	9.5421336331600941E+01	-4.4598210519819381E-01	4.2756946889132537E-03	6.9833070499982414E-02
1.5702379862653234E-05	1.2509000000000000E+02	1.7337568196309996E+02	5.9091981320684772E+02	5.9727599136870174E+02	1.0582935549357412E+03	1.9855186271879446E+00	2.9380222735637906E-01	6.9104721963454367E+01	-6.3766615022304118E-01	3.4350360839591467E-03	1.6438784781048749E-01
