omega_c	mmH1	mmH2	mmH3	mmA0	mmHch	lam1	lam7	m11	aDM	WH1	WH2
2.1118470260427844E-04	1.2509000000000000E+02	1.5363193378171974E+02	2.0445589174258333E+02	2.1389848814061776E+02	3.7303596214532666E+02	1.0384786109013849E+01	6.1336713325389054E+00	7.6748477073269186E+01	-1.4558385987705658E+00	2.7696881076841827E-04	6.0647262701671745E-03
3.6628464960147772E-05	1.2509000000000000E+02	1.2643079556508958E+02	4.2579910679524727E+02	4.2854357039488093E+02	1.2833149355991347E+03	3.4891436501355582E+00	2.3739007576712878E+00	4.8780618606033094E+01	-4.9754912999577372E-01	4.0673055988140056E-03	1.1498109235770189E-03
4.1912439429466224E-04	1.2509000000000000E+02	1.3780957669533771E+02	1.3514739576966846E+02	1.3914180293639274E+02	2.1007663843225532E+02	4.5414971770911929E+00	4.4753603876919301E-01	1.9733167947145722E+00	-1.2647216444304428E+00	6.6464182502375254E-04	5.0072012163949976E-03
6.0519112080267994E-05	1.2509000000000000E+02	1.5167526290980413E+02	3.9798534444905135E+02	4.0678990899435706E+02	6.3768489770017800E+02	1.1546776690635260E+01	9.0311771471664191E+00	9.5958322353176001E+01	-4.8200629102404835E-01	4.1317413984054245E-03	1.3036422142106469E-03
1.0182245627763678E-04	1.2509000000000000E+02	1.2786478937188852E+02	2.5162662472651650E+02	2.5959900655765040E+02	5.1944635378636713E+02	5.5103149200837667E+00	3.9506211619128568E+00	5.0243067134750575E+01	-2.4434865044443388E-01	4.9125183819007856E-03	2.9881873295902974E-04
1.4062288311371915E-05	1.2509000000000000E+02	1.4357262931149575E+02	8.5268424963703580E+02	8.5992522277865805E+02	1.4708963961903455E+03	1.2933735477567527E+01	1.0373626749531192E+01	3.4524330581316882E+01	-5.6416312451561734E-01	3.7770642477733892E-03	1.6410877653010995E-03
6.8274951110197061E-05	1.2509000000000000E+02	1.7204988439347591E+02	5.8765360807890704E+02	5.9013680531649698E+02	6.4300745692709802E+02	1.3504726979976857E+01	9.7699465399933736E+00	7.6464954122651818E+01	-1.8988831527608774E-01	5.0268753617488211E-03	1.5518544970860956E-02
1.9013943195054170E-05	1.2509000000000000E+02	1.2895804246989454E+02	6.2159539576228497E+02	6.2915058169940050E+02	1.4270843760469390E+03	3.9226610747271500E+00	9.9714254348871414E+00	7.4943057364757664E+01	-8.0238513694670477E-01	2.6232136372137459E-03	2.6623551389583274E-03
1.6020128410724253E-05	1.2509000000000000E+02	1.2561112715808727E+02	6.6247014138496957E+02	6.7115282234323809E+02	1.4968762823598813E+03	5.9009400534447938E+00	2.9491596164410749E+00	8.1623127790458099E+01	-1.2859077345145704E+00	6.0570254285409312E-04	4.6184675742245197E-03
7.9327484398875471E-05	1.2509000000000000E+02	1.5458261366366065E+02	8.1955070121658525E+02	8.2043682825771941E+02	8.2333532202678509E+02	9.1994829551314383E-01	1.2627815748251889E+01	3.6775568259775440E+01	-1.3171209350270499E+00	5.2577262996905281E-04	5.7944425444770783E-03
1.7337942392306098E-05	1.2509000000000000E+02	1.7255974916079535E+02	7.4552945713304416E+02	7.5170802545347613E+02	1.3707202635336293E+03	1.3295208236200367E+01	1.2215983403341838E+01	5.2727876976005675E+01	-2.2074081139218493E-01	4.9653856266507618E-03	2.1405584730790881E-02
6.9163255525874590E-05	1.2509000000000000E+02	1.6851582665543344E+02	2.6139995903307567E+02	2.6965178719239856E+02	7.8043670637087746E+02	9.7870128687876345E+00	3.3421676559570095E+00	2.2402986078245092E+01	-3.9690059284762724E-01	4.4585957618414555E-03	5.3364239024128936E-02
1.0808087217997366E-04	1.2509000000000000E+02	1.3829522379279379E+02	2.0024122062616107E+02	2.0515183483956002E+02	5.7390025319713186E+02	1.1677041760961080E+00	6.7898952362546199E+00	5.8667147301913765E+01	-4.9379727103975579E-01	4.0829822798031891E-03	1.2416018842703442E-03
2.5015143124234720E-05	1.2509000000000000E+02	1.4173529969759534E+02	6.4875575941929401E+02	6.5545897933443030E+02	1.0010821162495214E+03	7.9417942215883146E+00	4.9308743755942563E-01	2.6094576424497451E+01	-5.2446241416318995E-01	3.9526619656884577E-03	1.4206552543237147E-03
1.8599434954298564E-05	1.2509000000000000E+02	1.5311092809137932E+02	7.9247930978540296E+02	7.9474706666765132E+02	1.3654941410364090E+03	4.3395733819527420E+00	1.1348260257415594E+01	3.1280000311452898E+01	-2.9593962101660520E-01	4.7800618187453132E-03	5.2091435746997651E-04
4.1826671211381230E-05	1.2509000000000000E+02	1.4852656689554294E+02	9.2580979516534592E+02	9.2608185910437339E+02	9.5178334168241520E+02	1.1679535583443723E-01	3.9941302140681678E+00	5.4838263756520234E+01	-5.7218979248515134E-01	3.7407067827212714E-03	1.7414783823643356E-03
1.5395045483865278E-05	1.2509000000000000E+02	1.3243773769851202E+02	7.1830600750088047E+02	7.2376091655518906E+02	1.5113722696720495E+03	6.5962882997916488E+00	6.0706873671480854E-01	4.9393124969859201E+01	-3.1087967775975045E-01	4.7375203219975582E-03	4.9502933957771178E-04
2.2060614062343710E-05	1.2509000000000000E+02	1.4269651507303422E+02	6.4704673504319351E+02	6.4773317998635264E+02	1.4567090653379955E+03	8.9616786110967761E-01	5.7358411738815906E+00	7.2122379680686805E+01	-9.1048413301126840E-01	2.0898992582065834E-03	3.5583530236182404E-03
1.6762489308363555E-05	1.2509000000000000E+02	1.3646685471278468E+02	8.9419953652853121E+02	8.9673924493451568E+02	1.3715269249032842E+03	1.0480253041340156E+01	7.8947918119816070E+00	1.7609642895222475E+01	-6.0116308255246986E-01	3.6073242818722945E-03	1.7444492090595996E-03
2.7181094174452907E-05	1.2509000000000000E+02	1.5158464191705670E+02	2.2397254056947889E+02	2.2636291536333175E+02	7.0195579652299898E+02	6.7003697340378396E+00	1.0983881637306828E+01	3.4318035692590300E+01	-1.2406495227244558E+00	7.3605557375366101E-04	5.4258320062167287E-03
1.2782262992942682E-05	1.2509000000000000E+02	1.5108911737535107E+02	8.4080413612108862E+02	8.4580008082361883E+02	1.7264067824354424E+03	1.2908466409709522E+01	1.3869360079322643E+01	4.1437073884735383E+01	-5.9940058664519158E-01	3.6155289831106751E-03	1.9232711329709930E-03
3.7705203784809467E-05	1.2509000000000000E+02	1.5743554905553606E+02	4.7571370984693692E+02	4.7738016554498120E+02	1.1091158124893511E+03	1.2358054444686534E+01	1.2390171132558105E+01	3.3106780881111874E+01	-1.1513610996445200E+00	1.0394327768341904E-03	5.2542883531106017E-03
4.0276579918155908E-05	1.2509000000000000E+02	1.4532232284478485E+02	5.7410115190972624E+02	5.7698051554010272E+02	8.6168437516860865E+02	8.0220446645850512E+00	9.7922994263899970E+00	5.9655767356350907E+01	-1.0933788221143550E+00	1.2655389577558792E-03	4.5836623105893325E-03
4.2893073328662679E-05	1.2509000000000000E+02	1.3335611675241316E+02	7.2788291945023593E+02	7.3704843372900427E+02	7.6469080630442625E+02	8.9350165397091832E+00	3.4266693136313320E+00	1.5401006332785361E+01	-1.2365759285838691E+00	7.4859732845803501E-04	4.7541546808342284E-03
2.1030995520397716E-05	1.2509000000000000E+02	1.6400406980758257E+02	7.6906809430526016E+02	7.6941074111005787E+02	1.2750773189240495E+03	4.6491564127379821E+00	1.7380675349561812E+00	8.7616589495267988E+01	-6.7554566508023239E-01	3.2521686418386371E-03	9.3996519367738923E-02
1.8701359059518123E-05	1.2509000000000000E+02	1.6005697185792354E+02	1.8869203219129332E+02	1.8918326334058457E+02	4.2737182508100375E+02	1.1949731038254560E+01	8.9995310454161501E+00	4.8797108370716266E+01	-4.2476500271368955E-01	4.3567185276042440E-03	8.7983909323540183E-03
1.7999183151043080E-04	1.2509000000000000E+02	1.4453420161631155E+02	4.0507026042559664E+02	4.0559655389077801E+02	4.2303123808141390E+02	8.9499844758072804E+00	2.8529517443631551E+00	4.7689810299635774E+01	-1.5523682242333039E+00	2.1296398259797126E-04	5.7766417837986613E-03
1.9687080408548888E-05	1.2509000000000000E+02	1.5527437590458635E+02	8.5824529957410198E+02	8.6061457435629086E+02	1.2633324897444493E+03	7.5722356989384796E+00	1.0108579866964639E+01	4.7182857242498017E+01	-4.4410011887360490E-02	5.1949334105677175E-03	1.2243199503256781E-05
2.4678976663955635E-05	1.2509000000000000E+02	1.3056105365221904E+02	5.1301212746790247E+02	5.2243784542774688E+02	1.1804186666525989E+03	1.0055362616086081E+01	5.8325785792118765E+00	1.9636245522013049E+01	-1.2155583235064693E-01	5.1313549026286648E-03	7.6670292932657239E-05
5.9234612202676116E-05	1.2509000000000000E+02	1.6912124795948679E+02	5.6806652234777175E+02	5.7043059708104954E+02	6.7924393309710729E+02	8.0949267096793864E+00	5.1053673614772812E+00	1.5471735020387793E+01	-4.9445058757903060E-01	4.0802580189666848E-03	8.3555129983261076E-02
1.7821115958568317E-05	1.2509000000000000E+02	1.5073548436815176E+02	7.0532304423643416E+02	7.1017112907495869E+02	1.4120912069278261E+03	2.5881076563559975E+00	4.7722998184488619E+00	7.6702566642175697E+01	-9.9672137199000432E-01	1.6839149397409284E-03	4.2508112875698362E-03
1.3124540053039921E-05	1.2509000000000000E+02	1.3667930170889446E+02	9.4455783017657598E+02	9.4687289389170382E+02	1.6335232701541499E+03	1.0023923891933601E+01	9.8066892151286318E+00	6.9813230920961701E+01	-3.4336116387914961E-01	4.6388318424247553E-03	6.1899392838370593E-04
1.9980922126420959E-05	1.2509000000000000E+02	1.3547964314404393E+02	6.1763369425555402E+02	6.2323205026482799E+02	1.4446348675967356E+03	6.6243603889012526E-01	1.0546772786065363E+01	6.1411317162407244E+01	-2.8545645026558364E-01	4.8088102338301941E-03	4.2924160315710328E-04
1.5412984033409401E-05	1.2509000000000000E+02	1.4118137624785834E+02	8.0646858087576391E+02	8.0691187505932146E+02	1.6100729279499842E+03	2.8726563908032405E+00	2.7466547598348252E+00	2.6836118555551451E+01	-1.2440869888817474E-01	5.1278861676824078E-03	8.6894740911298282E-05
4.0838378221272299E-05	1.2509000000000000E+02	1.7094917421889454E+02	7.1885270246716811E+02	7.2381524777217555E+02	8.0426761631586942E+02	1.1766751901603656E+00	3.6459227503956866E+00	8.8631495384327835E+01	-4.5402835432622801E-01	4.2442214437586907E-03	7.9206022508680238E-02
9.2645856476715189E-07	1.2509000000000000E+02	1.3745166705487375E+02	1.4703919240135662E+02	1.4778127800104266E+02	1.0075157352991009E+03	1.1316187763594177E+01	1.0772772168495120E+01	7.8435782680956549E+01	-1.0859050018591192E+00	1.2961607087367487E-03	4.2994057324583146E-03
5.2357462525883357E-05	1.2509000000000000E+02	1.4474224867204774E+02	3.5077408454416980E+02	3.6005247778727329E+02	7.4067116356020392E+02	1.2254807678635611E+00	7.5473349430818732E+00	3.6401793865208418E+01	-1.5567390635783420E+00	2.1225508991272384E-04	5.7858547966663076E-03
4.7498470252049890E-05	1.2509000000000000E+02	1.4371365704431369E+02	4.0851262130705300E+02	4.1146374857586989E+02	9.2198064465633627E+02	8.3235177644637961E+00	7.8486347741208196E+00	2.9147659789839601E+01	-9.3899218587080169E-01	1.9530547835892548E-03	3.7414077396754658E-03
2.3344307386168540E-05	1.2509000000000000E+02	1.3992217909225829E+02	7.4995801555922162E+02	7.5595284625699412E+02	1.0861520728730375E+03	5.3415854146432062E-01	6.7611723241681103E+00	6.9224035747453584E+01	-7.7820767050978079E-01	2.7439264299489699E-03	2.7560326817053474E-03
2.4559917455177367E-05	1.2509000000000000E+02	1.5427096740226307E+02	7.3080402569882767E+02	7.3314732282569048E+02	1.0771020808849030E+03	7.3630570126991053E+00	2.2162555294187070E-01	4.0372474858245106E+01	-1.1337306282964117E+00	1.1059467926431360E-03	5.0656434421708718E-03
8.2199905223663433E-05	1.2509000000000000E+02	1.4223404833835738E+02	3.3940766518442319E+02	3.4285820254723461E+02	7.2035287035179931E+02	1.2049231957061791E+01	9.8870034490651459E+00	8.3549145902762717E+01	-1.3848963504509926E-01	5.1096137360017602E-03	1.0835452203651159E-04
1.5908908331049349E-04	1.2509000000000000E+02	1.2996095159705308E+02	1.5854376689928759E+02	1.6650886424654576E+02	7.7487560907605837E+02	9.5370933768512174E+00	1.1918086502197240E+00	1.9939076745388601E+01	-1.2158125223464173E+00	8.1452651881209646E-04	4.5632645253540511E-03
1.4994899281763919E-05	1.2509000000000000E+02	1.6787587302788435E+02	7.5998645392711580E+02	7.6342916025008503E+02	1.5580423607994069E+03	3.8054060454039860E+00	4.7115385028121703E-01	1.7497345043577880E+01	-4.5990277209632779E-02	5.1942210274423650E-03	7.2309382164060414E-04
6.4593045527776126E-05	1.2509000000000000E+02	1.6423799533744716E+02	4.0937284722895032E+02	4.1170351548199710E+02	6.8094757084313210E+02	5.8118698431699860E+00	8.8750820344197940E+00	2.2358445296696598E+01	-2.3830361180720994E-01	4.9265285008750700E-03	1.3782585381217396E-02
2.8288584984124164E-05	1.2509000000000000E+02	1.7250778231571326E+02	5.5277437032329590E+02	5.5451581152366282E+02	1.2744593635315352E+03	3.7079380985386381E+00	1.4094898106900462E+01	3.7861922992329076E+00	-3.9132986589903829E-01	4.4783212091959890E-03	6.4796213628786750E-02
1.7072180186400541E-05	1.2509000000000000E+02	1.3110198820211551E+02	7.9193449236542654E+02	7.9233391290173574E+02	1.5068205685153698E+03	1.2733011864793026E+01	3.3106594951872990E+00	7.7503954211484611E+01	-1.0129611612271159E+00	1.6105102606912333E-03	3.7690841494814544E-03
5.0780891312385302E-07	1.2509000000000000E+02	1.2600033291579706E+02	1.4837915655150039E+02	1.5482719890998081E+02	4.0296982380234158E+02	2.0014962855267786E+00	1.1436887607973482E+01	1.4116972759886167E+01	-3.8001419308771944E-01	4.5177099012708036E-03	6.9212675513237822E-04
5.3921256031618447E-05	1.2509000000000000E+02	1.3554404247029407E+02	3.7781289761318499E+02	3.8001820524224001E+02	9.3317729485369171E+02	1.3974393775069338E+01	6.1776130222145520E+00	3.7794322234016988E+01	-1.2757839617740863E-01	5.1239398217499755E-03	8.7670973615628527E-05
4.1610737244636911E-05	1.2509000000000000E+02	1.7472767027931181E+02	5.3787860813917518E+02	5.4529116800766951E+02	7.6329555051089051E+02	7.6841208936572638E+00	1.0867650744303898E+01	6.1559216542429859E+01	-9.5215747282397789E-02	5.1596406962974520E-03	4.4496197977045996E-03
2.5647174343506835E-05	1.2509000000000000E+02	1.5476447840127838E+02	6.3098079714969776E+02	6.3554360262376429E+02	1.0772435992617363E+03	1.2348138561960374E+01	3.1984812467817596E+00	2.6392300833664976E+01	-5.3098777269360342E-01	3.9243097373054987E-03	1.5875997808528124E-03
1.8991131390732938E-05	1.2509000000000000E+02	1.4162151317338063E+02	8.5885451976622198E+02	8.6061404194245767E+02	1.2786608038137949E+03	1.0019069026559157E+01	4.3997072331140314E+00	3.9523249672038126E+01	-1.6795944097167004E-01	5.0652263596993284E-03	1.5820481060949411E-04
2.4635557251443429E-05	1.2509000000000000E+02	1.5865792490629849E+02	5.9518693408239017E+02	6.0053350740602866E+02	1.1913348960882681E+03	6.5829865697692080E-01	1.2736407765856201E+01	6.1177039662458483E+01	-1.2945595424896994E-01	5.1215564196862504E-03	1.0579623950773180E-04
5.8129681927845679E-05	1.2509000000000000E+02	1.4732439483076072E+02	3.5872374512661423E+02	3.6155469662582254E+02	1.2464934809582744E+03	1.6700201064208617E+00	1.2541622414831828E+01	6.5837350214290140E+01	-1.5195382885822779E+00	2.2437679114136263E-04	5.8757094343421610E-03
1.4643738743498681E-05	1.2509000000000000E+02	1.5180107669673444E+02	1.4418864417550554E+02	1.4620345836328502E+02	5.1236836084274967E+02	4.6636379404755477E+00	6.4756619861236127E+00	3.1216227253068347E+01	-4.6238924933781522E-01	4.2110961357293402E-03	1.2082429130918439E-03
1.0331183105391468E-04	1.2509000000000000E+02	1.4279658356496441E+02	4.8030304113882733E+02	4.8153359942209607E+02	5.3667598231075146E+02	1.1093310095273567E+01	7.2160365571808240E+00	9.9022238164219189E+01	-5.3940454386125447E-01	3.8874342186139095E-03	1.5059613781260822E-03
6.6415196810523533E-05	1.2509000000000000E+02	1.3079257925693997E+02	5.1339174218633752E+02	5.1458155775656053E+02	6.5192879675977338E+02	5.9447237489021951E+00	1.0190527351056470E+01	1.9656194172173830E+01	-8.5357868314722807E-01	2.3686161140227136E-03	2.9670076452969654E-03
5.8046176499020836E-05	1.2509000000000000E+02	1.2827891683276226E+02	4.7269138247831324E+02	4.8117717229350342E+02	6.3102174945223226E+02	5.1168216978278114E+00	7.0573347647475710E+00	8.9155649131236430E+01	-2.1650574108539256E-01	4.9743405878020387E-03	2.3638054261215753E-04
3.3512935308632864E-05	1.2509000000000000E+02	1.5517032663729057E+02	1.2473411908128026E+02	1.2775066422659469E+02	9.5955672329736717E+02	7.6381927273879722E+00	8.5534350188697843E+00	5.9418507295855562E+01	-1.6875702537177606E-01	5.0639105023543530E-03	1.7511457535673193E-04
1.5937281822359998E-05	1.2509000000000000E+02	1.2918656383753594E+02	6.8651681115688609E+02	6.9606891726426261E+02	1.4669677520715481E+03	3.1174091686575713E+00	1.3196061886798619E+01	3.3376264469873284E+01	-1.6874435211244943E-01	5.0639314576176554E-03	1.4551218452923533E-04
3.3562466627964202E-05	1.2509000000000000E+02	1.4760563524944504E+02	4.4846978154893492E+02	4.5330489027467786E+02	1.2294834570398011E+03	2.3889461751510139E+00	9.4810194001444703E+00	7.3996113669591082E+01	-1.0530919987534095E+00	1.4342419244661711E-03	4.4569174998002154E-03
3.0327780185558915E-05	1.2509000000000000E+02	1.3207649527364714E+02	5.7068610597433803E+02	5.7471807719893661E+02	1.0189529871889171E+03	1.1568964067180159E+00	4.0865505862918443E+00	4.0064025338303310E+01	-1.2137943895507175E+00	8.2111057134814393E-04	4.6314290944569469E-03
1.6926965562707324E-05	1.2509000000000000E+02	1.4347957616984360E+02	6.7306529112302951E+02	6.7911208916414171E+02	1.4886757660837266E+03	4.2455617696724648E+00	2.7441082724575461E+00	8.0880787003729864E+01	-5.0721149544800626E-01	4.0265823791741356E-03	1.3533923148495049E-03
2.9205723651404644E-05	1.2509000000000000E+02	1.2567586951372488E+02	8.8225401986029658E+02	8.8232959134612690E+02	1.0399462109384808E+03	8.4271930358964919E+00	1.0425255993905131E+01	4.1248803766560179E+01	-1.3512552720750943E+00	4.4810482814472923E-04	4.7792219013853936E-03
2.4210209312589630E-05	1.2509000000000000E+02	1.4089292012812706E+02	7.7511664411291315E+02	7.7744268131788931E+02	1.1275125468510726E+03	1.3661428280482735E+00	8.8254156343291594E+00	7.8650136268069097E+00	-4.1700023072758219E-01	4.3856362535653276E-03	9.2382337088980991E-04
2.3071487646353178E-05	1.2509000000000000E+02	1.4086693706647350E+02	6.5599694634135665E+02	6.5964158792031992E+02	1.2064822130168238E+03	1.2170727444286797E+01	2.3858083845515776E+00	9.9969312849905961E+01	-8.5100985970993903E-01	2.3813289010856773E-03	3.1836840437670486E-03
7.5805333504930307E-05	1.2509000000000000E+02	1.7095452538886317E+02	2.6141330469931165E+02	2.7011266069491984E+02	8.0748108586179137E+02	1.1354276046182157E+01	4.4561198135633573E+00	7.5650615535048132E+01	-3.7966053703064628E-01	4.5189261090601554E-03	5.6570294455961373E-02
1.4571759986772539E-05	1.2509000000000000E+02	1.3688390517612635E+02	7.2865697354015754E+02	7.3856505150374255E+02	1.4762668190180634E+03	6.9821422424549890E+00	5.6061416763375238E+00	5.7520701412353993E+01	-2.8966387361504209E-01	4.7973822871611822E-03	4.4625516063258466E-04
2.7995325033614616E-05	1.2509000000000000E+02	1.3503904968419533E+02	7.6802966115904496E+02	7.7002157109790562E+02	1.0285074515633787E+03	5.9947659125061543E+00	3.8497758221578668E+00	7.5765006441047888E+01	-3.0215839507354492E-01	4.7625765898159410E-03	4.7778539483327327E-04
1.3283522801409226E-04	1.2509000000000000E+02	1.7214855354995399E+02	1.5090279965703508E+02	1.5438523711375205E+02	8.7393209884126304E+02	3.9554074903276781E+00	4.8311162318713574E+00	5.7166648285541058E+01	-4.1375804219019185E-01	4.3975915427143511E-03	7.0754416022681940E-02
4.2596696344284125E-05	1.2509000000000000E+02	1.5373202727966105E+02	4.3844187375551178E+02	4.4643606111241320E+02	7.7748753876773992E+02	1.0498548967390576E+01	7.7429484680494980E+00	2.0231165628522245E+01	-1.2681403852363118E+00	6.5487990350628273E-04	5.6033032646859602E-03
1.3023148025892412E-04	1.2509000000000000E+02	1.4008940970214056E+02	2.1480750696026141E+02	2.2290059903305985E+02	9.2722031147089808E+02	8.1698140068304781E+00	5.3432270931281272E+00	6.0920977363326109E+01	-3.3565402355080209E-02	5.1991516242103700E-03	6.3059352646990894E-06
2.1221994288484041E-05	1.2509000000000000E+02	1.3370634775466115E+02	7.6856069076739288E+02	7.6920885123741300E+02	1.3026041875838323E+03	1.0273865674284224E+00	1.1474525559774845E+01	3.3997511202933971E+01	-3.5280669780794960E-01	4.6085853684310635E-03	6.3774465615314949E-04
4.2144277535886134E-05	1.2509000000000000E+02	1.4214723952830641E+02	3.5126755316800791E+02	3.5956300257684802E+02	1.1770716226785778E+03	1.0029611253519361E+01	6.1025659967225812E+00	7.0295635712005037E+01	-1.5111450879507309E+00	2.2901558751324243E-04	5.6620912124119589E-03
2.8063914487353497E-05	1.2509000000000000E+02	1.3644777407854693E+02	7.3199516370985430E+02	7.3674482935422327E+02	9.9605280502981168E+02	8.0833392174836902E+00	1.1369183470527261E+01	3.1081034745127443E+01	-1.8600600133174972E-01	5.0339921654959921E-03	1.8647240919407522E-04
1.7668596143979973E-04	1.2509000000000000E+02	1.4924802670836357E+02	1.5043028285746942E+02	1.5737813716632229E+02	5.9981492145444031E+02	6.8764835845569534E+00	1.3240027679242208E+00	9.8312541641440490E+00	-7.9353669742099020E-01	2.6673838593109980E-03	3.0329610469822911E-03
2.6371386581525626E-03	1.2509000000000000E+02	1.3906454217727043E+02	9.8623601369850149E+01	1.0697243017003518E+02	1.1435362820716279E+02	3.0687218698527303E+00	5.1444155787324606E+00	6.5452966157092236E+00	-1.1182782393551927E+00	1.1658842966912051E-03	4.4953657922121998E-03
1.8683527533134418E-05	1.2509000000000000E+02	1.5984285621115606E+02	8.4649811633699483E+02	8.5120568063166252E+02	1.2103816797306677E+03	4.4925366952980568E+00	2.3919790056962422E+00	2.9589997174493035E+01	-7.0183752797981214E-01	3.1233429026779015E-03	2.6660372092103092E-03
1.9871681258779190E-05	1.2509000000000000E+02	1.3742525160343166E+02	6.6319518606792917E+02	6.6867803618250332E+02	1.3208608025083602E+03	1.0862594557722376E+01	9.0123657433839366E+00	2.8821535175117448E+00	-1.4938764006325482E+00	2.4075513944298016E-04	5.4592728098235557E-03
1.4773902769769659E-05	1.2509000000000000E+02	1.5962118884215653E+02	8.1833397367425914E+02	8.1899122772225701E+02	1.6307417787521808E+03	3.0962773849239005E+00	1.7964971933963230E+00	4.6587169120827305E+01	-1.4950091783320996E+00	2.3989470025072071E-04	6.3504641822806291E-03
2.1678015663366100E-05	1.2509000000000000E+02	1.2539881389989928E+02	8.8396530902663494E+02	8.8709922910067223E+02	1.1719013182082685E+03	1.3647726951468611E+00	8.4900877080811590E+00	8.7083700175436078E+01	-1.4282161270280236E-01	5.1036084407395091E-03	1.0141975598108607E-04
1.7861749658312976E-05	1.2509000000000000E+02	1.4309792574324084E+02	6.7562823487707794E+02	6.8066373290524984E+02	1.5089982896386637E+03	1.1723616369265885E+01	6.9612929968448789E+00	9.8493547339687851E+01	-1.5522199370050480E+00	2.1299137718369581E-04	5.7186759139928739E-03
2.4118634461982560E-05	1.2509000000000000E+02	1.3366101704858758E+02	5.2089843594976628E+02	5.2897546512492727E+02	1.3670578215350665E+03	2.3374525183054864E+00	1.1671342337676949E+01	9.9842469229755210E+01	-1.4499025892234632E+00	2.8389512914045283E-04	5.2620634755662808E-03
6.3486141883987652E-03	1.2509000000000000E+02	1.5910144339424158E+02	9.8735087387606086E+01	1.0626625891135366E+02	9.0355890037191978E+02	2.5545985527590847E+00	3.0258438101624345E+00	8.1332561852565306E+01	-2.3492544942304239E-01	4.9342166938661797E-03	3.4493002896155269E-04
4.4918416362477176E-05	1.2509000000000000E+02	1.3187084821290375E+02	1.5504586291734404E+02	1.6006019936877314E+02	3.5840794686619563E+02	1.0124134471092436E+01	5.1717890500425305E+00	2.4778396855936570E+01	-1.2856893384002510E+00	6.0629104127861118E-04	4.8507421417677936E-03
2.0190902005114550E-05	1.2509000000000000E+02	1.2796065645813508E+02	7.1720039423890432E+02	7.1722174270414826E+02	1.5161046913667137E+03	3.3399657895974655E+00	1.3778984485417132E+01	9.7463478494651383E+01	-1.4511517245012573E+00	2.8240918230257577E-04	5.0367006469153762E-03
1.8652144602068584E-05	1.2509000000000000E+02	1.5010454021549529E+02	7.4510393179725111E+02	7.4853416743620028E+02	1.3392018894149001E+03	8.4840701656341881E+00	4.7402755866946062E+00	5.2055065519667728E+01	-9.3800657260988007E-01	1.9577475190855312E-03	3.9036592114628228E-03
7.4312141208820315E-05	1.2509000000000000E+02	1.4436991766449060E+02	2.8730102681429173E+02	2.8903442384164521E+02	7.9213516602392087E+02	6.7171931161625276E+00	1.3773314497654006E+01	7.5243156786189957E+01	-1.1324011744272742E+00	1.1110441945003523E-03	4.7319279680015126E-03
6.7655826631355816E-05	1.2509000000000000E+02	1.2975914733623580E+02	2.6947869128523337E+02	2.7782100614990156E+02	9.9793198790770577E+02	8.5859020321098622E+00	1.1082163638473566E+00	8.9556067127993359E+01	-6.1532236601862489E-01	3.5410137692980866E-03	1.7266130269109744E-03
3.7491880808391932E-05	1.2509000000000000E+02	1.6575746132013737E+02	8.4892596644299385E+02	8.5443817074151627E+02	8.8922378483192244E+02	1.2206721734677778E+01	7.3219730006633199E+00	4.5762182303127915E+01	-5.2849601285492986E-01	3.9351609724600682E-03	7.3593869809500084E-02
1.7511216590871417E-05	1.2509000000000000E+02	1.3949964581650201E+02	7.6158084865267426E+02	7.6183250348634670E+02	1.5599304125690510E+03	1.8093110036613937E+00	7.6000259464141093E+00	1.7614609265986182E+01	-9.9736669441343107E-01	1.6809769232372159E-03	3.9344504968422938E-03
2.0806884131711548E-05	1.2509000000000000E+02	1.2783577988439509E+02	6.9309112883316868E+02	6.9528039498034877E+02	1.2880374402450570E+03	1.1111856152215905E+01	1.5628219974519788E+00	3.3460044525777946E+01	-9.2750172433874967E-01	2.0079410314337593E-03	3.2678591968760200E-03
3.3513455606842721E-04	1.2509000000000000E+02	1.6923764719277045E+02	2.7245369023757689E+02	2.7812293100083377E+02	2.7699561809515370E+02	1.1060416683443085E+01	1.0362982365797730E+01	5.2273858291690168E+01	-5.0286058982472559E-01	4.0449816577560757E-03	8.6791130507271733E-02
3.1058847062453220E-05	1.2509000000000000E+02	1.2871779819575502E+02	5.7322166018338021E+02	5.8176477467723419E+02	9.2305803269755938E+02	5.5937089949351311E+00	1.0384759262709300E+01	8.0824114395223617E+01	-6.5616741112343502E-01	3.3461757576633035E-03	1.9131547812059793E-03
2.6673408504531001E-05	1.2509000000000000E+02	1.4052980800334356E+02	4.8229576360075538E+02	4.9200362849608234E+02	1.1127207881597433E+03	8.1169065576125430E+00	2.7990848168260811E+00	3.9034125481748084E+01	-1.3919802540301651E+00	3.6924215901667796E-04	5.4393130663095137E-03
2.3465404738435370E-05	1.2509000000000000E+02	1.4708812697805377E+02	9.0253879802885410E+02	9.0714515515470191E+02	1.1031032989980204E+03	9.6246969952828696E+00	1.3727240137023498E+01	8.1512029761686932E+01	-8.5515860102645636E-01	2.3608017253292021E-03	3.3497974889033803E-03
2.1469965019157294E-05	1.2509000000000000E+02	1.5282658478527171E+02	6.4348857230203623E+02	6.4490455774353097E+02	1.4959141052541854E+03	5.6168037142217173E+00	1.3257755633423921E+01	4.0446286363269337E+01	-3.8815718133108534E-01	4.4894573427392672E-03	8.7570024514946614E-04
