--- Bin Info ---
Bins    |500
--- Parameter Info ---
mH2	|100	,	1000
mH1	|100	,	1000
mHc	|100	,	1000
alph1	|0	,	1.57079
alph2	|0	,	1.57079
alph3	|0	,	1.57079
m22sq	|0	,	1e+06
mssq	|0	,	1e+06
--- Best Bins ---
482,56,458,302,462,156,104,22|0.00403976
66,334,270,49,363,351,277,450|0.00781622
249,109,411,479,401,398,94,55|0.164314
22,10,82,90,401,407,382,60|0.027245
355,499,487,176,18,424,488,273|0.0227217
345,184,268,478,449,207,82,96|0.871909
217,399,318,258,164,432,101,202|0.00171896
457,345,411,133,389,463,356,287|0.0688498
392,289,367,85,375,284,298,204|0.139994
16,72,142,201,351,180,369,436|0.0044844
236,284,273,135,226,437,147,189|0.00242415
58,251,133,131,368,176,318,118|0.0022198
224,97,206,271,410,230,189,193|0.00175948
193,224,201,244,343,420,124,78|0.00551743
174,87,259,196,118,312,392,371|0.717525
482,273,479,435,403,6,337,191|0.00167213
477,229,260,15,486,298,341,122|0.00277353
439,359,411,11,390,121,367,273|0.00349432
7,53,165,39,225,357,231,242|0.00324084
47,77,68,304,398,44,17,28|0.00181817
382,120,283,149,445,341,406,46|0.0278507
365,374,348,274,458,456,296,466|0.00150944
418,404,386,207,359,222,338,275|0.00252654
393,245,323,244,433,446,419,138|0.0419123
243,173,352,41,245,453,232,269|0.00369076
384,493,401,252,441,155,328,482|0.00687887
142,26,74,126,13,383,488,203|0.0148862
14,135,95,270,386,36,238,210|0.00360872
372,183,304,428,490,472,478,96|0.107308
162,60,492,282,386,252,24,26|0.00905931
332,402,321,414,493,57,229,192|0.0478199
451,154,292,141,353,196,416,77|0.00309542
321,237,355,231,447,412,190,154|0.00230513
348,293,95,81,34,235,62,78|0.978405
444,185,234,333,448,485,372,92|0.0560938
105,414,381,467,4,455,25,53|0.0155428
299,201,473,466,428,90,334,105|0.0018203
422,466,440,18,473,60,405,236|0.00299349
377,410,375,127,467,333,309,43|0.177542
8,167,131,23,276,256,310,197|0.00834543
200,243,255,244,56,410,88,114|0.83894
493,176,365,156,466,387,23,85|0.00869788
59,367,145,44,399,18,306,243|0.00364066
382,312,441,350,329,88,258,282|0.0214414
350,14,380,108,304,357,216,46|0.00414242
424,111,42,227,29,388,252,463|0.615586
386,313,344,444,419,155,285,229|0.461394
174,140,220,1,485,16,132,69|0.00317425
414,373,391,367,214,418,339,309|0.17373
131,87,360,216,438,381,82,28|0.0103116
81,117,182,166,214,160,390,260|0.0318625
458,103,273,253,376,350,35,101|0.0163108
6,191,347,231,466,240,179,480|0.0284704
76,17,10,90,130,417,335,315|0.00462541
364,82,174,397,469,276,475,29|0.00591133
284,245,456,439,471,390,121,144|0.183211
338,354,348,443,455,259,269,196|0.0192537
221,319,368,445,183,459,226,133|0.00137428
184,39,111,184,489,51,176,11|0.0152132
106,146,5,256,491,316,12,297|0.00150165
358,356,351,280,271,340,266,373|0.00367293
490,294,439,83,430,397,342,217|0.31292
406,397,384,84,208,283,330,257|0.0068438
51,128,407,17,95,119,17,302|0.527719
289,170,424,152,448,388,0,96|0.00255234
21,126,277,77,324,277,264,255|0.0123642
310,446,309,299,439,429,187,413|0.0017362
191,54,465,131,279,384,290,203|0.0179087
9,258,289,177,446,96,10,194|0.0185038
297,345,334,23,494,385,216,263|0.00188642
213,70,33,394,7,338,409,123|0.00576878
25,13,226,449,284,47,314,483|0.0307372
255,80,182,468,434,372,185,24|0.00691278
401,116,276,333,440,241,395,38|0.0018787
383,482,388,132,444,383,348,105|0.00247279
391,164,328,266,374,456,180,121|0.00208727
265,460,260,122,437,496,171,96|0.0243512
139,401,135,43,447,281,50,136|0.00496167
297,127,393,486,486,143,388,48|0.0135943
73,3,88,179,163,190,23,122|0.650225
272,70,217,465,416,273,41,39|0.0390714
43,217,129,380,418,65,300,216|0.00867501
355,273,406,234,482,96,38,166|0.0116441
227,251,203,237,343,391,111,73|0.00217366
285,337,416,82,37,427,132,207|0.0250634
313,11,72,234,336,29,229,7|0.32526
9,222,123,9,277,118,239,497|0.00336085
270,55,464,117,446,467,213,20|0.0147551
108,203,112,183,478,220,44,332|0.0266552
436,183,478,96,491,487,68,100|0.00645863
281,444,475,127,119,430,324,214|0.00867922
276,456,258,316,464,302,170,246|0.0122659
12,207,59,278,440,133,419,337|0.0361724
452,239,379,49,431,404,13,171|0.00151547
0,23,423,88,276,329,403,336|0.021135
332,339,320,196,414,35,244,168|0.0215987
174,155,198,171,203,62,81,108|0.00361615
433,244,386,327,453,139,174,160|0.0271883
158,399,159,216,494,429,54,198|0.00153183
464,447,485,352,440,308,418,383|0.00178576
225,429,237,242,478,397,137,343|0.0398267
492,177,306,362,414,229,119,124|0.0264933
457,469,476,251,60,172,496,432|0.00237808
439,429,444,225,328,324,390,357|0.0135043
223,497,453,383,66,427,397,138|0.00834488
1,406,481,82,461,306,329,30|0.00310953
354,375,396,108,137,57,269,226|0.10206
194,12,4,308,209,257,280,426|0.277636
221,103,464,456,345,349,80,59|0.00581719
49,224,175,145,409,280,266,396|0.00566511
479,299,405,320,338,232,304,233|0.00184708
0,161,4,7,201,128,339,345|0.22197
191,329,346,129,266,210,329,182|0.00589305
277,46,401,96,453,345,109,16|0.0132763
421,272,441,152,425,128,296,172|0.00297411
160,150,125,418,20,453,52,435|0.00208763
405,162,197,436,490,117,131,69|0.00528958
266,352,268,6,441,239,183,294|0.0160122
407,364,395,41,241,204,354,323|0.00190261
486,30,129,403,487,90,47,14|0.108459
425,400,454,245,486,101,300,316|0.0018021
309,127,452,457,384,430,222,60|0.00441967
61,493,207,99,416,217,485,319|0.0414908
330,331,311,373,445,376,239,236|0.00673459
175,89,239,232,266,276,334,489|0.503272
368,286,373,479,489,53,184,202|0.00355015
240,194,408,320,478,37,263,92|0.00741989
60,43,158,437,461,331,50,10|0.00210623
