1.1e-12	0.0349255	0.000290666	0.11981
1.21e-12	0.0349218	0.00026663	0.119835
1.331e-12	0.0349237	0.00027952	0.119823
1.4641e-12	0.034926	0.000295147	0.119807
1.61051e-12	0.0349293	0.000314044	0.119786
1.77156e-12	0.0349326	0.000336831	0.119764
1.94872e-12	0.0349369	0.000364441	0.119737
2.14359e-12	0.0349419	0.000397841	0.119704
2.35795e-12	0.0349479	0.000438247	0.119664
2.59374e-12	0.0349557	0.000487043	0.119613
2.85312e-12	0.0349647	0.000546158	0.119554
3.13843e-12	0.0349756	0.000617556	0.119483
3.45227e-12	0.0349888	0.000704019	0.119397
3.7975e-12	0.035005	0.000808512	0.119291
4.17725e-12	0.0350246	0.000934957	0.119164
4.59497e-12	0.035048	0.001088	0.119012
5.05447e-12	0.0350767	0.00127313	0.118826
5.55992e-12	0.0351111	0.001497	0.118603
6.11591e-12	0.0351531	0.00176787	0.118332
6.7275e-12	0.0352044	0.00209552	0.118003
7.40025e-12	0.0352665	0.002492	0.117606
8.14027e-12	0.0353742	0.00297153	0.116922
8.9543e-12	0.035434	0.00355182	0.116545
9.84973e-12	0.0355788	0.00425414	0.11564
1.08347e-11	0.035716	0.00510341	0.114793
1.19182e-11	0.0358841	0.00613102	0.113767
1.311e-11	0.0360908	0.00737459	0.112525
1.4421e-11	0.0363453	0.00887901	0.111023
1.58631e-11	0.0366603	0.0106994	0.109206
1.74494e-11	0.0370526	0.0129018	0.107007
1.91943e-11	0.0375097	0.0155668	0.104527
2.11138e-11	0.0381311	0.018791	0.101294
2.32252e-11	0.0389581	0.0226924	0.0972224
2.55477e-11	0.0399847	0.0274126	0.0925049
2.81024e-11	0.0413377	0.0331245	0.0868004
3.09127e-11	0.0431291	0.0400355	0.0800351
3.40039e-11	0.0457349	0.0483981	0.0715384
3.74043e-11	0.0494805	0.0585171	0.0615343
4.11448e-11	0.0555673	0.0707623	0.0492791
4.52593e-11	0.0669873	0.0855808	0.0344501
4.97852e-11	0.0983518	0.103516	0.0164979
5.47637e-11	-0.0362233	0.125247	0.111739
