Omega	Omega_err	mH1	mH2
0.000410433	4.07682e-08	866.151	897.558
0.00184592	3.2924e-07	590.635	715.7
0.000563312	1.88748e-07	324.445	746.154
0.000594418	2.10648e-07	676.204	727.306
0.00386919	4.22579e-07	324.276	456.154
0.000390693	4.46794e-08	457.499	519.193
0.00172176	2.51299e-07	292.276	315.934
0.00118795	3.38833e-07	764.156	933.485
0.00156097	5.25788e-07	670.248	888.594
0.0064276	1.06541e-06	753.628	772.197
0.00012376	2.27793e-08	511.731	737.459
1.75835e-06	2.77736e-10	181.045	594.666
0.000562718	1.02674e-07	735.986	803.363
0.000737894	1.15331e-07	566.139	601.794
0.000346248	3.02447e-08	659.253	723.447
0.000387292	3.19684e-08	817.056	858.318
0.00136533	8.20394e-08	697.005	743.576
0.000166286	4.10051e-08	483.118	590.172
0.000279906	1.09813e-07	733.571	769.906
0.000491661	3.9161e-08	739.655	848.997
4.82629e-06	8.27315e-10	155.031	452.204
0.000210767	6.28158e-08	378.673	643.385
0.00344408	9.4041e-07	775.344	786.521
0.000216618	6.51153e-08	299.119	802.512
0.00614925	2.21184e-06	558.207	691.855
0.00118753	2.96874e-07	356.54	516.162
0.000360496	2.68971e-08	698.717	747.028
0.00047106	1.60181e-07	262.427	427.847
0.00499604	5.66172e-07	360.48	799.578
0.000750741	1.0208e-07	506.781	576.985
0.000416396	1.9622e-07	790.626	877.815
0.00127262	2.48878e-07	606.877	642.61
0.000918491	8.93588e-08	426.708	489.303
0.000256245	4.82097e-08	371.832	411.008
0.0011213	1.84503e-07	825.071	978.808
4.04455e-05	9.30477e-09	214.437	537.391
0.000272065	2.76995e-08	638.717	785.277
0.000293037	8.60777e-08	684.297	940.197
0.000596036	1.98698e-07	587.88	899.57
0.000515905	6.22613e-08	782.934	784.658
0.000700663	1.30419e-07	739.467	751.37
0.000175422	5.07279e-08	282.615	807.055
5.28259e-05	1.24987e-08	214.677	690.465
0.000294874	8.4475e-08	480.52	574.239
0.000138825	2.28299e-08	708.078	823.63
0.00043514	1.34114e-07	685.093	914.269
0.12145	1.49703e-05	576.486	752.333
9.70051e-05	2.68244e-08	282.732	543.444
0.0107132	1.19703e-06	632.308	702.704
0.00224657	2.41248e-07	491.419	963.66
0.0031024	3.3169e-07	626.101	626.112
2.10206e-05	4.44394e-09	229.152	937.054
0.00202025	6.33026e-07	725.482	880.57
0.000678934	1.6089e-07	326.288	409.077
0.000222018	3.24329e-08	394.123	428.996
0.000264429	3.41197e-08	749.619	857.468
0.000131939	2.21846e-08	593.886	697.778
0.000636082	1.12395e-07	698.554	749.264
0.000685106	6.30008e-08	820.14	894.059
0.000140666	3.94942e-08	465.396	711.574
0.00113998	1.11249e-07	361.4	383.324
0.000280953	7.86896e-08	554.728	665.3
0.00803325	9.05996e-07	519.406	716.625
0.000312888	3.46706e-08	308.616	434.861
0.00186653	2.79897e-07	491.698	556.172
0.000536856	8.27955e-08	904.961	973
0.00182852	1.94365e-07	316.207	385.875
0.00126885	1.93756e-07	867.109	882.632
0.000318231	1.0012e-07	287.183	460.694
0.000595943	1.85392e-07	580.333	720.332
0.000159336	3.86038e-08	781.839	865.179
0.000803081	2.76766e-07	520.998	705.328
0.000414133	1.03079e-07	868.223	991.881
0.000895175	1.48921e-07	567.821	596.268
0.000143613	4.21183e-08	366.803	490.417
0.000194169	5.17821e-08	698.125	982.918
0.000245879	7.45229e-08	520.112	988.86
0.0050591	6.14332e-07	912.546	919.103
0.000100838	2.4981e-08	177.074	349.356
0.00753628	8.49607e-07	366.171	595.197
0.000660232	1.7242e-07	370.892	430.994
0.000399033	1.3299e-07	422.362	933.727
0.000245066	7.43532e-08	373.872	752.072
0.00300979	7.181e-07	381.355	391.102
0.000632472	4.86344e-08	571.869	636.234
0.00270522	4.71027e-07	920.556	932.877
0.00164067	4.31806e-07	752.445	906.741
0.00192359	1.44002e-07	912.024	929.615
0.000564843	9.80605e-08	668.489	671.474
9.43332e-05	1.22193e-08	777.783	926.032
0.000291493	8.58498e-08	461.182	622.947
0.00057173	9.44153e-08	800.66	811.104
0.000680826	1.45324e-07	460.252	471.352
0.000124066	3.4221e-08	405.492	670.972
0.000487634	1.17584e-07	454.249	454.632
0.00361236	5.4007e-07	102.505	255.277
0.000262172	8.09611e-08	544.237	808.06
0.00019983	6.3891e-08	890.873	962.957
0.00048475	1.69691e-07	455.263	797.303
0.000915529	9.23901e-08	596.886	622.611
7.3629e-05	7.9191e-09	527.485	555.748
0.000364282	4.44369e-08	661.742	700.513
0.00026923	4.52485e-08	583.333	596.646
0.000207201	2.01565e-08	666.526	736.331
8.83746e-05	1.19768e-08	512.427	566.806
0.000437422	1.58118e-07	358.62	598.778
0.00206337	3.82227e-07	543.873	551.353
0.000406265	1.44643e-07	157.608	352.837
0.00817132	9.11821e-07	603.025	846.597
0.0197055	2.13953e-06	580.046	580.091
0.000507814	9.65076e-08	613.899	625.273
0.000233696	5.19933e-08	829.586	921.975
0.00024372	6.11956e-08	690.234	874.23
0.000384668	1.03809e-07	236.796	279.859
0.00249434	7.45513e-07	745.953	839.389
1.19932e-05	2.21358e-09	154.625	478.79
0.000274497	2.89879e-08	565.437	627.846
0.00797876	1.13372e-06	912.992	950.642
0.000294314	5.36486e-08	417.646	456.639
0.0121103	1.24398e-06	918.392	966.802
0.000788502	2.67819e-07	577.7	998.673
0.000174902	5.14622e-08	287.414	629.507
9.69342e-05	2.12226e-08	453.597	529.971
0.000134395	3.92109e-08	480.262	911.771
0.00130018	1.27853e-07	404.401	450.79
0.00096056	2.77772e-07	365.38	480.226
0.0195467	2.91924e-06	151.349	388.609
0.00335923	8.18572e-07	694.033	752.796
0.000165954	2.41906e-08	323.562	492.582
0.00185913	2.31231e-07	262.859	925.783
0.00172828	1.82199e-07	450.613	901.031
0.00220392	2.7547e-07	712.926	714.439
0.000246488	5.52625e-08	550.127	717.184
0.000262079	3.99418e-08	759.178	870.243
0.000865694	3.12868e-07	213.535	776.989
0.000278326	4.19119e-08	704.383	715.958
0.00186947	5.40193e-07	587.861	671.35
5.29072e-05	1.22587e-08	153.345	368.114
0.000413495	4.13128e-08	810.932	836.266
0.00092874	2.83667e-07	679.251	835.142
0.00136693	2.9182e-07	726.85	793.414
0.000543731	1.88129e-07	242.216	577.438
5.91237e-05	1.38618e-08	224.906	652.238
0.0304561	3.64146e-06	408.608	862.719
0.00356781	7.31442e-07	948.6	950.591
0.00126172	3.26452e-07	577.375	625.325
0.00318958	1.06296e-06	331.462	332.024
0.00249769	3.07428e-07	624.001	657.99
0.000203498	2.54905e-08	344.929	479.147
0.000244678	5.64285e-08	785.575	958.432
0.000216434	6.25661e-08	417.584	494.149
0.00765092	8.96037e-07	354.098	569.301
0.000144681	4.07483e-08	297.32	447.26
0.000196148	5.88333e-08	525.148	820.098
0.00143607	1.47732e-07	486.062	525.064
0.000144705	2.22043e-08	655.866	721.405
0.000506152	1.70532e-07	332.496	520.333
0.000118361	3.43388e-08	351.844	718.078
0.000948276	3.40827e-07	446.95	653.601
0.000339979	1.07429e-07	385.429	918.055
0.00106083	1.35051e-07	740.986	826.872
0.000163745	3.99971e-08	668.998	803.669
0.00018939	5.27201e-08	647.638	836.096
0.000640873	8.42457e-08	616.762	699.282
0.0124293	2.80482e-06	594.926	638.886
0.000330666	9.7979e-08	651.806	915.797
0.000291981	1.0755e-07	490.244	519.276
0.00030577	9.19845e-08	446.67	698.611
0.000225638	7.28475e-08	202.764	529.705
0.000418088	8.2008e-08	681.917	784.039
0.000350909	1.14889e-07	267.609	401.802
0.000245906	4.02239e-08	675.405	775.942
0.000210032	6.09494e-08	637.275	854.965
0.00121115	1.27169e-07	315.879	715.849
0.0026341	7.701e-07	913.901	915.038
0.0332113	4.07062e-06	477.361	811.487
0.00062579	1.91927e-07	522.767	640.961
0.00287588	9.20528e-07	700.61	877.535
0.00107306	1.68404e-07	732.61	732.72
0.000157364	1.62321e-08	686.237	818.657
0.000560761	1.9007e-07	388.569	677.585
0.000556115	1.85882e-07	370.401	535.321
0.000178463	1.80791e-08	618.816	645.237
0.000393418	5.80515e-08	569.963	661.814
0.000934771	2.34517e-07	902.053	917.422
0.00025455	4.04954e-08	286.94	312.193
0.000904338	3.10743e-07	565.912	825.698
0.00065151	8.76526e-08	436.993	455.499
0.00200391	2.68303e-07	541.976	588.22
0.000388095	4.26108e-08	441.802	460.461
0.00132755	1.26692e-07	345.247	371.393
0.000340721	7.41981e-08	617.543	786.501
0.000254365	2.44956e-08	753.275	862.36
0.00679857	7.13384e-07	142.324	494.851
0.000291882	4.07191e-08	802.044	942.386
0.000199579	1.67996e-08	607.557	633.211
0.00963062	1.09051e-06	477.166	707.032
0.000272559	2.0767e-08	720.875	758.198
0.000335695	6.73999e-08	595.995	611.778
3.31707e-05	6.99257e-09	163.931	193.737
0.000908859	1.44208e-07	474.048	529.483
0.000217004	3.59823e-08	581.171	676.748
0.00557088	6.27684e-07	674.63	944.562
0.00109914	1.49087e-07	719.732	867.248
0.000185405	5.54704e-08	375.303	584.373
0.00146611	3.06539e-07	671.843	685.332
0.000348577	1.19641e-07	186.919	332.978
0.000241464	6.72847e-08	580.415	716.325
0.000371936	4.13805e-08	384.241	502.739
0.000187989	5.63794e-08	327.652	475.265
0.000116451	3.14831e-08	339.79	530.473
0.000177945	5.12878e-08	625.863	831.071
0.0603807	7.47987e-06	472.442	648.902
0.000563126	1.87894e-07	525.374	833.786
0.00523529	7.5095e-07	792.709	796.918
1.14999e-05	2.24447e-09	149.149	457.251
0.000370517	1.24109e-07	413.722	655.436
0.000372649	1.19116e-07	299.61	563.563
0.000378637	3.67294e-08	502.671	576.687
1.09375e-05	2.00686e-09	154.356	504.824
0.0500858	6.15317e-06	477.447	627.376
0.000149862	4.24733e-08	613.927	799.143
0.00060607	7.44812e-08	275.625	359.354
0.000446419	6.53823e-08	745.617	900.257
0.000128692	3.79055e-08	428.044	747.914
0.0556306	9.29713e-06	696.806	697.121
0.000429581	4.13345e-08	826.837	926.412
0.000440733	5.60216e-08	888.379	889.513
0.000104976	3.02663e-08	328.616	747.173
0.000476912	1.11565e-07	583.353	680.014
0.000166964	4.81281e-08	247.107	686.43
0.000444947	6.06442e-08	609.158	654.348
0.000687657	6.68295e-08	302.723	355.905
0.00128953	3.65712e-07	845.799	853.458
0.00173408	4.70335e-07	184.261	257.091
0.0115452	1.63481e-06	359.459	467.324
0.000387568	5.0567e-08	655.108	809.753
0.000794657	9.7225e-08	410.193	439.391
0.00053924	1.49518e-07	511.423	608.342
0.00141739	3.67787e-07	771.871	985.84
0.000137325	3.85133e-08	551.98	836.007
0.00446046	1.15584e-06	703.962	766.672
0.000240381	7.0947e-08	356.999	500.113
0.000143836	4.28429e-08	421.364	682.846
0.00031601	3.03635e-08	822.719	920.286
0.00159079	1.69051e-07	532.575	957.755
0.000200814	1.14614e-08	890.117	952.916
0.000223566	6.50295e-08	630.05	931.364
0.000383415	4.99902e-08	566.515	597.149
0.000322983	8.05209e-08	595.424	702.546
0.00108459	1.12423e-07	777.37	841.661
0.000203641	2.05111e-08	499.441	532.16
0.000355647	9.34635e-08	740.272	959.732
0.00113145	3.27041e-07	398.858	400.283
9.20581e-05	2.71932e-08	165.936	676.338
0.000196782	6.03804e-08	482.056	640.062
4.93957e-05	9.81435e-09	629.987	771.646
0.000819558	2.26756e-07	513.291	617.111
1.93645e-05	4.26089e-09	169.314	782.928
0.000162951	4.63265e-08	242.257	540.873
0.000553768	1.14939e-07	709.211	811.356
0.000658536	1.77835e-07	688.891	824.928
0.00091878	9.40212e-08	863.046	983.13
0.00291603	7.75723e-07	623.032	738.212
2.22117e-05	4.74196e-09	204.751	783.606
0.000240354	3.93551e-08	376.667	563.83
1.59509e-05	3.37095e-09	265.699	473.923
0.000404313	1.85134e-07	775.525	824.494
0.00100124	3.59784e-07	529.818	760.064
0.000865962	3.13798e-07	222.625	551.639
0.000156284	4.15595e-08	257.662	452.51
0.000941672	1.39891e-07	337.211	363.76
0.000108202	3.0243e-08	381.775	508.414
0.000153103	1.3985e-08	524.747	555.831
0.00028712	2.09331e-08	694.297	723.097
0.00198513	6.2411e-07	614.872	828.323
0.000345502	1.12693e-07	826.019	861.634
0.000179808	2.27715e-08	528.805	554.401
0.000161569	4.45985e-08	451.171	552.385
0.00238788	8.30616e-07	609.744	794.196
0.000432736	6.48892e-08	762.629	768.362
0.00141528	2.21863e-07	772.619	773.235
0.000839311	2.89329e-07	556.535	773.88
2.38367e-05	5.74087e-09	344.318	773.639
0.00464868	1.1349e-06	258.844	268.193
0.000112232	3.05723e-08	413.114	518.186
0.00234493	4.45466e-07	753.26	913.848
0.000651506	1.85017e-07	608.991	724.504
0.00118507	3.05833e-07	646.376	840.914
0.000289032	5.9544e-08	586.807	692.649
0.000271506	2.72095e-08	843.661	946.766
0.000702919	2.32707e-07	646.95	849.546
0.0293872	4.19872e-06	291.521	298.918
0.00125064	1.62813e-07	731.212	802.28
0.000225217	5.15478e-08	704.889	922.878
0.00130804	3.74207e-07	412.464	543.098
0.00290312	1.00035e-06	612.437	767.672
0.000215662	2.07226e-08	751.526	886.264
0.000427591	1.41821e-07	318.467	476.714
0.000320356	4.76494e-08	708.703	735.811
0.000326704	2.41387e-08	712.656	745.347
5.67692e-06	1.13429e-09	159.887	385.46
0.00168994	2.81688e-07	437.279	534.903
0.000613315	2.09901e-07	390.563	705.404
0.000125346	3.39556e-08	605.772	862.989
0.0194931	4.43834e-06	618.502	618.511
0.000593274	7.49923e-08	332.815	369.354
0.000824693	2.93584e-07	235.918	616.888
0.000295938	6.05651e-08	567.017	655.598
0.000159766	3.56021e-08	453.417	571.316
0.00173168	4.90132e-07	336.091	347.73
0.00178762	3.59913e-07	726.29	755.581
5.71718e-07	9.15987e-11	144.901	545.826
0.0039872	4.21672e-07	547.565	736.806
0.00298477	3.85017e-07	261.04	347.824
0.00465774	5.0927e-07	323.009	476.217
0.000642472	2.14205e-07	571.328	888.529
0.00918084	2.42483e-06	661.489	725.118
0.00045452	6.26296e-08	631.089	668.17
1.54813e-05	3.06128e-09	179.357	507.733
0.00117437	2.66192e-07	796.201	911.154
0.000120972	3.50152e-08	477.135	884.786
0.000289099	8.21059e-08	641.415	903.14
0.000496887	9.14442e-08	487.052	513.428
0.000603333	7.97165e-08	157.348	314.319
0.000462942	6.38886e-08	709.579	760.858
0.00067101	9.573e-08	441.325	466.368
0.00100835	3.42723e-07	646.89	955.213
0.00062571	6.49038e-08	393.572	415.001
0.00253354	2.71991e-07	571.988	640.387
9.30352e-05	2.33398e-08	632.894	762.181
7.69758e-05	7.39429e-09	768.271	863.513
0.000244535	2.16623e-08	690.794	785.424
8.74513e-05	1.73348e-08	661.733	771.277
0.00257929	5.27286e-07	451.761	482.46
0.000392195	6.5273e-08	578.534	605.189
0.000259758	8.33731e-08	252.257	408.919
0.000555408	9.25691e-08	507.165	574.561
0.000239046	7.24354e-08	374.356	972.764
0.000382453	1.18908e-07	561.968	852.085
0.00268766	1.21645e-06	814.949	901.178
0.00120397	2.56575e-07	551.032	684.017
0.000272376	5.88295e-08	566.686	579.748
0.000437621	1.55986e-07	190.868	348.731
1.40277e-05	2.87566e-09	218.659	596.384
0.000250082	7.1405e-08	324.962	397.468
0.000733141	9.95928e-08	822.651	865.34
0.000711307	1.71091e-07	925.398	926.066
0.000248381	6.90544e-08	258.311	469.475
0.000131007	3.78866e-08	520.848	745.951
0.0074308	9.83331e-07	862.797	972.712
0.000572408	4.50968e-08	512.423	559.818
0.00031848	1.04975e-07	359.782	714.437
0.00043829	1.48526e-07	391.502	577.642
0.000343621	3.32339e-08	684.672	777.616
0.000187827	1.79324e-08	572.607	627.217
5.23058e-05	1.2129e-08	699.232	894.546
0.000446362	7.66095e-08	893.26	909.688
0.00196042	2.16009e-07	838.979	863.846
0.000135838	3.15049e-08	697.952	847.332
0.000414738	1.00767e-07	651.754	792.287
0.00021148	2.9905e-08	769.84	794.422
1.8696e-05	4.10193e-09	131.474	368.131
0.00035358	5.50268e-08	413.759	465.501
0.000552606	6.11422e-08	543.708	566.849
0.00859749	1.16397e-06	257.481	432.241
0.000247866	3.56311e-08	520.199	648.282
0.000570032	1.89691e-07	758.651	825.065
0.000352891	7.93666e-08	618.574	777.208
0.000118682	3.39019e-08	330.948	783.812
0.000699516	2.35535e-07	439.643	816.979
0.000129173	3.20299e-08	359.47	420.016
0.00111131	3.84561e-07	574.061	761.643
0.00267615	2.92354e-07	424.638	857.819
0.000499792	1.67808e-07	326.936	628.259
0.000330501	1.00003e-07	592.589	824.307
0.000134313	3.89368e-08	378.114	606.688
0.000244189	7.17979e-08	529.484	688.782
8.19636e-05	2.30108e-08	189.429	593.371
0.00753694	9.72069e-07	615.404	664.004
0.00532971	5.00579e-07	945.683	947.457
0.00784139	8.65097e-07	438.228	686.467
0.000699495	1.10785e-07	871.357	881.971
0.00115926	4.00557e-07	274.034	436.318
0.00150313	4.02935e-07	432.067	434.29
0.00242719	4.75661e-07	563.406	586.673
0.00305592	8.82799e-07	464.223	465.037
0.0020102	4.34798e-07	874.485	875.482
0.000169697	4.73762e-08	616.014	760.415
4.17697e-05	9.60721e-09	759.765	997.314
0.000166646	4.98466e-08	406.246	702.72
0.00218251	2.36891e-07	334.879	964.84
0.000837103	8.54402e-08	433.617	452.208
0.000318459	5.01451e-08	801.948	953.561
0.00541339	8.67671e-07	650.548	688.345
0.000344616	1.00802e-07	326.305	513.174
0.000217226	6.60071e-08	497.094	878.582
4.38347e-05	1.11804e-08	181.7	666.127
3.25158e-05	7.15587e-09	288.027	909.22
0.000921583	4.40706e-07	845.706	901.071
8.43499e-05	2.29644e-08	454.981	832.015
0.000377998	1.17716e-07	391.513	523.945
0.000354148	5.06966e-08	799.75	824.749
0.00108768	1.69923e-07	561.424	613.893
0.000117134	2.3316e-08	714.277	821.484
0.0030421	3.31361e-07	609.306	893.976
0.00353655	3.86841e-07	313.61	615.899
0.000878182	1.04405e-07	915.282	917.363
0.000184232	5.51268e-08	541.655	731.332
0.000109419	1.61692e-08	438.773	475.485
0.0125625	2.16968e-06	825.929	917.042
0.00200722	3.62569e-07	696.869	801.446
0.000308325	3.33436e-08	577.201	662.321
0.000140421	3.48864e-08	510.69	698.338
0.000180078	5.39488e-08	508.315	957.432
0.00157045	3.99716e-07	646.626	646.671
0.000133435	1.79047e-08	823.74	913.719
0.000417648	6.13811e-08	732.247	768.992
0.000543275	4.52835e-08	710.497	777.598
0.000695134	8.32012e-08	637.002	650.676
0.00546372	8.8283e-07	703.979	748.256
0.00137662	1.13116e-07	108.861	426.025
0.00169429	3.93042e-07	886.714	932.272
0.00129868	3.5439e-07	920.264	920.762
0.000499325	1.40152e-07	145.263	184.049
0.00408783	8.61151e-07	602.302	679.193
0.000219512	8.92551e-08	814.632	901.197
0.000973039	2.87851e-07	778.395	998.305
0.000651411	1.27138e-07	621.302	719.355
0.000826587	1.32884e-07	668.647	765.006
0.00243307	4.56502e-07	677.319	682.147
0.00599908	1.44904e-06	716.651	724.718
0.000118463	3.25724e-08	525.279	766.752
0.000569443	1.892e-07	305.933	660.815
0.00018178	4.24439e-08	782.688	824.58
0.000208443	6.53953e-08	619.464	661.771
0.00365894	7.52664e-07	613.962	615.967
4.58612e-05	5.5398e-09	741.32	911.077
0.000248655	2.85265e-08	744.736	835.999
0.000178413	5.33241e-08	372.936	643.246
0.000231741	2.61535e-08	544.654	592.459
0.000172559	3.65243e-08	870.269	909.941
0.00354769	2.45538e-07	665.934	712.115
0.00264177	1.00713e-06	850.193	857.328
0.000363471	4.93283e-08	771.354	793.165
0.000246594	5.5254e-08	635.763	777.841
0.000610256	6.40183e-08	786.56	845.988
0.00107537	1.08901e-07	790.631	830.762
0.00169035	1.77595e-07	509.57	678.666
0.00144939	1.51851e-07	495.996	909.916
0.000335282	1.00738e-07	401.993	546.376
0.000159723	4.28972e-08	640.482	815.916
0.00135137	3.89891e-07	596.609	677.142
0.000684986	2.31482e-07	315.34	726.041
7.43584e-06	1.45339e-09	135.692	720.842
0.000318235	2.83061e-08	525.671	602.749
0.000114293	3.24867e-08	550.14	933.671
0.00327717	6.53363e-07	855.618	860.973
0.00115541	4.12733e-07	565.225	848.844
0.000288304	9.1879e-08	370.413	529.399
0.000223583	2.05829e-08	564.966	647.533
0.000192267	4.53411e-08	704.581	888.423
0.00121096	1.95629e-07	848.051	861.569
0.000523515	1.65065e-07	647.895	936.863
0.000796243	9.24067e-08	148.764	321.147
0.00504305	6.34253e-07	708.903	748.66
0.000349693	5.49946e-08	553.25	571.952
0.000396387	1.29504e-07	298.153	517.17
0.00318546	3.41881e-07	639.38	700.017
0.00303338	6.20291e-07	857.045	857.649
0.000503525	1.12574e-07	533.717	630.162
0.0002278	6.84302e-08	628.979	679.7
0.000876279	2.5649e-07	634.886	796.206
0.0012027	2.09869e-07	549.677	560.093
0.00556337	6.69518e-07	589.477	619.448
0.001888	3.03554e-07	809.594	813.184
0.000114059	3.27509e-08	308.951	856.536
0.0207152	3.00761e-06	582.455	587.267
0.000574438	1.03073e-07	818.502	919.278
0.000309128	9.83297e-08	384.05	799.792
0.0232814	2.42882e-06	764.311	776.667
0.000563212	1.74666e-07	625.345	772.803
0.0112899	1.23787e-06	529.362	692.309
0.000522332	1.88181e-07	160.88	246.369
0.000534985	1.71964e-07	644.74	681.193
3.29664e-05	7.24082e-09	152.834	331.864
0.00109541	2.02812e-07	823.327	830.638
0.0127565	1.78894e-06	146.097	756.189
0.00284639	7.89431e-07	668.456	834.256
0.000262318	8.35673e-08	417.249	649.782
0.00069818	1.03946e-07	582.097	626.626
0.000346895	3.50243e-08	846.795	951.613
0.000104106	1.6676e-08	570.76	756.076
0.00010605	2.91409e-08	577.097	874.293
0.00370719	3.83963e-07	278.21	353.72
0.000266595	7.69208e-08	557.601	692.866
0.00135466	4.21753e-07	224.945	259.123
0.00366791	3.5775e-07	232.186	283.843
0.000525975	1.62001e-07	707.737	909.32
0.00094644	3.35416e-07	226.566	686.52
0.000391075	1.2748e-07	521.74	906.233
0.00231954	3.30883e-07	806.24	831.223
0.00399485	6.54436e-07	757.198	846.424
0.000212057	7.35775e-08	147.648	468.37
0.00193042	2.02693e-07	363.76	512.06
0.000777503	2.53349e-07	705.304	916.101
0.000197365	2.17503e-08	662.356	820.386
9.66799e-05	2.53953e-08	455.793	611.649
0.000436975	1.46576e-07	454.259	621.189
0.00125225	3.2563e-07	605.807	657.532
0.0680575	8.45635e-06	407.314	558.943
0.000285697	3.44126e-08	847.191	978.85
0.000426821	9.37951e-08	774.458	887.565
0.00029337	7.08711e-08	718.485	785.754
0.000303149	6.01786e-08	785.891	926.558
9.64934e-05	2.43385e-08	720.325	941.606
0.00354519	3.62752e-07	621.723	623.172
8.43214e-06	1.78803e-09	150.923	502.9
0.000194664	4.22789e-08	331.945	377.445
0.000537585	8.90666e-08	830.174	855.504
0.000294339	5.69496e-08	729.884	818.202
0.000840421	4.10491e-07	897.637	973.204
0.000979502	1.31999e-07	723.691	750.334
8.26372e-05	2.27481e-08	556.094	766.979
0.00108356	1.16905e-07	309.893	838.611
0.000436343	1.40687e-07	400.204	647.454
0.000194611	5.55326e-08	253.179	334.44
0.000517223	1.57297e-07	309.875	419.072
0.000365428	9.16872e-08	739.877	865.461
0.000419189	6.28908e-08	777.569	821.802
0.00163952	1.62252e-07	791.687	794.044
0.00520157	5.37521e-07	911.998	919.366
0.000490135	9.16507e-08	433.052	463.544
0.000506124	1.712e-07	324.748	572.551
0.00160318	5.25895e-07	262.966	331.114
0.000193079	5.80523e-08	247.149	382.541
0.001378	1.50847e-07	292.354	456.841
0.000504597	5.72588e-08	799.971	911.521
0.000388368	1.32653e-07	196.321	360.774
0.00910929	1.12519e-06	853.344	893.361
0.000140754	3.93666e-08	533.741	697.897
0.00826988	3.00061e-06	732.347	890.14
0.000353058	6.861e-08	526.442	556.69
0.00053673	8.18502e-08	690.032	708.444
0.000352816	4.60479e-08	423.658	499.263
0.000407399	1.1554e-07	476.854	593.098
0.00192552	5.65944e-07	678.839	847.107
0.000259911	7.85864e-08	540.74	703.378
0.000196518	2.74609e-08	740.862	889.942
0.0023434	8.15395e-07	523.825	524.209
0.000580397	5.82067e-08	807.035	952.988
0.00220184	2.40291e-07	519.459	926.873
0.00449945	6.00014e-07	154.082	157.72
0.00119066	2.31834e-07	697.095	718.31
0.000678469	2.35181e-07	215.37	275.79
0.000743139	1.62998e-07	664.168	664.469
0.000372798	4.33903e-08	610.362	669.98
0.000262211	1.19393e-07	638.453	714.96
0.00320285	5.0067e-07	420.428	485.822
0.000559563	1.94841e-07	476.045	923.354
0.00120114	9.65216e-08	321.338	359.725
0.0057663	1.52307e-06	786.789	787.204
0.000983479	3.55612e-07	437.105	543.768
0.00198893	4.85515e-07	899.534	912.399
0.000230126	2.19208e-08	612.976	713.878
8.51352e-05	2.09531e-08	229.979	933.23
0.000619677	1.93774e-07	557.183	672.607
0.000629218	5.40115e-08	524.807	581.473
0.000157481	4.07149e-08	622.352	758.854
0.000131952	3.69115e-08	294.807	403.049
0.00121273	1.26733e-07	461.458	643.808
0.000404295	1.05254e-07	351.369	407.685
0.00051567	4.04656e-08	624.616	664.865
0.00201362	1.00068e-06	58.0251	274.926
0.000226241	2.17593e-08	654.143	736.935
0.000233986	7.34396e-08	385.208	713.806
0.000620926	2.20118e-07	446.629	737.16
0.000648111	1.41839e-07	571.631	669.273
0.000166721	4.89495e-08	439.553	685.713
1.46585e-05	2.89276e-09	226.149	849.205
0.00206027	1.45648e-07	592.291	636.119
0.00217389	2.31973e-07	529.222	894.024
3.3289e-06	6.12805e-10	164.276	784.007
0.000362409	1.02903e-07	331.731	433.609
0.000181539	5.29518e-08	435.184	553.598
0.00323522	3.53769e-07	488.061	777.232
0.00113276	2.89961e-07	412.569	472.848
9.22803e-05	1.79995e-08	755.074	963.366
0.00159728	4.65817e-07	441.346	535.777
0.000223221	6.50938e-08	588.276	912.526
0.000151143	2.49563e-08	422.681	462.199
0.00010908	2.99689e-08	397.887	624.291
1.32866e-06	2.48211e-10	126.986	656.335
0.000537752	6.00937e-08	925.609	932.274
0.00402182	8.41089e-07	468.761	510.409
0.000403583	1.34737e-07	534.734	725.474
0.00371457	8.72725e-07	488.837	499.595
0.000198836	4.28111e-08	450.6	545.603
0.00032711	2.38597e-08	577.59	609.599
0.000139785	3.71462e-08	167.116	453.699
0.00554063	1.0323e-06	479.893	490.112
0.00130172	2.42944e-07	639.33	645.155
0.00635626	7.1376e-07	558.148	898.286
4.17853e-05	9.49466e-09	169.7	598.603
0.00151654	1.38151e-07	651.575	670.751
0.00036673	6.87195e-08	382.666	407.508
0.000231762	3.67585e-08	351.102	382.125
0.000311069	6.08839e-08	491.703	591.139
0.000220001	4.46675e-08	719.878	880.706
0.00131434	3.28772e-07	857.091	893.912
0.000198625	6.02289e-08	320.892	837.721
0.000189207	5.18846e-08	409.354	495.199
0.000228407	2.82241e-08	863.015	915.787
0.000233526	6.23858e-08	544.636	694.347
0.000534307	1.82759e-07	270.811	728.939
0.000279447	4.79334e-08	761.875	770.309
0.000892865	1.49696e-07	788.33	815.267
0.0280528	2.48708e-06	923.124	943.935
0.00174313	3.25128e-07	628.58	633.843
0.00524358	1.31788e-06	825.69	853.638
0.000264098	7.64997e-08	693.812	958.572
3.98083e-05	9.7064e-09	194.197	400.169
0.00139886	2.92291e-07	539.171	600.837
3.357e-05	8.37696e-09	342.696	956.65
0.000897369	1.80739e-07	679.303	680.005
0.00063788	1.13282e-07	533.259	574.222
0.00400228	1.90273e-06	584.894	649.946
0.00185151	2.51264e-07	833.6	891.864
0.000229929	4.38918e-08	506.895	688.909
0.000314236	1.19949e-07	797.569	861.722
0.00226238	2.99962e-07	857.909	889.16
