Omega	Omega_err	MA1	svev	alpha
3.17209e-05	1.66694e-07	261.849	763.245	-0.695262
0.0114504	5.10422e-05	759.809	279.347	-1.0473
0.00597942	2.42056e-05	898.067	79.8406	1.55595
3.28898e-09	4.11361e-12	814.868	3.24757	0.133692
12.1198	0.115334	725.956	927.966	-1.18658
0.000660468	2.12149e-06	749.405	596.93	-0.855804
0.00340136	3.17203e-05	95.4946	679.119	1.02423
0.0113059	5.09451e-05	665.56	731.617	-0.985854
0.0184406	0.000114753	103.876	465.419	1.31741
0.000188057	6.34254e-07	122.983	86.8907	1.09497
0.098447	0.000528801	839.718	843.97	-1.49732
0.146359	0.00135533	70.5587	566.378	0.714138
0.00910745	4.11144e-05	509.184	849.768	0.8605
3.91404e-11	3.50295e-14	354.29	2.49334	-0.668152
4.17396e-05	1.07914e-07	851.706	114.229	-0.349816
3.52857	0.0337926	355.143	575.268	0.234802
0.00742207	3.24214e-05	754.914	494.59	-0.317584
0.333241	0.00213043	720.461	248.201	1.14457
0.0720041	0.000373498	893.593	887.83	0.384596
1.10766	0.00793213	902.75	350.388	1.44566
0.0163908	7.56036e-05	630.949	734.34	-0.132877
0.00880507	3.98021e-05	424.276	745.28	1.51927
0.000129121	3.53791e-07	682.752	372.877	-0.607439
1.1477	0.00809877	938.137	881.505	-1.43852
0.00175588	6.10254e-06	909.977	441.574	0.848407
0.00783218	3.39389e-05	751.753	634.751	0.629849
0.00103724	3.50696e-06	928.189	323.585	0.681888
0.125222	0.00070835	834.801	677.543	1.32973
0.393029	0.00405811	182.178	381.588	0.0549774
0.00492201	1.96073e-05	935.925	501.598	0.197061
0.00359801	1.40459e-05	788.396	869.503	0.588792
0.0357045	0.000195441	163.606	729.794	0.965284
1.04023	0.00746722	823.101	577.739	-1.31394
11.9067	0.114261	710.424	782.464	0.435826
1.3163	0.00966297	750.02	356.424	0.658384
1.81943	0.015329	449.866	633.203	0.470615
0.000399159	1.75443e-06	175.819	168.134	0.286386
0.0360959	0.000198706	537.574	154.732	-1.18074
0.0175842	8.2388e-05	746.616	811.766	-0.432945
0.000303676	1.01052e-06	690.475	170.279	1.25741
0.0276634	0.000128928	912.62	982.024	0.221924
0.00060532	1.99221e-06	832.466	210.159	0.604037
1.6279	0.0133101	588.333	402.439	0.462466
0.0267158	0.000189742	93.6331	297.712	-1.43746
0.0025693	1.35425e-05	169.44	633.969	-0.979297
0.364874	0.00235467	779.673	313.127	0.548081
2.10864e-05	5.50536e-08	648.607	37.6121	0.266297
0.0179769	8.01738e-05	907.576	485.527	-0.387178
0.700139	0.00514074	258.143	947.451	1.29223
4.3665	0.0388396	699.723	603.996	-1.25451
0.205412	0.00154898	86.1052	748.136	-0.565293
0.0001083	3.25091e-07	508.283	363.142	-1.29246
0.00104654	3.70169e-06	755.235	277.601	0.445836
0.0114185	5.22043e-05	692.002	317.057	0.296385
0.000117203	3.35287e-07	553.208	179.928	-0.381849
0.296332	0.00271026	168.022	755.456	0.0376425
3.48164	0.0285519	823.438	423.887	-0.432266
0.0548695	0.00108395	79.115	463.619	0.255378
0.115115	0.00074074	280.273	901.45	-1.34313
3.6043e-05	9.49049e-08	283.965	161.904	0.832717
1.15571	0.00789386	74.5347	407.569	-1.43396
0.00637089	3.78184e-05	118.734	638.261	0.755854
2.39224e-06	5.1233e-09	483.012	119.93	0.425659
0.000136417	4.00866e-07	569.183	148.326	0.352677
0.110821	0.000659372	587.924	974.692	-0.200291
8.45012e-09	1.07978e-11	633.843	18.5173	0.408543
0.00470642	2.61287e-05	214.467	702.808	1.271
4.39925	0.0421905	321.366	669.965	-0.180005
1.48014	0.0114011	769.964	486.773	-0.537907
0.00225007	8.45331e-06	897.047	70.3056	1.18228
0.0204457	0.000131475	106.417	512.312	-0.244138
0.000186936	5.86573e-07	257.073	35.5144	0.438425
0.00153513	6.11491e-06	452.267	76.7247	1.02973
7.01471e-05	2.66538e-07	60.999	458.359	-1.27022
2.58782e-06	4.5517e-09	71.5124	1.25074	-0.958305
2.88268	0.0231206	721.847	638.027	-0.548456
0.001684	1.11255e-05	273.273	654.546	0.14595
0.000526069	1.69045e-06	870.8	423.367	-0.976265
0.0609884	0.000330209	584.519	611.922	1.49127
0.00178174	6.85846e-06	639.768	614.625	1.01785
9.92946	0.0939284	755.038	652.113	-1.24953
0.00321541	1.28336e-05	292.918	198.741	0.928644
0.011892	5.17497e-05	831.269	990.568	-0.647759
0.156947	0.000922946	726.932	619.614	0.359942
0.112638	0.000605312	947.307	161.87	-1.57008
9.03607e-05	2.3798e-07	516.59	190.284	1.28493
0.0115545	5.41042e-05	452.38	883.808	-1.21786
0.00229664	1.42367e-05	219.175	936.397	-1.24914
0.0386878	0.000203225	677.912	205.443	1.48078
0.026564	0.0001255	590.7	767.177	1.46897
1.84868e-05	1.36525e-07	397.153	262.139	-0.0978498
6.15644e-05	1.59075e-07	188.66	84.3432	-1.13766
0.00316751	1.2302e-05	795.45	138.962	-1.09618
1.16032e-06	2.46485e-09	165.722	61.0218	-0.481572
0.0125259	6.13647e-05	447.535	459.595	0.237722
0.00268109	9.73158e-06	935.137	678.378	0.407393
0.00239503	8.88812e-06	306.762	601.423	0.569148
0.00807218	4.65811e-05	162.923	649.106	1.21287
0.0179892	8.89814e-05	761.71	355.567	0.0351724
0.00900648	3.86153e-05	664.526	649.419	1.39756
0.0981542	0.00102319	153.267	96.8342	0.0348215
0.000905173	9.04146e-06	139.807	857.937	-0.80638
0.119082	0.000698219	691.013	819.172	0.130348
1.67849e-06	2.11154e-09	391.776	171.997	0.614879
0.107721	0.000667384	176.145	377.51	0.518498
0.000897134	2.89934e-06	892.217	551.561	-0.736291
0.00302048	1.18045e-05	359.945	777.05	0.71184
0.0214036	0.000143364	241.756	671.77	-1.48538
0.028361	0.0001352	881.045	538.736	-0.54097
0.635669	0.00446219	691.626	571.554	-1.49801
0.00808231	3.48235e-05	848.447	565.096	-0.235136
8.29401e-05	2.39855e-07	507.219	121.755	-0.73226
0.0120061	5.69888e-05	521.064	932.026	0.465528
0.00296225	9.66654e-06	400.194	913.9	-0.128172
0.000340327	1.42717e-06	154.882	186.601	0.733522
0.0800941	0.000465026	612.14	760.917	-0.535334
0.659647	0.00473567	675.518	657.744	0.150743
1.40881	0.0113605	606.779	571.581	-0.289223
0.639521	0.00409242	834.477	833.258	0.0182409
0.000798136	2.50419e-06	456.557	772.948	-0.378052
1.13135e-05	2.79758e-08	218.973	28.8168	1.49268
0.00368953	1.49841e-05	619.069	434.902	0.241438
0.439189	0.00316096	479.617	311.029	0.781735
3.48785e-06	6.81228e-09	382.971	79.3534	-1.2505
2.05165	0.0152941	917.925	650.285	-1.36663
0.0205949	0.000103973	371.21	473.452	0.260764
5.38418e-06	1.3753e-08	283.985	89.7213	-0.852814
0.00119692	4.34201e-06	559.588	608.595	0.665118
2.32788	0.0195807	569.936	687.162	0.797831
0.000904037	3.18551e-06	717.178	331.479	-0.911047
10.9826	0.105118	690.949	958.88	-0.883851
0.000558672	1.77118e-06	745.794	321.293	-1.31277
2.70508e-05	1.0095e-07	222.473	147.973	0.746018
0.0147178	6.61586e-05	883.455	321.148	0.152481
0.00287378	1.04677e-05	293.729	777.3	-0.98632
0.371472	0.00275357	69.1955	897.86	1.05878
0.000815193	2.70032e-06	685.213	591.386	0.311126
0.00602232	2.46721e-05	556.642	809.23	-0.166184
0.000518638	1.62079e-06	774.634	666.098	-0.706542
0.00911585	3.91581e-05	911.233	357.877	0.245838
0.000851288	3.99148e-06	161.96	316.402	-1.10407
0.116151	0.00101782	90.9184	697.401	-1.41227
0.124249	0.000709338	823.51	237.269	-0.57719
0.000179041	6.04547e-07	696.983	154.141	1.19627
0.0808967	0.000471469	649.451	480.338	-0.236678
0.0142087	8.74188e-05	101.062	871.893	-0.851397
0.000187904	5.26745e-07	521.515	504.588	1.13689
0.000171377	2.30495e-07	379.113	440.696	-0.0602203
0.39436	0.00355336	402.836	629.764	-0.0311631
0.00643056	2.67895e-05	770.6	541.001	-0.196335
0.00176144	6.22572e-06	870.179	754.026	0.503039
3.56542	0.0300811	636.209	541.365	0.408975
1.38455e-06	2.79703e-09	328.624	55.7889	-0.573653
3.21884	0.0294848	467.723	546.846	-0.419976
0.0662684	0.000342345	870.63	228.973	1.53323
1.08234	0.00898567	431.772	469.405	-0.699029
0.0281815	0.000144286	432.283	767.805	0.99347
0.00952652	4.63184e-05	126.645	254.482	-0.862602
33.4332	0.34711	873.13	885.662	1.55971
0.00166312	5.8161e-06	452.46	627.025	0.207132
0.0176299	8.55155e-05	597.294	883.449	0.806636
0.00206002	8.30028e-06	482.189	123.955	-1.34384
0.00289694	8.49359e-06	67.6552	61.2229	-0.339225
0.0624853	0.000348161	614.681	669.844	-0.176531
0.0116732	5.22385e-05	720.68	260.78	-1.40686
0.0696807	0.000415481	519.162	278.329	1.03786
0.0658806	0.000363244	580.647	827.006	-0.201441
5.1124e-10	5.74909e-13	171.482	2.8095	-1.45523
0.000267011	1.20579e-06	333.382	793.753	0.763673
0.000603653	2.81078e-06	291.113	815.51	0.927018
1.88046e-06	3.52793e-09	414.289	187.913	-0.667524
0.0137627	8.54336e-05	314.33	731.598	-1.46967
0.00159082	6.37183e-06	504.63	85.2861	-1.44859
0.0475994	0.000243455	522.619	869.393	-1.48775
0.000565166	3.50971e-06	184.621	462.852	-1.21033
7.39908e-06	2.1521e-08	364.343	152.375	-0.676827
1.43474e-07	2.25285e-10	825.529	28.6163	0.515656
0.00269097	1.02499e-05	696.72	459.758	-1.16364
0.384426	0.00269655	502.638	417.706	-1.1833
0.000217507	6.24837e-07	175.838	156.377	0.931895
0.00235696	9.12221e-06	591.692	835.697	0.45542
1.23155	0.0103618	410.8	671.728	-1.17178
0.00400879	1.76831e-05	588.056	242.511	0.158549
0.00214447	1.1596e-05	354.518	835.192	1.40463
9.19446	0.0863779	685.077	611.636	-0.942316
0.00137153	4.93467e-06	695.104	330.324	-0.238073
0.00248053	9.17145e-06	855.705	548.015	-0.880547
6.07884e-06	1.28673e-08	898.698	17.3283	-1.46069
0.141473	0.000886018	551.004	680.333	0.140987
0.0015347	5.61015e-06	486.614	672.218	1.43747
0.013569	6.30923e-05	326.23	508.519	-1.31015
1.69734e-06	3.60972e-09	235.153	31.0453	0.456395
3.04472	0.0248423	690.608	845.482	1.29235
0.0014677	5.13128e-06	879.581	336.25	-0.224407
0.00159267	5.88149e-06	577.619	648.634	0.995839
0.107812	0.000637997	514.853	852.182	0.0918623
0.000161358	4.66357e-07	845.115	75.0443	-1.34091
9.36883e-07	1.8703e-09	643.686	31.7032	-0.412844
0.142678	0.000803996	843.634	452.103	1.46578
0.00403687	2.57853e-05	160.657	612.236	-1.29578
0.092967	0.000538435	618.94	998.91	1.05161
0.000872083	3.96074e-06	245.878	264.045	0.169371
0.044543	0.000243954	568.595	371.527	0.954685
0.0177992	8.45538e-05	729.482	333.793	-1.27951
0.00104701	4.04679e-06	187.928	166.729	0.434924
2.57933e-08	3.84654e-11	711.851	8.02126	0.983016
0.102562	0.00054598	896.191	779.697	0.368214
0.0209916	9.73572e-05	813.649	705.043	-1.37236
0.0363101	0.00139241	84.3354	898.005	-0.0607771
3.76685e-05	2.63575e-07	115.521	35.532	-0.767199
2.27949e-05	5.91977e-08	615.557	60.6188	0.468156
0.0019695	7.037e-06	770.044	741.997	-0.366383
9.29944e-06	2.8497e-08	143.836	22.7954	1.42409
0.00401787	1.68726e-05	488.685	766.44	1.06705
0.843057	0.0057026	893.305	457.402	-0.227326
0.019027	8.9115e-05	828.737	491.313	0.89694
0.01624	8.01645e-05	544.927	266.893	1.26736
0.00496627	2.10609e-05	685.571	160.047	0.385537
0.457751	0.00313897	600.52	272.467	-0.519661
0.0109799	4.74527e-05	879	718.245	-0.277281
1.54064	0.0114651	741.764	365.676	-1.49108
0.0730737	0.000399605	659.236	865.162	-0.766379
0.50286	0.00360344	485.143	684.01	0.357936
0.000613981	2.05256e-06	556.885	400.04	-0.475151
0.0116862	5.02389e-05	919.691	252.916	-1.21541
3.55725	0.0316724	617.233	736.108	0.541967
4.57048e-05	8.21841e-08	68.9541	8.09318	-0.810692
4.39965	0.0428514	468.36	654.034	1.38912
0.00367061	2.00913e-05	184.977	967.578	-0.837328
0.0230546	0.00012024	189.012	490.035	1.027
2.05064e-05	1.2264e-07	362.945	441.397	0.433382
0.570724	0.00407272	505.288	986.718	1.29095
9.95925e-07	1.84431e-09	635.223	25.0213	-0.0873393
0.0143063	6.55038e-05	740.725	145.568	-0.689558
0.516774	0.00337343	839.189	522.933	0.906449
0.000821535	3.98906e-06	225.384	730.973	-0.497249
5.24481	0.0507121	527.739	575.616	-0.487431
7.39841e-06	3.42806e-08	264.141	172.577	0.582071
0.0104447	5.17742e-05	457.577	323.906	0.269079
0.0292529	0.000156813	543.926	497.076	1.44117
2.25371e-05	3.73389e-08	302.456	431.507	-0.945451
3.44855	0.0286221	704.717	480.081	-1.42007
0.00146725	9.03925e-06	210.343	836.674	0.327795
0.000297999	6.29948e-07	288.916	946.115	-0.398888
0.000302046	8.94213e-07	577.371	718.158	0.930804
0.000148265	4.05297e-07	501.99	482.082	1.01757
0.019903	0.000126267	153.253	410.143	1.42966
0.0274356	0.000139499	434.068	913.901	0.513749
0.110344	0.000611581	878.363	862.722	0.651092
0.000436734	1.25484e-06	359.745	755.472	0.464539
0.0714771	0.000406122	193.056	252.955	0.0701205
0.0273858	0.000133542	697.569	895.455	-0.237459
6.11529e-05	1.58131e-07	502.565	221.478	-0.611076
0.0135375	6.781e-05	506.348	130.261	-1.55489
8.00002e-05	1.44045e-07	450.56	960.177	0.38258
0.0309143	0.000161078	246.834	286.025	1.16807
0.0241084	0.000122316	491.037	579.479	-1.13378
14.2253	0.137813	883.422	787.188	1.04993
0.0139844	6.71887e-05	263.706	357.166	-1.30384
0.0197277	9.17917e-05	828.588	509.881	1.43562
0.00169273	6.58693e-06	439.115	263.198	-0.414853
0.148948	0.000849887	887.713	373.637	1.38043
0.000821079	3.74953e-06	236.389	561.622	-0.389998
0.000858813	3.04426e-06	944.95	248.421	-0.233097
0.00429768	9.41013e-06	194.912	565.346	-0.0489157
0.000190259	5.08379e-07	401.962	319.313	-1.29736
0.000251361	7.64608e-07	884.323	172.841	0.403757
3.29467e-05	7.43103e-08	420.343	585.906	0.917733
2.30985e-06	3.47278e-09	265.822	160.911	1.08021
0.09832	0.000526827	829.606	783.463	-1.03486
0.00348994	1.90893e-05	221.83	546.908	-1.34043
3.32899	0.0283358	608.766	499.631	-0.988623
7.18747e-05	2.7582e-07	424.334	670.071	0.885504
9.2202	0.0883648	647.174	869.034	0.964453
4.54261	0.0404752	700.087	436.079	0.284478
0.00570694	2.31905e-05	832.062	383.293	-1.15042
0.0356783	0.000256728	118.246	977.675	-1.22912
0.00631855	3.6166e-05	144.796	280.076	1.38876
7.52684e-08	1.17327e-10	607.94	16.3684	-0.640096
0.351712	0.00239475	570.699	482.081	-0.814349
5.998e-06	1.52253e-08	175.709	23.6267	1.55346
0.441423	0.00281685	889.221	801.674	0.952542
0.000116908	5.17132e-07	282.197	394.362	0.486276
0.000219947	9.44001e-07	337.26	788.809	-1.17196
0.000880815	3.21808e-06	524.435	236.479	-0.329846
0.00213675	8.36306e-06	356.791	337.726	0.416193
0.785176	0.00543802	830.265	928.801	1.44768
0.00793182	3.6907e-05	555.437	202.395	-0.171169
0.000505077	1.34102e-06	154.218	440.556	0.632318
0.000692806	2.2914e-06	480.615	504.972	-1.41917
0.00809606	3.56621e-05	657.197	703.349	0.742853
8.14872	0.0863754	282.11	863.548	1.55145
0.000341929	1.0764e-06	602.776	389.46	0.895508
0.014068	0.000100877	120.523	418.11	1.42966
33.7356	0.375687	730.894	915.971	1.39901
1.50937e-05	6.4522e-08	357.557	391.444	-0.571313
0.000901214	4.30309e-06	115.072	20.3993	-0.133431
0.176831	0.00117668	429.915	506.287	0.159476
0.292702	0.00189926	680.445	287.933	-1.26672
5.02194e-05	1.03341e-07	274.782	91.5422	1.44009
0.153742	0.000930591	234.854	743.699	1.14339
0.000658653	2.16262e-06	506.504	819.208	-0.679363
0.000594108	1.9568e-06	817.158	229.843	-0.74212
0.000842094	2.82293e-06	455.664	582.339	-0.960928
1.15689	0.00900286	162.712	652.003	0.0723806
0.000151068	5.24253e-07	379.663	74.7285	0.148795
0.00294071	1.10889e-05	510.489	644.51	-1.36098
1.40779e-07	2.35024e-10	242.841	26.1549	0.82125
0.0617055	0.000321744	886.633	625.74	-0.252392
0.00670169	3.81801e-05	211.376	703.71	-0.198488
1.09261	0.00841568	547.153	700.895	-1.4712
0.171258	0.000994667	845.471	226.605	-1.56096
2.9434	0.0410617	81.4397	526.643	-1.54223
0.668377	0.0043853	914.895	556.898	-0.310309
0.0387484	0.000191133	891.856	468.544	-0.0859271
8.15878e-05	2.93895e-07	285.633	234.826	-1.10061
0.0127587	6.04862e-05	323.436	569.756	-0.969472
0.0889999	0.000459437	234.701	628.598	-0.0530167
0.0004911	1.62315e-06	600.204	515.313	0.809325
0.762912	0.00572677	606.33	760.985	-0.0150961
8.15559	0.074204	848.199	504.782	0.480905
8.35231e-07	1.24993e-09	285.215	55.2481	1.0929
0.00436023	6.95956e-06	63.9559	321.21	-0.952699
7.90876e-06	2.11678e-08	422.615	347.064	-0.699566
0.410194	0.00302018	219.627	469.26	0.684346
3.1453e-05	7.11841e-08	433.199	201.757	-0.333957
9.53073e-05	2.72176e-07	460.801	152.163	-1.4542
0.679625	0.00520218	229.078	532.778	-1.33647
0.0213405	0.000136422	137.604	727.938	-1.30105
0.0627327	0.000359019	323.855	933.811	-0.443942
0.000691678	2.22179e-06	777.979	555.88	-0.566148
10.0812	0.0936156	785.823	597.514	-0.870593
7.55658	0.0812943	196.515	940.775	-1.55177
0.00696587	2.99939e-05	821.714	400.354	0.278257
0.376839	0.00268585	466.815	626.061	-0.584633
0.115332	0.000706073	225.135	389.106	0.509265
0.00529567	2.11157e-05	858.316	748.219	-0.653664
0.507509	0.00326909	892.388	650.971	-0.934901
0.107073	0.000699084	147.112	522.679	0.769225
0.0141758	8.70293e-05	216.636	967.766	1.3367
0.0203384	0.000145433	95.1112	931.608	-0.477691
0.0496418	0.000252581	844.125	936.581	1.28046
0.000488639	1.63164e-06	698.182	222.268	-0.485409
6.76699e-08	1.25216e-10	703.53	8.58584	1.30312
4.67593e-06	6.81433e-09	443.545	207.522	0.390416
0.0143692	9.69772e-05	107.066	826.858	-0.398169
0.00947316	4.4514e-05	471.378	118.993	-1.03261
0.0516113	0.000262955	944.865	97.6954	0.48176
3.79773e-10	3.95564e-13	373.662	2.2939	-1.43125
0.63051	0.00478035	500.016	952.05	-0.810574
0.0041618	1.67053e-05	755.128	587.888	-0.878953
0.0104989	0.000142939	365.567	135.882	0.0302219
5.44241e-05	1.82549e-07	229.186	134.759	0.904471
0.000658046	2.22812e-06	328.517	162	-0.746124
0.000339761	1.04659e-06	378.605	434.376	0.8723
0.00563677	2.50858e-05	553.041	431.58	-0.441674
0.0108104	5.22183e-05	383.107	404.425	1.31494
5.47589e-05	1.44416e-07	526.39	161.385	1.16282
0.000260722	8.65484e-07	358.781	91.2674	-0.588114
0.000161442	4.20801e-07	560.408	822.595	0.608587
0.00254246	9.40725e-06	875.2	482.14	0.83634
3.73607e-06	7.7846e-09	879.849	29.688	-0.859689
3.16559e-09	3.90042e-12	943.816	5.01001	-0.668623
34.3107	0.377366	830.598	646.935	0.16356
0.000208327	5.89413e-07	415.617	471.151	-0.824826
0.00338686	1.44861e-05	391.269	108.48	1.36836
0.163671	0.00107474	430.987	249.112	0.698304
18.6958	0.202836	74.3793	416.58	1.54076
0.00472488	1.90213e-05	536.36	756.898	1.39479
0.00494795	2.38816e-05	273.108	171.159	-0.117955
0.0193319	9.51506e-05	598.431	749.875	-0.813587
0.659307	0.00506541	451.955	793.297	-0.0732039
0.00288959	1.07337e-05	855.391	714.434	1.10853
0.281954	0.0010121	67.7122	788.632	-0.709792
0.0173558	0.000131414	146.802	996.347	-0.179072
0.0560718	0.000309305	328.962	434.006	-1.14779
0.00173931	6.15232e-06	927.919	79.5438	1.10068
0.357485	0.0026051	430.965	313.498	-0.86908
0.399449	0.00282936	462.778	464.926	-1.46819
0.190864	0.00120598	519.073	509.851	1.27316
0.0575505	0.000475593	90.7198	758.358	-0.26367
0.0088937	3.84189e-05	574.985	690.447	-1.36683
0.00290053	1.51123e-05	138.939	508.416	0.599649
0.00967035	5.71982e-05	168.311	825.695	-0.286582
0.000426621	2.01412e-06	187.785	259.876	-1.23489
0.000550953	1.82245e-06	620.944	330.955	0.239981
0.0709686	0.000330466	96.9405	609.441	-1.27855
8.17189e-06	1.45132e-08	357.728	998.285	0.230431
1.11754e-05	2.43447e-08	322.642	989.43	-0.354484
0.000193522	8.22293e-07	379.434	452.636	1.21344
0.126243	0.00072632	861.238	577.549	-0.110401
6.78217	0.0707829	326.11	873.763	-1.46765
0.000424624	1.50801e-06	684.246	140.615	-0.126032
8.04466e-07	1.61949e-09	288.244	37.2348	-0.505481
0.00846228	3.73548e-05	737.359	432.693	-0.575315
0.00592449	3.34733e-05	218.126	890.33	-1.23888
0.00917954	3.41997e-05	553.277	493.324	-0.0322277
0.00166436	6.07372e-06	864.426	376.617	1.33591
0.00871301	4.04685e-05	370.188	390.703	0.962249
8.25535e-05	4.47615e-07	406.851	839.287	0.510677
0.00702654	3.22444e-05	454.028	123.314	-1.25281
0.000372885	1.13547e-06	773.626	440.879	0.671156
3.15514e-05	8.31631e-08	322.566	31.4766	0.212878
3.08241	0.0251162	770.33	673.74	-0.03249
0.00169652	1.53941e-05	150.021	979.42	-0.441195
0.000947817	3.27524e-06	327.66	285.513	-1.52037
0.00924031	3.90533e-05	894.757	822.523	0.51609
0.00295955	1.22089e-05	626.317	327.503	-0.517985
0.000588818	1.90507e-06	597.176	436.903	-1.29034
0.00454003	1.78916e-05	724.192	803.106	-0.276455
0.0582997	0.000306634	728.729	979.783	-1.40758
0.0301501	0.000149179	787.465	542.07	0.171247
4.67062	0.0383829	838.764	914.159	1.35258
0.00517584	2.06805e-05	836.385	946.646	-0.989865
0.401267	0.00289155	437.37	849.343	0.981371
0.000892057	3.18669e-06	612.76	148.353	-1.34849
3.08031e-06	6.93355e-09	464.448	160.876	-0.837983
0.00434221	1.74126e-05	766.725	645.618	-0.912317
0.000226232	1.14407e-06	300.382	262.293	0.158662
0.00380655	1.62141e-05	341.76	105.908	-1.26415
7.79889e-08	1.23837e-10	246.161	29.1207	-0.940647
0.188663	0.0011257	719.313	386.114	-1.28266
6.43615	0.0643149	419.643	904.193	-1.02387
0.0341057	0.000178746	621.893	245.61	-1.45769
7.52084e-05	2.79806e-07	381.052	269.995	-1.26941
0.00076118	2.73452e-06	535.598	306.23	-1.05496
6.16755e-05	1.92938e-07	383.23	714.985	0.99826
0.00137436	4.67912e-06	804.919	915.449	0.610833
1.81783	0.0134254	876.43	895.122	-1.39249
0.0479963	0.000270539	513.687	149.324	0.508736
9.91789	0.144466	143.75	836.191	1.33807
0.170228	0.00107917	487.195	961.963	0.752737
0.213706	0.00142439	181.145	835.703	1.11089
3.37424e-08	5.13389e-11	687.347	18.7868	0.582046
0.0238856	0.000119848	546.996	503.524	-1.32444
0.000272222	6.4732e-07	375.714	773.08	-0.342383
0.0036338	1.41706e-05	903.547	448.324	-0.690649
0.0267517	0.000125295	633.932	942.153	-0.114373
0.016049	7.17439e-05	823.104	390.127	0.79476
0.0213409	0.00010683	574.368	493.091	-0.487649
0.00571738	2.57755e-05	472.276	199.187	0.717376
0.000647258	2.07326e-06	903.825	414.205	-1.01361
0.693657	0.00525691	351.533	256.522	0.00286288
0.0709784	0.000384225	676.85	892.036	0.61871
0.0034505	1.26627e-05	892.348	977.124	0.455174
0.000128246	3.98254e-07	677.587	109.372	0.266268
0.00213679	8.01287e-06	814.494	338.398	0.176942
4.46725	0.0467276	192.597	901.198	-0.213415
2.14767e-05	5.45246e-08	334.106	161.255	0.400984
8.66005	0.0889442	491.612	805.191	-0.740261
0.00821575	4.82061e-05	130.463	765.513	1.02327
0.0108086	4.61757e-05	947.215	523.136	0.898192
0.00376311	1.51417e-05	427.06	431.359	1.35983
0.0251448	0.000187774	83.5396	518.086	-1.20551
0.00933478	4.14419e-05	667.093	672.924	1.21487
0.00263034	1.01624e-05	655.862	319.453	1.08102
0.412264	0.00460235	97.8995	472.266	1.53578
0.657877	0.00493823	353.756	253.968	0.137922
0.000573582	1.80412e-06	658.135	370.249	-0.22962
2.66437e-05	6.30939e-08	402.833	213.6	0.542274
0.24437	0.00165694	214.585	605.854	0.977012
0.0159872	6.94425e-05	930.562	927.339	-0.87921
1.04509e-06	3.959e-09	206.203	107.736	0.515415
0.000722545	2.3314e-06	864.321	508.654	1.08931
7.10021	0.0741907	280.97	835.757	1.43892
0.00564499	3.20595e-05	146.582	502.423	0.295749
6.27963e-06	1.43396e-08	737.439	22.0284	0.88913
4.31898	0.035841	839.719	456.175	-1.08115
0.0205117	0.000130829	215.737	966.884	-1.38124
0.00265107	1.07833e-05	494.583	281.197	-1.06011
0.102757	0.000577215	781.64	826.79	0.526341
0.00276808	1.07667e-05	333.212	514.764	0.684034
0.602785	0.00450879	444.816	676.082	0.224037
0.000991997	4.28086e-06	94.3035	166.288	0.144505
2.70958e-05	6.1127e-08	428.328	329.687	0.983467
0.00177482	6.33455e-06	811.162	968.936	-0.635135
0.0323028	0.000155107	796.886	358.81	-1.4769
0.0109467	6.19331e-05	73.3684	193.251	-0.553379
0.00304662	1.1524e-05	368.456	991.402	1.06468
0.198788	0.00116374	819.989	557.076	0.529418
0.000692669	2.45146e-06	419.066	240.592	-0.646453
3.23264	0.0290276	582.609	840.385	-0.127865
0.697729	0.00457652	908.499	273.074	-1.53262
0.000224683	9.58016e-07	209.307	310.673	0.941296
8.57805	0.0921439	326.117	829.682	-1.54918
0.00404351	2.70999e-05	86.9138	331.404	-0.525395
0.00024391	7.76988e-07	795.021	172.488	-0.330323
0.000133095	3.84733e-07	914.615	64.3105	0.575993
0.00331276	1.29096e-05	687.642	977.594	-0.40603
25.1002	0.254061	938.335	830.226	-0.627443
0.000310738	8.34636e-07	359.289	313.119	1.38521
0.00382255	1.03302e-05	311.509	740.81	0.0649106
0.000471433	1.48455e-06	582.816	528.015	0.305872
3.01165	0.0285825	212.366	930.193	0.417935
0.000106345	3.01387e-07	797.069	28.8599	-1.54501
0.00024833	6.85807e-07	405.021	691.86	0.913449
1.68542e-05	4.35938e-08	488.229	162.355	-1.24734
0.0395545	0.000292375	134.577	403.834	-0.0818095
0.149866	0.00096362	354.275	415.471	-0.195945
0.0344631	0.000170004	702.949	958.332	0.40416
0.0152711	7.64356e-05	359.7	226.784	-0.57329
0.0275254	0.000186869	282.125	950.599	0.0770228
0.000911982	3.47528e-06	112.729	533.192	-1.29436
132.108	1.66137	854.059	878.875	-0.112576
0.0975662	0.00225521	78.6581	567.558	-0.375987
0.287947	0.00186396	667.428	854.425	-1.17553
0.055378	0.000296699	432.141	563.882	-1.49504
0.00328952	4.75175e-05	56.8126	653.109	-1.09924
0.0144016	0.000114027	81.4153	468.148	-0.46596
0.00839062	3.75155e-05	406.941	876.321	-0.650866
0.0673816	0.000378301	619.878	381.436	-0.105872
0.0243603	0.000105222	319.856	930.535	0.0835554
0.000464849	1.39092e-06	471.158	907.009	-0.528787
0.0461758	0.000378856	77.3237	458.042	-1.08704
0.000123043	3.29983e-07	538.413	178.919	-0.141496
12.6048	0.122511	688.668	605.455	0.157868
0.000406991	1.21143e-06	491.756	902.03	0.768237
3.79635e-07	5.72879e-10	218.346	38.3229	1.21718
0.0234287	0.000115668	659.972	354.388	1.00609
0.801858	0.00570643	753.619	347.498	1.50038
