--- Bin Info ---
Bins    |100
--- Parameter Info ---
mH1	|10	,	125
mH2	|10	,	1000
mHc	|10	,	1000
alph1	|0	,	1.56
alph2	|0	,	1.56
alph3	|0	,	1.56
m22sq	|0	,	1e+06
mssq	|0	,	1e+06
--- Best Bins ---
77,74,22,35,52,11,44,9|0.606712
24,76,41,60,31,19,85,36|0.978172
0,0,6,14,24,5,62,68|0.969898
13,2,63,44,39,30,81,30|0.628273
2,52,2,2,41,55,73,74|0.803073
35,55,32,5,4,43,3,22|0.748038
6,58,72,5,17,76,1,4|0.668347
16,3,36,0,37,50,60,89|0.751268
2,42,43,22,70,68,6,4|0.97368
2,1,18,69,69,24,39,6|0.903613
21,64,22,25,33,25,7,53|0.627864
54,59,32,2,29,86,3,17|0.646697
13,4,43,7,89,25,86,23|0.76029
55,29,16,71,19,7,38,73|0.899255
10,1,59,35,44,45,1,92|0.824038
72,78,71,55,65,28,26,19|0.958154
32,97,64,4,23,72,11,23|0.819327
10,2,4,4,88,26,44,38|0.701945
4,99,24,45,14,12,33,51|0.60966
0,54,17,46,83,6,40,0|0.845392
27,75,31,51,25,21,63,9|0.716924
11,3,24,24,78,15,19,0|0.832895
9,91,93,43,41,28,64,75|0.702087
7,86,88,59,45,27,14,97|0.94608
1,1,93,27,9,3,89,92|0.615635
8,2,87,18,79,14,67,48|0.832426
5,3,87,29,18,9,99,99|0.560358
12,4,22,27,70,6,81,62|0.605765
2,2,26,16,94,76,82,65|0.568201
11,1,38,28,44,38,98,47|0.718751
11,3,70,6,66,91,47,6|0.56509
13,66,10,49,63,41,25,22|0.826508
20,3,65,21,51,45,95,25|0.611513
6,25,2,78,80,4,41,12|0.721192
21,97,28,5,94,63,75,1|0.562346
30,96,29,66,63,28,47,31|0.670103
16,71,13,32,74,0,36,3|0.784315
3,87,4,29,33,9,51,72|0.698246
2,47,4,5,80,71,82,40|0.57168
30,20,66,74,58,21,30,72|0.611335
9,34,1,7,41,40,83,91|0.603926
16,3,67,47,95,39,56,31|0.745691
11,88,19,0,3,2,0,53|0.90895
25,25,63,27,25,19,2,17|0.820154
22,90,4,48,46,37,92,51|0.775459
6,0,9,17,48,20,63,64|0.773644
29,50,71,1,84,86,23,0|0.704441
21,89,36,42,28,29,2,18|0.637752
29,18,30,5,91,74,11,0|0.66971
13,87,14,12,29,23,14,50|0.75488
12,60,13,72,44,13,78,14|0.813652
18,23,4,39,47,38,95,90|0.827192
15,83,91,55,50,33,56,37|0.789004
2,72,61,73,51,18,9,12|0.917964
1,10,4,62,15,5,99,82|0.622255
6,57,50,60,20,11,89,47|0.571598
83,43,86,65,31,1,16,18|0.59851
42,71,30,66,39,20,71,25|0.848316
0,0,57,10,35,40,12,70|0.844492
21,51,4,78,89,8,66,29|0.960115
0,1,85,0,33,45,76,78|0.568194
0,24,70,41,17,18,15,12|0.564468
16,24,4,12,32,47,82,89|0.602064
0,49,43,35,12,19,78,97|0.692127
36,81,89,81,53,13,44,94|0.632333
2,34,92,47,13,1,11,42|0.735609
2,2,3,12,24,33,18,87|0.670992
10,2,90,1,24,76,82,61|0.751035
23,52,77,61,46,27,66,11|0.675873
10,75,3,66,57,2,73,73|0.967676
6,18,5,4,88,85,76,13|0.563594
25,23,61,62,98,35,0,0|0.866159
13,2,66,51,54,25,62,4|0.687292
10,68,56,24,19,15,22,41|0.581119
28,86,7,66,42,4,69,18|0.925781
18,3,63,6,65,3,84,47|0.91991
8,75,2,12,88,17,79,70|0.611387
15,41,4,31,60,38,68,29|0.930893
15,96,3,35,34,24,40,75|0.829408
35,72,39,13,38,36,9,33|0.592925
18,83,11,33,58,11,46,12|0.555963
10,3,34,18,64,16,67,22|0.843303
3,1,36,10,67,84,69,61|0.875029
11,2,89,1,38,74,53,97|0.970389
10,42,8,30,13,0,13,55|0.663068
32,41,44,76,34,12,35,71|0.62691
6,0,7,51,79,36,64,26|0.728133
16,91,33,61,46,9,71,34|0.750451
7,85,56,45,83,39,15,3|0.737192
28,52,4,28,33,35,97,60|0.734447
3,43,2,10,49,27,67,79|0.60818
17,77,4,7,70,58,32,11|0.875982
9,1,50,0,36,60,72,94|0.627096
25,36,4,16,62,76,82,56|0.599389
0,0,28,45,53,44,95,20|0.637576
6,91,66,92,30,2,21,75|0.640924
7,0,53,12,47,4,95,17|0.778269
12,2,84,9,85,73,84,75|0.557654
2,11,3,13,12,11,81,97|0.938686
34,73,66,49,48,38,62,96|0.943287
3,1,39,5,64,83,59,83|0.641253
4,1,37,18,63,23,54,21|0.905802
7,80,60,7,20,55,8,22|0.765591
20,3,96,15,95,29,93,86|0.604699
4,54,10,33,52,13,8,19|0.580787
8,66,1,45,32,16,67,94|0.766399
5,17,79,21,8,21,3,20|0.558899
