Omega	MA1	MH	MS1	alpha	svev	WH	WS1
7.34376e-05	432.079	125.09	987.688	-0.281594	644.674	0.00558651	62.2552
0.00871252	965.138	125.09	878.269	0.238642	818.058	0.00571573	24.8085
0.0117744	814.544	125.09	763.679	-0.225649	794.746	0.00575095	15.77
0.00957547	541.704	125.09	319.314	0.0490662	255.596	0.00603944	0.038044
0.000267162	575.032	125.09	911.147	0.277811	582.851	0.00559866	36.1881
0.013109	604.419	125.09	525.458	0.173263	457.316	0.00587407	2.81244
0.00140402	188.541	125.09	647.421	-0.236974	379.542	0.00572035	25.4397
0.00602513	462.438	125.09	590.97	0.114149	435.589	0.00597546	1.8117
4.6522e-05	359.239	125.09	883.874	-0.284857	293.594	0.00557591	83.5793
0.00407005	281.102	125.09	782.245	-0.0479862	291.017	0.00604008	39.7867
0.00942283	194.793	125.09	483.747	0.0180419	154.208	0.00605203	28.0858
0.0058237	802.651	125.09	644.387	-0.118018	333.726	0.00597007	2.71112
0.0087331	783.099	125.09	182.232	-0.0295233	131.793	0.00604873	0.000570332
0.0969873	108.869	125.09	831.532	-0.196268	932.416	0.00582378	21.4582
0.00024126	407.94	125.09	781.159	-0.101228	824.831	0.00599218	3.44281
0.00352102	340.507	125.09	788.927	0.0384582	540.586	0.00604506	8.92874
0.000605078	279.577	125.09	707.85	-0.306759	832.283	0.00550196	25.5249
0.000233415	666.626	125.09	918.314	0.265454	359.265	0.00563733	33.0921
0.0989689	105.858	125.09	339.284	-0.144569	946.362	0.00592836	0.760545
0.00303848	912.682	125.09	941.136	-0.298274	727.703	0.00553118	50.0318
0.010923	655.492	125.09	676.353	0.137812	524.747	0.00593975	3.95187
0.0799495	575.066	125.09	467.916	-0.0762689	564.084	0.00601886	0.40488
0.00315074	705.479	125.09	335.492	-0.070998	185.759	0.00602354	0.104989
0.0258777	781.235	125.09	877.414	0.107422	935.763	0.00598441	5.29657
0.015758	911.451	125.09	373.815	-0.121688	286.675	0.0059648	0.467247
0.00855141	674.457	125.09	959.024	0.0995646	926.486	0.00599419	5.91838
0.00328807	682.404	125.09	800.262	-0.223968	637.439	0.00575537	17.9845
0.0855669	990.343	125.09	671.892	0.113326	825.995	0.00597659	2.67139
0.00667868	625.487	125.09	835.467	-0.0393382	274.29	0.00604464	0.639753
0.00221417	973.812	125.09	731.037	-0.0745794	264.735	0.00602039	1.57326
0.00420473	980.314	125.09	809.257	0.206109	443.093	0.00580045	14.4386
2.80642e-05	490.283	125.09	863.492	-0.21468	247.237	0.00577925	22.0827
0.00110851	256.439	125.09	683.548	-0.240655	723.141	0.0057101	16.7051
0.0038888	208.256	125.09	761.085	-0.173292	506.995	0.00587402	23.2917
0.00300514	436.623	125.09	283.124	-0.148314	182.008	0.00592181	0.248264
0.0632476	84.4657	125.09	445.97	-0.213586	585.969	0.005782	4.9496
0.0047648	273.766	125.09	406.803	0.10501	353.176	0.00598749	0.436223
0.119384	483.556	125.09	238.248	0.215305	446.977	0.00577767	0.149872
0.0242507	869.209	125.09	891.691	-0.122647	875.695	0.00596339	7.4404
0.000243947	483.678	125.09	925.481	0.0650012	614.031	0.00602846	2.28338
0.00479589	359.364	125.09	966.991	0.094224	839.269	0.00600042	13.8991
0.00124885	906.139	125.09	630.868	0.11136	217.697	0.00597924	2.04547
0.00572985	718.322	125.09	858.462	0.177394	782.659	0.00586548	13.1665
0.000287551	229.045	125.09	242.218	-0.161933	68.4248	0.00589664	0.0916584
0.0573535	608.333	125.09	522.735	-0.0933412	571.345	0.00600141	0.873134
0.000326025	200.057	125.09	500.405	-0.116798	181.511	0.00597179	23.6722
0.00210861	937.886	125.09	303.786	-0.171979	136.447	0.00587671	0.481627
0.00916198	175.151	125.09	887.336	-0.114746	362.819	0.00597464	54.4394
0.0249725	877.333	125.09	796.782	-0.149284	806.529	0.00592009	7.9166
0.00855178	156.1	125.09	242.119	0.191087	414.353	0.00583562	0.126973
0.00192168	124.398	125.09	329.191	-0.166265	250.707	0.00588818	4.14627
0.00196126	272.144	125.09	874.626	0.287196	816.785	0.00556824	41.7938
0.0340058	194.228	125.09	796.724	0.0892317	677.726	0.00600593	12.242
0.0439405	344.684	125.09	179.306	0.170914	279.828	0.00587887	0.0171576
0.0125653	636.048	125.09	527.231	-0.0881348	347.13	0.0060071	0.810013
0.0512343	176.664	125.09	784.542	-0.0626943	512.074	0.00603024	17.6357
0.0982236	527.767	125.09	182.935	-0.224655	300.6	0.00575357	0.0361334
0.00234344	151.422	125.09	127.869	-0.168212	98.3201	0.00588431	0.000173518
0.000117278	476.513	125.09	863.777	0.251286	692.562	0.00567971	25.879
0.00690135	675.408	125.09	946.085	0.105159	830.824	0.0059873	6.32437
0.00661756	349.564	125.09	470.408	0.131341	462.379	0.00595017	1.14648
0.000667996	585.997	125.09	185.759	0.0732311	78.5095	0.0060216	0.0046924
0.0494971	825.825	125.09	632.236	-0.0290929	541.51	0.00604888	0.151581
0.00495193	222.521	125.09	868.738	0.169307	553.308	0.00588212	30.1118
0.00789866	184.491	125.09	923.719	0.300364	830.388	0.00552405	53.6488
0.0203867	701.338	125.09	717	0.172416	904.817	0.00587581	7.35722
0.0432779	784.541	125.09	731.983	-0.131167	894.788	0.00595044	4.75761
0.000489955	222.382	125.09	504.345	0.18558	697.662	0.00584789	4.04747
0.0149063	628.047	125.09	689.497	0.193401	935.496	0.00583037	8.17729
0.00245021	750.896	125.09	907.25	-0.245979	716.203	0.00569503	31.0523
0.0205092	254.271	125.09	377.243	-0.070198	449.248	0.00602422	0.156092
0.113563	950.207	125.09	682.013	-0.0778716	822.326	0.00601737	1.36364
0.00148386	764.109	125.09	895.981	0.308457	662.92	0.00549603	41.9788
0.00117843	533.818	125.09	919.676	0.062358	454.421	0.00603049	2.05597
0.000405607	527.045	125.09	843.636	0.222567	570.055	0.00575903	19.0788
0.0266423	417.437	125.09	580.475	0.10492	991	0.00598761	1.47817
0.000770701	620.033	125.09	910.453	-0.279745	734.067	0.00559246	40.1582
0.000311799	461.729	125.09	613.091	-0.157121	179.466	0.00590578	4.37892
0.00164996	274.997	125.09	731.578	0.246377	947.581	0.00569389	18.1414
0.00384102	786.921	125.09	967.733	-0.166513	700.039	0.00588769	17.4533
0.00165177	179.259	125.09	948.259	0.304859	344.673	0.00550857	106.734
0.00132052	737.99	125.09	994.368	-0.269763	797.233	0.00562403	48.3406
0.000341071	432.652	125.09	302.681	-0.231871	106.914	0.00573431	0.980721
0.00977408	589.249	125.09	952.877	-0.0408092	650.807	0.00604393	1.00249
0.117229	333.021	125.09	948.225	0.0209565	822.077	0.00605135	9.18623
0.000210273	465.129	125.09	795.045	0.1172	294.318	0.00597123	4.56095
0.010175	916.557	125.09	751.46	-0.196127	568.668	0.0058241	11.5637
7.33169e-05	351.054	125.09	770.189	0.211379	633.682	0.00578751	17.741
0.00079711	260.78	125.09	658.493	0.113976	348.329	0.0059757	16.5932
0.0422402	998.357	125.09	857.05	0.00485647	523.909	0.00605386	0.0103284
0.0067033	874.84	125.09	698.277	-0.136819	382.729	0.00594138	4.61339
0.0845552	794.583	125.09	361.605	0.105836	464.085	0.00598645	0.279556
0.104196	808.95	125.09	952.551	-0.0416241	890.292	0.00604352	1.03981
0.0753462	104.408	125.09	982.995	0.0702865	281.362	0.00602415	119.182
0.0450921	118.647	125.09	557.968	-0.183141	705.048	0.00585321	7.13119
0.0354625	144.248	125.09	685.737	-0.10462	545.969	0.00598798	12.1765
0.00553355	382.239	125.09	627.067	0.0217737	203.962	0.00605114	0.0812458
0.0238121	258.619	125.09	388.592	-0.089675	659.648	0.00600545	0.284628
0.00749486	703.48	125.09	995.231	-0.074256	663.495	0.00602068	3.78099
0.00571435	193.097	125.09	895.113	0.309374	783.484	0.00549281	51.9017
0.0683734	659.494	125.09	296.686	-0.0311118	381.734	0.00604815	0.0120569
0.106807	593.822	125.09	311.063	0.16935	513.874	0.00588203	0.391152
0.000228967	512.469	125.09	767.87	-0.272669	363.94	0.00561494	24.242
7.44328e-06	428.41	125.09	905.664	0.249938	399.902	0.00568363	42.6983
0.00771643	436.895	125.09	553.581	0.186959	700.834	0.00584485	3.89862
0.000668241	318.133	125.09	690.93	-0.034023	427.28	0.006047	7.26897
5.87704e-06	427.132	125.09	825.434	0.192255	277.393	0.00583298	13.0526
0.115173	879.705	125.09	490.927	-0.136121	705.599	0.00594252	1.50816
0.00221178	735.122	125.09	914.511	0.278091	844.867	0.00559777	37.2113
0.010037	622.555	125.09	639.255	-0.213725	673.322	0.00578165	8.40892
0.0520215	872.913	125.09	735.029	-0.0553366	593.439	0.00603549	0.861828
0.000839544	633.646	125.09	969.114	0.176102	637.196	0.00586819	18.418
0.00311842	240.343	125.09	727.593	-0.21096	787.14	0.00578855	16.4283
0.0411848	99.9157	125.09	612.534	0.20607	593.104	0.00580054	12.2627
0.00251685	249.224	125.09	889.596	-0.13619	398.218	0.00594241	45.2136
0.000455905	527.085	125.09	823.94	-0.236413	553.798	0.0057219	21.9216
0.0934455	490.692	124.566	125.09	-1.10714	210.272	0.00120571	0.00484315
0.00150081	911.971	125.09	551.042	-0.109453	210.799	0.00598177	1.48015
0.00040499	555.386	125.09	892.006	0.269417	717.824	0.0056251	32.4226
0.00716636	97.1482	125.09	162.515	-0.314349	273.539	0.00547522	0.0192212
0.0322656	723.24	125.09	165.862	0.0720052	175.3	0.00602267	0.00154891
0.00590099	962.192	125.09	968.25	-0.169271	612.65	0.00588219	18.1343
0.000513974	415.558	125.09	972.719	0.115063	639.059	0.00597421	19.6425
0.000520574	271.643	125.09	583.342	0.0392295	671.152	0.00604469	1.80656
0.0461322	533.501	125.09	748.338	-0.0296882	513.133	0.00604867	0.260916
0.0778333	919.506	125.09	351.608	-0.118376	416.801	0.00596957	0.338171
0.0107451	786.283	125.09	576.515	0.0499462	354.931	0.00603892	0.328874
0.00489994	782.671	125.09	888.619	0.189031	721.368	0.00584024	16.4247
0.0174308	697.69	125.09	734.881	-0.0500831	300.066	0.00603883	0.712266
0.00462339	214.407	125.09	911.87	-0.248981	721.911	0.0056864	44.2543
0.0236065	681.185	125.09	816.719	0.0434575	412.519	0.00604258	0.708601
0.0344554	186.78	125.09	954.496	-0.0734252	496.124	0.00602143	35.4513
0.000791184	496.722	125.09	742.317	-0.227776	543.94	0.00574531	15.0046
0.021769	132.886	125.09	549.874	0.229609	818.356	0.00574041	7.71929
0.0658918	674.766	125.09	656.176	-0.107763	871.12	0.00598397	2.32441
0.00197457	777.309	125.09	242.866	0.0264896	118.369	0.00604976	0.00250222
0.00642648	431.55	125.09	208.772	0.0623021	176.959	0.00603054	0.0069472
0.00418857	328.175	125.09	519.313	-0.170024	836.502	0.00588068	2.80184
0.00287185	950.935	125.09	976.033	-0.204381	529.154	0.00580462	27.1217
0.0243568	253.554	125.09	845.834	0.0899717	921.312	0.00600513	8.98253
0.0876613	125.892	125.09	413.679	0.0693747	572.514	0.00602491	1.9055
0.00228525	751.185	125.09	734.294	-0.147426	271.793	0.00592338	6.34458
0.00472718	994.4	125.09	975.409	-0.177719	556.837	0.0058648	20.4809
0.00181876	134.874	125.09	674.75	0.284533	241.857	0.00557696	58.7135
0.000446905	615.875	125.09	382.709	0.00204624	126.718	0.00605398	0.000137403
0.113042	772.18	125.09	507.295	0.0830672	678.52	0.00601233	0.606458
0.00110391	891.231	125.09	968.708	0.255719	468.109	0.00566667	36.7402
0.0019095	231.801	125.09	963.005	-0.243898	499.131	0.00570096	66.4551
0.0461552	796.361	125.09	628.701	-0.15282	777.768	0.00591372	4.10637
0.000276588	135.214	125.09	299.578	0.173632	369.131	0.00587332	1.16598
0.0800382	801.562	125.09	573.476	0.136507	800.858	0.00594189	2.37691
8.69621e-06	363.292	125.09	747.444	0.127912	732.234	0.00595549	6.42413
0.00252447	288.993	76.6128	125.09	-1.44286	66.9673	5.95916e-05	0.00595545
0.000981764	835.172	125.09	846.413	0.280772	382.584	0.00558916	28.9956
0.00430642	174.416	125.09	784.725	0.267601	524.223	0.00563073	36.2374
0.00132762	958.224	125.09	682.581	0.140409	235.05	0.00593543	4.05926
0.0214759	978.42	125.09	460.567	-0.17707	383.522	0.00586616	2.11173
0.00360448	220.396	125.09	870.717	0.15905	432.047	0.00590214	40.4883
0.000188636	492.323	125.09	898.542	-0.0589783	253.873	0.00603297	1.79698
0.00268743	135.699	125.09	615.906	-0.212077	273.55	0.00578577	34.4814
0.0101022	173.084	125.09	691.315	0.0892902	310.996	0.00600587	30.9599
0.00390511	58.1107	125.09	875.382	-0.0530673	297.255	0.00626624	75.9758
5.67194e-06	436.044	125.09	881.633	-0.0396613	605.088	0.00604449	3.48199
0.00127745	639.678	125.09	633.417	0.178898	234.395	0.00586231	5.12696
0.0284579	301.674	125.09	371.536	-0.0867868	405.144	0.00600852	0.22593
0.000233327	308.352	125.09	679.37	-0.188713	955.996	0.00584095	9.20072
0.00115469	805.171	125.09	507.534	-0.00256394	186.987	0.00605397	0.000592202
0.0440568	543.932	125.09	577.776	-0.11534	768.488	0.00597382	1.81361
0.0261608	742.447	125.09	440.216	-0.0916201	402.729	0.00600333	0.478184
0.0106252	831.915	125.09	872.59	-0.112132	545.924	0.0059782	5.8952
0.0128639	954.778	125.09	745.099	0.00499889	402.094	0.00605385	0.00724644
0.0547022	442.608	125.09	662.842	-0.0328849	660.351	0.00604746	0.223051
0.019921	519.109	125.09	614.78	-0.111357	652.485	0.00597924	2.05015
0.00112271	293.259	125.09	684.738	-0.0674737	425.454	0.00602648	10.1086
0.0133789	738.368	125.09	856.674	-0.103975	667.286	0.00598879	4.78041
0.00318489	713.766	125.09	672.657	0.0943132	229.891	0.00600031	1.80437
0.102182	484.408	125.09	176.929	-0.00449402	301.189	0.00605388	1.09801e-05
0.0498203	585.795	125.09	568.026	0.151693	913.254	0.00591576	2.84108
0.00295664	197.681	125.09	891.726	0.21613	420.652	0.00577559	55.023
0.00203712	682.721	125.09	782.254	0.25352	553.437	0.00567317	19.4715
0.000497037	682.874	125.09	700.376	0.224405	216.729	0.00575422	10.485
0.0203191	652.262	125.09	569.278	0.167633	579.485	0.00588547	3.42939
0.0155587	173.819	125.09	884.334	-0.176716	706.331	0.00586691	27.358
8.38261e-05	232.694	125.09	397.925	-0.144527	112.455	0.00592843	0.954459
0.003015	879.144	125.09	947.072	-0.311897	815.882	0.00548393	55.1696
0.000380582	356.195	125.09	829.108	0.156405	657.363	0.00590711	15.8288
0.000478186	283.612	125.09	855.122	-0.29152	477.236	0.00555392	55.8031
0.0146661	218.657	125.09	362.608	-0.0194508	153.518	0.00605172	0.010215
0.000206011	223.937	125.09	536.544	0.268633	399.767	0.00562753	11.7038
0.00260656	393.962	125.09	912.554	0.0616854	856.265	0.006031	7.16327
0.0349028	518.565	125.09	560.121	-0.0323388	236.794	0.00604768	0.130668
0.0537379	856.689	125.09	456.173	0.066152	478.311	0.00602755	0.26958
0.000732618	671.353	125.09	657.751	0.166438	186.141	0.00588784	4.9203
0.00111626	379.046	125.09	985.963	0.21555	996.632	0.00577705	34.7304
0.00850474	811.797	125.09	931.956	-0.180342	942.287	0.00585923	18.1576
0.0123261	639.474	125.09	204.987	-0.186632	176.548	0.00584557	0.0562731
0.00216827	301.563	125.09	798.109	0.077983	404.963	0.00601726	22.1761
0.0133196	225.695	125.09	707.086	-0.0744649	541.685	0.0060205	10.5698
0.000226253	253.021	125.09	485.188	0.151493	731.643	0.00591613	1.70111
0.00212269	229.529	125.09	652.129	0.221976	693.907	0.00576057	12.795
0.0142881	344.982	125.09	870.123	0.0352973	663.928	0.00604647	9.61334
0.00516741	985.726	125.09	686.919	-0.213005	387.788	0.00578346	10.6542
0.0037012	792.177	125.09	643.469	-0.0506796	265.624	0.00603847	0.492597
0.00158717	655.249	125.09	865.107	0.284082	790.841	0.00557843	32.8117
0.00326398	137.443	125.09	240.254	0.165175	392.954	0.00589033	0.09205
0.00039068	341.371	125.09	905.189	0.229204	514.827	0.00574149	42.0109
0.011603	134.037	125.09	405.562	0.0648178	232.865	0.00602861	9.30938
0.003185	376.805	125.09	289.259	0.166724	186.829	0.00588728	0.26048
0.0251068	959.414	125.09	879.475	-0.123403	763.715	0.00596228	7.25149
0.0424584	128.032	125.09	731.614	-0.186332	823.035	0.00584623	14.7402
0.00034011	620.332	125.09	364.317	-0.0191557	114.449	0.00605178	0.0101654
0.0140716	128.908	125.09	183.168	-0.226564	269.524	0.00574853	0.0375567
4.45104e-06	423.822	125.09	856.846	-0.265328	747.731	0.00563772	31.8654
0.101557	648.752	125.09	594.665	-0.0762269	703.17	0.0060189	0.866335
0.00151836	328.528	125.09	525.661	-0.163375	512.981	0.00589385	2.73414
0.000303912	873.29	125.09	215.081	-0.161696	61.1479	0.00589709	0.0536448
0.116347	125.328	125.09	629.512	-0.107961	795.587	0.00598372	5.61696
0.00015415	417.686	125.09	646.872	-0.218683	247.524	0.00576907	9.76482
8.48679e-06	419.528	125.09	855.839	0.299104	908.459	0.00552835	36.4855
0.0137406	154.355	125.09	518.202	-0.143086	610.664	0.0059309	4.91384
0.00648211	61.6891	125.09	898.589	0.0102553	473.185	0.00605488	31.9787
0.0103508	478.784	125.09	770.602	-0.0320472	429.462	0.00604779	0.332118
3.23948e-05	395.707	125.09	875.003	-0.300616	547.015	0.00552319	50.3258
0.000144434	164.938	125.09	373.682	0.227724	279.523	0.00574545	4.27711
0.0702906	711.522	125.09	609.898	-0.134504	890.007	0.00594514	2.89853
0.000420083	657.92	125.09	824.33	0.235124	318.649	0.00572544	19.1124
0.0128079	619.371	125.09	750.466	0.138261	832.732	0.00593901	5.47537
0.00581371	972.313	125.09	980.349	-0.113347	436.244	0.00597656	8.52959
0.000217036	552.618	125.09	937.924	-0.203399	553.531	0.00580698	23.8557
0.000121321	339.053	125.09	628.652	0.171499	463.633	0.00587768	4.81443
0.000117074	62.0768	125.09	394.696	-0.0510756	376.247	0.00608201	4.1892
0.00238246	231.576	125.09	630.962	-0.150471	588.405	0.00591796	8.84721
0.000149253	447.035	125.09	752.473	0.158062	289.334	0.00590401	6.88145
0.00462703	531.45	125.09	723.687	-0.192815	839.774	0.00583171	9.873
0.0265362	687.287	125.09	625.873	0.100877	507.253	0.00599261	1.70153
0.0187897	390.185	125.09	601.429	0.0760403	871.713	0.00601907	0.871234
0.022257	595.609	125.09	575.769	0.0982425	432.943	0.00599576	1.247
0.00174921	629.827	125.09	496.525	-0.159313	210.984	0.00590165	2.29574
0.0419824	895.748	125.09	620.601	-0.156226	689.342	0.00590745	4.13814
0.00106652	188.114	125.09	553.402	0.225254	351.64	0.00575199	14.8589
0.010083	618.39	125.09	529.666	-0.154135	379.059	0.00591131	2.52789
0.000250532	165.377	125.09	347.047	-0.0321752	938.601	0.00604774	0.165834
0.00199457	168.465	125.09	934.759	-0.25046	338.793	0.00568211	98.7407
0.00614083	191.996	125.09	600.704	-0.131028	523.619	0.00595066	8.60529
0.0064059	538.205	125.09	874.368	0.0686444	818.338	0.00602552	2.16051
0.00266215	658.004	125.09	678.409	0.134424	279.963	0.00594527	3.7048
0.00451823	627.823	125.09	795.822	-0.133587	550.488	0.00594661	6.38493
0.0213944	346.604	125.09	803.204	-0.021777	866.128	0.00605113	3.64122
1.35107e-05	492.978	125.09	973.171	0.244245	991.266	0.00569997	35.2076
0.048805	736.023	125.09	711.087	-0.13107	964.912	0.0059506	4.35464
0.0037154	59.4906	125.09	539.349	0.0363108	402.356	0.00609495	9.53257
0.00394787	154.524	125.09	927.027	-0.291221	481.587	0.00555492	76.3899
0.0919762	853.104	125.09	605.697	-0.105841	777.606	0.00598644	1.7645
0.0252099	480.623	125.09	393.298	0.122148	393.001	0.00596413	0.51509
0.00137297	674.21	125.09	844.153	-0.292345	623.856	0.00555117	35.2759
0.0602768	543.335	90.4316	125.09	-1.30624	136.688	0.000297146	0.00564008
0.00144561	599.447	125.09	760.178	0.159085	377.401	0.00590208	7.28036
0.0119683	744.952	125.09	898.449	0.0384912	305.671	0.00604504	0.733905
0.00037996	665.672	125.09	355.749	0.0405276	114.17	0.00604407	0.0379078
0.0522626	798.512	125.09	547.024	0.17153	712.761	0.00587762	3.18462
0.00894995	285.352	125.09	391.136	-0.165096	553.821	0.00589049	0.995404
0.0225118	444.593	125.09	384.676	0.13681	383.878	0.0059414	0.585838
0.00131432	295.035	125.09	616.727	-0.00892708	689.065	0.00605352	1.44222
0.00462815	863.461	125.09	347.642	0.0449839	196.717	0.00604176	0.0434087
0.00180306	480.077	125.09	386.853	-0.105993	175.131	0.00598625	0.418855
0.00151455	976.952	125.09	767.481	0.237992	302.159	0.00571753	15.7737
0.00678598	206.864	125.09	661.327	0.115112	502.129	0.00597414	11.3843
0.00214685	990.843	125.09	704.357	0.0381122	257.732	0.00604522	0.350474
0.0158649	336.924	125.09	203.496	-0.140996	235.851	0.00593445	0.0310834
0.0158115	333.402	125.09	457.62	0.148346	803.099	0.00592175	1.34215
0.00245129	103.618	125.09	585.796	-0.277384	186.534	0.00560002	61.9577
0.000351659	557.565	125.09	935.952	0.222882	724.107	0.00575821	26.1744
0.00169353	737.994	125.09	930.66	-0.174251	497.558	0.00587204	17.2393
0.00199377	707.495	125.09	990.474	0.143093	630.306	0.00593089	13.1422
0.0356306	338.802	125.09	291.683	-0.132484	355.359	0.00594837	0.210406
0.00356881	659.542	125.09	714.269	-0.280299	620.511	0.00559068	19.8988
0.0186747	377.426	125.09	528.91	0.0673198	510.4	0.00602661	0.455844
0.0104418	122.574	125.09	431.847	0.132985	296.796	0.00594757	8.20725
0.00548052	794.548	125.09	436.107	0.0124358	254.377	0.00605307	0.0082626
5.10427e-05	489.638	125.09	807.001	0.221067	236.825	0.00576293	15.6389
0.0252808	746.364	94.3557	125.09	-1.33969	95.3002	0.000238193	0.00573638
0.00298878	428.534	125.09	770.513	-0.039033	517.388	0.00604479	0.492372
0.0206238	714.604	125.09	579.371	0.182965	595.396	0.00585359	4.28704
0.0240282	690.436	125.09	501.036	-0.122231	454.172	0.00596401	1.31704
0.00249967	668.564	125.09	707.133	-0.279034	494.353	0.00559475	19.4079
0.00156614	279.193	125.09	711.328	-0.0772132	362.373	0.00601798	18.3316
0.00132295	638.129	125.09	586.249	0.17809	215.136	0.00586402	3.98474
0.00362691	132.227	125.09	184.936	0.171287	85.5892	0.00587812	0.0243779
0.114818	951.011	125.09	702.08	0.00892053	713.954	0.00605352	0.0193496
0.00250461	227.766	125.09	712.862	-0.117756	363.606	0.00597044	24.3089
0.0244465	355.561	125.09	609.764	0.0364848	800.369	0.00604595	0.210988
0.00780827	852.461	125.09	509.702	-0.0972187	313.907	0.00599697	0.889739
0.000871657	429.384	125.09	139.741	0.295397	73.3277	0.00554093	0.00057405
0.0190429	105.817	125.09	946.126	-0.228138	439.234	0.00574434	71.4531
2.43905e-05	318.685	125.09	665.821	-0.244409	981.923	0.00569951	13.0083
0.000667606	614.881	125.09	973.63	-0.0880427	345.421	0.0060072	5.0625
0.00286207	708.697	125.09	830.51	0.258821	729.443	0.00565743	24.4159
0.00177423	563.528	125.09	907.262	-0.157683	937.677	0.00590472	12.8768
0.0334663	724.896	125.09	748.316	-0.0749636	555.304	0.00602005	1.67248
0.00933035	854.411	125.09	828.679	-0.137813	523.559	0.00593975	7.66487
0.0216333	869.663	81.4972	125.09	1.31801	75.3375	0.000244149	0.00567532
0.0168758	597.997	125.09	593.636	0.101292	412.142	0.0059921	1.45236
0.00672984	894.087	125.09	827.209	-0.160861	488.081	0.0058987	10.4117
0.000535746	395.741	125.09	322.868	0.128106	115.328	0.00595519	0.230974
0.0177774	747.782	125.09	129.296	0.0850063	115.832	0.00601036	4.51311e-05
0.120018	885.813	125.09	192.494	-0.213634	261.013	0.00578188	0.0515215
0.0439661	671.055	125.09	745.316	0.10524	998.257	0.0059872	3.15059
0.00679431	316.509	125.09	903.091	-0.0924977	775.982	0.00600236	13.0091
0.01309	465.194	125.09	619.228	-0.0579978	384.986	0.00603366	0.571364
0.000618124	783.827	125.09	867.859	-0.237914	301.644	0.00571775	26.9961
0.0433236	86.4243	125.09	523.108	0.188908	433.804	0.00584052	10.1493
0.00451038	924.293	125.09	982.432	-0.208047	714.141	0.00579572	28.2877
0.00151542	536.84	125.09	482.129	-0.135411	175.643	0.00594367	1.52007
0.0930178	700.503	125.09	407.867	-0.11022	565.471	0.00598076	0.520139
0.110678	468.951	125.09	433.827	0.00929402	385.916	0.00605348	0.00454512
0.00548628	317.674	125.09	992.377	-0.110854	713.909	0.00597991	22.8255
0.00417977	698.358	125.09	819.498	-0.142651	495.508	0.00593164	7.96287
0.00558552	231.714	125.09	814.856	0.229681	892.673	0.00574021	23.8368
0.00112467	592.808	125.09	724.292	-0.216076	367.887	0.00577572	12.8734
0.0227261	608.639	125.09	444.171	-0.156307	439.58	0.0059073	1.4404
0.00290651	569.719	125.09	866.091	0.122936	738.389	0.00596297	6.61858
0.00790894	836.915	125.09	857.798	0.253772	962.604	0.00567242	26.1111
0.00190468	269.597	125.09	728.366	-0.110522	464.288	0.00598036	15.2221
0.00334045	801.721	125.09	949.721	-0.262479	890.507	0.00564641	39.9256
0.0020917	568.145	125.09	804.174	0.0864118	353.046	0.00600891	2.62197
0.000995738	227.178	125.09	574.602	0.117615	345.126	0.00597064	11.3118
4.36475e-06	480.873	125.09	977.486	0.265229	646.674	0.00563802	44.7064
0.0120678	152.742	125.09	810.286	-0.149172	456.869	0.00592029	31.4127
0.000500065	755.07	125.09	931.233	-0.268582	383.085	0.00562769	41.2817
0.000212968	464.917	125.09	783.495	0.122822	287.551	0.00596314	4.77741
0.000293907	398.353	125.09	972.535	-0.267838	818.966	0.00562999	51.9059
0.000258762	321.722	125.09	580.871	0.0897128	256.136	0.00600541	1.05446
0.0451063	545.487	125.09	293.933	-0.0961727	367.046	0.00599818	0.113355
0.11219	906.132	125.09	746.717	0.0262062	695.457	0.00604985	0.199716
0.00460227	788.364	125.09	390.803	0.126491	226.608	0.00595766	0.519755
0.0013144	612.337	125.09	842.622	0.267459	738.935	0.00563116	27.0943
0.040872	683.447	125.09	817.476	-0.0402457	488.244	0.0060442	0.62344
0.00114931	663.092	125.09	925.651	0.294749	853.031	0.00554311	42.9388
0.0514059	147.912	125.09	950.268	-0.107979	649.891	0.00598369	25.9739
0.0334494	506.14	125.09	231.443	0.179337	287.246	0.00586138	0.092028
0.0090292	857.393	125.09	480.454	-0.12804	316.457	0.0059553	1.28044
0.00726019	482.279	125.09	641.464	-0.184209	845.592	0.00585089	6.29874
0.000151075	354.887	125.09	625.878	0.210002	386.934	0.00579092	6.91318
0.000442792	982.215	125.09	317.721	0.0361175	93.4263	0.00604611	0.0196085
0.0158809	179.701	125.09	714.415	0.133009	615.512	0.00594753	12.4886
0.00506753	576.058	125.09	245.146	-0.0885023	172.471	0.00600671	0.0289997
7.08532e-05	556.749	125.09	964.078	-0.179974	333.97	0.00586002	20.8341
3.86146e-05	439.569	125.09	918.609	-0.0948095	933.109	0.00599975	7.39827
0.0302677	591.034	125.09	347.271	0.0394671	360.023	0.00604458	0.0339495
0.0447105	56.3849	125.09	413.181	-0.0221641	234.721	0.00612615	12.268
0.0371102	897.035	125.09	738.968	-0.0787723	593.483	0.00601652	1.77808
0.000717716	359.389	125.09	841.289	-0.0930516	551.56	0.00600174	13.6726
0.000884479	271.449	125.09	597.477	-0.079366	998.764	0.00601595	1.8315
0.015014	667.274	125.09	833.722	0.120195	932.531	0.00596696	5.68528
0.0128148	937.79	125.09	904.074	-0.151168	712.862	0.00591671	11.7949
0.0932911	584.33	125.09	242.106	0.184711	378.416	0.00584979	0.118707
0.022751	780.452	125.09	551.052	0.109232	463.221	0.00598206	1.34089
0.000366374	267.175	125.09	632.599	-0.188113	538.925	0.00584229	10.8709
