Omega	MA1	MH	MS1	alpha	svev	WH	WS1
0.0123144	908.873	125.09	815.301	0.0443113	357.294	0.00604213	0.731298
0.00168747	220.125	125.09	805.86	-0.24771	489.367	0.00569007	39.7676
0.000144994	62.5897	125.09	185.246	0.153448	160.312	0.00591257	1.79124
0.0368072	592.222	125.09	226.419	0.0160841	266.131	0.00605244	0.00067841
0.00741573	887.564	125.09	816.574	-0.14288	460.197	0.00593125	7.9263
6.39372e-06	381.748	125.09	805.29	-0.216703	346.784	0.00577413	30.8738
0.00384788	179.852	125.09	690.61	-0.271949	611.017	0.0056172	23.9528
0.000870879	555.398	125.09	847.097	0.131924	438.854	0.00594925	7.02013
0.0964288	944.465	125.09	761.557	0.0943052	944.268	0.00600032	2.7026
2.47587e-06	145.095	125.09	296.758	0.173644	359.649	0.00587329	0.741072
0.0252416	390.669	125.09	410.498	-0.116959	416.575	0.00597157	0.606623
0.0424715	949.874	125.09	730.423	0.143184	812.274	0.00593073	5.40834
0.00106697	462.846	125.09	634.149	0.161724	335.154	0.00589704	4.35138
0.0092109	787.144	125.09	677.389	0.0787771	348.681	0.00601651	1.31588
0.000597965	361.036	125.09	931.518	-0.0977647	339.16	0.00599633	49.236
0.021783	732.561	125.09	695.997	0.0654198	384.461	0.00602813	0.991762
0.0129386	645.406	125.09	933.833	-0.0408052	499.811	0.00604393	0.946868
0.000785965	699.739	125.09	527.567	0.0845455	169.738	0.00601083	0.680869
0.000816405	527.443	125.09	659.77	-0.116693	200.641	0.00597194	2.9286
0.00104875	336.093	125.09	800.577	0.110578	660.163	0.00598028	10.5432
0.000141425	368.742	125.09	993.79	0.274609	355.921	0.00560883	92.2087
0.000320272	613.484	125.09	952.774	-0.200628	454.185	0.00581357	24.5463
0.0726789	822.212	125.09	531.038	0.172764	764.806	0.0058751	2.94514
0.00066118	344.321	125.09	577.935	-0.14398	411.372	0.00592937	2.88173
0.0160733	968.773	125.09	667.768	0.242134	633.309	0.00570595	11.2434
1.06479e-05	387.554	125.09	835.53	-0.169366	235.102	0.005882	50.5237
0.0985252	710.145	125.09	311.563	0.152001	452.821	0.00591521	0.318436
0.008003	473.408	125.09	627.014	0.125882	619.84	0.00595858	2.65097
0.0501417	154.248	125.09	914.521	-0.158959	987.935	0.00590232	20.5337
0.00170666	427.222	125.09	543.037	0.0760434	177.579	0.00601906	0.609474
0.0110751	176.906	125.09	716.068	0.174359	636.609	0.00587182	15.0199
0.00284396	544.542	125.09	964.826	0.0503547	717.753	0.00603867	1.55689
0.00968174	372.779	125.09	249.687	-0.112198	231.365	0.00597811	0.0503
0.0315503	692.509	125.09	667.519	-0.156904	855.461	0.00590618	5.16782
0.000752028	396.688	125.09	584.659	-0.18368	341.687	0.00585204	4.91899
0.0880271	699.886	125.09	502.566	0.0621646	603.208	0.00603064	0.3311
0.0164159	817.337	125.09	972.042	0.105179	900.794	0.00598728	6.85711
0.033237	209.608	125.09	899.87	-0.116545	945.331	0.00597215	13.9753
2.35729e-06	364.604	125.09	734.127	0.258461	638.081	0.00565851	17.8843
0.0057714	987.334	125.09	901.718	0.179833	547.429	0.00586032	15.4428
0.000216132	534.765	125.09	866.586	-0.2279	452.952	0.00574498	23.921
0.00406426	179.672	125.09	688.613	-0.119023	291.754	0.00596865	35.4763
0.0225577	981.967	125.09	455.538	0.167935	382.078	0.00588487	1.63131
0.00119373	216.32	125.09	783.084	-0.268061	436.41	0.00562931	43.9168
0.0170825	866.131	125.09	718.822	0.238037	829.234	0.00571741	13.6921
0.00375582	956.087	122.916	125.09	1.07291	65.6076	0.0013564	0.00467324
0.0984237	249.559	125.09	296.756	-0.108993	644.724	0.00598237	0.148643
0.0572176	714.511	125.09	475.287	-0.151246	610.025	0.00591657	1.6779
0.0563938	212.774	125.09	680.376	0.0695329	966.703	0.00602478	3.66214
0.0366773	268.633	98.1496	125.09	1.43754	173.844	8.3452e-05	0.00594713
0.0838327	393.967	125.09	275.19	-0.133171	461.463	0.00594727	0.161146
1.36857e-05	386.61	125.09	798.017	0.09037	708.93	0.0060047	5.30832
0.0728383	632.402	125.09	483.611	0.111477	636.051	0.00597908	0.922797
0.00527557	878.476	125.09	669.684	-0.267836	445.702	0.00563	15.3573
0.0364472	215.904	125.09	588.363	-0.0328139	497.548	0.00604749	5.70815
0.0565188	310.453	125.09	154.687	-0.0810908	271.067	0.00601428	4.92515e-05
0.00212668	949.368	125.09	879.524	-0.106382	254.527	0.00598575	5.58098
0.0219331	566.894	125.09	549.853	0.203697	772.824	0.00580626	4.50932
0.00450468	849.656	125.09	254.456	0.123549	147.113	0.00596206	0.0760128
0.0228466	485.96	125.09	363.404	-0.135124	372.124	0.00594414	0.507546
0.0934481	765.702	125.09	305.161	-0.155869	421.425	0.00590811	0.347152
0.0844834	841.931	125.09	588.636	0.0405356	629.003	0.00604406	0.233263
0.00297414	222.842	125.09	528.638	0.0980313	692.046	0.00599601	2.59417
0.0415909	544.964	125.09	469.267	-0.177249	674.453	0.00586579	2.19529
0.0118373	603.432	125.09	760.562	0.129878	831.273	0.00595246	5.04049
0.00207606	815.744	125.09	734.751	-0.140945	257.797	0.00593453	5.8225
0.0231801	967.122	125.09	670.077	0.0852647	501.649	0.0060101	1.50096
0.00152633	250.605	125.09	640.379	-0.208602	829.941	0.00579437	10.2633
0.00334034	273.467	125.09	990.579	-0.225471	799.054	0.00575142	45.782
0.00247492	423.999	125.09	636.808	-0.208298	777.498	0.00579511	7.86401
5.93973e-05	345.232	125.09	644.912	-0.226342	490.125	0.00574912	9.80772
0.0330247	88.6366	125.09	984.671	-0.261241	502.765	0.00565015	79.6572
0.00721693	574.308	125.09	717.152	-0.165406	735.352	0.00588988	7.12755
0.00277936	220.941	125.09	722.482	0.157274	444.128	0.00590549	20.8478
0.0046014	718.528	125.09	775.674	-0.218666	614.537	0.00576912	15.6784
0.00754436	331.211	125.09	579.592	-0.0745991	969.732	0.00602038	0.76409
0.00117553	154.46	125.09	234.653	-0.119557	96.9375	0.00596788	0.043716
1.56545e-05	439.736	125.09	781.397	-0.272538	221.629	0.00561536	27.0473
0.081122	129.258	125.09	997.296	0.1059	639.658	0.00598636	30.4807
0.0618138	873.189	125.09	595.871	-0.154516	766.26	0.00591061	3.56824
0.0651932	743.35	125.09	941.171	-0.0173542	368.147	0.00605218	0.174706
0.0023307	525.113	125.09	689.18	-0.28895	736.522	0.00556245	18.8078
0.0337984	544.678	125.09	635.416	0.104986	818.834	0.00598752	1.94407
0.000283172	372.608	125.09	750.543	0.00357719	592.458	0.00605393	1.42877
0.00692782	377.67	125.09	518.373	-0.142011	572.796	0.00593273	1.96936
0.00138535	269.101	125.09	808.611	-0.260235	710.709	0.00565319	31.9651
0.0985073	212.323	125.09	130.004	-0.17713	300.793	0.00586604	0.000195461
0.0046614	581.98	125.09	453.839	0.110533	255.534	0.00598034	0.707152
0.00278705	258.556	125.09	879.112	0.311514	934.731	0.00548528	46.6461
0.105239	650.712	125.09	537.782	-0.0460776	600.375	0.00604116	0.231565
0.00153777	260.837	125.09	961.753	0.177161	384.088	0.00586597	66.6829
0.000697056	318.277	125.09	809.376	0.272557	872.85	0.0056153	29.0435
2.97646e-05	398.833	125.09	880.52	-0.228781	435.726	0.00574262	39.6871
0.00116761	509.659	125.09	810.102	0.23178	930.5	0.00573456	18.5908
0.0652381	619.264	125.09	247.808	-0.110402	333.307	0.00598052	0.047178
0.00389983	325.512	125.09	879.494	0.0369779	264.409	0.00604573	65.6263
0.00190603	265.278	125.09	980.558	-0.186949	482.432	0.00584487	55.8567
0.0450096	868.19	125.09	429.659	-0.153376	461.352	0.0059127	1.23008
6.18668e-05	238.949	125.09	506.085	-0.205344	962.103	0.0058023	4.16222
0.0101334	162.343	125.09	771.067	-0.278428	813.651	0.00559669	30.1001
6.44872e-05	492.913	125.09	820.348	0.264926	315.31	0.00563895	23.4461
0.00062636	560.479	125.09	832.352	0.254821	604.505	0.00566933	23.6913
0.00282969	176.355	125.09	240.411	-0.167951	157.751	0.00588484	0.0954078
0.000329894	884.127	125.09	167.3	-0.26016	48.3017	0.00565341	0.0221594
0.00103633	655.901	125.09	875.973	0.292772	685.822	0.00554974	35.7704
0.00845138	389.82	125.09	388.18	0.144322	280.918	0.00592878	0.66
0.0615208	341.756	125.09	665.975	0.00497714	914.508	0.00605386	0.00515163
0.00368026	681.179	125.09	923.828	-0.170788	840.894	0.00587913	15.9385
0.0856196	546.643	125.09	561.849	0.0898677	791.479	0.00600524	0.981763
0.000217484	386.569	125.09	906.562	-0.271657	849.336	0.00561812	42.2507
0.0248885	198.649	125.09	540.461	0.0433854	482.605	0.00604262	4.76659
0.0120243	646.734	125.09	516.479	0.137677	384.942	0.00593998	1.69883
0.00113038	174.894	125.09	392.083	0.0499773	248.269	0.0060389	4.47116
0.00571985	943.066	125.09	660.065	-0.243371	411.82	0.00570245	12.2624
0.0616192	534.885	125.09	528.291	0.0957227	634.04	0.0059987	0.912554
0.00659426	820.336	125.09	684.73	-0.202993	451.344	0.00580795	9.50317
0.00309525	759.918	125.09	551.987	-0.077002	252.813	0.00601818	0.720164
0.00851361	137.951	125.09	834.127	-0.305437	635.108	0.00550656	49.2731
0.00166115	807.389	125.09	382.566	-0.1471	168.434	0.00592395	0.797462
0.00142694	501.093	125.09	628.584	0.102749	224.98	0.00599032	1.73544
0.00581056	714.524	125.09	708.629	0.118228	344.216	0.00596978	3.32367
0.0368523	296.234	125.09	487.282	-0.0510093	877.34	0.00603827	0.205887
0.0114742	504.302	125.09	844.089	0.0539594	968.906	0.0060364	1.20964
0.0310249	712.644	125.09	611.985	0.0955822	521.124	0.00599886	1.43093
0.00310071	664.579	125.09	746.584	0.267537	652.531	0.00563092	18.8888
0.0063988	922.166	125.09	896.3	0.310487	990.13	0.0054889	43.1935
0.00767445	85.295	125.09	719.265	-0.31134	262.702	0.00548589	74.1306
0.0608501	763.983	125.09	622.796	-0.156002	909.477	0.00590786	4.14285
0.00441369	425.902	125.09	664.644	0.125222	784.666	0.00595957	3.14223
0.05827	473.52	125.09	373.125	0.0566156	436.008	0.00603462	0.0930623
0.0235838	80.3592	125.09	934.041	-0.222932	276.19	0.00575808	129.217
0.00371718	998.269	125.09	624.811	0.154909	299.218	0.00590989	3.8084
0.00029696	527.164	125.09	914.317	-0.223034	780.576	0.00575781	26.1751
0.0188534	510.954	125.09	473.1	-0.0179428	253.503	0.00605206	0.0231701
0.00162259	378.202	125.09	164.66	-0.220924	105.395	0.0057633	0.012832
0.0289101	572.143	125.09	130.379	-0.253527	150.209	0.00567314	0.000397207
0.0197377	941.827	125.09	690.248	0.100535	502.058	0.00599302	2.2665
0.0672728	98.1808	125.09	495.355	-0.212884	808.169	0.00578376	5.36848
0.0138364	687.079	125.09	587.351	-0.025289	329.639	0.00605013	0.0918489
0.00694051	330.823	125.09	946.393	-0.0515486	455.281	0.00603793	30.5835
0.00738038	629.862	125.09	966.713	0.0662328	747.851	0.00602749	2.69904
0.000105599	498.667	125.09	824.749	-0.235494	347.119	0.00572443	22.4935
0.0143136	377.252	125.09	564.356	0.0370947	336.336	0.00604568	0.170607
0.00990102	665.425	125.09	726.282	-0.243619	948.59	0.00570175	15.6879
0.00879941	908.851	125.09	596.525	0.118337	366.132	0.00596962	1.98795
0.0674015	807.188	125.09	280.879	-0.165739	344.257	0.00588922	0.28103
0.00144396	201.912	125.09	401.215	0.022861	974.55	0.00605084	0.0205866
0.00705243	913.46	125.09	896.626	-0.26596	889.845	0.00563578	34.5931
0.0417649	770.689	125.09	596.091	0.0812223	551.944	0.00601415	0.959713
0.00082099	347.026	125.09	896.295	0.213362	789.735	0.00578256	28.2212
0.0766507	597.929	125.09	193.749	0.140971	279.423	0.00593449	0.0235758
3.35247e-05	310.302	125.09	578.446	0.197326	263.049	0.00582132	4.70759
0.0821115	96.5985	125.09	820.162	-0.206276	793.675	0.00580004	24.4363
0.000694764	244.347	125.09	664.077	-0.289505	606.372	0.00556062	21.9932
0.0136634	989.909	125.09	945.082	-0.110297	577.52	0.00598065	7.19763
0.0615967	153.019	125.09	714.668	0.0938127	686.726	0.00600088	9.10344
0.0331777	608.359	113.264	125.09	1.52327	132.132	1.23515e-05	0.00604034
0.00636234	403.708	125.09	590.399	-0.157	821.006	0.005906	3.57451
0.000167878	469.056	125.09	890.052	0.0935841	600.159	0.00600114	4.1812
0.0117851	305.628	125.09	238.471	-0.182537	242.3	0.00585452	0.108634
0.0107519	159.22	125.09	564.978	0.193151	671.799	0.00583094	7.57826
0.00027638	169.855	125.09	366.555	-0.106415	825.268	0.00598571	0.583271
0.0181523	163.999	125.09	948.156	0.0854999	336.726	0.00600986	73.8095
0.0127171	201.215	125.09	270.768	0.188325	428.176	0.00584182	0.262231
0.0065662	785.384	125.09	716.436	-0.158405	417.995	0.00590336	6.6539
0.00120634	274.631	125.09	975.471	-0.294987	614.728	0.0055423	73.3683
0.024208	309.989	125.09	158.357	-0.195566	221.888	0.0058254	0.000290237
0.00340812	498.741	125.09	794.283	-0.131461	922.322	0.00594998	6.07699
0.0375688	152.246	125.09	511.439	-0.0790415	565.614	0.00601626	3.90438
0.0171543	476.277	125.09	772.404	0.0467623	814.801	0.00604078	0.700096
0.000187399	357.046	125.09	849.522	-0.122598	321.81	0.00596347	38.0639
0.01027	522.47	125.09	381.814	0.149411	307.536	0.00591986	0.66345
0.000366277	544.022	125.09	774.024	0.13773	244.519	0.00593989	5.6936
0.00974821	985.604	125.09	921.584	0.0996388	456.384	0.0059941	5.20631
0.0368496	143.67	125.09	431.517	0.123897	912.289	0.00596155	1.47545
0.117708	749.231	125.09	587.257	0.0891822	802.834	0.00600598	1.10889
0.00969504	988.233	125.09	846.287	0.242196	778.579	0.00570577	22.8407
0.00241143	639.542	125.09	890.144	0.0703054	331.833	0.00602413	2.35225
0.103465	334.894	125.09	238.456	0.148366	457.852	0.00592172	0.0720208
0.00050545	314.08	125.09	553.82	0.104949	331.465	0.00598757	1.24624
0.0444931	729.018	125.09	963.477	-0.0430939	780.104	0.00604277	1.15351
0.0839501	126.743	125.09	596.077	-0.141826	931.262	0.00593304	5.15543
0.00365451	323.771	125.09	953.038	-0.0758643	445.273	0.00601923	35.1815
0.000693806	372.868	125.09	711.191	0.0701065	825.601	0.0060243	1.2261
0.00013924	455.545	125.09	747.603	0.285116	412.273	0.00557506	20.795
0.0329519	82.0503	125.09	849.78	0.293712	486.742	0.00554659	55.5065
0.00834007	712.427	125.09	594.364	-0.0248501	301.043	0.00605027	0.0920375
0.00263173	984.371	125.09	927.55	-0.136649	324.243	0.00594166	10.6978
0.0138859	748.343	125.09	577.292	-0.0860684	390.225	0.00600927	1.02138
0.0161904	912.644	125.09	919.283	-0.151093	868.429	0.00591685	12.3176
2.59521e-06	414.861	125.09	825.223	0.140035	508.957	0.00593606	7.33361
0.00866038	130.276	125.09	843.125	-0.197929	396.363	0.00581992	51.5194
0.0384126	584.211	125.09	443.543	-0.0852774	453.692	0.00601009	0.423483
1.0948e-06	145.688	125.09	294.534	0.200759	483.421	0.00581326	0.584949
0.00628657	206.213	125.09	848.879	0.268116	843.346	0.00562914	34.8996
0.10775	235.283	125.09	257.709	0.0765035	356.798	0.00601864	0.0343086
2.78516e-05	281.286	125.09	603.36	-0.146048	340.802	0.00592579	10.069
0.0030973	224.708	125.09	600.603	-0.169929	767.727	0.00588087	6.76911
5.74388e-06	250.498	125.09	513.365	0.217276	740.343	0.00577267	4.59951
0.0424579	907.656	125.09	763.269	0.0588962	579.7	0.00603303	1.06554
0.000624874	628.443	125.09	955.423	0.0936532	312.478	0.00600106	5.06931
0.0310367	159.63	33.0017	125.09	-1.56026	74.254	1.59591e-07	0.00648855
0.0585861	66.782	125.09	941.979	0.245076	263.319	0.00569761	141.756
0.000276646	511.103	125.09	945.476	0.141899	866.675	0.00593292	11.3622
9.06535e-05	428.043	125.09	781.562	-0.127675	329.254	0.00595585	5.63701
0.00251913	303.926	125.09	501.329	-0.0573418	260.407	0.00603412	0.291548
9.3524e-05	526.523	125.09	865.763	-0.293247	396.553	0.00554815	39.4396
0.000164155	321.096	125.09	840.325	-0.279656	405.955	0.00559275	54.2298
0.0241157	898.013	125.09	824.182	0.0588411	454.474	0.00603307	1.32877
0.00643164	801.362	125.09	392.113	-0.122478	246.961	0.00596364	0.576983
0.001962	392.987	125.09	704.74	-0.0730971	697.154	0.00602172	1.32698
0.00342077	214.789	125.09	747.935	-0.280252	792.556	0.00559083	27.5464
0.011901	732.033	125.09	785.138	-0.18463	849.694	0.00584997	11.5264
0.00543039	257.56	125.09	931.351	0.105719	458.267	0.00598659	37.5551
0.0439959	185.167	125.09	856.51	0.124375	949.141	0.00596084	12.7418
0.000261678	176.825	125.09	418.138	0.237381	315.234	0.00571922	5.93738
0.00209764	198.403	125.09	807.536	-0.197727	368.824	0.00582039	47.1041
0.00894677	656.648	125.09	390.25	0.132614	286.813	0.00594816	0.574919
8.78195e-05	491.458	125.09	865.596	0.189433	369.421	0.00583935	14.8586
0.00528191	260.046	125.09	807.328	0.18845	947.719	0.00584154	16.7072
0.00979897	204.281	125.09	689.638	-0.0999785	503.978	0.00599369	12.5906
0.0254149	677.584	125.09	368.591	0.0391988	348.851	0.00604471	0.0426297
0.000254149	599.14	125.09	265.384	0.109671	83.5986	0.00598148	0.0733181
0.0370569	85.6143	125.09	578.398	0.170749	353.429	0.00587921	17.9467
0.0413383	407.465	125.09	432.597	0.0819695	420.405	0.00601342	0.339881
0.011374	377.043	125.09	335.563	0.0676655	227.804	0.00602633	0.085138
0.013507	666.066	125.09	957.09	0.0726052	884.858	0.00602215	3.14982
0.0306171	660.861	125.09	452.078	-0.161535	488.166	0.0058974	1.62764
0.000901445	340.365	125.09	877.77	0.137548	541.033	0.00594019	22.7421
0.00163658	616.535	125.09	662.394	-0.211432	318.636	0.00578738	9.55913
0.0116559	649.099	125.09	660.478	0.178404	651.282	0.00586335	6.09952
0.000205393	320.261	125.09	608.845	-0.122882	631.11	0.00596305	2.42572
0.000616196	319.517	125.09	296.267	0.106488	91.6462	0.00598561	0.114209
0.000144837	296.951	125.09	694.029	-0.285795	579.681	0.00557284	23.7504
0.0359315	137.897	65.9176	125.09	-1.47297	164.066	2.98275e-05	0.00599625
0.00649268	537.432	125.09	569.181	-0.0994392	277.188	0.00599434	1.32547
0.0687468	947.85	125.09	781.48	0.114749	961.091	0.00597464	4.29312
0.000420786	135.223	125.09	289.954	0.0535493	513.156	0.00603666	0.362519
0.0399474	264.564	125.09	330.273	-0.117415	560.086	0.00597093	0.26099
0.0186584	512.992	125.09	522.853	-0.137664	502.257	0.00594	1.91064
0.0248718	96.5781	125.09	827.506	-0.190171	392.214	0.00583769	49.0699
0.0125923	116.273	125.09	427.129	-0.143334	315.07	0.00593048	7.48929
0.000219593	262.424	125.09	585.526	0.148692	524.916	0.00592114	6.10143
0.000765951	291.438	125.09	638.729	0.0652762	857.202	0.00602825	2.20889
0.000405455	726.793	125.09	373.781	-0.0428032	117.844	0.00604292	0.0579924
0.0232497	122.631	125.09	721.813	-0.12942	356.724	0.00595317	31.7528
0.0169079	474.614	125.09	524.01	-0.171309	666.287	0.00587807	2.94624
0.041602	842.72	125.09	637.743	0.0611515	549.272	0.00603139	0.672167
0.00713762	708.989	64.3333	125.09	1.46897	47.7609	3.14873e-05	0.00599145
0.00908737	200.281	125.09	764.641	-0.121679	515.043	0.00596481	18.7873
0.00191702	146.429	125.09	962.745	0.279786	272.947	0.00559233	145.737
2.94822e-05	336.855	125.09	649.808	-0.212502	561.692	0.00578471	8.80024
0.0291879	648.104	125.09	534.11	0.202349	701.726	0.00580949	4.04938
0.00121944	450.292	125.09	671.23	-0.266169	693.566	0.00563514	14.8945
9.01542e-05	409.106	125.09	754.1	0.127226	333.915	0.00595654	4.59944
0.000179277	314.071	125.09	579.392	-0.100914	307.462	0.00599256	1.43592
0.0198098	147.742	125.09	791.5	-0.249718	909.065	0.00568427	26.4325
0.0468573	745.904	125.09	332.861	0.125042	376.491	0.00595984	0.277765
0.0197301	397.07	125.09	126.068	0.190041	155.979	0.00583798	0.00021774
0.0146549	213.115	125.09	565.081	-0.0448386	446.772	0.00604184	6.14867
0.00067711	503.338	125.09	923.414	-0.099473	881.988	0.0059943	5.42805
0.00665333	104.873	125.09	321.916	0.22731	367.552	0.00574655	2.51955
0.0649419	119.586	125.09	177.271	0.291997	644.971	0.00555233	0.0456406
0.0401871	857.319	125.09	484.796	-0.00559881	453.369	0.00605382	0.00242956
0.00182253	113.132	125.09	414.507	0.272936	204.472	0.00561411	15.8263
0.0234083	505.089	125.09	251.442	0.0123575	274.095	0.00605308	0.000718138
1.18419e-06	385.046	125.09	773.466	0.173703	526.878	0.00587317	10.6951
0.00258187	565.774	125.09	788.81	-0.208755	779.528	0.00579399	14.9104
0.0665197	773.494	125.09	564.197	0.198171	939.855	0.00581935	4.66236
0.00746273	428.946	125.09	461.931	-0.119732	289.564	0.00596763	0.984328
0.00103799	666.998	125.09	993.027	0.0906646	369.165	0.00600438	5.35571
0.00316144	378.377	125.09	585.333	0.119077	542.688	0.00596857	1.9222
0.00375825	965.996	125.09	918.917	0.110672	331.995	0.00598016	6.27411
0.0473031	984.518	125.09	941.346	0.0376536	478.523	0.00604543	0.809796
3.47853e-06	252.42	125.09	514.195	0.197338	694.494	0.00582129	3.92825
0.00987434	906.115	125.09	909.677	0.223162	981.495	0.00575748	24.3494
0.00216598	415.507	125.09	274.134	-0.0751161	162.285	0.00601991	0.0523739
0.00823887	261.506	125.09	916.199	0.177504	984.618	0.00586525	22.316
0.0025304	712.144	125.09	516.247	-0.137316	239.642	0.00594057	1.89825
0.00560686	180.123	125.09	973.728	0.193296	444.238	0.00583061	63.6443
0.00319993	333.891	125.09	531.2	0.223729	980.639	0.005756	4.86403
0.112439	132.79	125.09	864.003	-0.0922724	724.44	0.00600261	15.3885
0.000133899	486.701	125.09	868.866	-0.200002	554.569	0.00581505	18.438
0.0113155	500.811	125.09	626.572	-0.126722	634.58	0.00595731	2.81329
0.00326851	282.923	125.09	992.806	-0.224761	837.624	0.00575329	44.5845
0.000468414	572.125	125.09	967.342	-0.165524	678.682	0.00588964	17.2436
0.000283176	400.059	125.09	888.716	-0.147984	947.837	0.00592239	13.9951
0.0841016	414.734	125.09	406.773	0.115152	662.354	0.00597408	0.532501
0.000395655	570.283	125.09	836.247	0.258358	477.252	0.00565882	24.3549
0.0754524	789.175	125.09	895.153	0.0296293	492.507	0.00604869	0.433801
0.000653101	605.606	125.09	901.322	-0.309854	760.551	0.00549113	47.2754
0.0162363	121.936	125.09	716.548	0.310366	653.524	0.00548933	29.2736
0.0239697	752.448	125.09	750.515	0.134467	782.631	0.0059452	5.18072
1.68766e-05	441.248	125.09	922.201	0.150531	701.036	0.00591786	16.2972
0.000409019	804.49	125.09	810.94	-0.314421	253.419	0.00547497	39.2843
0.0498972	831.253	125.09	572.445	0.168636	722.215	0.00588347	3.55281
0.000542247	287.853	125.09	761.746	0.296425	653.585	0.00553745	30.3764
0.00116491	578.164	125.09	485.003	0.10953	170.736	0.00598167	0.849977
0.0300498	182.649	125.09	464.404	-0.0140259	189.357	0.00605281	17.1669
0.0151873	834.075	125.09	201.448	-0.111523	162.671	0.00597902	0.0184815
0.080046	439.288	125.09	186.955	0.286013	319.976	0.00557212	0.0738561
0.0125013	886.673	125.09	841.927	0.143829	635.051	0.00592963	8.24395
0.0126356	135.776	125.09	856.087	0.313467	723.604	0.00547836	48.1975
0.0211633	528.986	125.09	738.018	-0.0615659	671.678	0.00603109	1.07879
0.0697298	490.525	125.09	255.484	-0.0666129	375.334	0.00602718	0.0253828
0.000393519	578.408	125.09	869.219	-0.226217	455.689	0.00574945	23.7761
0.00438396	959.295	125.09	976.509	0.235279	756.247	0.00572502	32.8763
0.00381849	652.359	125.09	778.491	0.274959	860.465	0.00560772	22.7208
0.00359507	589.234	125.09	712.437	0.0935131	313.642	0.00600122	2.13224
0.0902102	517.142	125.09	455.18	0.138084	800.846	0.0059393	1.14617
0.0024029	395.397	125.09	592.773	0.140198	505.417	0.00593579	2.73933
0.0124964	982.629	125.09	242.539	-0.00279728	171.769	0.00605396	2.77486e-05
0.00248994	970.246	125.09	400.098	0.0901542	181.703	0.00600493	0.294118
0.0948543	773.987	125.09	195.493	-0.106683	264.464	0.00598536	0.014296
0.0778057	848.633	125.09	586.153	-0.166892	875.892	0.00588694	3.93971
0.036799	838.461	125.09	601.066	0.116576	583.691	0.0059721	2.0039
0.0193956	800.361	125.09	685.092	0.0976003	481.56	0.00599652	2.08931
0.0728029	443.604	125.09	480.483	0.131929	979.714	0.00594924	1.26599
0.000372121	338.062	125.09	746.573	0.0799272	574.662	0.00601541	7.10718
0.00300475	462.437	125.09	833.833	-0.0262709	387.149	0.00604983	0.281283
0.000686696	490.057	125.09	635.461	-0.165983	246.362	0.00588874	5.29032
0.00408628	781.169	125.09	740.219	0.278408	582.65	0.00559675	19.7202
0.000175565	468.963	125.09	884.256	-0.121347	724.998	0.0059653	7.13227
0.00372713	151.224	125.09	489.912	-0.128144	287.045	0.00595514	12.3604
0.0240892	640.922	125.09	742.546	0.049568	403.828	0.00603914	0.694676
0.0362204	290.452	125.09	852.188	0.043902	767.797	0.00604234	8.44989
0.0100479	831.83	125.09	855.43	0.166543	742.572	0.00588763	11.5215
0.00676479	752.74	125.09	373.512	-0.0787739	243.262	0.00601652	0.193753
0.0367974	854.45	125.09	393.535	-0.00448045	376.827	0.00605388	0.00073818
0.00075251	427.428	125.09	766.87	-0.101233	641.676	0.00599217	3.27485
0.0712015	240.956	125.09	149.495	-0.069128	296.832	0.00602512	3.45991e-05
0.00074834	633.86	125.09	888.071	0.277947	640.216	0.00559823	33.7428
0.0010575	382.5	125.09	887.184	-0.0770372	635.883	0.00601815	11.5559
0.0417683	579.479	125.09	167.757	-0.082145	209.907	0.00601325	0.00232775
0.0359577	762.273	125.09	169.689	-0.0940895	179.823	0.00600057	0.0034419
0.0327757	853.003	125.09	593.803	0.179249	654.085	0.00586156	4.45986
0.00497021	707.815	125.09	903.694	-0.144124	707.939	0.00592912	10.7159
0.0144364	631.552	125.09	866.338	0.0935504	932.116	0.00600118	3.88527
0.0122206	293.18	125.09	431.186	-0.0247873	169.748	0.00605029	0.032376
4.35464e-05	338.897	125.09	636.682	0.151761	290.832	0.00591564	3.87042
0.00217022	843.833	125.09	619.43	-0.188063	266.511	0.0058424	6.26932
0.00620904	414.735	125.09	709.402	0.0748069	921.022	0.00602019	1.38548
0.00702604	177.241	125.09	566.146	-0.0735088	279.192	0.00602135	18.6651
0.0418348	624.065	125.09	417.466	0.02129	431.927	0.00605126	0.0206552
0.0381444	856.118	125.09	816.763	0.130876	977.48	0.0059509	6.32849
0.00261451	127.707	125.09	952.268	-0.275996	301.955	0.00560444	131.602
0.000611824	990.469	125.09	396.294	-0.170996	123.597	0.00587871	1.324
0.025243	940.774	125.09	879.255	-0.0884971	596.569	0.00600672	3.74378
0.0704125	713.922	125.09	901.505	-0.0411772	793.479	0.00604375	0.866428
0.117031	565.032	125.09	161.052	0.124263	267.373	0.005961	0.00217671
0.0550303	79.2645	125.09	192.497	-0.204856	910.804	0.00580348	0.0939476
0.012421	138.156	125.09	649.619	0.236946	622.399	0.00572043	15.9522
0.00677127	472.424	125.09	861.923	-0.0325087	837.955	0.00604761	0.472895
0.00512605	199.547	125.09	469.746	0.0947403	845.873	0.00599983	1.36433
0.0448314	103.352	125.09	869.959	-0.281949	821.848	0.00558536	44.1956
0.000593509	816.459	125.09	515.571	0.178466	162.596	0.00586322	2.59079
0.00100173	964.472	125.09	560.166	0.079971	188.778	0.00601537	0.743177
0.0741264	787.262	125.09	533.15	-0.138952	713.685	0.00593787	2.04942
