Omega	MA1	MS1	alpha	svev
17.0905	700.117	57.7745	-0.146095	517.966
4.74247e-05	657.202	882.23	-0.812557	237.551
2.40526e-05	267.114	471.592	-0.67855	278.99
0.00445405	949.735	560.988	-0.6683	425.038
0.00581526	949.814	704.759	-0.973626	761.619
0.280102	602.373	246.501	0.760992	860.213
14.3102	703.807	70.1828	1.36089	768.117
0.00119045	226.678	509.792	1.33426	993.404
0.00220786	517.567	603.492	1.31526	378.825
0.000483446	535.721	444.457	-0.960738	160.856
0.000566705	866.048	862.395	0.882564	478.72
5.12259e-06	473.382	796.625	1.27683	69.1341
1.57329e-05	551.384	910.926	-0.0935637	97.4149
0.000146267	207.427	932.301	-1.03408	213.237
0.213121	52.4837	137.681	1.26094	104.922
0.380401	597.473	233.854	-0.945405	826.252
0.00432045	787.346	299.971	-1.16923	118.612
0.000363223	694.428	770.188	-0.44308	322.688
0.00358477	682.583	237.285	0.385633	140.752
0.013869	83.9097	613.12	-1.02638	529.648
0.000708687	574.045	820.365	0.29773	643.869
0.00136379	802.666	832.673	0.807991	765.846
0.024003	920.354	486.177	1.06517	658.904
5.41738e-05	670.031	190.268	0.236763	39.0856
51.1187	440.239	72.6769	0.0257475	703.483
8.63193	792.865	56.346	-1.10072	867.292
0.105562	243.631	321.402	0.0888276	772.608
0.0693663	884.522	360.573	-0.77653	701.868
0.0809112	230.939	601.884	0.029904	847.746
0.000321846	484.558	882.746	-1.45349	267.444
2.04089e-05	418.923	873.066	-0.157387	876.518
0.000114395	113.334	705.607	-1.26029	26.241
0.118403	728.284	476.773	0.012472	607.426
0.0225614	483.119	433.382	0.248357	653.946
1.10554e-05	704.784	778.009	0.616972	108.222
0.00392506	188.582	767.124	0.48627	949.262
0.000255938	419.008	437.912	-0.45546	165.139
0.0187473	370.658	291.88	1.23418	392.969
7.04044e-05	214.946	381.218	0.836296	343.411
0.00424164	136.825	474.864	-0.773949	865.173
0.0633367	901.637	420.093	1.09994	757.857
0.0114159	803.475	532.855	-0.227747	429.747
0.00942963	360.863	115.795	0.203364	124.77
0.00441095	832.919	395.438	-0.00193659	220.298
0.302101	783.351	272.091	-0.691403	854.552
0.000302702	513.971	513.972	-1.0332	173.598
0.00360106	845.19	772.124	0.624537	937.385
0.0167197	296.988	689.049	1.50802	952.488
0.000840486	159.142	283.384	-0.877464	830.309
0.022981	766.238	744.885	1.44031	648.552
0.00250156	810.68	718.442	-1.12713	523.673
0.00126757	163.881	495.513	0.67579	640.967
10.651	717.603	201.021	1.3866	995.035
0.0223072	664.993	94.8297	-0.76245	113.376
0.0095291	816.954	867.687	0.210077	956.145
0.0254743	606.737	389.323	-1.17306	547.34
3.87219e-05	622.706	945.948	0.753558	347.95
0.811723	740.833	249.372	-0.213123	698.63
0.51394	917.815	242.594	0.35435	573.812
0.0382231	688.106	340.641	-1.28563	328.576
1.98949e-05	491.661	180.166	-0.154602	33.1081
0.0007841	224.996	647.775	-1.02397	708.385
0.628712	565.462	309.034	-1.42436	741.189
0.000474093	648.357	518.46	-0.96971	174.04
0.00249738	514.408	616.573	-0.624607	931.266
0.104021	815.945	326.054	-0.679837	733.609
0.232589	518.648	251.868	0.990508	896.498
0.000208433	542.509	894.381	-0.849087	906.155
0.0536015	124.547	399.748	-1.45152	680.835
0.00129845	97.5228	907.661	-0.699728	212.815
2.27709e-05	266.695	497.384	0.394391	324.556
0.670654	65.8439	723.26	1.27427	817.053
7.83369e-05	389.833	896.124	0.105598	207.588
0.000317128	272.178	692.248	-0.852495	817.397
7.86764e-07	894.116	904.993	0.840642	44.8871
0.323176	849.373	660.045	-0.046688	997.314
0.136119	109.793	711.619	1.47976	523.583
0.00141464	669.28	564.955	-1.19619	249.044
0.0417044	112.339	555.484	1.34731	745.033
4.49329	328.744	87.1436	-1.29788	834.641
0.0265465	933.267	443.927	0.588445	620.863
0.00319218	186.175	913.893	-0.853658	916.034
0.00666972	868.886	943.852	-1.29053	995.861
5.16427	653.896	137.711	0.936401	574.776
5.91421	799.33	65.6425	0.745916	769.319
0.174424	580.598	591.305	0.0649632	856.815
0.00104208	196.789	305.614	0.498945	450.091
0.15221	342.758	379.555	-0.0854068	745.944
0.0855918	773.483	118.465	-0.607288	160.962
0.137799	82.3585	527.741	1.42998	535.432
3.98416e-05	521.593	606.864	1.40061	45.3429
0.0107429	694.575	511.683	-0.958223	744.149
0.00557798	527.326	760.184	0.153259	932.488
2.28874e-05	401.489	517.102	-1.19407	70.3927
0.0749909	772.716	521.981	0.168521	778.955
5.7184e-05	851.536	217.92	-1.16772	27.4296
0.000233548	286.386	922.969	0.610931	435.564
0.000609529	500.71	674.625	-0.632702	649.991
0.00225066	331.489	939.492	-1.49294	245.187
0.10687	501.175	186.971	-1.47981	220.55
0.0923461	897.155	632.486	-1.47131	578.166
4.31536e-05	199.588	887.284	-0.528332	152.431
0.00421902	459.265	870.732	1.47412	885.583
4.87325e-05	138.653	529.278	-0.485895	98.4343
3.46236e-07	502.247	670.497	-0.436199	40.7605
0.211346	395.122	863.771	-1.56047	660.098
1.11039e-05	853.263	273.053	0.61649	29.0394
0.0505555	410.025	322.646	-0.333574	725.47
0.00466897	905.131	569.363	-0.498536	426.062
0.00548649	506.647	552.746	-1.20526	673.464
0.00259683	473.478	214.802	1.45181	86.4962
0.0130545	694.08	362.534	0.216876	308.152
0.0345381	83.0308	580.951	-0.885486	930.257
0.00679552	494.722	274.545	-0.250794	222.206
4.29101e-06	497.599	807.44	-0.356101	117.288
0.0390503	180.086	235.361	1.24834	780.689
0.000352584	754.724	870.627	-1.27333	239.432
0.00239165	473.373	316.96	-0.658439	211.829
0.00226989	481.762	553.997	1.38527	253.285
0.0157878	866.531	446.149	-0.956992	510.469
0.458882	77.1	621.453	1.39473	414.108
0.0161132	845.999	482.479	0.0761718	364.763
1.20304e-05	339.919	672.229	-0.371416	910.985
0.00487919	857.59	516.024	-0.104705	279.855
7.9059e-05	436.651	745.157	0.566583	561.795
0.00233356	112.117	250.969	1.25672	970.791
0.39103	754.965	365.855	0.153167	841.13
1.49193	762.004	191.89	0.598635	744.39
0.000512789	763.343	948.772	1.00916	634.874
0.0140862	481.251	280.732	0.556209	346.127
0.000164392	902.96	354.16	0.946559	59.7625
0.000312132	820.183	796.395	1.08403	268.702
0.00387406	591.552	496.55	-0.674275	525.879
0.221781	697.518	73.7322	0.536406	186.212
0.0123657	389.587	917.269	0.00866901	220.278
0.000241233	159.159	795.038	-1.04164	194.117
0.42806	793.81	351.621	1.30028	989.671
0.00142906	582.352	634.784	-0.610654	591.347
0.000356083	938.943	387.403	0.123265	107.815
0.000531292	233.798	868.727	1.07906	384.908
0.000406472	415.277	332.819	0.961151	129.717
6.3876e-05	356.552	676.566	-1.17707	477.211
0.000544653	643.836	789.258	0.684653	628.459
0.000762035	634.296	838.425	0.883118	886.48
0.147757	240.045	307.341	-0.0764267	695.302
0.00192734	892.125	849.395	0.950847	781.514
0.000270903	286.798	703.573	1.33018	342.558
0.00853511	622.301	856.156	-0.102639	767.117
0.00166075	238.976	724.964	-1.43963	274
3.8159e-05	451.53	765.651	0.15892	167.913
0.164132	604.909	189.395	-1.23791	269.249
0.181536	77.8198	573.858	-0.735814	887.18
0.0134667	831.199	520.476	-0.810304	741.714
6.3469e-06	419.871	397.973	0.95408	45.6916
0.00272652	151.546	494.587	0.54688	727.375
0.000112757	400.744	423.211	0.781373	142.265
0.00502077	198.175	911.797	0.313179	790.681
0.00061682	727.448	426.912	0.348038	151.123
0.00429039	566.307	593.432	-0.410651	717.03
0.000401869	217.29	388.872	0.328565	635.434
0.0181981	859.348	852.255	-1.40154	846.811
3.56319e-05	300.228	576.205	-0.596138	857.712
0.313885	120.792	163.154	-0.342873	984.336
4.61004e-05	536.365	887.046	-0.0993595	140.439
0.000435807	848.843	246.501	0.644168	68.9928
1.01278	623.413	79.3179	0.440838	316.513
1.66045e-08	622.75	630.21	-0.908548	10.599
0.706676	69.0815	645.839	1.01243	815.57
0.00554353	548.094	710.341	1.32097	876.267
0.0059272	336.546	243.537	1.04134	231.49
0.00120814	356.691	375.717	-0.323452	223.106
0.00141365	312.762	890.128	1.19749	865.55
0.00170399	186.629	861.843	-1.00669	586.633
0.00269864	891.161	796.543	0.907719	820.064
0.00116881	476.753	783.609	0.223092	999.736
0.0586911	479.449	292.479	-0.0145411	393.886
1.418	52.8205	631.912	-1.47466	416.433
49.4419	825.449	125.959	-0.560717	862.209
0.00141306	451.676	575.578	-0.935009	718.842
4.77285e-06	515.706	652.793	0.74853	84.4675
0.00152029	564.636	713.938	0.53175	917.907
0.0629875	560.481	462.14	0.020236	458.739
8.24873e-05	295.749	473.659	-1.44082	78.3763
0.000262291	716.139	907.332	0.786088	537.206
0.002235	589.244	628.604	0.764312	781.041
2.50963e-05	704.563	755.03	-0.123247	65.7413
6.64749e-05	380.607	722.028	-1.02542	663.483
0.000315575	424.821	796.72	1.20886	911.951
4.61976	560.658	61.0253	1.53399	554.499
0.00161312	473.165	564.962	-1.14794	495.232
0.00117821	88.6218	691.442	0.764154	176.795
0.0442419	648.774	296.851	0.889282	493.964
0.0047545	875.455	582.045	-0.739958	526.829
0.00823354	387.075	399.542	0.453849	725.508
0.0030473	171.57	706.934	0.759854	818.245
0.81597	553.654	212.643	0.161934	627.035
0.429866	223.669	81.1017	-1.17177	540.291
0.00150105	596.064	443.824	0.512545	262.35
0.0010027	185.266	859.859	0.470143	406.98
0.000853719	206.71	913.166	0.991487	433.286
1.90404e-05	545.211	774.768	-1.28398	80.9842
0.00148577	224.31	548.441	1.33443	736.024
0.0111883	305.375	313.964	-0.537981	666.965
0.0152862	476.607	428.118	1.07871	880.42
0.192619	459.22	258.79	0.524561	970.407
0.00264014	652.615	712.856	-1.37782	330.791
1.58099	622.715	179.416	1.00489	711.367
0.00438501	142.582	693.978	0.97538	635.832
0.00266957	518.746	623.775	0.480992	901.866
0.00545488	222.216	270.049	0.673893	578.289
1.48342e-06	534.013	881.207	-0.078224	44.219
0.183348	359.325	309.958	-1.53373	319.147
1.79938	518.749	58.0044	0.937397	679.094
0.0101672	720.861	563.798	-0.972626	859.949
1.14044e-08	693.214	631.165	-0.371489	11.2607
0.0375709	375.143	134.593	0.99762	193.032
3.15757	708.368	93.6713	1.2004	471.186
0.000190283	313.72	625.882	1.32849	597.01
0.000389031	557.088	694.793	1.03928	398.574
0.079117	54.7517	519.248	1.27902	842.772
0.0740491	527.253	558.785	0.0820324	705.802
0.0019867	172.584	704.108	-0.704717	716.799
0.000103303	385.272	814.692	1.10234	657.776
2.67505	899.285	175.186	0.734488	668.771
0.0142665	218.857	241.25	0.550314	616.278
0.0243761	817.132	946.412	-0.0608152	598.444
0.155458	691.205	188.664	-0.264523	312.145
0.730748	657.912	75.5895	0.684019	323.602
2.46097e-05	584.375	914.321	-0.924449	244.598
0.66806	668.429	174.968	0.722422	481.939
1.25414	939.66	274.352	-1.38334	581.26
0.0405449	399.538	418.421	1.35767	793.67
0.449056	609.671	234.836	0.238744	607.724
0.000107485	231.248	381.284	-0.080973	57.5799
0.856347	519.948	241.655	1.30011	890.135
0.000533183	267.245	837.868	-0.949949	631.935
0.000525523	802.189	846.303	1.05285	403.957
1.36606	71.2714	181.335	0.0719723	565.522
0.63942	405.687	388.437	-1.53264	582.995
0.0135017	756.858	546.475	0.890901	944.363
0.0109827	731.311	424.592	-0.291368	360.218
0.040994	755.876	744.355	1.4401	881.599
0.0310515	936.01	503.423	-0.60799	872.364
3.89963e-05	391.291	866.708	-0.861304	504.589
1.52702e-05	763.011	613.452	-0.895424	61.9103
0.0829674	744.787	338.419	0.992334	738.149
0.00250281	676.855	745.091	-1.04554	828.188
1.10964	341.566	329.317	-0.0568518	950.825
0.0110805	703.91	743.575	-1.31641	889.269
5.80189e-06	537.929	870.449	0.0341588	40.3343
0.410417	423.871	339.293	0.0835639	817.526
0.000755745	256.001	782.068	0.925591	752.685
3.94185e-07	445.52	722.741	-1.50443	10.5929
0.0121462	111.159	648.509	-0.906499	837.157
0.00445257	443.6	346.479	0.830828	379.267
0.095731	625.796	171.97	0.820883	247.118
0.0035564	865.545	843.479	-0.419907	842.428
0.0379092	763.928	675.101	-0.162406	877.335
0.13953	64.3936	704.607	-0.915253	974.929
7.28119e-08	536.675	61.6038	-0.801474	4.28735
0.469431	734.345	142.701	1.50865	266.741
0.000496295	741.21	563.283	1.0315	192.478
0.00143609	859.762	805.246	-0.925688	593.206
0.0597577	927.217	778.019	0.124119	966.673
0.00447107	671.498	754.755	1.19646	905.942
0.0235259	479.855	323.649	-0.050874	329.821
28.2489	78.2558	676.187	-0.020075	692.78
15.9974	687.79	54.0501	0.226651	738.754
0.0406043	146.751	719.629	-0.097267	552.81
0.00010305	332.912	851.158	1.17971	298.079
0.00655286	706.404	92.7475	-0.898239	81.7767
0.00507921	820.766	643.494	0.640958	753.836
2.41704e-05	448.249	872.618	0.147529	585.284
3.03867e-06	246.266	700.915	1.31983	31.7354
0.130513	427.101	186.996	-0.787067	414.312
4.84705e-05	191.046	386.579	-1.16975	821.793
0.00197423	156.207	854.666	-0.740725	597.1
0.00340609	755.824	248.531	-0.212514	140.593
0.122743	291.279	410.023	0.0426834	646.79
0.00221631	103.517	772.231	-1.17969	218.392
1.63069	694.849	681.999	0.00616474	671.783
0.000229306	432.913	802.223	1.36525	422.656
0.194277	939.219	55.0892	1.08215	184.857
0.00224471	391.668	561.933	-1.11608	972.146
1.75295	466.599	543.823	-0.00741575	409.55
0.0106352	742.354	568.787	-0.794396	930.064
0.0251265	928.811	930.499	-1.45339	760.962
0.00157465	752.73	799.987	-1.45795	162.703
0.0826498	531.986	913.964	-0.00845213	538.345
0.0287939	766.187	604.33	1.44827	432.45
0.00107768	609.419	749.819	0.891535	805.654
14.515	361.752	353.735	-1.567	928.595
0.0154515	847.557	435.957	0.971628	499.349
0.00429286	54.7445	785.423	0.488383	57.3582
0.0916014	765.922	819.223	1.51339	693.134
1.42644e-07	669.21	549.977	0.239643	18.6304
2.12104e-05	513.942	504.925	-0.868493	74.5167
7.39508e-05	159.254	941.007	-0.592964	185.364
0.0186056	740.826	71.2058	0.763314	95.9432
0.103008	374.94	268.723	-1.21273	744.434
0.000472618	654.68	931.702	-0.794133	923.331
0.0107949	767.126	585.954	0.556498	902.774
0.00112097	455.176	658.863	0.289892	659.208
0.00132975	258.841	267.932	-1.13661	169.388
0.00165873	722.856	541.675	0.777657	362.395
0.000564217	532.682	188.445	1.15928	59.7311
0.000211758	209.651	370.544	-0.616072	612.37
0.040434	589.268	357.016	0.120747	418.456
2.35609e-05	338.718	669.498	-0.719257	785.869
0.000202214	305.452	596.353	-1.20133	948.244
0.000304332	305.217	840.592	0.735232	710.169
0.203958	158.524	260.596	0.0490696	872.366
0.0155875	752.271	339.751	1.15673	263.892
0.0212991	478.196	364.275	-0.576123	737.475
6.28277	684.819	84.5479	0.481177	620.892
8.19038e-06	391.563	929.528	-0.614054	192.407
0.00429214	649.026	521.407	0.6293	576.018
0.0209501	167.761	525.016	1.41189	818.098
0.00342505	415.608	550.121	-0.268861	683.768
5.64718	760.717	223.874	0.0842345	930.108
0.344759	513.625	169.002	0.219868	395.618
1.44945	483.277	506.402	1.54225	886.714
0.000309832	540.95	802.107	-0.984032	644.432
5.33994	781.634	110.217	1.33522	491.822
0.123595	581.624	448.919	-0.0675079	625.702
2.08607	923.935	150.245	0.695984	428.504
0.0441318	650.366	109.396	-0.38557	136.822
0.130396	283.271	319.185	-0.135849	904.178
1.67026e-07	438.187	872.01	0.86183	27.7175
0.0258496	428.412	418.386	1.29665	765.476
4.06014e-05	270.492	581.742	1.46385	100.411
0.0772871	641.959	514.67	-1.38884	891.081
0.000687468	913.588	917.926	-0.790345	536.894
3.10177	118.17	145.33	1.35271	969.994
0.00244035	204.726	240.739	0.762835	308.543
0.00648335	509.924	253.688	-0.216432	200.376
0.0020498	175.698	923.61	1.38967	206.231
0.000364784	391.996	909.135	0.188882	855.229
0.0100254	540.878	425.348	0.392657	526.555
0.431002	890.017	247.402	-0.932577	683.222
3.10393e-05	215.328	429.387	1.23432	452.125
1.99651	524.717	168.194	-0.755734	823.653
9.73775e-10	358.933	231.652	0.626373	3.25787
0.00055981	435.34	352.332	1.11302	131.358
3.42149e-05	325.942	636.545	0.213066	796.836
3.15914e-05	595.681	638.622	0.586214	128.816
0.0030631	113.97	945.041	-1.09412	312.273
0.117813	242.443	775.813	-1.55688	355.528
0.00119201	255.2	698.721	-0.321942	897.428
0.00353568	816.916	643.303	0.802561	657.308
0.00367296	824.955	576.799	-0.956968	455.389
1.79327e-06	879.131	811.676	-0.662194	50.6244
8.06058e-05	498.221	936.484	-0.854955	857.181
0.776697	625.106	253.437	-1.24302	914.542
2.87367e-05	248.477	599.854	0.659998	256.81
0.00356028	425.667	600.655	-0.206228	714.8
0.00195412	349.377	489.959	0.456814	832.047
0.000767215	183.262	820.144	-0.990326	401.471
0.286231	446.943	436.848	-1.54211	380.777
0.0291808	298.524	189.847	-0.432584	299.049
0.000760042	176.33	504.159	0.861302	590.574
3.85469	707.595	171.106	0.877678	878.618
1.35222	720.96	233.574	1.41746	489.968
0.131596	784.23	245.684	-1.05897	386.162
0.605208	685.643	238.279	-1.10442	808.519
0.00339272	108.423	692.04	1.11319	333.888
27.3716	178.889	195.633	0.0187299	863.605
0.00697064	335.48	462.587	-0.253378	868.398
0.290794	916.745	114.804	-0.133307	194.315
8.7163e-05	235.91	703.758	0.608565	237.704
16.0583	887.333	77.4069	1.42024	645.259
2.21619e-05	273.091	880.991	0.773398	115.881
0.0797477	169.27	255.068	1.42675	894.737
0.00763442	897.108	654.759	-0.950531	808.678
0.0284262	800.392	564.498	-1.30552	703.695
0.146393	77.0853	677.567	-1.09651	504.284
0.431129	742.371	810.929	1.54926	608.928
0.9898	564.687	348.586	1.49498	687.171
56.9842	375.992	88.6469	0.00705058	928.017
0.14253	919.638	178.751	0.345865	249.176
0.0140004	383.819	385.454	-1.26045	564.676
0.00362204	90.2128	949.66	-0.590176	296.927
0.000174805	564.158	860.333	1.18894	397.185
3.94114e-07	587.9	624.16	0.318499	30.3899
0.0480878	485.089	303.246	-0.417934	594.932
0.134657	601.831	293.702	-1.39704	343.492
0.00429865	332.349	775.378	1.49339	557.994
1.42573	904.129	184.723	-0.691197	585.867
0.000322149	520.177	657.496	-0.565668	379.393
15.7547	657.155	75.7987	0.2108	632.451
0.00825948	886.132	477.472	-0.798267	446.104
0.0543192	151.632	447.63	0.0838861	847.438
0.73527	700.876	262.854	0.302715	893.775
0.166916	506.555	238.294	-0.514148	652.013
0.00862449	63.6725	857.438	1.00847	312.39
0.00516109	92.161	481.785	1.4584	101.889
0.00149633	189.281	874.625	0.2176	284.882
0.000345488	900.423	573.722	1.03476	137.228
0.000383985	101.195	880.306	1.1748	76.2019
0.0080737	377.936	314.889	-1.03733	401.251
0.0410027	527.743	426.046	-1.29569	766.399
0.00858504	614.34	712.051	-1.45107	424.487
0.000459644	619.489	914.093	0.446849	859.254
1.70536e-05	445.878	851.564	0.564265	606.854
0.00490688	776.189	396.716	0.29726	249.627
0.00619072	920.438	499.345	0.791026	424.57
4.37837	429.65	73.7539	-1.49528	626.116
2.72402e-05	338.643	914.008	0.899148	194.65
0.0418874	390.054	317.919	1.10439	873.903
34.4587	79.9705	723.885	-1.55546	889.758
0.140226	687.978	278.221	0.521712	647.472
0.000546578	179.785	585.098	-1.10355	346.332
11.7623	931.813	200.609	1.41712	743.606
0.361141	649.954	345.754	1.40412	703.171
1.39677	369.507	198.344	-1.29293	971.012
0.00486656	162.352	723.59	0.552048	874.782
15.0083	91.5098	425.219	0.00839769	527.734
0.132074	199.104	189.207	-1.32128	508.048
7.81026	417.428	132.049	1.17664	745.743
2.9797e-07	667.147	739.951	0.164806	24.2396
0.295029	890.56	235.774	0.519971	504.038
0.00396734	531.528	575.096	0.315953	612.845
0.0137427	723.44	557.309	1.22534	689.331
1.85441	330.9	133.721	1.17214	566.196
4.45129e-05	508.94	844.998	-0.445375	376.4
0.00311705	84.2046	214.83	0.551675	438.218
9.02985e-05	296.879	566.061	-0.168834	550.588
0.0331238	356.012	502.034	1.44522	998.719
0.140408	687.808	264.199	-0.710098	625.915
0.0120831	789.295	557.204	-0.805172	874.665
0.000521585	164.513	679.556	0.218989	134.611
0.00337469	763.277	786.726	-0.190545	443.366
0.253902	681.724	261.712	-0.620582	797.783
0.0029268	426.542	525.384	0.753733	978.088
0.000698712	141.445	216.407	0.605352	186.993
0.288415	668.441	300.434	-0.183411	653.066
0.0048098	514.633	581.114	-0.327256	715.872
0.00149116	188.318	745.954	-0.509887	639.898
0.0272857	475.51	365.192	-0.688248	907.497
0.000388551	201.918	516.067	-0.737274	720.551
0.00843874	727.779	541.262	1.16463	568.213
0.00792699	116.646	767.132	-1.03212	611.023
0.0305528	933.539	515.188	-1.01896	864.293
0.054262	765.622	349.575	0.530507	617.657
9.67836e-06	880.69	683.811	-0.592525	65.6322
0.0089638	479.764	550.846	-1.32991	649.442
1.97389	866.038	120.084	1.41467	358.242
0.000365771	586.15	755.063	-1.33358	216.407
0.000856869	346.325	551.169	-0.474978	946.274
0.00757053	368.3	395.99	-0.303788	520.757
0.474741	861.178	226.609	-0.517179	579.379
8.45465e-08	526.184	112.045	0.617148	5.23814
8.10663e-09	745.856	641.236	-0.150538	8.82986
0.00043836	242.082	847.721	-0.783232	529.229
0.00627156	917.805	424.955	-1.19338	201.793
0.0107458	230.019	177.675	0.188338	196.445
0.353657	678.844	436.133	0.091958	908.851
0.17012	782.123	510.377	-1.40623	932.64
0.00695497	686.986	402.801	0.67475	388.371
0.00252357	464.847	427.155	-0.826692	411.813
2.00707e-05	118.391	245.926	-0.835306	689.249
0.00160739	143.647	667.218	-0.661572	485.319
0.00798488	142.173	594.671	-1.35629	410.139
0.00687918	722.345	533.29	-0.620669	628.601
0.0318293	919.423	737.851	-0.170382	831.874
0.000206941	298.228	847.316	0.878064	498.65
0.0209203	300.117	864.95	1.51918	494.782
2.12837e-05	342.105	868.428	0.750366	221.206
0.00434379	164.354	461.989	-0.312426	972.99
0.9605	179.207	139.564	-0.844736	690.277
9.0869e-05	684.235	884.859	-0.798034	300.093
0.0502894	468.15	392.107	-0.151563	548.864
0.000748659	179.958	406.103	-0.217911	897.624
1.53656e-05	303.419	683.968	-0.250679	210.923
0.00438377	598.918	611.784	0.186876	404.374
0.0550454	530.212	294.166	1.36493	299.035
1.2021	706.156	72.4894	0.504629	335.686
0.0393682	162.054	222.019	1.17064	891.849
0.000119682	156.879	650.314	1.03424	119.485
0.000691985	92.4213	210.639	0.261898	281.685
1.1935e-06	566.741	251.721	-0.969079	14.9875
5.70293	885.689	63.9645	1.11757	612.127
0.00632728	625.748	692.196	0.120801	415.803
0.00160541	936.362	777.149	-1.02639	473.449
0.00365733	799.638	703.092	0.672015	834.083
0.0351566	875.111	684.624	1.43708	586.948
8.99549	384.938	110.849	-1.45913	786.858
0.000169245	271.488	619.62	-0.253563	619.29
0.305747	821.341	250.304	1.00611	611.21
2.38594	264.268	132.085	0.897203	676.312
0.000731645	774.281	767.266	1.18688	324.717
5.97523e-07	594.415	846.501	0.909817	52.0333
3.10079	599.593	131.043	-0.195291	504.009
0.304919	765.667	213.725	0.0862334	395.877
0.057583	274.575	213.712	-1.04509	563.43
1.16249	783.332	227.703	-0.013744	587.041
9.21822e-06	428.007	942.681	0.539909	316.564
0.00384385	124.766	753.339	0.496635	457.989
0.00418843	570.605	578.268	1.2184	536.344
0.283106	474.769	212.852	-0.994769	677.756
1.19099	293.895	64.8179	-1.31122	621.571
0.212959	228.543	205.76	-1.36289	610.463
8.68693e-06	369.472	788.131	-0.16365	234.284
0.345246	65.8342	283.472	-1.03741	943.59
0.0524655	276.153	319.179	-0.19603	841.799
0.000162412	122.517	618.409	-0.520392	96.5898
0.0001264	246.677	859.656	0.499591	222.962
0.00782007	122.508	467.215	0.598458	842.538
0.0204225	482.033	394.873	-0.466345	773.346
0.000505344	550.633	636.13	0.560516	418.319
0.0127848	474.26	112.874	1.29191	127.2
0.000961936	346.347	880.385	-0.0345765	81.929
3.3998	249.564	70.053	0.253071	926.669
3.18287	638.462	173.384	-0.621053	914.994
0.0715721	83.0393	773.346	1.16985	961.376
0.00648776	290.561	352.391	-1.20237	563.308
0.00026605	697.265	847.912	0.776998	469.363
0.00116241	534.042	546.863	-0.705471	426.318
0.082721	609.738	290.912	-1.54182	187.483
0.000235534	221.297	432.333	1.4175	498.72
0.00896383	452.386	452.002	-0.276247	532.228
0.0046856	575.386	658.146	-1.25368	714.666
0.0083061	481.492	532.57	0.378474	973.345
0.507406	834.962	235.921	0.775111	738.009
0.00739348	133.833	877.816	0.287023	494.558
12.0129	474.68	98.1261	0.411461	866.937
0.923146	339.038	174.574	-1.27612	640.556
0.000133181	556.906	569.085	0.0360747	45.9568
138.525	71.0873	624.138	-1.53836	923.627
0.00409822	332.285	126.126	0.336754	112.155
2.11191e-05	608.696	918.87	0.920755	228.437
3.61114	204.79	80.4764	-0.0221398	540.271
7.94236e-06	908.292	906.007	-0.737844	85.2306
0.0877247	54.1331	532.675	-0.233972	896.213
0.00338198	657.249	557.891	-0.547438	519.802
0.00271286	176.976	734.701	-0.823254	837.391
0.00171079	408.84	373.587	-1.05396	249.026
3.61251e-05	449.713	949.434	0.66715	771.936
7.34872	918.304	90.7311	-1.36691	505.94
0.00733416	121.207	627.949	-1.14112	558.293
0.29671	583.956	318.216	-1.46782	402.507
0.000651513	800.891	929.861	0.30749	458.844
0.197606	537.752	734.766	0.028413	923.699
4.84819e-05	519.467	945.742	0.575011	747.247
0.00169149	369.329	607.329	1.32054	847.699
1.26447	606.763	174.332	0.939133	633.068
4.00983e-06	215.063	429.516	0.262033	863.97
0.0491963	107.466	159.879	-0.746058	720.459
2.66187e-05	428.095	728.242	0.493657	296.005
0.0531686	708.103	210.772	-0.771484	255.758
0.018767	895.538	509.421	-0.712599	763.71
0.00604997	505.163	773.376	-0.122158	956.248
0.42968	430.705	62.7409	1.13269	382.075
0.0102806	187.073	520.984	-1.44001	659.822
0.0713899	900.5	360.696	-0.516145	625.414
0.0242003	470.576	854.176	-1.54299	598.63
0.000857528	632.418	878.9	1.21709	666.321
9.5314e-05	139.672	864.782	-0.382154	142.699
0.0109865	424.203	596.961	-1.44789	651.878
0.000209487	420.337	843.524	1.32424	500.737
0.0399908	856.265	447.391	1.05083	782.282
0.276606	918.375	501.045	-1.41952	876.246
0.000853673	811.741	933.878	1.28762	384.475
0.0153036	838.054	576.229	-0.585325	918.793
0.00301851	505.128	358.644	0.0714589	201.896
5.13219e-06	273.426	547.369	0.330915	901.202
0.0937582	194.329	180.223	0.515323	644.811
1.58717	73.7473	380.852	0.225728	585.964
0.161901	778.243	304.218	1.32649	406.936
0.0845325	755.262	368.823	0.860858	970.418
0.00031971	352.701	592.333	0.408419	684.197
0.23131	218.561	180.307	-0.904937	943.745
0.00109998	488.951	622.219	0.606292	734.961
0.000270243	219.587	898.5	0.741337	299.024
0.00182919	128.723	937.002	-0.47502	400.607
0.0417301	367.854	344.291	-1.21311	920.727
0.000238917	598.509	55.832	-1.06082	37.0554
0.000951824	374.655	608.207	-0.335901	936.413
6.41031e-08	250.54	920.095	0.619087	24.0601
0.0127816	150.402	629.336	-0.28239	909.102
3.7386e-05	301.555	411.281	0.311903	103.998
5.69079e-06	359.781	711.738	-0.100733	335.921
0.0120105	698.739	713.642	-0.214663	816.915
0.0240462	107.934	573.456	-1.33834	545.981
0.029237	579.288	205.405	0.546088	237.086
0.00263219	763.612	130.989	1.41003	67.8375
0.671024	101.084	549.408	-1.5214	646.241
7.29525e-05	228.744	526.044	-1.04201	426.41
