Omega	MA1	MS1	alpha	svev
0.00441083	497.451	535.578	1.12737	677.928
3.44183e-05	792.181	568.331	0.20805	80.9237
0.0423351	81.1971	918.846	-0.557581	844.764
0.0135557	771.789	89.2258	-0.0331369	73.8924
26.7168	552.553	93.613	0.180845	781.561
1.02986e-09	129.153	432.169	1.14028	3.40466
0.00163355	411.555	117.004	-0.483309	76.2143
3.24117e-05	406.179	840.423	1.29952	201.441
0.000251659	426.001	817.256	1.2344	772.73
0.0101887	435.587	323.38	-0.809196	459.688
6.35551e-05	292.226	624.116	-0.115945	565.376
0.0167791	663.342	710.5	-1.34734	952.593
0.003589	754.113	617.989	-0.81718	629.063
3.4249e-06	100.158	210.323	1.16332	103.745
0.00078108	277.328	425.386	-0.133647	217.237
0.0753172	315.808	179.251	0.466026	371.738
3.34479	946.507	50.3693	0.669541	541.722
0.00273777	323.749	518.439	-0.237037	955.591
0.0100413	192.555	806.17	0.230298	887.755
0.0766	566.669	295.813	1.06778	644.789
0.00104571	863.802	214.355	-0.451057	80.6892
0.00478166	374.678	448.856	1.44499	227.493
0.00134797	824.241	759.672	0.356067	417.997
0.000529236	888.923	772.649	-1.08193	262.419
0.0127053	773.019	791.851	1.3454	868.864
0.0240236	360.29	266.402	-1.23301	353.451
3.6007	122.572	342.734	0.00993186	681.145
0.00340452	588.547	430.534	0.486042	343.704
1.40113e-07	594.889	264.07	0.00820003	12.1248
0.00655378	662.925	841.983	1.46456	463.104
0.0054207	651.654	807.085	0.129736	579.946
0.0103022	629.734	559.076	0.316175	697.21
1.43179e-05	400.927	843.531	-0.164924	529.368
0.00137844	159.933	262.264	0.737286	555.468
0.000357904	554.998	572.804	-0.933735	238.609
0.113208	53.3385	831.768	-1.06973	857.637
0.252119	145.837	162.203	0.342878	662.442
0.0401215	54.186	189.367	0.903253	575.752
1.86492	946.452	73.1461	0.543986	329.482
9.39663e-05	582.222	772.425	0.440472	274.524
0.00197941	665.956	628.459	1.51197	88.6218
0.00107129	840.724	908.428	0.963034	716.246
1.64181e-09	531.232	830.139	-0.189467	10.3169
0.386484	711.907	285.16	0.120673	599.586
7.98744e-06	397.364	700.592	1.07423	148.406
0.00161788	839.959	912.437	-0.343656	629.823
0.000542457	935.583	353.808	1.17429	64.7031
0.00306276	176.233	591.535	0.236683	514.482
0.00781691	269.994	295.319	1.01993	557.058
0.000425239	253.746	626.472	-1.18432	631.567
0.292838	506.61	195.706	0.820228	563.148
0.00077364	430.866	452.346	-0.808028	300.199
1.91999e-05	202.938	692.768	0.971205	85.6498
0.0544278	655.205	287.17	-1.42106	200.555
0.0250234	590.978	441.904	0.491442	921.532
0.00242081	83.4391	759.545	0.758209	232.537
0.000117854	104.864	227.478	-0.686147	566.434
0.000256719	803.949	920.591	-0.668077	405.208
7.43226e-07	166.297	363.136	-0.486738	49.3826
0.0168138	765.482	655.338	0.164629	588.275
0.00520787	398.106	555.172	1.46056	362.186
5.51945e-07	792.341	890.625	-1.38471	13.5626
0.000222239	382.53	902.691	-0.232761	715.949
0.000201112	712.236	709.93	-0.293324	168.088
19.9813	887.407	133.553	0.932354	688.536
0.000270576	104.144	169.298	0.842493	85.038
1.38412e-05	482.434	680.993	-0.975846	114.127
3.16242	386.331	142.996	-0.705405	742.04
0.0112512	648.168	277.655	0.818339	241.134
0.0404516	218.28	531.846	-0.0331299	819.9
24.6964	484.536	124.358	0.177359	915.449
0.00811116	784.287	636.181	-0.883932	963.124
7.79738e-06	719.734	139.582	0.77386	16.398
0.000106222	258.88	614.967	0.956016	514.987
3.26539e-05	345.96	711.923	0.667812	993.694
0.603334	804.919	255.567	0.636317	988.046
0.100453	483.222	304.475	0.0107727	463.568
0.00208065	786.321	867.423	0.528842	992.891
0.048737	941.781	219.09	-0.625325	225.566
0.00595529	805.271	531.502	0.96366	520.069
7.76297	621.084	110.814	0.261817	553.517
0.0138186	675.781	393.202	1.15179	388.26
0.0718656	155.125	560.508	-1.4949	579.618
5.72555	766.075	220.761	1.43132	726.977
0.00239217	475.237	456.725	-0.700584	459.574
0.377857	374.148	203.111	-0.657788	945.388
1.14396	372.202	150.045	-0.467997	591.981
8.5068e-05	631.547	689.76	-0.9513	158.617
1.13398	750.574	201.361	-0.688949	780.75
0.000486485	544.563	703.872	-0.0825375	148.18
0.021313	314.38	252.129	0.522511	498.387
4.43952	422.89	122.862	-1.28995	622.302
0.0200305	529.586	330.552	1.21519	367.025
5.33318e-05	483.664	742.1	1.23477	178.25
0.00545745	842.145	411.66	1.06767	244.826
0.000382852	151.42	785.816	0.0826992	38.0052
0.0040577	937.176	908.916	1.22869	807.218
0.00244413	662.788	826.445	0.110792	365.466
0.0208657	128.574	791.16	1.4911	202.385
3.0045e-05	864.021	437.376	0.00511179	64.9621
0.00758998	717.928	559.276	-0.196847	389.046
7.03223e-05	351.376	567.005	-0.867107	331.05
0.00262691	928.665	140.795	-0.895282	64.7778
0.0421289	876.611	543.534	-1.29125	741.606
0.107286	502.451	360.427	1.26986	980.107
0.000184187	236.871	626.955	-0.994003	440.035
0.00269416	468.115	250.031	-0.644217	159.072
0.862447	637.407	216.501	-0.411423	796.77
4.95968	725.777	173.086	-0.330442	806.575
0.00735622	690.091	664.385	-1.30148	619.189
1.00976	755.18	87.8862	0.58907	301.448
0.000912049	581.421	730.92	0.634572	776.714
0.587362	141.347	91.1061	-1.27803	606.593
0.00238026	668.061	441.518	-0.59963	277.513
0.0214821	641.549	410.574	-1.09545	604.467
0.0208137	577.075	344.055	-0.597055	520.826
0.0282926	467.141	341.219	-0.513642	705.064
0.0151961	55.6041	700.679	-1.02195	422.806
0.00569995	738.566	624.83	0.91031	862.347
1.14138	405.75	138.155	-0.453834	492.259
1.00911	179.261	702.968	-0.0101333	449.282
0.000109424	194.487	418.98	1.03785	806.1
0.0267715	779.553	501.81	0.998454	981.683
5.85029e-05	795.865	799.284	-0.325928	128.641
0.067582	190.503	189.486	-0.652731	733.024
0.0463256	840.166	346.226	-1.06079	467.464
0.0785623	921.056	449.468	0.449357	952.15
0.0258955	537.623	452.575	-0.43003	998.576
0.00148111	205.543	649.218	0.582534	860.032
0.0042467	118.198	497.704	-0.523494	516.268
0.0141574	949.514	301.058	1.21388	152.033
0.0297264	150.342	63.8608	1.03107	283.362
1.48757e-05	203.347	578.624	-0.730088	121.308
0.175669	874.85	393.844	-1.41891	430.517
0.00682817	793.312	670.962	1.20744	691.691
0.0407476	173.537	146.614	-0.415618	248.21
7.42071e-06	745.833	562.024	-0.596623	54.0778
0.0115661	109.728	765.176	1.09617	643.812
0.530805	116.235	66.1619	-1.364	735.578
0.0944623	80.0227	63.007	-0.989334	894.129
0.000160383	591.631	844.374	-0.930715	453.238
0.00329551	288.218	899.127	0.0575312	252.84
0.00292948	620.088	635.099	-1.2862	403.25
0.00386644	731.714	510.282	0.850412	458.836
0.00333847	122.306	701.815	0.0961553	81.7028
0.597725	516.992	153.359	-1.10991	380.15
0.0306929	169.521	145.896	0.290514	213.316
0.00402531	158.903	257.225	-1.04879	777.781
0.000972975	151.599	609.796	0.699997	370.534
0.000312088	558.923	629.404	-0.384609	241.888
0.000173076	314.503	883.812	-0.945929	468.696
20.0773	444.095	95.3417	-1.40947	969.626
0.0214952	747.157	915.34	0.057249	582.377
0.0074299	118.699	839.71	-0.648743	665.262
0.0101541	935.606	647.178	-0.913785	886.086
0.00234474	854.403	720.677	-1.2409	375.917
10.9434	380.473	112.06	-1.54985	827.999
0.0017231	691.463	817.167	1.35925	384.86
0.0336043	750.98	141.044	-1.54997	132.432
3.2166e-06	186.385	625.946	-0.889859	58.9233
0.0783922	591.287	409.909	1.33882	735.237
0.0308273	299.619	145.066	0.558456	220.437
0.223822	742.244	285.969	-0.749707	887.009
0.00314711	56.6462	224.778	0.511895	367.005
2.41118	286.838	98.4687	-0.394029	669.941
0.170632	865.636	444.922	1.49505	307.931
9.03519	535.965	86.4506	0.581598	982.537
0.0048633	662.397	623.164	0.601617	901.975
0.0165788	83.0734	803.584	-0.685274	618.041
0.00414335	898.65	811.875	-0.584015	959.673
0.00298006	147.845	897.651	0.666349	575.888
0.142185	172.429	90.1913	-1.20605	375.672
0.00454782	138.66	768.125	-0.316719	491.187
0.201811	263.047	371.835	-1.5558	375.7
0.000630998	408.286	582.601	0.869216	690.212
0.693303	255.765	127.256	-1.32407	468.712
0.0228939	880.84	338.036	-0.737093	361.046
0.0770153	199.911	189.447	1.15014	579.899
0.00229715	137.098	907.927	-0.705966	578.627
0.000625929	948.118	843.857	-0.839408	391.994
4.67359	661.981	56.3617	-1.26788	632.361
7.94692e-06	378.197	761.986	1.30909	102.092
0.270565	394.586	195.403	0.82548	693.684
0.123066	272.658	231.531	0.350293	841.453
0.0130565	519.567	460.721	-1.03499	877.001
6.52671e-07	600.168	603.373	0.59159	37.6166
0.0428738	561.3	369.481	0.653684	963.63
0.000107078	263.337	565.588	0.20741	940.941
0.00285102	571.95	737.271	1.31011	662.779
0.0454401	549.257	524.387	1.39677	833.885
0.0361686	669.789	543.794	1.37477	707.658
0.0727677	725.325	433.385	1.3699	549.556
0.00712851	844.106	178.933	-0.715961	107.499
0.523518	732.306	881.604	-0.0199868	960.451
0.010545	301.085	178.335	-0.545916	202.51
0.314609	693.923	549.222	0.0503419	892.358
0.00846846	336.493	290.087	-0.642726	433.612
0.000170031	764.474	902.648	1.17199	240.781
0.459164	496.442	373.788	-0.0549316	810.849
0.00346581	757.174	522.656	-0.796682	419.149
0.00603708	651.589	481.03	0.528065	518.992
0.00112219	412.634	377.095	-0.230748	162.565
0.00128745	505.43	630.527	0.571487	753.027
3.29245e-05	229.749	617.881	-0.874925	198.736
0.0341294	857.969	731.244	0.0566971	517.4
0.0952293	683.892	231.586	0.601938	391.712
0.000165969	555.375	583.417	-0.941311	174.944
0.00139719	156.073	918.761	-0.479797	447.333
1.5006e-06	449.792	209.382	0.899409	16.349
1.65774e-05	536.476	919.059	1.09057	213.629
0.00874082	599.586	704.286	-1.42452	529.521
8.26426e-06	372.167	756.483	0.975065	268.797
0.000167743	537.728	697.571	-0.76747	329.092
11.6951	879.157	159.285	-0.797198	947.362
0.0156666	692.701	854.055	-0.0539937	447.169
0.00266614	822.817	810.908	1.04292	830.259
0.471694	70.29	797.993	-0.619214	618.643
0.000287189	767.052	661.179	0.198152	150.888
3.53115e-06	415.465	839.931	-0.290986	610.026
0.000389816	646.414	541.552	0.829494	218.531
2.76686e-08	289.123	920.347	-0.928021	20.723
0.00238843	129.632	857.715	-0.983388	451.395
0.0112408	761.77	499.892	0.950621	670.121
0.0346147	360.801	277.542	0.469797	634.928
1.58638	125.535	142.229	-0.415072	952.487
0.0286917	753.408	536.529	1.19586	931.021
0.000447288	426.46	505.2	-0.981317	288.741
0.0927157	96.7522	924.274	-1.31642	951.721
0.000655162	894.621	712.776	-0.572904	286.287
2.791	620.491	206.967	-1.48614	505.112
0.0616763	656.86	467.693	-0.236451	829.711
0.00332084	695.235	74.0438	-1.50915	75.202
2.37195e-06	166.273	336.608	0.945166	388.114
0.00298231	823.137	922.583	1.29043	681.827
0.00782831	477.783	95.0603	-0.69954	99.2956
3.60566	69.3345	629.485	0.0856456	358.942
0.19655	392.262	364.566	1.44498	845.056
0.0747568	521.533	784.795	-1.52628	986.912
0.000111081	302.488	511.863	-0.948087	439.466
0.107603	535.907	594.804	1.56285	218.619
0.0301635	881.412	481.85	0.531208	798.527
0.000321774	454.434	660.416	0.888545	580.266
0.000330722	705.476	426.616	1.33419	61.1019
0.00185779	106.101	317.164	0.784737	452.496
0.0117336	631.73	676.975	-0.180248	710.031
7.86537e-05	511.771	856.13	-1.03581	457.338
0.000229269	417.993	577.709	0.922436	369.138
0.00525599	222.514	580.474	1.40988	791.299
1.35672e-05	112.324	227.941	-1.20803	618.249
0.0790641	838.357	912.621	0.0584956	898.408
2.05659e-05	389.237	855.728	0.32754	443.862
0.300685	222.891	107.41	-0.190805	354.695
0.105928	734.386	354.817	1.06333	882.008
1.50366e-08	260.947	389.54	-0.711548	9.7509
4.87624e-06	917.249	822.396	0.450084	68.0605
0.123826	452.87	238.92	-1.08293	592.452
0.0348495	416.861	202.165	0.0530368	271.495
1.03219e-06	164.786	480.926	-0.679918	36.4664
1.53232	386.654	267.695	0.0140441	887.947
0.000896683	325.106	793.063	0.207852	943.791
0.000129183	197.879	422.05	-1.36313	405.224
0.0100793	761.589	416.063	-0.318258	340.269
8.11879e-07	288.459	620.605	0.798797	42.9197
1.34842	809.525	212.291	0.667863	909.648
0.00258296	364.456	288.474	-0.780562	230.24
0.0789637	719.401	430.654	-0.0724601	535.58
0.00185869	648.35	882.627	-1.2006	981.424
16.5708	725.689	129.766	1.47814	684.316
3.28447e-05	501.815	388.595	1.304	37.571
0.00836513	754.658	370.16	-0.651341	314.458
6.21128e-05	940.765	910.845	-1.42029	47.8897
0.00500698	173.135	940.968	1.04821	760.735
0.000126337	279.443	608.279	-0.0433158	86.1099
286.443	88.9334	900.098	1.56676	963.184
2.438e-05	832.724	770.498	0.653741	117.437
0.00593001	850.264	693.685	0.378436	678.919
0.00567057	132.28	814.377	-0.341807	536.001
0.00134889	234.538	707.727	1.17614	684.187
0.0043891	668.571	664.501	-0.958874	922.361
6.21755e-05	655.469	152.269	1.01825	29.4082
0.094731	710.547	296.13	1.3436	311.02
1.47834	246.228	88.6536	0.870852	926.468
1.55258	809.152	197.502	-1.2952	485.808
0.243804	841.187	269.349	0.731	708.477
0.00469067	133.727	776.979	1.47818	124.76
0.000734181	534.706	740.461	-0.634378	845.05
0.00121294	454.961	519.16	-0.861223	493.359
0.000103847	621.428	374.282	-1.18532	50.9329
2.61137e-07	620.413	929.097	-0.411982	51.3297
0.0238735	67.751	618.221	1.10528	146.917
0.0114995	765.723	632.96	1.14111	939.608
0.0027144	852.309	697.815	0.547719	596.314
0.358239	524.794	490.783	1.52205	645.219
0.0003857	281.243	747.866	-1.3631	283.272
0.000782305	317.026	357.763	0.649977	292.684
0.00593496	682.045	841.977	1.35596	829.765
0.00430087	821.075	451.887	-0.515019	301.178
0.0096243	120.108	164.692	1.18272	188.7
0.113028	747.652	352.048	1.17227	739.959
0.000383768	99.8623	223.118	0.52346	547.942
0.0010869	663.901	890.295	0.2606	651.455
0.00329442	688.161	896.935	1.37931	649.414
0.297094	304.698	477.984	-1.55269	646.297
5.15343	369.961	264.072	1.52452	937.442
0.0018346	665.959	508.301	-0.903956	322.014
4.23976e-06	622.992	795.59	0.82403	89.6459
0.068071	197.637	214.638	-0.277005	635.806
1.02133e-06	387.756	706.6	-0.881392	79.3707
0.113852	646.894	456.313	-1.39048	802.593
0.00108942	403.249	628.149	-0.401232	996.449
1.76456e-05	156.133	333.884	0.551339	378.669
0.0015957	547.957	933.893	-0.0834478	661.107
0.000275072	492.193	746.991	-0.824089	686.014
0.00905806	592.58	621.881	-1.16872	999.981
0.00286994	786.519	606.434	0.838518	540.271
0.00011215	363.034	759.874	-0.962462	986.366
0.0588953	266.187	272.732	-1.53614	251.784
0.00112869	850.881	735.226	0.416909	383.932
0.599225	119.11	922.074	-1.54631	308.895
0.701927	905.966	200.238	0.40864	481.75
0.0180786	897.228	830.966	-0.180957	867.891
2.2028	502.847	149.175	0.138958	570.813
0.0144094	705.609	317.744	-0.560718	311.829
0.0160573	127.618	739.573	-1.33119	515.642
1.79702e-06	62.3045	473.554	-0.545225	88.2131
0.0565645	258.78	290.623	1.26776	959.197
0.00159881	262.697	403.308	-0.600778	911.422
0.000917695	553.545	775.939	-0.982052	938.902
1.09629	656.906	230.168	0.00270011	630.173
7.75034e-06	329.343	370.608	-1.01315	46.0461
3.5653	638.352	62.7598	-1.44879	499.522
0.00326994	752.332	232.164	0.753877	115.989
0.00309207	655.718	73.0144	0.923757	67.3494
0.000204443	313.637	598.022	1.27234	697.883
0.371037	51.3298	187.344	0.0919225	214.55
0.297563	913.284	361.819	0.19155	716.946
0.000632903	541.987	146.231	0.41954	62.7699
0.0514887	466.839	329.061	1.12165	811.236
2.46715	341.82	59.8754	-1.20361	895.972
0.00423187	242.04	880.935	-1.24214	856.989
0.0301704	903.95	586.612	1.2139	898.756
0.415032	234.634	54.6433	-0.811275	791.604
0.00057504	191.988	488.917	-0.921661	771.252
0.00432985	800.737	796.487	-1.20333	767.831
0.0236652	892.718	555.403	-0.374465	750.761
0.122984	834.463	170.335	-0.315706	238.599
3.34679e-05	180.21	385.909	-0.95545	516.871
0.0138131	316.844	229.226	-0.445931	301.185
0.422074	765.838	82.2638	-0.80008	245.209
240.306	86.9071	282.301	-1.56915	487.603
4.73527e-05	721.219	927.274	-0.946336	207.943
1.52947	773.761	109.627	0.251172	316.424
0.546	615.03	228.733	0.755656	960.794
0.0944665	349.067	640.785	-0.00176996	140.9
6.17057	76.6939	946.213	-0.0723345	695.612
5.48467	225.439	121.536	-0.546154	835.196
1.6449	153.8	102.713	1.54035	571.909
0.21335	335.014	228.184	-1.07964	990.841
0.00187495	205.458	653.768	-1.3745	355.758
0.153839	713.395	592.868	1.49826	642.79
0.00202596	771.601	821.735	-0.424379	717.726
0.00726157	512.52	553.694	-1.14958	864.488
0.0553995	549.907	451.474	0.136883	611.44
0.0106287	523.01	447.085	0.786607	869.855
0.000716659	499.798	708.372	0.442648	740.952
3.05967	886.556	187.118	0.994181	797.443
0.0445926	790.886	519.234	-1.2496	879.06
0.000381028	162.103	766.933	0.189474	80.0701
0.0088606	638.669	760.622	1.33938	925.302
1.05963e-06	364.316	654.318	-1.04305	61.3526
0.0089226	155.792	573.155	1.27138	711.847
0.7027	70.2398	406.193	0.449601	655.422
0.0958248	164.565	123.127	0.0699435	284.728
0.0396613	260.245	245.895	-1.39235	339.383
0.0336092	715.129	264.371	-1.39232	159.881
0.0300777	81.304	538.115	1.14225	617.506
0.000106874	348.737	815.307	0.593317	790.138
0.00370497	519.625	561.565	0.569163	856.99
0.00478141	184.72	266.846	0.437785	586.277
0.000949165	623.039	559.828	-1.02988	283.181
4.12464	632.955	79.8464	0.829393	694.747
0.00237173	275.741	931.861	1.19799	820.985
0.0423678	246.232	549.741	1.53893	938.207
0.00557127	137.857	629.037	-0.776546	853.593
0.00177714	494.344	768.67	-0.221329	941.735
0.000322352	380.235	676.924	-1.52204	111.609
0.0704649	893.769	893.603	0.0522028	655.217
0.0473749	503.431	394.912	0.233204	689.105
0.0986246	424.758	193.137	-1.09472	338.897
2.65432e-07	174.998	923.916	0.525342	33.8402
0.00556558	523.657	509.472	-0.449492	657.42
0.00112504	188.509	546.275	0.389257	610.13
7.54578e-05	364.945	197.755	0.463745	54.3998
0.0736493	824.679	336.207	0.681307	663.472
8.25742e-05	279.81	880.05	0.937061	234.25
1.07671e-05	324.962	689.668	0.814162	373.134
0.00143613	832.804	899.212	0.697154	910.785
2.7535	873.128	91.5892	-1.54356	389.744
0.000121164	551.061	927.799	-0.185755	366.226
0.000660653	524.073	156.407	0.661724	65.7119
0.211267	304.162	69.2452	1.1834	358.89
0.000127976	355.452	794.334	-1.12106	593.96
0.307302	724.384	332.545	0.29762	941.491
1.08457	72.2128	288.128	-1.39855	354.537
0.214216	237.34	199.285	1.23924	776.962
0.0241581	240.874	291.852	-1.18519	903.23
6.70344e-05	269.651	615.552	0.844512	564.051
0.000458021	721.959	803.928	0.850757	479.97
4.31221	823.173	266.941	-1.47962	647.844
0.00877971	111.275	152.251	-0.947276	173.007
0.837548	434.796	182.389	0.997135	793.415
0.00561841	420.517	634.068	-0.150069	872.354
0.0521768	783.353	274.845	0.376492	347.348
1.06594	516.698	325.577	-1.48623	742.84
0.216064	891.129	297.666	0.825011	795.939
0.0091372	151.594	212.815	0.569283	533.88
0.00305968	429.756	844.17	1.48272	710.521
0.00288912	946.42	917.28	-0.0313106	171.266
0.00764579	149.669	211.692	-0.240101	308.124
3.3895	795.76	250.25	0.0704648	875.929
3.66126e-06	475.096	846.368	0.45069	143.128
0.0137552	221.945	469.501	1.54215	670.707
0.20567	717.167	308.214	-1.17609	753.737
0.00602152	471.028	515.37	1.11269	807.04
0.000556594	409.54	946.922	1.22447	826.318
0.00301049	914.203	668.502	-0.328261	380.414
0.0251662	830.194	675.401	-1.34784	819.266
0.00236197	875.651	712.103	0.614196	593.805
1.32849	608.471	58.4069	-0.34646	339.624
0.258424	477.908	170.681	0.978837	381.219
0.000276835	428.895	719.652	-0.889854	937.275
1.43614e-05	285.023	857.367	1.22146	71.8595
2.29693	854.289	192.521	0.504618	778.785
6.37104e-06	811.024	837.699	1.11175	57.08
0.00755107	563.1	516.423	0.667477	924.924
0.00810915	278.526	722.239	-0.0392676	408.561
0.434525	730.646	282.037	1.17634	877.342
0.000403861	402.718	610.903	-0.842805	686.328
0.00052486	380.556	517.467	0.983013	449.029
0.00432408	424.834	482.243	0.403445	702.005
0.00539676	624.764	360.663	-0.596473	289.756
0.010955	248.362	129.98	-0.0496085	164.853
0.000174678	596.403	594.178	0.912673	197.477
0.0503725	366.417	189.71	1.13422	278.736
0.0156001	421.747	429.339	-1.23198	735.738
0.00436712	90.242	759.247	0.958062	340.235
0.0206098	326.714	337.613	-0.276467	618.245
1.83834e-05	769.856	346.517	0.703535	41.3779
1.74765e-05	657.181	228.286	-0.193313	35.0448
3.19649	308.266	157.414	1.24108	922.753
0.00123735	701.592	917.217	1.23803	685.875
0.010554	156.926	491.524	-1.3334	755.354
0.00101293	870.862	520.69	0.100087	184.231
0.00131111	329.937	909.214	1.43502	337.482
0.000670135	296.827	418.279	0.372282	369.412
0.0357475	714.796	388.87	-1.33803	343.101
0.0162488	567.156	441.71	-0.272353	513.045
4.12244e-05	549.124	944.524	1.13594	309.046
0.0192712	911.74	509.689	-0.695631	755.901
0.869523	51.2128	533.799	-1.33111	354.786
0.0300435	104.489	900.476	1.29879	608.547
0.702876	859.691	265.082	-0.403429	870.329
0.0964363	633.36	349.276	-1.02445	990.096
0.000329979	688.146	734.502	-0.355501	248.752
1.04588	226.212	147.652	-0.679624	800.348
0.000225819	142.176	860.815	0.786571	146.104
1.76776e-05	420.504	394.779	-1.38259	29.9183
0.000141499	878.578	719.922	-0.273259	137.067
0.751839	670.398	226.971	1.51169	327.109
0.00866852	442.053	358.57	0.279562	353.417
8.9681	657.846	59.8055	-1.30755	763.133
0.086351	744.307	293.703	-0.363057	471.162
0.00179097	391.355	782.018	1.46789	668.436
0.0979519	692.833	721.907	-0.0574885	717.899
0.00297431	166.686	660.029	-1.17518	542.066
0.000570165	429.951	828.846	-1.4128	539.41
5.10747e-05	105.817	395.823	-1.22051	32.4466
0.214118	704.393	467.044	-0.00743418	700.786
5.46155	476.849	96.8534	-0.306344	581.845
0.00177511	340.556	459.524	-0.798815	787.136
5.41108e-05	291.542	887.53	0.634989	213.76
0.00966306	659.438	702.889	1.51625	184.64
7.4729e-06	412.918	632.766	0.963854	109.46
0.000262025	511.612	849.718	1.02231	857.24
4.00949e-05	295.541	623.656	0.235372	936.972
0.00121081	140.699	638.583	1.57056	73.4823
0.201891	685.436	220.403	0.235789	403.011
22.8579	629.927	80.3801	-1.48007	820.962
0.00551866	917.91	873.345	1.29667	731.273
6.57064	626.234	53.5558	0.444529	895.487
0.26408	636.322	324.859	-1.43413	448.854
0.00206856	224.577	775.238	-1.05441	869.043
0.00144908	448.894	780.662	-0.10431	739.552
0.000245678	469.245	832.223	0.138208	467.257
0.000567474	102.626	895.847	-1.03086	119.928
7.45697e-05	926.227	888.577	0.63723	201.548
0.0601694	811.922	509.866	1.3758	615.964
28.148	513.422	74.9572	-0.0413448	579.849
0.00282192	349.816	409.328	-1.04809	530.811
0.22685	234.566	113.04	0.0851485	331.422
0.0583702	843.701	464.562	0.465864	993.907
0.000935763	346.785	330.196	-0.478408	193.09
0.000198489	276.043	698.301	-0.351123	520.066
1.74698e-05	636.878	685.986	-0.864742	91.9798
0.232381	245.852	717.893	-0.00418954	163.512
0.0179592	742.85	514.262	0.730503	985.52
1.43588	873.59	256.694	-1.24733	899.009
0.000104897	319.734	611.57	-1.19326	630.436
0.00842285	126.132	914.67	-1.0003	768.694
1.79944	294.866	94.0091	-0.269072	529.784
0.0383522	742.31	854.291	0.0729859	802.783
0.00106491	590.277	869.586	-0.247181	748.228
0.000845581	637.478	864.943	0.998777	920.066
0.00970552	429.205	454.419	-0.243201	550.897
0.565626	661.114	190.054	-0.513841	526.024
2.33794	751.624	252.568	1.50394	457.156
8.84863e-05	217.238	670.664	1.14408	161.154
0.56828	714.673	123	-0.132281	279.246
0.353799	927.291	706.192	0.0243768	981.145
0.00371528	625.778	814.159	0.235854	929.15
0.000191254	729.102	899.098	-0.651859	393.603
0.0666444	403.518	266.579	-1.0182	715.379
0.000459731	406.632	922.055	-1.34519	512.824
2.95934e-05	224.623	239.762	-1.01838	51.4815
1.44277e-05	860.426	336.684	-0.377477	40.9736
2.71645e-05	409.684	786.978	0.436679	837.901
0.0335898	543.17	118.254	-0.394533	147.612
0.150555	882.413	358.238	-0.981057	949.541
0.0323145	307.336	225.788	0.563794	480.746
0.0173893	442.367	380.925	0.561485	855.503
0.000120014	352.98	770.964	1.0437	750.788
2.32443e-05	60.7255	93.2681	0.0963512	9.05403
0.000464117	379.953	723.428	1.29556	910.604
0.000615479	560.406	678.334	0.836489	551.838
0.041869	746.588	131.153	-1.20925	141.538
2.08253e-05	439.391	754.728	0.62483	303.502
0.0902669	930.516	260.338	0.686706	378.972
0.311192	591.264	183.065	-0.269188	397.914
0.142301	904.029	279.139	1.37617	247.29
0.0269566	322.407	391.31	1.44777	469.249
0.00144836	164.738	432.157	0.531834	873.356
0.000989128	160.491	568.607	0.611368	436.115
13.1669	649.76	151.245	1.24644	809.88
0.00214892	855.973	926.595	-1.2596	596.048
0.058618	236.933	243.457	1.17457	817.824
0.000162011	376.523	531.256	0.971089	288.904
0.40433	760.394	244.286	-0.591485	747.409
0.206845	585.596	181.213	-1.28177	273.29
0.298549	563.37	227.156	0.699297	761.528
0.0845885	745.763	254.199	0.606887	417.781
0.279993	355.444	217.017	-0.190161	590.342
3.04665e-05	193.612	370.55	-0.832813	538.987
0.000181131	564.008	407.279	-0.416978	109.676
0.000509602	888.535	881.181	1.36321	177.202
0.000161944	175.468	516.389	0.694393	246.401
0.00527474	647.602	566.89	0.736751	813.22
0.000421708	744.047	836.876	-0.834366	457.651
0.0481653	141.074	515.77	0.138962	927.664
0.0895211	682.788	520.006	-0.186688	983.719
0.00334255	840.556	755.841	1.13935	675.807
1.16238e-05	213.12	415.685	-0.158602	230.708
9.40808e-05	346.866	616.177	-1.21596	384.055
0.0356384	182.566	632.314	-0.0965737	834.148
3.67118e-05	249.204	644.795	0.97797	204.571
0.00014809	531.67	925.971	1.54724	46.6648
0.00252947	491.742	518.393	0.42846	537.197
0.000361882	88.3987	727.197	-0.961573	77.8812
0.000332998	533.037	307.873	1.3228	57.5315
0.000333192	673.558	728.613	0.684717	371.206
0.0161314	394.79	648.395	-1.4995	831.071
4.60887e-06	330.708	676.156	0.0954879	492.462
0.018752	370.95	398.662	0.104413	342.35
1.70667	374.634	106.223	1.23088	526.211
0.00228659	574.616	594.628	1.10436	528.656
0.000113443	371.824	141.835	0.394495	46.4052
0.000193577	399.708	875.488	1.2387	547.086
0.0403529	654.101	448.83	-1.31505	612.631
0.000730781	147.225	586.45	-1.40014	104.997
0.0006167	312.605	883.769	-0.251561	585.133
0.00218887	332.431	481.008	0.466197	953.208
4.30555	537.231	111.542	0.54826	540.656
0.00535618	656.17	564.346	-1.18038	526.519
1.63443	656.181	316.831	-1.47308	750.096
0.00114043	242.319	533.875	-1.37571	925.47
0.0164453	932.705	272.848	1.20923	144.363
0.0662621	809.297	521.556	-1.29179	939.294
0.004376	455.324	465.708	-1.14528	509.227
0.112389	896.716	341.635	0.829922	784.059
