Omega	Omega_err	MA1	svev	alpha
8.24018e-05	1.83732e-07	495.241	477.907	-0.214377
0.0082476	1.10262e-05	781.788	188.295	-0.16607
0.00037896	7.15165e-07	775.767	379.283	0.317521
0.0116289	1.25716e-05	99.5161	300.887	-0.200099
0.000317199	4.84835e-07	334.414	90.2092	-0.0485858
0.00150718	2.07155e-06	291.961	128.44	0.158531
0.0384136	4.48724e-05	959.471	313.986	0.0587739
0.0580238	6.47738e-05	891.161	527.979	0.180726
0.0322711	3.85935e-05	988.694	272.458	0.0685066
0.000990636	1.6266e-06	764.725	236.032	-0.203694
0.107057	0.000112016	835.736	355.481	0.202739
0.000730995	4.13356e-07	421.007	493.26	0.0328821
0.00217305	3.41767e-06	774.021	772.923	0.277615
0.001417	2.23008e-06	434.692	401.533	0.123183
0.000489515	7.28935e-07	217.821	146.502	-0.33017
0.015222	1.43776e-05	377.101	389.96	0.0186487
0.00106934	1.29147e-06	169.591	357.633	0.284303
0.0745071	7.91585e-05	500.116	646.748	-0.285417
0.000168746	5.89282e-08	190.912	808.642	-0.143426
0.00729455	9.84858e-06	491.505	529.216	0.147452
0.0100027	1.32734e-05	897.567	529.267	0.17133
0.00729699	9.89632e-06	812.556	107.38	0.263211
0.00217672	3.04246e-06	216.391	261.006	-0.298294
0.0102548	1.38469e-05	985.793	853.345	-0.199592
0.0314953	3.56933e-05	513.934	523.419	-0.173965
0.0183969	2.17576e-05	444.901	304.877	-0.145553
0.0338178	3.30696e-05	117.508	663.646	-0.207001
0.00363707	4.97182e-06	444.135	181.328	0.165001
0.00302831	4.55236e-06	315.181	733.416	-0.156733
0.000736734	1.27095e-06	995.881	171.953	0.172154
0.105984	0.000105973	528.94	508.237	0.0377196
0.00608027	8.21874e-06	715.152	260.644	0.023666
0.000317512	1.47775e-07	221.549	593.465	-0.157263
0.0170265	2.12767e-05	673.581	797.521	-0.177708
0.0101629	1.34809e-05	936.034	351.182	-0.197718
0.00355746	4.22981e-06	296.573	367.327	-0.0723898
0.00998196	1.32409e-05	622.179	717.12	-0.163732
0.0130319	1.57677e-05	335.797	251.226	-0.158191
0.0440456	4.71235e-05	615.651	534.272	-0.0939257
0.0177785	2.1774e-05	804.58	489.618	-0.123816
0.000498689	6.61645e-07	286.202	371.593	0.22703
0.0175611	2.14621e-05	778.999	510.494	-0.165233
6.19171e-05	2.54257e-08	98.1811	535.724	-0.179273
0.000729399	8.48226e-07	220.419	440.964	-0.186808
0.000755461	4.55317e-07	199.303	638.399	-0.178999
0.0358167	3.56891e-05	712.004	289.196	-0.034335
5.50136e-05	1.28212e-07	564.525	493.031	0.285457
0.0930676	9.45559e-05	698.592	908.008	0.155703
0.013813	1.79934e-05	730.376	469.979	-0.0831934
0.0209312	2.48022e-05	557.97	80.4389	-1.50594
0.0058604	8.32947e-06	940.401	875.676	0.288683
0.000269898	5.15239e-07	609.506	272.249	0.186561
0.0340747	3.84465e-05	953.071	560.797	0.0603482
0.057601	6.68701e-05	412.047	653.641	-0.0474308
0.0483608	5.41474e-05	352.284	326.462	0.14502
0.0266082	3.08758e-05	616.873	314.073	0.0181237
0.00257016	3.04925e-06	333.663	503.192	0.0926183
0.00316013	4.75212e-06	942.119	565.328	-0.290757
0.0285763	2.92476e-05	103.643	680.037	0.28842
0.00359404	4.22815e-06	238.159	912.544	0.265867
0.00285922	3.46651e-06	167.148	416.051	0.30638
0.106041	9.70617e-05	93.0993	921.092	-0.223629
0.0952604	9.76936e-05	586.541	392.493	0.0926801
0.00398453	5.47926e-06	321.023	130.386	0.0487681
0.00379516	5.35613e-06	412.044	216.714	0.0726535
0.000560743	9.58934e-07	534.022	215.444	-0.168567
0.00450728	6.50288e-06	978.142	188.194	-0.0927942
0.00257288	3.98858e-06	771.209	980.413	0.302287
0.0494997	5.6273e-05	472.058	825.104	-0.0993612
0.0297092	3.4761e-05	308.298	239.587	0.0743352
0.000287407	1.72238e-07	367.812	542.386	0.0835083
0.00416407	4.98554e-06	220.923	796.187	0.304699
0.0181055	1.71284e-05	131.792	841.529	0.164823
0.000268212	2.26341e-07	193.391	437.957	-0.237161
0.00897767	1.00427e-05	138.203	533.821	0.269014
0.00060472	7.64772e-07	205.857	356.564	-0.259875
0.00470646	6.81262e-06	751.679	862.541	0.206134
0.00826348	1.12328e-05	706.011	419.857	0.0807289
0.0067183	8.92807e-06	435.509	231.894	-0.0874545
0.109122	0.00010801	578.595	674.358	-0.0872568
0.00899703	1.20442e-05	766.758	662.708	-0.265437
0.0245895	3.26733e-05	434.194	649.634	0.0260373
0.00171376	2.70385e-06	991.337	195.145	0.0879296
0.0114263	1.26699e-05	251.309	409.331	-0.0571736
0.0681831	7.54129e-05	968.631	541.085	-0.0232504
0.000719051	1.25865e-06	354.609	713.408	0.169734
0.000491707	8.91587e-07	911.243	248.138	0.247916
0.00266728	4.08021e-06	537.076	774.286	-0.168734
0.0771049	1.8284e-05	117.126	914.898	-0.0766142
0.00396875	5.42198e-06	505.402	262.447	0.155237
0.0825537	8.48421e-05	784.037	647.258	0.0573656
0.0331148	3.83951e-05	260.793	352.217	-0.18781
0.10876	0.000114616	872.064	537.268	0.0300203
0.00165421	2.82276e-06	281.316	402.054	-0.0574902
0.00626635	7.35976e-06	259.46	451.36	0.0991194
0.00813617	1.10743e-05	762.645	988.549	0.251508
0.00278336	3.33314e-06	148.642	350.373	-0.235829
9.14634e-05	1.93729e-07	319.678	451.186	0.185228
0.0032378	4.74247e-06	788.561	214.261	0.170171
0.000300057	5.7227e-07	585.879	463.97	-0.27043
0.00435636	5.08277e-06	184.359	618.315	-0.254361
0.000924264	1.45104e-06	423.726	207.278	-0.188421
0.0253863	3.41241e-05	275.614	924.694	-0.0694533
0.000797194	5.14223e-07	383.516	714.457	-0.0834611
0.00826254	1.09389e-05	688.267	511.652	-0.205314
0.0388555	3.33741e-05	637.639	336.394	-0.00508527
0.0320916	3.83701e-05	941.922	701.609	-0.18814
0.00331587	4.81323e-06	369.33	651.985	0.196927
0.107518	0.00010598	645.352	673.317	-0.0747594
0.0105877	1.35593e-05	674.136	251.315	0.222612
0.0546344	5.06757e-05	85.0242	441.391	-0.176775
7.21673e-06	7.11646e-09	124.623	478.075	-0.107738
0.0107713	1.37503e-05	717.083	298.141	0.0680863
4.15723e-06	1.39744e-08	371.046	272.327	-0.149794
0.0993149	0.000104199	804.217	568.903	-0.218423
0.0141385	1.85099e-05	901.717	993.393	-0.176711
0.0235581	2.46964e-05	222.831	957.727	0.106697
0.0170076	1.98762e-05	481.292	347.02	0.123012
0.000128696	2.44109e-07	532.561	47.0807	0.124548
0.0177456	2.22437e-05	479.138	743.648	-0.12083
0.0214538	2.46454e-05	158.21	152.316	0.0961702
0.00205234	2.50059e-06	192.632	354.694	-0.18525
0.000453756	5.90819e-07	169.135	259.269	-0.325425
0.00295293	3.49787e-06	251.017	952.571	0.273692
0.00430048	6.61536e-06	182.816	443.255	0.0825194
0.0786727	8.4158e-05	815.303	448.975	-0.0551946
0.00203789	3.23996e-06	747.305	692.184	-0.233803
0.000953108	1.23159e-06	232.831	331.237	-0.210499
0.00097224	1.63816e-06	764.8	247.052	0.176065
0.000126849	2.77018e-07	366.611	897.676	0.253623
0.00123942	2.06558e-06	868.167	392.231	-0.243152
0.000705478	1.25711e-06	680.228	452.067	0.156302
0.00161739	2.5435e-06	986.583	289.55	0.187967
0.000228125	2.00495e-07	449.74	659.938	0.0143471
0.00434915	4.75156e-06	242.524	384.132	-0.0646421
0.000673323	1.13133e-06	781.607	169.07	0.0123807
0.00011092	2.49717e-07	394.037	870.157	0.241312
0.0270227	3.21152e-05	947.489	563.147	-0.0717852
0.0956685	0.000101979	901.915	471.563	-0.0877823
0.000216657	5.0136e-07	475.141	565.308	0.081157
0.118495	0.000122315	818.199	642.954	0.0882751
0.000758468	1.08273e-06	224.64	65.1795	1.56799
0.00483228	6.85569e-06	936.901	372.792	0.199828
0.00271751	3.28992e-06	164.487	392.122	0.282533
0.0406926	4.73484e-05	902.288	856.715	0.204261
0.00788346	9.52292e-06	646.918	290.197	0.0877505
0.0357491	3.29471e-05	81.9782	359.699	0.202915
0.047477	4.88254e-05	171.231	232.031	-0.0517164
0.11575	0.000121039	378.553	234.291	-1.3227
0.00107656	1.80908e-06	684.662	484.581	0.230305
0.00405417	5.66797e-06	388.478	292.47	0.113409
0.00362646	5.09038e-06	222.227	346.62	-0.155073
0.010002	1.34631e-05	897.02	855.101	-0.228273
0.00566964	6.27425e-06	290.098	385.066	-0.0504292
7.29241e-05	1.59138e-07	578.694	324.876	0.28893
0.00124611	2.30551e-06	345.311	781.588	-0.078473
0.0139919	1.78667e-05	868.706	277.375	-0.0346569
0.00813266	1.1039e-05	938.284	111.535	0.0693816
0.00513631	6.79614e-06	393.673	134.147	0.0832764
0.0445695	5.09204e-05	841.846	297.824	-0.272071
0.0075104	1.03123e-05	969.536	197.3	-0.247405
0.0422524	4.26462e-05	111.29	857.593	0.281093
0.00603444	7.63051e-06	134.819	102.788	0.267489
0.000552203	9.92605e-07	654.228	479.713	0.257551
0.113119	0.000122509	705.368	898.945	-0.0273987
0.000145243	2.88818e-07	417.224	556.63	-0.275499
0.00368348	5.48699e-06	866.704	636.078	-0.212245
0.0341493	3.98716e-05	228.116	303.831	-0.168258
0.000823283	1.28242e-06	469.958	123.138	-0.122292
0.0122311	1.49343e-05	370.75	272.91	0.174724
0.047524	5.24033e-05	857.49	640.472	0.0841424
0.0354747	3.57413e-05	112.73	392.023	0.126115
0.0396009	4.42199e-05	545.89	217.34	0.134971
0.00335358	4.79863e-06	490.982	240.446	0.100893
0.0161367	2.0431e-05	805.001	707.792	0.145739
0.0563326	6.42205e-05	979.274	392.779	0.21645
0.00321353	4.46717e-06	404.77	155.436	-0.0800883
0.00326375	4.89475e-06	575.709	673.056	-0.144767
0.0239795	2.76444e-05	644.923	440.032	-0.113257
0.0432135	4.429e-05	167.312	574.546	-0.0800307
0.0161219	1.99716e-05	480.87	568.486	0.184014
0.00116509	1.49254e-06	221.009	369.85	0.273328
0.0154896	1.64028e-05	224.563	184.928	0.0654543
8.13958e-05	1.78198e-07	520.938	289.144	-0.133702
0.00691249	9.54443e-06	471.185	646.936	-0.117617
0.0509182	5.66732e-05	806.287	464.832	-0.172595
0.0200745	2.45114e-05	795.54	188.236	-0.118139
0.00997084	1.28887e-05	724.849	256.619	-0.0535096
0.000511568	9.3644e-07	565.843	684.436	0.225156
0.00199963	3.3115e-06	575.742	746.313	0.0891283
0.000917462	1.57006e-06	823.16	323.949	-0.248707
0.0559726	6.22272e-05	933.325	561.986	-0.019337
0.00165132	2.61292e-06	850.678	329.114	0.25349
0.053648	6.051e-05	984.546	666.031	0.0887728
0.000190177	3.74689e-07	560.545	327.62	-0.235836
0.004456	6.52808e-06	990.652	761.036	-0.277872
0.0186064	2.0362e-05	230.267	863.549	0.128118
0.0136917	1.72064e-05	903.095	392.334	-0.0403606
0.0206855	2.46257e-05	401.038	190.47	-0.238443
0.000563824	9.79945e-07	553.616	385.838	-0.301342
0.0296577	3.63382e-05	914.206	800.124	-0.082841
0.0937867	0.000103409	222.78	256.42	-1.29223
0.0504329	5.55078e-05	700.983	546.575	-0.131995
0.0795399	8.56502e-05	816.29	956.763	0.143596
0.000546069	6.82655e-07	368.101	931.223	-0.266787
0.00233664	3.60205e-06	362.956	921.598	0.185914
0.0444083	4.92518e-05	410.153	394.053	0.157901
0.00691899	7.61875e-06	242.652	764.813	0.119603
0.00570325	5.95682e-06	185.958	960.557	0.207007
0.000742996	9.56067e-07	212.805	312.008	0.267371
0.014993	1.94933e-05	327.975	664.764	-0.12012
0.0851405	9.24312e-05	542.921	670.453	-0.0416415
3.59234e-05	4.43557e-08	445.345	730.877	-0.279877
0.0635857	6.8951e-05	691.14	928.936	0.171665
7.80114e-05	5.04687e-08	442.622	977.562	-0.0640107
0.072482	7.99286e-05	966.363	712.42	-0.199414
0.000343699	2.56654e-07	240.158	465.057	0.158858
1.39029e-05	8.52326e-09	195.635	395.017	-0.25248
0.000134949	2.64556e-07	314.568	475.207	-0.211498
0.0272293	3.14436e-05	620.887	341.471	-0.0645577
0.0229299	2.76952e-05	783.579	85.5238	1.47586
0.000360208	1.69735e-07	303.018	768.789	0.023148
0.0109377	1.2327e-05	164.73	280.898	-0.0906307
0.00349036	4.13185e-06	211.506	603.1	-0.207144
0.0116581	1.5483e-05	418.723	517.289	0.0652623
0.000192706	1.44011e-07	362.163	893.94	-0.19173
0.00035415	6.43685e-07	581.511	255.754	0.256327
0.0323917	3.38605e-05	151.342	606.628	0.121584
0.0788562	8.40229e-05	824.291	537.168	-0.0496062
0.00252141	3.92731e-06	823.84	525.668	0.150995
0.112859	0.000118346	391.888	782.107	0.151531
0.000124593	5.33323e-08	229.161	774.83	0.178847
0.0713873	7.88694e-05	970.427	606.614	0.133257
0.0853024	9.02203e-05	444.551	698.7	0.188047
0.0511249	5.65812e-05	724.908	371.316	-0.268433
0.00202761	2.51785e-06	260.18	731.002	0.283551
0.00835269	1.2716e-05	497.634	921.676	-0.0396047
0.000265223	3.36715e-07	339.07	600.104	0.267499
0.107986	0.000101806	112.962	909.96	0.176291
0.0982629	0.000101018	632.91	410.449	0.166792
0.032919	3.78885e-05	748.877	544.725	0.16141
0.000204695	3.96105e-07	597.484	231.472	0.243147
0.0149743	1.60035e-05	184.104	741.433	0.14422
0.000158174	3.64615e-07	174.222	609.365	0.201603
0.000360937	6.31054e-07	393.272	439.08	0.198479
0.0411369	3.99695e-05	210.784	802.482	-0.0577098
0.00415804	4.91802e-06	276.445	918.904	0.20913
0.00735355	1.14383e-05	395.386	498.528	0.025937
0.0403348	4.71946e-05	955.587	882.75	-0.15116
1.67956e-05	3.92533e-08	456.122	227.874	-0.280743
0.0127116	1.64526e-05	759.908	909.225	-0.252833
0.0331262	3.49816e-05	544.144	389.764	-0.0497044
0.000145895	1.93327e-07	184.358	215.031	-0.325419
0.00763843	1.05032e-05	610.551	359.642	-0.050742
0.00328622	4.73652e-06	895.64	330.772	0.131243
2.44875e-06	5.47295e-09	477.373	463.534	0.168222
0.0221711	2.40453e-05	691.974	375.2	-0.00277046
0.00402014	5.95823e-06	430.679	440.037	-0.0646466
0.00256282	3.74262e-06	976.585	270.332	0.0376103
0.0199175	2.4495e-05	783.291	858.484	-0.247904
0.0284969	3.4479e-05	796.116	916.443	0.126743
0.000826448	8.11064e-07	327.521	990.533	0.194682
0.00745869	1.12921e-05	298.734	989.27	-0.0816087
0.000500472	6.37253e-07	233.262	388.555	-0.242023
0.00140542	2.30042e-06	685.863	651.159	-0.271856
0.000583968	1.09609e-06	577.291	731.157	-0.151855
0.0682841	5.44119e-05	987.764	344.333	0.0210598
0.00367264	4.60185e-06	163.033	109.792	-0.192363
0.0056694	8.08873e-06	652.912	412.687	-0.0659247
0.000365143	6.93849e-07	567.114	763.311	0.278631
0.0225761	2.9498e-05	206.919	369.188	-0.0545312
0.00185075	2.26881e-06	338.907	277.224	-0.0602116
0.00121989	1.91341e-06	194.766	222.041	0.102251
0.00120123	1.52318e-06	226.669	485.319	0.311504
0.000429166	1.23441e-07	185.84	832.978	-0.116515
0.110896	0.000116396	862.262	528.688	-0.182642
0.00247097	3.72042e-06	781.549	151.711	0.0136797
0.00552504	7.40903e-06	868.979	316.356	-0.059798
0.0352853	3.73831e-05	222.752	654.786	-0.0726024
0.0622296	7.00719e-05	979.501	383.198	0.198067
1.03868e-05	1.25874e-08	390.162	412.465	0.0648257
0.0493025	5.03864e-05	174.468	406.788	0.0556013
0.00415596	3.54781e-06	292.941	988.609	-0.101815
3.28385e-05	1.54654e-08	117.282	522.411	0.190746
0.0749936	7.16275e-05	127.719	953.698	0.172705
0.0930562	9.75489e-05	420.468	657.311	0.186455
0.0021527	3.35814e-06	602.469	644.079	0.177688
0.0554429	6.37357e-05	402.161	896.35	-0.0954324
0.0399948	4.82469e-05	227.216	957.756	-0.274428
9.15891e-05	1.92825e-07	490.441	283.776	-0.156155
0.000718207	2.03021e-07	100.62	287.731	0.123284
0.0339552	3.98978e-05	816.054	970.324	-0.158317
0.00659961	9.0146e-06	866.798	419.925	0.179099
0.000717056	1.17803e-06	267.539	286.978	-0.1134
0.0211229	2.52879e-05	337.335	166.833	-1.47382
0.00170828	1.94101e-06	237.209	467.996	0.129819
0.00078336	9.57875e-07	315.902	582.284	0.171058
0.00344392	4.83824e-06	356.825	301.19	0.157823
0.00343549	4.12166e-06	236.674	827.132	-0.264048
0.000163305	1.98203e-07	177.366	210.542	0.283516
0.00521825	7.43285e-06	855.936	572.357	-0.277575
0.0999542	9.17049e-05	175.334	830.309	0.0530427
0.00965603	1.26112e-05	781.088	411.311	0.204491
0.0729871	7.81288e-05	812.88	842.988	-0.0934965
0.00184796	2.94253e-06	718.648	398.022	-0.148752
0.00916954	1.23827e-05	946.047	638.754	-0.275317
0.0288794	3.26458e-05	294.004	309.844	0.135093
3.10702e-05	4.01965e-08	296.989	262.115	-0.28721
0.0401285	4.66445e-05	437.74	830.352	-0.133127
0.0225621	2.75417e-05	886.511	134.73	-0.0317574
0.0182941	2.2937e-05	737.109	644.731	0.105144
0.0272153	3.27601e-05	854.375	806.228	-0.139374
4.26303e-05	5.30009e-08	373.423	322.704	0.21518
0.00329031	3.93285e-06	275.27	642.318	-0.151825
0.00247406	3.0185e-06	254.995	591.693	-0.188354
0.0664146	7.06725e-05	659.799	391.814	0.00648194
0.0455497	5.09388e-05	800.311	478.705	0.0183391
0.0139951	1.78518e-05	604.494	893.6	-0.167141
0.02391	2.44792e-05	134.325	649.466	-0.154578
0.00146074	2.08187e-06	339.173	99.4377	0.00783193
0.0319831	3.64928e-05	527.196	271.667	-0.188095
0.000573776	7.57086e-07	337.694	356.937	0.145361
0.0493644	4.84247e-05	113.952	501.613	-0.134992
0.000112214	2.48526e-07	517.233	746.215	0.262856
0.022977	2.35002e-05	145.695	881.693	0.1763
0.00478196	6.89568e-06	241.6	664.275	-0.159092
0.0663405	7.67128e-05	654.292	543.106	-0.014892
0.0119291	1.31477e-05	180.656	751.367	0.19647
0.0523015	3.08576e-05	832.219	272.979	-0.0172142
0.00686702	7.53703e-06	174.452	799.098	-0.217063
0.0361541	4.10216e-05	873.978	503.731	-0.0234778
0.0101282	1.3039e-05	722.053	289.84	-0.0316778
0.000263255	2.52681e-07	418.277	886.421	-0.181451
0.000902257	2.87055e-07	322.029	902.795	-0.0456527
0.0854033	8.90492e-05	658.929	387.868	0.0376096
0.102212	0.000104713	562.467	510.684	0.277857
0.0894242	9.44627e-05	773.699	384.031	0.292226
0.0545737	5.71813e-05	456.347	410.822	0.0357294
0.00135019	2.34702e-06	482.481	858.28	0.107139
0.00324149	4.73213e-06	543.563	475.399	-0.183312
0.00269235	4.09901e-06	471.964	875.315	-0.199972
5.28522e-05	1.18632e-07	528.224	341.992	-0.306446
0.0473018	5.97703e-05	205.952	783.897	-0.0738606
0.000523679	4.44054e-07	346.127	677.655	0.13285
0.0963919	0.000103649	918.929	777.768	-0.221954
0.00828603	1.1204e-05	753.764	728.814	0.23548
0.0529523	6.01499e-05	980.831	572.689	-0.0762387
0.00168638	2.59833e-06	434.96	371.162	0.132643
0.0416049	3.94463e-05	337.812	934.577	0.035313
0.0484144	4.70872e-05	70.7379	183.619	-0.308427
0.00585699	8.28855e-06	826.941	930.506	-0.292648
0.0472618	5.22099e-05	630.387	129.583	1.23186
0.0111523	1.4424e-05	563.069	729.356	0.180007
0.00384837	5.72297e-06	833.801	891.141	-0.253835
0.000947261	1.62434e-06	941.07	436.753	0.291058
0.00157965	2.43282e-06	874.845	238.478	-0.121767
0.0933985	0.000105091	286.044	487.497	0.0896637
0.0545643	5.33014e-05	99.8936	732.876	0.22356
0.00682702	1.56443e-06	127.689	959.779	-0.146105
0.0137952	1.72989e-05	706.814	149.587	0.310745
0.0447857	5.44903e-05	369.106	731.445	0.0489768
0.00148725	2.37533e-06	589.023	212.95	0.0793462
0.0705536	7.01384e-05	144.085	354.922	-0.0495724
0.00182538	2.99512e-06	556.617	965.884	-0.155449
0.0841888	8.23266e-05	147.85	575.414	0.068598
0.00527289	7.40776e-06	447.771	889.274	0.197133
0.00803037	9.90104e-06	290.534	210.02	0.17203
0.00566969	7.178e-06	910.029	299.961	-0.0433025
0.00259859	3.89558e-06	994.555	310.481	0.159302
0.00225572	3.38601e-06	669.634	108.39	-0.0330484
0.000245921	5.54228e-07	451.718	774.029	-0.109393
0.000143076	2.89909e-07	488.009	490.41	0.233513
0.00958946	1.26545e-05	837.473	280.855	0.144694
0.00524714	7.36258e-06	592.953	789.107	-0.244106
2.47702e-06	5.32673e-09	458.215	290.761	0.118396
0.0112628	1.40883e-05	374.353	116.118	1.46753
0.00152111	1.89621e-06	165.916	385.533	-0.329687
0.0821529	8.96756e-05	942.651	225.085	-0.189803
0.0299567	3.41783e-05	418.329	428.932	0.170542
0.00968675	1.02589e-05	152.868	500.228	-0.118733
0.00353185	5.18691e-06	449.195	611.8	-0.140645
0.00104272	1.2999e-06	252.784	456.744	0.206623
0.00730736	9.9778e-06	889.291	175.933	0.0454676
0.00189483	3.01069e-06	598.943	844.167	-0.227766
0.00133211	2.18628e-06	481.702	795.034	0.189806
0.0231316	2.73236e-05	118.229	220.122	-0.17487
0.0683785	7.39723e-05	693.106	935.473	-0.1144
0.0058078	6.92798e-06	159.823	133.637	-0.00019921
0.100843	0.000110031	262.296	256.678	-1.30038
0.0147862	1.76181e-05	740.783	405.396	-0.092684
0.0326302	3.81243e-05	805.613	517.52	0.220113
0.00298164	3.45253e-06	177.982	168.93	-0.0678487
0.000158296	3.29312e-07	698.803	338.012	-0.287951
0.00484054	6.85692e-06	825.507	58.5119	1.53684
4.54841e-05	6.71652e-08	326.623	261.989	-0.326613
0.0472809	5.33019e-05	863.463	541.407	-0.110112
0.0968383	0.000101818	878.265	572.752	-0.000871498
0.0321955	1.3773e-05	78.046	227.797	-0.322956
6.48186e-05	9.11379e-08	340.672	329.936	-0.284019
0.000617791	1.09124e-06	998.225	38.3109	1.40936
0.0109881	1.47359e-05	611.057	782.734	0.0820818
0.0822113	8.43897e-05	497.901	459.358	0.0389191
0.00753651	1.03138e-05	784.027	838.955	-0.297895
0.000980433	1.40336e-06	456.683	140.455	0.0907938
0.0392379	4.76664e-05	529.729	518.437	0.0221729
0.0354735	4.13165e-05	546.764	743.115	-0.0959111
0.0140178	1.82664e-05	729.551	813.668	-0.101992
0.0401064	4.68093e-05	433.184	826.592	0.107899
0.000463561	8.10777e-07	539.489	211.224	-0.185238
0.00474979	5.6718e-06	273.102	987.406	0.237223
0.0137204	1.74998e-05	265.703	514.522	0.213571
0.00166902	2.60421e-06	801.215	188.887	-0.0432768
0.00830251	1.26484e-05	508.515	997.398	-0.0422717
0.0497071	5.54286e-05	827.608	648.045	-0.116702
0.00449452	6.09725e-06	228.07	310.967	-0.202907
0.113642	0.000128676	153.557	200.521	0.0382052
0.0195557	2.42451e-05	856.48	740.358	0.144302
0.00137146	2.01504e-06	216.416	319.373	-0.259576
0.0643789	7.35708e-05	350.044	934.57	-0.144164
0.0133047	1.74214e-05	385.838	761.299	-0.13426
0.00716138	9.96686e-06	811.053	791.262	0.17279
0.0180762	2.24105e-05	652.043	861.417	0.20532
0.00158123	2.49698e-06	965.851	313.598	-0.210117
0.024861	3.08433e-05	343.125	828.212	0.144781
0.00316205	4.81166e-06	644.813	885.505	0.168811
0.00744154	1.19637e-05	244.687	752.118	0.0518452
0.0305419	3.5518e-05	338.261	223.725	-0.119869
0.00127221	2.03689e-06	195.726	617.284	0.235721
0.020666	2.47926e-05	711.775	301.57	0.119209
0.000226044	4.61426e-07	306.743	786.761	0.197729
0.00231932	2.78635e-06	309.981	761.353	0.167365
0.00553081	7.58271e-06	348.09	164.659	-0.0352483
0.000174611	2.31708e-07	214.22	233.084	-0.263335
0.0106673	1.41143e-05	455.36	418.892	0.0606203
0.0395317	4.50183e-05	746.525	495.792	-0.180885
0.0218155	2.68077e-05	596.551	546.461	-0.0701719
0.0352608	4.16744e-05	949.111	271.552	0.0958224
0.000224683	4.59765e-07	379.416	972.892	-0.238314
0.0458966	4.55782e-05	145.508	630.925	-0.0892726
0.0177311	2.20415e-05	886.643	368.889	0.108054
0.0638692	7.13671e-05	953.72	394.782	-0.272699
0.000560034	9.25697e-07	464.173	148.43	-0.14281
0.00395041	5.74349e-06	904.864	466.929	-0.224951
0.0128332	1.49661e-05	806.786	352.501	-0.0313364
0.0555749	6.3987e-05	685.068	690.984	0.0323808
0.00512738	5.87487e-06	190.775	872.181	-0.297439
0.0603317	6.16049e-05	859.988	564.934	0.0246784
0.00497871	5.32586e-06	332.916	486.86	0.0512833
0.0150206	1.91496e-05	290.554	418.912	0.143118
0.0240692	2.84244e-05	393.635	202.688	-0.317464
0.000572205	1.00541e-06	597.134	415.859	0.255402
0.000298988	5.74009e-07	345.036	481.19	-0.127224
0.0254298	3.08312e-05	937.452	278.714	-0.204753
0.00129349	2.17157e-06	676.751	923.971	-0.245834
0.0629554	6.34817e-05	183.043	860.081	0.0954369
0.00274242	4.17914e-06	790.05	517.602	0.27757
0.0216426	2.48215e-05	148.078	176.179	-0.167705
0.00184816	2.24611e-06	137.991	224.5	0.241008
0.0116923	1.51677e-05	921.714	328.888	0.0434594
0.00136068	2.14472e-06	465.347	299.154	-0.115936
0.000387145	7.0482e-07	473.283	526.735	-0.224688
0.072888	7.49709e-05	884.647	621.67	0.0317755
0.000739348	1.27664e-06	501.552	790.497	0.260769
0.000479548	8.84929e-07	716.045	456.334	-0.275078
0.00206294	2.24711e-06	111.105	358.886	-0.325049
0.0246211	2.64679e-05	240.478	725.404	-0.0817512
0.0110856	1.23321e-05	159.002	773.772	0.255373
0.000673017	1.09129e-06	582.868	163.996	0.207551
0.00272233	4.20275e-06	936.042	651.484	0.238639
0.0856667	9.41588e-05	933.131	825.936	-0.0537132
0.0954663	0.000103184	984.106	391.215	-0.200487
0.0262995	3.1725e-05	624.651	304.655	-0.0381966
0.00791088	8.81057e-06	146.647	290.209	-0.10517
0.00180655	2.89529e-06	706.642	334.042	0.089996
0.000361596	4.08897e-07	110.439	147.122	0.257708
0.00324141	3.70206e-06	147.198	325.585	0.171799
0.0040837	5.50581e-06	727.88	270.191	0.0871082
0.0011629	1.32697e-06	300.042	944.082	-0.216308
0.000821404	1.22608e-06	290.523	122.448	0.10037
0.00157576	2.47744e-06	540.845	562.2	0.256855
0.00241749	3.92167e-06	423.653	704.372	0.078552
0.000835276	1.45783e-06	839.742	502.485	-0.308068
0.0154181	1.98339e-05	390.248	483.227	-0.174206
0.00242279	3.44809e-06	561.012	198.675	-0.0341453
0.00057143	1.03832e-06	532.987	396.391	-0.106507
0.00536468	6.99589e-06	941.1	304.699	0.0800402
0.00329837	4.94721e-06	740.731	661.056	-0.192734
0.000786987	9.78599e-07	321.441	826.384	0.268989
0.000426093	5.76707e-07	359.063	643.693	-0.284235
0.0168604	1.83723e-05	244.588	745.709	0.0941766
0.00433692	6.80946e-06	468.311	734.462	0.0526449
0.00394948	5.86768e-06	732.234	679.685	0.148598
0.0937427	7.81461e-05	392.302	347.697	-0.0366991
0.111349	0.000113882	338.63	325.188	0.0483653
2.56211e-05	1.76689e-08	284.695	345.112	0.0820175
2.24174e-05	2.34585e-08	381.712	438.777	0.0458143
0.000216625	4.16569e-07	702.274	80.6911	0.103095
0.000656445	8.68199e-07	214.389	289.021	-0.276413
0.00651115	9.02935e-06	437.256	571.99	-0.110702
0.0169748	2.15006e-05	735.293	620.043	-0.0881097
0.0397923	4.57063e-05	609.986	474.515	0.0599742
0.0553857	6.39374e-05	338.677	808.309	-0.144822
0.0205769	2.55984e-05	542.38	974.08	0.105869
