Omega	Omega_err	mH1	mH2	mHc
0.000701375	0.000106475	632.003	788.797	705.789
0.0107303	0.000536476	835.721	905.17	890.876
0.000390122	0.000108627	854.959	954.14	967.318
0.0203218	0.000756682	657.761	877.067	870.756
0.000150283	2.58811e-05	550.535	837.49	864.732
0.00069282	0.000131231	737.029	834.735	841.006
0.000224071	4.04345e-05	525.128	684.782	729.431
0.0722493	0.00314162	453.805	681.276	716.382
0.000173848	6.28363e-05	700.028	738.477	772.15
0.00135834	0.00015333	336.577	359.88	384.791
0.000697896	0.00012613	440.342	504.569	464.965
0.000266181	3.44711e-05	448.869	749.316	722.134
0.000150128	1.90202e-05	335.737	477.002	448.926
0.00011236	1.23238e-05	329.059	468.056	442.451
0.000438267	7.70241e-05	728.116	913.919	871.178
0.0013658	0.00016435	726.863	815.401	892.678
0.000494218	9.24384e-05	680.924	791.369	791.488
0.00073094	0.000172167	781.698	782.434	843.733
0.000183621	4.04346e-05	595.021	695.261	699.788
0.000483867	5.33497e-05	294.574	326.687	398.961
0.00543	0.000159054	696.94	796.963	727.704
0.000967129	4.29167e-05	267.593	519.238	589.416
0.00141035	0.000341902	931.247	964.471	951.149
0.00104724	5.12683e-05	167.274	188.464	234.909
0.00220299	0.000175799	460.703	460.709	510.749
1.87338e-05	1.55032e-05	231.896	608.349	692.568
0.000298821	5.32483e-05	488.508	538.738	614.828
0.000195083	2.57102e-05	577.168	926.098	869.62
0.00456926	0.00023013	471.136	853.234	888.022
0.00111227	0.000149021	549.357	807.181	830.385
0.00033297	4.39078e-05	451.656	535.621	533.652
0.00348927	0.000252102	405.142	452.079	426.398
0.00100896	0.000153228	654.119	655.125	721.918
0.000183728	1.93351e-05	215.083	432.369	279.573
0.000172908	2.67066e-05	557.977	772.073	720.69
0.0204693	0.000867647	300.492	543.662	481.665
0.000321481	5.51295e-05	471.849	632.074	510.834
0.000495884	4.27821e-05	281.051	338.518	409.978
0.000809497	0.000164054	560.004	631.577	606.512
0.000427533	3.21556e-05	278.647	862.958	791.814
0.00103336	0.000211314	514.688	575.032	535.868
0.000749341	0.000144139	799.101	897.921	922.575
0.0103779	0.000680643	587.912	647.194	662.702
0.00018948	6.80547e-05	803.606	881.878	944.486
0.00168662	0.000144399	349.823	541.958	519.142
0.000205034	2.9888e-05	601.562	723.035	724.178
0.000429575	9.36403e-05	738.211	890.338	938.598
0.000137936	3.15875e-05	591.989	894.26	862.717
0.000346789	1.36707e-05	203.326	508.875	542.678
0.000283776	5.81111e-05	723.657	909.52	962.816
0.00076365	9.81734e-05	668.424	910.466	851.113
0.00167879	0.000218537	728.925	958.684	875.487
0.000350334	8.29339e-05	654.828	707.186	764.008
0.000182145	4.6111e-05	693.24	924.354	831.219
0.000728002	0.00016177	816.551	817.965	855.727
0.000743397	7.6509e-05	386.37	389.313	468.237
0.00361874	0.000532023	612.196	685.183	647.357
0.000195348	4.10776e-05	575.696	691.016	720.199
0.00122795	0.000363506	581.589	623.317	639.96
0.000149707	3.26274e-05	578.255	761.954	749.96
0.000248154	5.39001e-05	551.317	600.756	727.915
0.000265018	0.000115098	763.672	787.424	817.07
0.00100584	0.000152925	407.535	417.989	488.126
0.00169123	0.000117826	296.142	885.117	792.306
0.000212183	9.25088e-05	677.124	744.843	725.313
0.00183646	0.000203338	666.499	666.962	732.987
0.000506612	9.97848e-05	578.365	625.858	729.021
6.40849e-05	5.25022e-05	716.765	938.545	972.838
8.76178e-05	1.06382e-05	281.955	651.784	550.744
0.00161544	7.49581e-05	147.633	451.245	223.88
0.0208729	0.00055926	328.807	675.671	719.586
0.000815934	0.000109695	539.383	750.524	823.501
0.000782763	0.000352635	878.604	896.472	925.746
0.000485781	2.14501e-05	265.609	738.705	668.134
0.00139223	0.000220726	765.36	778.083	832.182
0.00207125	0.000257243	408.83	456.711	509.845
0.0102675	0.000256095	500.642	577.967	519.308
0.000451203	2.40722e-05	314.328	629.424	652.028
7.21542e-06	5.97683e-06	267.308	567.978	570.554
0.000860563	0.000100687	560.275	894.593	845.528
0.000130926	3.09918e-05	560.207	648.01	702.569
0.000267328	6.39747e-05	721.25	867.865	848.395
0.000253123	3.81896e-05	579.043	647.597	690.133
0.00223206	0.000167039	395.336	504.699	579.502
0.000363789	8.9647e-05	767.344	840.966	904.834
0.0110176	0.000821401	694.28	804.842	775.515
0.0011786	0.000105195	395.78	545.122	570.474
0.000376541	4.92875e-05	468.482	589.28	659.716
0.0242683	0.000256316	797.247	870.804	875.382
0.000166242	1.04785e-05	367.31	704.678	752.385
0.00184442	0.000202719	399.586	500.365	460.195
0.00104499	0.000209987	486.629	500.473	571.214
2.04825e-05	1.30764e-05	186.711	547.785	403.032
0.000246018	4.76757e-05	586.324	745.998	794.236
0.00200456	0.000176775	345.052	356.771	390.891
0.00105451	0.000135706	608.606	608.647	681.943
1.0883e-05	9.37369e-06	273.398	759.272	581.9
0.000246951	6.77728e-05	829.754	926.018	970.033
0.00203814	0.000182702	323.164	395.333	366.146
0.000147308	1.29445e-05	356.252	635.663	643.013
0.000362547	5.63173e-05	393.386	457.76	445.158
0.0042684	0.000630791	744.603	761.654	775.924
0.000102129	2.66396e-05	587.999	743.204	776.535
0.000463656	4.53433e-05	368.66	668.134	681.167
0.00157794	0.000182942	385.058	395.772	399.588
0.00204089	0.000398537	813.382	925.35	873.566
0.000820545	0.000158899	806.805	930.647	867.681
0.000165767	2.00393e-05	306.797	417.466	362.651
0.000240282	7.04123e-05	820.836	917.357	953.456
0.000219096	2.0953e-05	258.883	414.042	349.903
0.000164856	1.55518e-05	412.723	571.954	518.796
0.00053082	7.03438e-05	277.189	491.836	493.824
0.002302	0.000240399	542.944	563.82	608.193
2.83225e-05	2.7442e-05	353.684	801.855	807.644
0.000479195	0.000112748	632.14	646.696	706.49
0.000405972	8.7521e-05	559.554	575.32	648.046
0.0011644	0.000196978	602.69	714.316	613.605
0.00177475	8.64061e-05	170.516	436.811	290.308
0.000320499	6.24945e-05	571.396	684.761	666.315
0.00252165	0.000259096	624.807	784.03	771.307
0.000395468	8.4877e-05	610.986	681.48	746.57
0.000124471	1.39795e-05	495.324	690.079	617.225
0.000793165	0.00017044	499.202	550.779	519.099
0.00104507	4.75478e-05	282.451	461.82	282.82
0.00374454	0.000633373	770.72	902.825	976.889
7.56377e-05	1.82069e-05	141.672	188.716	258.956
0.00947743	0.000806926	868.13	871.233	895.11
0.000205	5.09011e-05	739.097	799.432	853.752
0.000272452	3.57179e-05	413.539	485.54	503.704
9.65219e-05	2.04873e-05	625.556	760.993	784.308
0.00266104	0.000284846	488.122	552.682	539.936
0.000342252	7.04531e-05	533.9	636.001	599.792
0.000151863	3.56132e-05	652.938	830.95	799.236
0.0028807	0.00072947	787.307	820.964	808.272
0.000574188	3.23462e-05	305.865	359.2	363.848
2.0086e-05	1.22542e-05	166.49	601.848	618.681
0.000198962	0.000113153	859.619	888.533	930.945
0.0009515	0.000161201	461.577	517.085	494.418
0.00136108	0.000178791	655.748	909.693	794.233
0.000172874	3.80211e-05	780.982	894.319	914.632
0.000174739	2.15988e-05	419.58	459.186	505.541
0.000384715	9.13795e-05	584.07	603.822	682.572
0.0237051	0.00101589	418.415	558.534	574.899
0.000214989	2.59917e-05	417.744	462.315	499.734
0.0045526	0.000467668	676.716	678.326	703.132
0.000180404	2.57832e-05	376.29	491.729	441.861
9.02791e-06	1.07006e-05	210.296	485.597	561.157
0.000216491	1.96205e-05	231.284	342.153	410.862
0.00031059	7.26217e-05	704.345	834.088	806.762
0.00278789	0.000446826	637.261	664.087	670.404
0.000106015	6.85817e-06	241.315	546.855	563.998
0.000189832	2.68924e-05	615.899	914.429	872.851
0.00787292	0.000665395	809.682	911.56	916.181
0.000166366	2.3645e-05	422.818	515.61	544.213
0.00751268	0.00110457	292.69	293.361	327.587
0.000562956	0.00011254	642.556	749.222	717.146
0.000429102	6.26313e-05	463.015	566.921	473.828
0.000819685	0.00014648	600.677	757.395	648.313
0.000206972	2.76173e-05	428.478	573.613	588.924
5.82192e-05	1.90386e-05	336.637	450.19	448.383
0.000459764	0.000198367	774.811	808.121	841.811
0.00152966	6.05257e-05	301.902	872.946	877.039
0.000361526	5.52044e-05	725.592	907.4	973.275
0.00036368	5.7212e-05	535.832	659.661	642.076
0.000118861	1.36398e-05	394.929	494.089	502.163
0.000281626	1.28018e-05	252.173	425.188	471.338
0.000499606	0.000108746	488.855	536.282	526.034
0.00210529	0.000396831	284.896	437.26	459.559
0.0134354	0.00117611	827.068	839.133	858.036
0.000584815	0.000209833	939.343	948.802	978.981
0.000931371	0.000106852	600.661	816.223	881.537
0.00227213	0.000270726	661.072	740.072	730.146
0.00163775	6.62772e-05	104.676	142.778	185.482
0.000445322	0.000163672	896.111	901.667	969.025
0.00691186	0.00137869	740.632	805.083	815.942
0.00183274	0.000299288	566.383	678.931	631.59
0.000257684	2.00264e-05	385.862	995.464	981.861
0.00420139	0.0014942	267.26	281.341	297.533
7.23002e-05	1.52011e-05	262.859	335.46	449.833
0.00158123	0.000115394	245.693	311.805	279.754
0.00102844	8.73413e-05	418.087	622.369	716.173
0.00048933	2.58607e-05	135.792	280.221	190.331
0.00488376	0.000311765	359.865	431.671	379.537
0.000333197	8.56946e-05	666.043	679.187	748.644
0.000902113	0.000267514	713.929	797.366	762.466
0.000233232	3.6318e-05	614.305	744.747	785.336
0.00108048	0.000111415	567.567	807.008	805.152
0.000580692	0.000173367	744.322	811.635	761.854
0.0056344	0.000389007	443.415	444.428	482.078
0.00324881	0.00053377	816.971	836.596	848.088
0.000119192	2.07135e-05	370.006	533.935	515.633
0.000183886	5.31012e-05	628.473	675.034	751.029
0.000523975	0.00016572	769.375	814.578	870.04
0.000210727	2.97108e-05	378.32	524.873	438.645
0.000417075	7.8147e-05	768.848	939.466	963.206
0.00153973	0.00045388	420.699	579.611	540.302
0.00146616	0.0002527	737.702	890.518	873.613
0.000234484	5.44543e-05	755.478	954.749	882.614
0.000718445	4.21791e-05	182.972	288.32	312.871
0.000290955	3.6309e-05	389.046	502.085	455.078
0.000337855	0.000293165	710.258	743.178	755.698
0.000336338	4.38003e-05	453.469	561.186	610.473
0.000233635	2.52922e-05	242.816	386.945	329.98
0.000720924	0.000106532	506.424	543.088	557.373
0.0019393	0.000370252	890.294	915.251	965.344
0.00738817	0.000332712	893.585	973.181	955.997
0.000383358	2.98584e-05	378.917	632.301	470.644
0.000277827	0.000105303	756.866	786.315	868.815
0.00065943	0.000113361	587.737	792.485	781.212
0.000934008	0.000194234	873.997	975.697	900.63
0.000333758	8.62934e-05	702.891	792.548	792.076
0.000519689	8.06742e-05	558.65	729.018	723.426
0.000900234	0.000119009	349.168	373.586	455.869
0.000213229	5.57979e-05	771.055	875.881	903.784
0.0102221	0.000746859	857.293	859.952	887.059
0.000121531	4.83932e-05	724.368	837.884	841.227
0.000416391	2.53795e-05	329.315	703.705	575.74
0.000570167	0.00017731	818.905	840.843	910.138
0.0016112	0.000417871	848.419	893.761	891.616
0.000275598	0.000131005	882.143	971.016	921.722
0.000222039	2.1088e-05	179.622	276.687	288.154
0.00086156	0.000113407	395.754	499.137	546.077
2.02573e-06	9.15247e-07	136.593	584.762	614.153
0.000114134	1.70568e-05	524.061	776.161	738.123
0.000332468	2.69333e-05	151.394	323.918	250.328
0.000261309	9.74476e-05	903.883	910.985	999.918
0.000556575	2.00705e-05	184.94	773.48	821.992
0.00102582	0.00026327	915.064	988.35	961.479
0.000232648	2.40355e-05	382.768	786.116	744.419
0.0028855	0.000323346	700.911	701.296	776.647
0.000506434	0.000134202	658.194	725.801	721.548
0.00062542	6.19355e-05	305.528	400.239	416.401
0.000509772	6.40818e-05	582.103	805.335	851.299
0.00079632	7.9184e-05	495.398	841.115	739.158
9.4107e-06	4.6909e-06	144.797	731.5	712.297
0.000392918	7.18097e-05	537.448	575.046	642.138
0.0338322	0.000894043	314.902	798.616	830.144
0.00316444	0.00047425	517.029	560.619	590.07
0.000938715	7.653e-05	415.788	830.007	904.411
0.00177201	0.000221011	655.355	658.904	734.287
0.00222512	0.000162387	453.261	622.101	546.849
0.000361628	3.2933e-05	444.041	776.654	730.654
0.000237003	7.57098e-05	615.895	808.811	643.12
0.000893132	0.000115321	576.303	769.827	683.295
0.000482792	0.000105955	645.85	727.404	713.751
0.00171594	0.000182236	679.575	984.877	930.334
0.00120008	0.000294956	186.504	234.281	207.391
0.000836401	7.60727e-05	436.772	650.557	631.78
0.00889913	0.000475323	645.292	647.61	689.927
0.00836981	0.000507498	557.269	562.079	608.189
0.00553058	0.000361584	527.456	879.951	913.357
0.00258819	0.000198542	231.082	232.243	281.589
0.0030856	0.000280592	503.302	511.924	585.382
0.000176951	8.4535e-05	776.774	807.825	848.628
0.000308894	4.83537e-05	507.449	601.444	684.601
0.000264669	2.59012e-05	407.017	910.997	955.972
0.00148281	0.000142093	431.002	433.815	486.768
0.000270102	3.32858e-05	227.449	241.703	348.628
0.00117708	0.00026343	713.259	744.025	770.437
0.000706819	0.000123732	494.514	500.025	560.256
5.41395e-05	6.60594e-06	397.464	730.626	723.129
0.000138817	1.25114e-05	346.356	539.204	556.235
0.000455851	0.00013909	565.815	585.867	605.895
0.000439803	0.000184273	828.519	866.752	872.158
0.000124868	8.68763e-05	876.115	927.427	977.74
0.00085642	0.000150253	711.313	833.227	790.761
0.000328062	2.11423e-05	415.296	819.427	781.728
0.00144241	0.000353571	707.617	772.207	718.57
0.000226262	3.64038e-05	557.496	789.098	788.632
0.000535404	6.36185e-05	477.505	756.434	605.619
0.000202588	0.000102352	804.69	842.442	877.265
0.00117803	0.000153756	683.862	778.804	853.215
0.000169818	2.08436e-05	409.909	500.089	505.183
0.000172296	7.72082e-05	680.523	796.606	727.696
0.000155582	3.86873e-05	650.605	781.543	855.016
0.00942704	0.000566479	645.101	656.397	694.954
1.62771e-05	1.05275e-05	202.112	849.954	803.654
0.000744843	0.000177455	788.712	808.286	838.901
0.000503254	7.47816e-05	499.825	636.395	528.979
0.000323694	0.000178342	877.534	936.687	906.114
0.000519397	0.000158212	639.087	703.487	655.621
0.000471648	5.71849e-05	582.903	751.221	758.984
0.000211141	6.58259e-05	621.43	681.424	699.624
6.63105e-05	7.23561e-06	395.195	766.571	672.542
0.00830166	0.00041692	647.286	692.156	654.299
0.000485353	3.87038e-05	360.456	604.634	420.494
0.0789974	0.0125363	762.672	769.337	773.928
0.0034658	0.000512659	784.679	874.662	949.43
0.000108856	2.2898e-05	495.328	668.833	715.817
0.000324419	2.96487e-05	340.01	442.591	559.652
0.000597178	9.70856e-05	499.302	556.412	573.314
0.000172644	7.0798e-05	672.388	817.502	719.228
0.00319242	0.000311899	506.441	513.443	580.65
0.000377537	8.5765e-05	783.985	878.801	929.655
0.000469244	2.7806e-05	345.466	636.71	647.892
0.00181179	0.000210936	708.881	708.934	784.605
0.000846952	0.000115812	379.564	480.011	540.429
0.00178866	0.000273552	748.838	749.355	848.937
3.30632e-05	8.36686e-05	742.781	928.465	936.94
0.000573639	5.0527e-05	317.135	460.429	381.223
0.000310649	0.000101609	887.876	952.481	976.908
0.00356678	0.000324426	514.569	805.447	692.812
0.000151307	3.40386e-05	637.456	764.93	828.673
0.000492993	0.000119019	843.138	890.922	952.358
0.000350143	3.96679e-05	402.23	644.34	452.996
0.00010544	6.69281e-05	555.075	591.303	626.653
0.000324036	1.62775e-05	307.634	634.954	652.106
0.000190348	3.65825e-05	553.265	695.586	714.81
0.000423873	0.000107924	531.705	551.046	596.712
0.000955875	0.000157701	595.699	666.914	681.583
9.77053e-05	6.88436e-06	375.506	475.708	526.842
0.00414243	0.000266055	282.079	437.288	370.966
0.0138132	0.000422421	172.391	650.124	647.776
0.00018097	3.24602e-05	467.886	530.83	639.923
0.00149389	0.000176582	432.148	440.176	484.133
0.000171791	3.60172e-05	573.411	651.828	668.466
0.00175558	0.000396513	831.075	851.685	897.759
0.000263259	5.09673e-05	674.251	917.935	987.29
0.000474794	6.92642e-05	515.3	646.122	678.223
0.000629261	4.05424e-05	181.319	370.645	295.129
3.96319e-06	3.87186e-06	268.929	788.691	638.352
0.000969525	0.000176394	717.06	725.307	806.439
2.36311e-05	4.85904e-06	128.883	370.34	412.853
0.000162118	4.08743e-05	602.704	733.109	670.987
0.000773954	5.08503e-05	213.28	322.089	349.256
0.00466022	0.000355195	741.271	906.358	951.258
0.000120894	6.81817e-06	320.124	811.915	818.586
0.0001416	4.10189e-05	674.376	765.641	839.071
0.00389728	0.000435558	842.028	845.909	877.116
0.000124207	1.72834e-05	436.1	742.292	636.893
0.00115062	0.000121497	492.895	493.854	567.718
0.00070545	0.000105402	449.642	491.166	599.041
0.00247662	0.000175793	275.071	389.971	309.896
0.000318305	4.81819e-05	592.244	948.084	863.263
0.000163542	8.37208e-06	173.392	823.309	724.066
0.000172638	2.60246e-05	581.931	696.126	768.708
0.000146572	3.89426e-05	802.081	983.022	958.8
0.00081901	0.000133555	710.834	711.965	784.664
0.000173268	3.52884e-05	596.415	771.867	766.494
0.000252969	2.36078e-05	436.474	972.69	959.723
0.000421802	7.81963e-05	425.784	499.201	447.74
0.000236477	0.000108304	803.682	861.686	867.461
0.000189077	5.06714e-05	630.102	792.578	713.166
0.000199091	2.03244e-05	296.055	411.381	411.018
0.000567309	0.000100119	577.075	631.271	654.167
0.000668208	7.58464e-05	553.152	568.322	656.073
0.00480886	0.000560402	889.538	913.86	942.955
0.00134826	0.000320706	669.105	758.906	718.936
0.00111451	0.000160955	497.749	545.048	550.825
0.000741047	8.83351e-05	567.819	738.886	719.893
0.000280251	2.89649e-05	183.87	393.712	311.767
0.000713348	0.00013679	798.437	890.592	925.319
0.000762405	9.70706e-05	363.174	376.634	442.881
8.77994e-05	2.34865e-05	146.44	268.838	200.27
0.00123345	0.000243919	620.915	666.423	702.578
0.000124859	1.68077e-05	389.275	460.807	487.313
0.000274164	2.24936e-05	356.808	637.795	647.133
0.00039436	3.91461e-05	320.993	458.301	493.684
0.000418741	5.99422e-05	545.065	715.356	784.24
0.000497048	0.000161035	855.476	952.647	922.913
4.06619e-06	4.16043e-06	163.601	418.848	354.118
0.00175515	0.000558195	850.635	886.7	885.376
0.000404335	0.000133955	685.268	737.607	783.775
0.0553132	0.00238305	451.321	606.693	566.152
0.000161765	2.76409e-05	695.108	918.312	912.782
0.00038254	0.000112518	690.512	746.367	804.47
0.00117488	0.000269538	770.054	860.594	836.483
0.00176072	0.000238928	652.144	745.178	734.288
0.00160472	0.000126193	411.619	412.224	485.007
0.000936936	0.000114376	407.744	455.893	484.914
2.77265e-05	1.28368e-05	150.5	265.91	227.262
0.000186804	8.70505e-06	221.745	429.267	413.922
0.00096824	0.000133855	618.783	620.399	708.911
0.00169365	0.000159356	347.798	378.576	408.101
0.000188102	6.64528e-05	794.845	874.28	865.565
0.0225735	0.00132129	563.057	668.156	687.068
0.00068665	0.000110838	557.177	638.026	647.404
0.000248684	3.39522e-05	589.916	708.077	733.702
8.65065e-05	6.71095e-05	699.6	802.45	860.206
0.00185447	0.00023992	538.354	587.123	582.26
0.000538763	0.00012274	801.289	837.321	942.6
0.000504035	0.000114695	557.102	624.773	608.972
0.000488058	0.000126776	716.413	716.846	786.964
0.00121077	6.66372e-05	258.796	516.694	586.339
5.2809e-06	5.15611e-06	231.713	866.025	792.115
0.00028435	2.37183e-05	365.519	633.114	655.058
0.000974439	4.14301e-05	125.321	256.448	266.91
0.000202239	3.16282e-05	497.38	650.276	671.955
0.00241837	0.000184721	345.588	418.693	356.313
0.00107811	9.70274e-05	509.555	864.651	861.393
0.000536727	0.000105468	682.147	791.033	790.427
0.000367672	5.90669e-05	527.485	634.523	644.271
0.000333534	4.9642e-05	377.783	488.686	411.451
7.59146e-05	1.28907e-05	520.406	626.057	664.369
0.000616405	0.000162626	891.335	897.761	965.24
0.00108358	0.000168896	618.373	625.812	698.195
0.00153935	0.000337247	840.897	853.439	876.651
0.00538283	0.000224835	647.449	665.892	703.569
0.00318939	0.000148545	592.461	632.108	681.904
0.000327338	5.22322e-05	669.812	825.661	802.525
0.00250758	0.000216583	491.363	812.596	878.169
0.00745748	0.000578292	383.487	577.037	620.298
0.00223962	0.000332412	836.811	946.12	914.512
0.000407761	8.34617e-05	682.807	877.119	783.332
0.000169622	1.13077e-05	390.895	750.342	783.912
0.000104996	9.78021e-05	563.989	634.028	682.627
0.000336469	4.46211e-05	516.376	798.715	851.638
8.66293e-05	1.46788e-05	471.077	760.092	801.715
0.0007668	8.17699e-05	361.652	431.452	410.814
0.000757876	6.06384e-05	252.182	288.549	309.74
0.000235775	2.14316e-05	241.734	377.834	293.394
0.00138771	0.000207886	717.13	717.132	778.844
7.53636e-05	2.16707e-05	407.613	570.042	552.024
9.66996e-05	5.54315e-05	748.78	923.394	902.316
0.000639594	8.92309e-05	535.378	657.49	696.113
1.86094e-08	8.47274e-09	128.817	949.792	966.971
0.00059581	7.85633e-05	432.755	475.771	544.73
0.000905156	0.000167016	737.362	737.39	805.454
0.00370899	0.000342932	716.009	787.036	718.39
0.000202417	4.72462e-05	664.4	812.171	840.392
0.019279	0.000375877	613.974	636.544	647.36
0.000408718	0.000114838	717.978	798.708	791.878
0.00133891	0.000287977	714.027	748.572	768.299
0.00141908	0.000140178	276.731	296.201	347.144
9.71615e-05	1.47989e-05	418.309	503.981	492.413
0.000175999	1.74705e-05	340.794	521.835	506.875
0.00654259	0.000486143	539.867	780.651	754.333
9.55684e-05	2.4154e-05	538.111	944.402	947.174
0.00400774	0.000683495	610.466	618.331	636.804
0.000460252	0.000107302	803.208	890.907	948.823
0.000601859	0.00012148	476.433	582.047	490.282
0.000200767	1.80362e-05	259.955	562.034	492.869
6.49809e-05	1.45236e-05	411.815	460.211	547.829
0.000156945	2.45861e-05	447.585	639.384	478.896
0.000447282	0.000112455	275.527	411.937	460.783
0.00184312	0.000281464	579.346	627.61	719.72
4.96497e-06	3.56758e-06	158.045	698.861	489.954
0.000202718	2.56646e-05	390.222	714.504	634.882
0.000614984	0.000128158	544.305	588.532	668.951
0.0010375	0.00011453	251.143	257.87	326.161
0.000158168	1.10202e-05	376.255	646.901	471.947
0.00131591	0.000232865	659.514	662.816	708.075
8.87211e-05	1.50908e-05	423.803	635.631	609.197
0.00301707	0.000408703	788.419	824.953	813.96
0.000137355	3.101e-05	420.327	559.672	522.413
0.000195878	2.0443e-05	304.884	423.367	442.621
0.00263662	0.000281124	562.478	634.881	587.509
0.00260949	0.000285237	516.633	528.17	557.437
0.000778216	0.000166045	729.741	742.124	824.986
0.00170954	8.41961e-05	376.246	690.43	800.268
0.00166643	0.000107491	308.526	418.481	385.13
0.000307664	2.86047e-05	330.635	511.795	431.997
0.00386516	0.000148367	347.533	695.273	696.563
0.000319092	6.74914e-05	730.124	790.823	818.645
0.00110042	0.000191916	468.186	543.59	623.321
3.52052e-07	2.66272e-07	155.557	793.509	829.744
0.000952048	6.725e-05	152.221	578.844	613.81
0.000253691	1.95631e-05	258.991	374.091	440.427
0.000339054	4.53846e-05	481.379	711.518	779.573
0.000502883	8.49066e-05	448.963	496.287	515.044
0.000598329	5.52426e-05	456.946	794.323	747.743
0.000179333	3.49878e-05	427.895	561.141	562.079
0.000181263	2.84261e-05	477.247	697.017	571.549
0.00014903	2.95526e-05	561.489	740.332	771.555
0.000671045	0.000278501	896.729	922.804	923.814
0.00211387	0.000358164	702.607	801.615	748.238
0.00114612	0.000213227	724.933	822.806	740.722
0.000383067	9.41764e-05	567.598	625.013	614.471
0.000150904	3.3433e-05	550.714	734.686	716.157
0.00017156	6.03661e-05	721.05	819.486	806.482
0.00343331	0.00028534	530.314	595.375	618.674
0.00067932	8.50202e-05	543.935	810.107	782.983
0.000467534	4.16608e-05	308.446	672.458	634.453
0.000209963	2.75789e-05	629.117	805.988	822.364
0.000131289	9.43827e-05	832.353	901.172	904.287
0.00189103	0.000254866	617.891	668.653	738.509
0.00321214	0.000251387	482.254	526.907	509.826
0.000775115	0.000294789	754.389	787.789	777.591
0.000722124	6.72692e-05	288.242	333.201	417.258
0.000242664	1.63468e-05	228.225	515.535	443.963
0.000333651	2.03924e-05	247.931	557.957	507.969
0.00518507	0.000630388	906.551	920.443	925.637
0.00014199	2.59595e-05	321.725	941.378	980.029
0.000137468	2.81438e-05	515.064	538.481	616.801
0.0033737	0.000199141	409.947	420.443	414.337
2.47481e-06	2.07478e-06	201.929	664.474	822.087
0.000190999	2.67062e-05	461.372	580.089	549.762
0.0027919	0.000390174	605.365	659.015	644.679
0.00817491	0.000580606	871.216	931.472	943.279
0.000169244	4.47404e-05	632.909	762.46	752.677
0.000889101	5.35421e-05	324.778	567.478	501.249
3.16406e-05	2.30572e-05	171.035	728.478	797.697
0.000162388	2.96929e-05	496.56	554.918	561.696
0.000424604	4.9513e-05	386.136	470.866	460.786
0.0416139	0.000667953	619.625	644.643	687.354
0.000160377	1.76409e-05	253.277	797.915	708.581
0.0027505	0.000398842	842.356	850.654	917.446
0.000439546	0.000158849	890.568	905.344	957.894
0.000308604	6.1301e-05	539.476	589.204	656.523
0.004928	0.000503364	739.095	749.122	756.823
0.00022705	7.72014e-05	707.873	753.481	805.426
0.000707777	0.000120755	631.814	717.129	719.771
0.000362589	4.57393e-05	484.505	806.131	730.71
0.00179826	0.00027319	718.388	741.852	766.305
0.000997285	0.000183993	586.861	597.922	641.711
8.63066e-05	4.0047e-06	245.053	761.249	685.671
1.74751e-05	1.70258e-05	214.016	640.308	688.862
4.5624e-06	1.51787e-06	130.213	833.478	785.746
0.000135672	3.89355e-05	700.954	750.877	809.019
0.000369175	2.95966e-05	454.47	928.027	879.403
0.00152951	0.000207123	475.906	524.739	537.275
0.000240117	1.99792e-05	384.012	544.493	508.411
0.00130291	0.000122552	389.28	518.259	500.411
0.000861098	0.000219454	550.544	558.055	594.976
0.000437693	0.000113848	732.726	800.449	838.939
0.000431446	4.74018e-05	403.616	497.005	547.538
0.000502232	0.000128941	701.507	760.917	811.818
0.0279373	0.000578683	720.547	748.432	754.924
0.000144474	4.4617e-05	647.46	712.467	722.374
0.00268743	0.000165784	651.276	727.118	663.196
0.00040086	8.51498e-05	653.578	718.31	798.589
4.63043e-05	1.84342e-05	168.032	221.327	240.673
2.86896e-06	1.38072e-06	137.874	689.451	744.951
0.000286191	8.65453e-05	769.894	825.236	941.585
0.00594902	0.000436693	668.07	876.295	805.398
4.01923e-05	1.82456e-05	440.529	567.995	591.212
0.00034839	3.3321e-05	391.784	700.931	578.574
9.55168e-05	2.08887e-05	526.268	616.912	646.392
0.000435711	0.00020096	760.953	814.718	794.792
0.00934906	0.000448995	263.534	922.158	955.73
0.000236115	2.36631e-05	390.857	779.54	800.708
0.000586608	6.75792e-05	482.856	650.722	607.672
0.00101676	0.000107584	375.539	385.925	491.575
0.000181031	2.00872e-05	415.058	552.256	521.908
0.00673889	0.000645362	825.418	897.009	888.01
2.88473e-05	2.64713e-05	185.922	666.657	559.428
0.000413024	3.47088e-05	354	451.967	542.888
0.0144172	0.000928587	668.437	675.208	699.622
0.000387049	5.78444e-05	355.269	508.254	370.609
9.351e-05	1.2625e-05	473.61	753.728	787.177
0.00223269	0.000240965	719.266	908.768	901.18
0.000359936	3.14328e-05	156.914	585.641	597.807
0.000352138	3.29877e-05	402.919	589.414	644.835
0.000166258	1.08657e-05	333.525	503.495	567.093
0.00180688	0.000238584	665.223	721.593	794.709
0.000682128	4.60998e-05	270.141	447.713	466.761
0.000375103	9.99963e-05	615.905	639.116	696.464
0.000687914	0.000107321	766.59	920	905.975
0.000191256	1.77059e-05	462.569	560.72	710.165
0.000279179	3.06007e-05	357.298	462.833	425.907
0.00288786	0.000130057	199.182	637.212	628.076
1.71406e-06	1.83436e-06	222.4	968.633	985.425
0.00945977	0.000909371	903	907.549	929.706
