Omega	Omega_err	mH1	mH2	mHc
0.0022637	0.000504332	857.909	889.16	896.95
0.000575962	0.00015174	657.95	721.474	704.385
9.63221e-05	5.52625e-06	314.902	901.393	718.678
0.000405296	4.59506e-05	402.074	477.444	547.42
0.00342289	0.000329583	612.866	614.154	646.719
0.000305401	5.47181e-05	493.992	550.791	544.838
3.45822e-06	1.97917e-06	143.107	526.248	545.028
0.000666801	0.000110542	565.91	806.001	804.256
0.000168543	7.21866e-06	178.195	422.569	431.838
0.000600553	0.000182601	869.494	900.279	978.115
0.0176382	0.000722858	868.704	915.672	959.43
0.000279048	3.79549e-05	519.877	791.999	798.604
0.00238326	0.000310061	452.27	499.954	555.463
0.000405547	3.32003e-05	276.274	381.008	403.828
7.37691e-05	1.1157e-05	370.342	472.593	548.111
0.00221334	0.000222148	726.8	727.022	774.272
0.000353826	3.51606e-05	482.424	530.482	607.743
0.000153564	1.11663e-05	292.276	551.155	406.332
0.00134202	0.000224321	739.899	744.635	818.674
0.000101573	1.87627e-05	335.716	395.603	453.542
0.00279299	0.00025755	457.616	591.757	514.693
6.61515e-05	8.96146e-06	287.047	689.504	778.248
0.00121669	0.000179323	667.735	786.488	843.621
0.002429	0.000241829	787.146	834.93	805.923
0.000688937	0.000102777	619.578	781.335	726.226
0.000857074	0.000111509	587.31	764.137	685.046
6.48574e-05	0.000134789	803.498	880.597	892.702
0.0038333	0.000317676	766.148	945.471	925.978
0.000219922	6.75554e-05	646.768	687.861	770.927
0.000968423	8.44397e-05	245.116	261.964	355.1
0.017071	0.00770447	367.239	378.15	388.86
0.0957415	0.00819513	950.339	963.845	963.326
0.00429966	0.000831277	640.771	640.841	668.217
0.0413754	0.00116827	941.615	942.175	950.353
0.0001242	9.02329e-06	376.931	644.625	711.59
0.00202188	0.000272052	159.1	206.551	161.823
0.000146766	3.6535e-05	650.458	786.469	783.947
0.0003617	8.66621e-05	491.085	511.712	556.953
0.000178644	5.77669e-05	732.988	838.867	823.575
0.000530255	9.83999e-05	734.774	831.541	876.466
0.000301964	5.83137e-05	651.824	833.098	846.119
0.000902769	9.75227e-05	415.199	584.697	632.487
0.00124103	0.000110448	309.276	395.009	401.31
0.000114756	9.96683e-06	291.016	898.393	794.936
0.00041612	6.87673e-05	653.549	858.289	806.759
0.000522236	6.54774e-05	419.997	544.16	557.67
6.60349e-05	5.59523e-06	336.998	508.885	540.03
0.000461305	0.000167588	798.243	837.474	885.798
0.000306366	7.59346e-05	581.818	635.199	738.794
0.00130773	0.000437141	785.551	786.642	823.91
0.000291451	8.87283e-05	758.34	820.73	877.52
0.00074344	0.000115046	510.123	590.579	570.415
0.000609376	0.000115571	700.467	851.339	799.245
0.00182711	0.00024516	511.432	569.913	538.947
0.00134099	0.000219414	767.931	924.909	962.732
0.00145626	0.00026838	465.988	478.203	495.999
0.000405301	5.36074e-05	489.626	687.136	670.974
0.0013077	0.00020632	749.991	750.801	828.01
0.00442299	0.000408415	564.347	595.98	670.022
0.00151539	0.000395656	592.701	593.17	650.552
0.000151226	1.67588e-05	242.475	569.532	495.125
0.00179765	0.000237008	616.017	657.58	676.236
0.000804104	0.000147837	573.283	792.963	816.561
0.00242333	0.000151888	451.683	782.931	745.811
0.00030688	6.66691e-05	776.237	958.791	946.396
0.00538489	0.000314358	500.404	744.634	717.718
0.000668538	0.000108358	555.103	631.538	687.778
0.000326002	3.84038e-05	406.244	502.633	558.027
0.00137847	0.000199015	603.973	970.507	955.995
0.000386379	3.1303e-05	472.449	955.613	854.47
0.000102159	1.83928e-05	132.916	148.318	266.358
0.00282049	0.000491107	783.756	798.304	815.826
0.000304513	0.000138789	771.825	801.593	830.916
0.00607595	0.00027875	553.678	560.242	609.834
7.822e-05	2.66289e-05	627.108	836.221	875.464
0.000261437	2.50575e-05	299.043	330.587	462.056
0.000265668	3.07218e-05	429.274	554.715	508.275
0.00256069	0.000244197	763.19	763.714	826.296
0.000100237	3.64577e-05	755.726	878.839	950.904
0.000164642	3.18405e-05	472.934	496.541	571.414
0.00586697	0.000763448	811.186	847.905	834.35
0.00245897	0.000548421	727.831	763.49	760.509
0.00021013	0.000107771	756.766	846.203	794.788
0.000227976	4.36766e-05	709.512	986.349	988.42
0.000698994	6.77728e-05	353.31	439.431	455.996
0.00291767	0.000284535	759.889	941.504	877.915
0.000508196	7.63374e-05	484.903	639.862	702.099
0.0012385	0.000166896	468.798	477.59	558.341
0.00252764	0.000166659	246.246	653.856	602.986
0.000266127	6.07449e-05	586.625	597.155	692.538
0.00151335	0.000216572	782.991	906.157	980.893
0.00686438	0.000559693	616.271	619.957	650.423
0.0024826	0.000291614	658.324	660.254	694.985
0.00129001	1.93952e-05	123.976	648.684	678.143
0.0021862	0.000269733	863.818	867.243	932.852
5.30131e-05	2.88483e-05	411.281	474.446	532.846
0.00121194	0.000112622	370.245	473.406	395.45
0.000235888	1.96964e-05	260.178	445.876	395.35
0.0001517	1.9963e-05	421.012	464.868	534.844
0.00016522	2.46663e-05	651.66	809.806	801.887
0.00448175	0.000235131	682.785	766.496	706.153
0.000460307	0.000130632	810.503	901.959	871.759
0.000570113	5.46057e-05	341.469	344.265	427.396
0.000139118	4.59443e-05	714.302	736.504	809.428
0.000673741	0.000106488	814.223	965.495	978.405
0.000455387	4.83316e-05	311.862	347.768	416.822
0.000378002	8.16006e-05	519.435	551.13	574.423
6.66774e-05	4.62104e-06	312.776	520.198	530.083
0.0142695	0.00367975	357.958	360.906	379.157
0.000146084	4.51862e-05	714.076	798.726	830.763
0.000363261	0.000107055	639.06	663.158	735.887
6.2843e-05	2.24484e-05	427.893	671.389	507.628
0.000125832	4.4177e-05	655.18	791.238	762.316
0.00292742	0.000383082	829.758	830.07	866.562
0.00136483	0.000267697	770.752	776.826	822.167
0.000201224	1.7572e-05	365.832	585.788	620.385
0.000335012	6.28381e-05	510.035	555.96	648.636
0.000310379	2.72149e-05	377.88	438.737	468.308
0.0133846	0.00111242	504.493	570.555	603.989
0.000132621	6.51015e-05	561.469	609.071	683.359
0.000417014	7.53356e-05	576.032	817.147	663.779
0.00772623	0.000202312	819.272	875.564	864.087
3.68319e-05	3.80884e-05	398.77	909.286	917.928
0.00869725	0.00163998	563.392	595.81	572.612
0.000700119	0.000163196	836.739	853.914	934.392
0.00139324	0.000285294	783.548	903.597	978.361
0.000534691	0.000149088	780.875	867.256	835.19
0.0109602	0.000689926	406.438	440.485	421.145
0.000290658	0.000129171	761.189	783.009	806.491
0.00243156	0.000404967	729.433	773.941	821.577
0.000993091	0.000115147	447.335	526.674	507.408
0.00911758	0.000419543	593.783	974.496	902.026
4.1632e-05	7.34844e-05	678.988	876.429	821.92
0.000525492	4.63069e-05	370.819	511.88	532.916
9.32464e-06	4.44977e-06	143.605	571.761	616.178
0.000201275	1.05725e-05	321.806	721.54	712.029
0.00106353	0.000156528	530.018	533.937	584.778
0.000180964	2.28168e-05	571.032	732.345	706.74
0.0167012	0.000864272	867.334	867.745	895.139
4.02915e-06	3.33286e-06	208.405	568.589	600.558
0.00380989	0.000289367	777.851	963.958	943.886
0.0024015	0.000230275	871.472	978.986	900.699
0.000279489	2.65852e-05	287.433	765.538	775.636
0.000202035	2.57156e-05	606.292	735.182	786.433
0.00295372	0.000256698	566.159	622.311	575.827
0.00217781	0.000521599	359.092	370.28	379.202
0.00104708	0.000179282	819.523	945.594	940.33
0.000381009	4.33823e-05	367.598	415.241	453.081
0.000760497	0.000102419	525.453	545.591	618.281
0.000364219	0.000146256	758.603	800.039	840.698
0.0005064	2.24673e-05	235.239	302.485	662.335
0.000200553	3.70822e-05	567.199	588.416	672.519
0.000448823	1.858e-05	228.203	399.915	452.04
0.00270665	0.000333626	202.481	218.924	274.53
0.000148602	1.96966e-05	549.946	691.26	665.773
0.000120164	1.76477e-05	460.734	550.637	532.453
0.00456549	0.00039507	570.7	689.543	657.17
0.0202173	0.00175223	650.74	652.729	678.174
0.00138243	0.000297714	793.723	806.968	850.724
0.000417726	6.48181e-05	501.166	620.63	638.787
0.000448738	0.000101502	613.155	628.14	703.225
0.00104427	0.000131832	475.217	475.413	535.833
0.000235851	2.74945e-05	361.858	500.19	506.274
0.00549081	0.000401958	759.217	885.513	893.834
0.00203077	0.000283863	693.166	757.974	796.056
0.000165797	3.49518e-05	441.664	589.128	501.934
0.0024399	0.000311496	632.756	751.013	794.721
0.00429007	0.000895282	301.999	306.142	330.412
0.000264137	0.000103303	760.498	867.295	800.187
0.00294005	0.000327978	386.577	559.372	521.034
9.25363e-05	4.22299e-05	786.965	974.579	992.886
0.0100045	0.000712036	817.463	841.974	848.517
0.000101044	8.57717e-05	593.244	626.074	700.987
0.00153206	0.000124502	383.116	384.569	452.111
0.00120409	0.000177423	463.092	478.862	509.252
0.0110863	0.00121622	400.835	418.869	403.933
0.000394159	0.000139342	814.847	909.047	877.007
0.000878137	0.000146444	525.884	538.019	587.246
6.83347e-05	2.97209e-05	529.462	592.048	676.064
0.000104852	7.96301e-06	386.909	511.167	595.323
2.94733e-06	2.15943e-06	163.111	935.27	857.167
0.000476795	5.03528e-05	373.789	439.343	502.626
0.0374472	0.00311311	720.438	733.61	726.885
0.000341332	4.71031e-05	295.278	613.711	528.091
0.0105559	0.000966416	384.242	384.501	423.835
0.00675598	0.00321535	357.825	369.057	376.257
0.000210561	4.67395e-05	558.804	626.332	675.198
0.00253322	0.000326283	633.811	696.065	646.18
0.000179952	1.2965e-05	403.28	854.324	869.962
0.00303793	0.000213633	913.66	928.96	990.76
0.000356803	5.9336e-05	605.567	787.113	792.392
0.000482748	6.3084e-05	413.731	510.224	540.281
0.000292985	1.85299e-05	219.045	570.132	602.612
2.20341e-05	1.58076e-05	256.749	904.277	951.978
0.000169039	2.49324e-05	421.683	585.114	535.691
0.000240606	3.22495e-05	534.689	768.272	825.876
0.000352708	5.80831e-05	560.275	677.896	700.769
0.0019177	0.000209564	755.859	809.753	798.315
0.000221869	1.53763e-05	168.337	785.286	686.596
0.000441217	8.40386e-05	652.109	778.01	781.511
0.000332116	5.37773e-05	383.607	429.973	433.643
0.00301074	0.00025818	511.186	578.769	525.123
0.00071177	0.000117728	584.088	711.942	636.447
0.000288443	1.12075e-05	164.812	623.99	644.371
0.000187107	3.34063e-05	780.005	928.927	990.59
0.00286297	0.000682723	444.155	473.78	462.578
0.000670101	5.46066e-05	433.33	714.91	631.027
0.00045003	0.000123289	618.098	632.724	676.15
0.000222527	1.99152e-05	423.32	536.236	590.777
0.00130957	0.000240187	721.92	888.849	913.761
0.0367812	0.0014747	586.793	644.487	663.822
0.0021405	0.000335464	703.472	747.348	718.637
0.000210924	4.64221e-05	606.399	780.663	755.578
0.000480224	6.44728e-05	611.459	904.489	947.469
7.45242e-05	1.34852e-05	437.574	537.232	589.059
0.000422908	5.03598e-05	332.489	385.023	425.636
0.000372663	4.46551e-05	382.656	429.461	503.698
0.00146661	0.000236202	768.354	776.96	846.052
0.000324521	3.5943e-05	476.951	584.303	544.233
0.000128875	1.89288e-05	328.98	370.344	420.353
0.000179574	3.42884e-05	663.883	844.677	820.741
0.000329971	8.14737e-05	712.044	804.868	802.507
0.0208394	0.000235183	738.657	850.918	803.806
0.000624977	0.000157114	855.122	866.361	945.727
0.00200042	0.000223659	432.826	542.818	460.896
7.29329e-06	2.59838e-06	136.623	514.872	457.946
0.00149622	0.000259411	888.002	891.339	934.785
0.000114161	1.56888e-05	488.572	598.551	607.535
9.89499e-05	2.44388e-05	565.045	729.758	766.499
0.0002638	2.43739e-05	297.768	599	689.76
0.0194995	0.00476058	426.772	429.11	433.799
0.00135991	0.000143391	561.053	833.584	796.128
0.000229991	0.000122528	714.487	753.171	771.305
0.000462758	6.16558e-05	473.766	578.558	572.981
0.00707428	0.00337315	518.515	528.302	542.211
0.00480252	0.00072459	452.668	459.177	479.588
0.00035459	3.46251e-05	301.04	381.383	410.304
0.000122181	1.2793e-05	439.711	705.642	585.882
0.000604617	0.000124476	724.483	724.909	788.046
0.00159512	0.000156509	565.274	573.347	632.669
0.000353631	8.80697e-05	651.284	705.08	746.873
0.00220946	0.000132682	350.142	953.543	882.487
0.00208046	0.000123497	346.805	744.61	699.44
0.000146152	1.48716e-05	254.103	461.933	350.582
0.000437349	3.15854e-05	409.114	873.814	842.828
8.36879e-05	1.06073e-05	357.882	552.463	473.85
0.000278949	9.61781e-05	709.081	751.83	795.692
0.000205954	6.87096e-05	625.617	653.914	703.51
0.000139725	2.12506e-05	597.68	722.694	715.958
0.000379217	2.80775e-05	421.421	874.925	781.997
0.000243114	1.57115e-05	324.388	670.568	501.82
0.000357976	6.31807e-05	661.708	951.207	893.764
0.000458445	4.33824e-05	422.261	746.927	781.472
0.00661122	0.000493264	516.775	635.67	599.523
0.000151828	6.35372e-06	204.14	452.047	522.985
0.000390426	4.45687e-05	479.444	608.901	647.259
0.00046294	0.000113751	510.898	570.965	552.43
0.000399956	7.48714e-05	476.451	498.795	572.611
0.000464921	0.000104357	595.372	632.352	673.559
0.00115591	6.24975e-05	255.455	527.534	479.115
0.000100821	9.72757e-06	361.339	430.767	464.847
0.000425888	0.000173343	858.973	865.781	939.576
0.000164211	8.8328e-06	306.001	466.73	496.213
0.00049176	3.4781e-05	226.857	372.787	286.085
0.0027406	0.000286451	695.703	701.922	758.837
8.85032e-05	1.63176e-05	352.099	492.053	544.257
0.0132863	0.000709774	823.483	823.789	856.521
0.000244156	0.000244526	713.125	752.203	755.157
9.61331e-05	6.94679e-06	375.856	490.219	528.503
0.00493645	0.000649352	858.693	877.624	879.778
0.000567904	9.38663e-05	629.741	875.012	803.044
0.00056164	6.31014e-05	503.497	919.781	862.435
0.000266195	1.20475e-05	277.702	629.92	561.429
0.00375298	0.000250043	557.35	884.19	837.504
4.59881e-06	3.69646e-06	246.226	864.588	888.664
0.000224141	3.21551e-05	402.389	443.886	480.383
0.0152029	0.00122352	918.171	968.554	991.45
0.00265963	0.000224835	481.344	603.991	567.004
0.0136119	0.00593126	244.77	245.133	255.912
0.000118268	2.66909e-05	621.977	670.923	726.187
0.000174295	8.20906e-05	626.79	740.591	667.462
0.000625001	0.000215498	669.869	717.357	705.211
6.89456e-05	2.76305e-05	586.014	903.161	809.418
0.00019191	1.81894e-05	457.419	557.706	544.475
0.0010503	0.000122379	449.461	547.996	588.474
0.00046474	0.000134218	796.801	808.257	870.525
0.000597791	0.00031487	856.758	859.745	895.893
0.000581868	5.45883e-05	463.707	631.857	694.838
0.009516	0.000443332	541.842	852.481	770.017
0.000500208	0.000147225	472.168	534.322	515.037
0.00027616	9.85759e-05	776.687	893.332	849.066
0.00265324	0.000305803	599.112	634.486	679.843
0.00178455	6.82068e-05	227.766	491.895	494.454
0.00206645	0.000238826	545.345	576.708	629.75
0.000323329	2.54355e-05	324.268	516.847	393.326
0.000991497	0.000242243	790.101	867.447	802.287
1.52192e-06	7.18632e-07	139.693	651.208	673.023
0.00287569	9.61558e-05	161.637	932.77	918.294
0.000238929	4.73263e-05	557.669	674.538	633.806
9.33865e-05	4.88873e-06	223.376	622.165	641.274
0.000291075	0.000138909	770.269	819.012	812.431
0.00289586	0.000214391	458.777	540.824	460.934
0.000129597	3.48377e-05	705.263	895.724	979.044
0.0030434	0.000404452	847.971	854.219	893.958
0.000519852	0.000116442	739.189	813.964	876.829
0.000394217	4.76356e-05	330.035	435.182	375.285
0.000793111	7.68495e-05	399.627	597.93	615.598
0.000314348	4.07474e-05	419.597	460.77	494.668
0.000182382	2.32783e-05	576.344	929.511	922.494
0.0012169	0.000111871	485.772	629.376	679.157
0.000148401	3.06282e-05	788.428	923.978	938.641
0.00342696	0.000354694	779.967	908.115	834.636
0.000121418	2.07221e-05	490.105	555.909	626.517
9.02854e-05	1.29328e-05	528.728	708.74	611.547
0.000295544	2.07813e-05	268.402	567.058	376.623
0.000170539	2.7561e-05	549.68	669.371	682.636
0.000515388	0.000121482	596.812	656.112	661.265
0.00056713	6.83802e-05	485.773	643.192	649.667
0.000960826	0.000147205	475.492	490.242	542.956
0.000620193	6.83618e-05	320.289	321.297	406.573
0.000247884	5.28507e-05	543.962	605.258	626.935
0.00035798	4.03313e-05	454.178	648.998	586.625
0.000478315	0.000118043	820.693	848.383	929.789
0.000145518	3.73994e-05	685.899	803.867	779.153
0.000215856	2.86741e-05	486.173	645.425	630.585
0.00243608	0.000171014	542.539	650.4	592.811
0.000404393	5.96706e-05	719.695	924.628	979.359
0.101336	0.00106728	799.524	925.487	875.394
0.000246461	4.45984e-05	756.629	870.627	924.64
0.000566632	5.30044e-05	437.754	481.209	519.063
0.000364156	6.1561e-05	499.558	576.281	622.291
0.000886108	0.000139752	729.983	933.668	833.214
0.00236425	0.000367951	876.397	879.202	915.379
0.00168422	0.000308711	779.575	789.789	791.902
0.000261132	9.85496e-05	822.912	885.469	888.182
0.00166877	0.000157076	641.549	845.934	826.93
0.00180441	0.000108952	323.435	357.318	409.034
0.000162782	1.39137e-05	250.666	402.887	423.498
0.00165093	0.000153715	285.317	430.969	415.91
9.60691e-05	2.54725e-05	559.049	850.571	766.753
0.000298709	5.05829e-05	530.548	690.736	620.248
0.000185426	1.73568e-05	258.115	448.656	365.528
0.0010139	6.96297e-05	530.569	979.417	924.532
0.00544805	0.000632401	814.445	814.459	839.713
0.000257239	2.80883e-05	485.921	759.507	754.202
0.0054121	0.000319193	710.765	862.625	928.83
0.000177933	1.25179e-05	331.395	582.638	646.796
0.000136578	3.05545e-05	658.366	947.342	879.732
0.000102716	9.77125e-06	350.328	554.944	590.319
0.000314547	5.69515e-05	673.175	952.105	867.208
8.63311e-05	3.91069e-05	276.567	784.488	855.564
9.24539e-05	1.00614e-05	320.197	695.352	720.106
0.00509555	0.000337905	439.226	592.728	537.907
0.000822739	0.000112544	588.474	759.025	815.564
0.000143847	1.58015e-05	328.191	635.105	552.416
0.000411511	0.000124708	808.45	913.002	824.641
0.000801555	0.00023321	662.681	728.594	688.94
0.000523675	0.000139618	399.066	506.901	508.526
9.86188e-05	1.07122e-05	300.017	504.473	507.665
0.000323187	4.3657e-05	585.557	836.951	813.721
0.000315164	4.83071e-05	596.9	742.896	784.426
0.00171272	0.0001757	442.01	614.59	549.149
0.000612178	0.000153333	731.267	791.153	851.795
0.00997379	0.0038434	513.208	530.271	536.913
0.000155028	6.32902e-05	764.185	814.252	845.714
0.000269925	1.11082e-05	178.046	835.104	786.656
0.0001078	1.37873e-05	316.365	736.335	706.536
0.000674222	0.000137548	662.561	803.909	734.094
0.00726281	0.000461592	683.014	707.406	690.853
0.000271252	1.48879e-05	332.272	439.046	425.448
0.00024435	2.44883e-05	286.806	486.74	470.317
0.000559627	8.66929e-05	697.664	944.675	975.441
0.000810226	0.000193334	714.402	728.314	767.305
0.000625859	0.000114573	538.476	576.155	637.342
0.00136137	0.000151668	353.595	363.835	437.053
0.000450075	0.000116542	776.838	778.994	860.845
0.00574446	0.000741315	716.071	894.494	929.463
0.000427154	9.21127e-05	644.257	733.611	734.707
0.000554053	0.000104625	664.901	733.518	807.84
0.0053717	0.000540775	829.146	855.996	850.333
0.000956122	0.000134429	487.162	552.577	558.818
0.000101924	2.6013e-05	715.471	819.203	879.359
0.000292439	5.69587e-05	553.063	631.869	644.249
0.00027173	5.234e-05	669.159	885.527	925.994
0.000812552	0.000150496	756.161	894.236	841.747
0.000277121	7.04118e-05	656.726	704.572	807.279
0.000121512	7.11883e-06	305.905	613.421	588.912
0.000550474	6.70949e-05	579.848	688.049	650.983
0.000262666	3.88686e-05	563.853	850.998	896.452
0.000200284	4.58454e-05	567.434	726.51	651.047
0.0924464	0.00042917	620.547	688.123	732.763
0.0029316	0.00038761	711.966	725.661	766.448
0.0152899	0.000235535	621.314	645.716	700.925
0.000136808	2.84397e-05	502.968	550.454	612.98
0.00917961	0.00044645	336.312	573.433	586.558
0.000536294	0.00019193	688.07	700.842	752.422
0.00383737	0.000505939	566.112	584.089	596.148
0.000123117	1.5792e-05	423.075	593.526	634.168
0.000284485	3.2665e-05	215.776	646.906	631.296
0.000701339	9.07613e-05	568.366	731.14	762.18
0.00608143	0.000447481	581.849	582.128	617.132
0.000588821	9.6564e-05	664.661	895.7	872.852
0.00094546	0.00048601	514.029	514.675	531.101
0.000131618	3.21194e-05	644.823	989.008	983.359
0.000809287	7.86068e-05	491.95	657.862	505.194
0.000278226	5.17275e-05	587.175	810.306	686.461
0.00123986	0.000206105	747.692	747.715	801.885
0.00301678	0.000309954	637.994	698.395	739.612
0.00122579	0.000578755	806.187	806.238	825.808
0.000984749	0.000202955	783.528	844.512	793.258
0.00010553	1.50407e-05	528.068	935.309	982.125
0.000404999	6.38125e-05	407.639	431.3	468.274
0.000182878	5.01413e-05	710.495	808.585	861.031
0.000401594	8.05171e-05	783.366	903.169	964.529
0.000166037	2.93478e-05	550.497	814.217	854.635
1.63651e-06	4.34134e-07	128.091	660.8	693.942
0.000116923	3.66474e-05	628.615	789.209	718.229
0.000406123	6.59943e-05	556.561	658.815	752.15
0.000621821	0.000177114	804.288	815.12	869.962
0.000292259	8.67064e-05	777.922	839.53	892.847
0.000325736	3.85939e-05	340.42	426.175	379.371
0.000373509	7.04969e-05	489.171	589.01	540.124
0.000384121	2.32356e-05	251.542	375.789	404.633
0.00435192	0.00030136	440.846	685.68	667.014
0.017919	0.00262932	451.921	453.338	476.746
0.00470844	0.000422422	757.081	763.661	805.582
0.000130192	1.19681e-05	398.247	629.059	636.307
0.000112165	1.28248e-05	420.521	664.979	574.219
0.0020952	0.000140623	321.247	511.137	533.136
0.000636844	0.000159836	682.254	710.516	763.787
0.000544422	6.17197e-05	474.08	869.434	874.623
0.00045072	9.27188e-05	591.49	655.404	749.205
0.000173762	1.24893e-05	204.829	543.722	499.333
0.00107147	0.000184836	842.012	912.678	975.048
7.203e-06	4.74063e-06	136.741	504.766	378.677
0.00113465	0.000183064	600.284	602.67	641.406
0.00102502	6.88489e-05	244.925	714.509	668.723
0.000101467	2.18118e-05	502.882	738.989	635.675
0.000483834	0.000177277	840.013	881.371	880.044
0.000992537	0.000244354	701.611	768.872	763.775
0.00216647	0.000315621	515.288	642.168	696.108
0.000229354	2.26783e-05	450.819	600.815	510.914
0.00057675	8.8548e-05	642.722	816.12	784.895
0.00028653	8.79846e-05	870.935	877.543	981.447
6.61744e-05	4.75629e-05	569.182	836.247	838.988
0.00347186	0.000274206	516.027	517.866	592.168
0.000442179	3.76482e-05	260.354	352.971	375.26
0.000140433	3.44151e-05	692.124	997.036	963.945
0.00348039	0.000358381	662.696	676.089	689.077
0.000245492	2.24782e-05	329.135	411.142	423.928
0.000231396	8.09396e-05	581.36	652.841	611.208
0.00139183	0.000227471	862.263	866.29	938.393
0.000486748	7.34856e-05	524.958	602.864	619.28
0.000492737	4.04562e-05	362.402	543.381	467.302
0.00091511	0.000287287	730.566	746.068	761.353
0.000694833	6.88281e-05	153.161	164.405	225.103
3.97277e-07	3.93078e-07	202.978	843.326	882.994
0.000142015	8.63341e-05	813.604	850.628	895.432
7.01664e-05	4.89505e-05	783.714	995.389	915.782
0.00801051	0.000616387	637.649	637.685	672.465
0.00112258	0.000281708	841.054	959.831	909.747
0.00386064	0.000457541	980.418	982.015	983.843
0.00130155	7.09977e-05	318.111	610.382	602.91
0.0333344	0.00216303	432.955	606.16	675.723
0.00173255	8.78263e-05	600.459	680.583	618.93
0.000164985	3.20076e-05	540.204	636.532	629.764
0.00192603	0.000140406	574.194	679.236	709.74
0.00361947	0.000373132	485.046	497.035	521.935
0.00406999	0.00034444	765.002	896.272	812.656
0.00139663	0.000202084	505.862	598.499	535.6
0.000236489	6.78342e-05	672.681	754.175	746.471
0.000991201	9.95645e-05	315.06	445.302	356.19
0.000138461	1.76662e-05	575.876	915.96	937.173
0.00280273	0.000397374	887.872	953.58	977.111
0.0016966	0.00025572	706.537	711.334	781.945
0.000693945	6.01885e-05	213.154	302.98	308.346
0.00035872	6.29701e-05	394.949	530.878	414.609
0.000717799	0.00016032	725.363	741.659	808.043
0.00075812	0.000160542	564.334	587.048	616.038
0.000171512	1.79224e-05	315.953	536.188	415.204
0.000747953	0.000115483	473.845	486.737	539.749
0.00049196	0.00013909	821.495	880.361	946.732
0.000443321	4.93659e-05	375.916	431.829	458.813
0.000138534	2.96649e-05	667.131	767.228	754.868
2.97203e-05	1.59265e-05	160.645	534.344	476.317
0.000575879	0.00014258	773.078	864.731	786.285
0.000216045	4.36925e-05	529.532	571.062	604.742
1.68947e-05	1.74503e-05	211.092	762.298	651.109
0.00531173	0.00054121	537.354	548.936	573.074
0.00518297	0.000326893	522.312	522.677	587.857
0.00458694	0.000253496	363.966	589.304	659.306
0.000219733	6.63106e-05	560.95	590.811	607.148
0.000231221	7.21414e-05	788.659	876.063	907.433
0.00132056	0.000243726	592.352	620.977	655.109
0.000102345	9.46688e-06	305.317	551.743	444.954
0.00260226	0.00029952	541.924	555.5	614.135
0.000556129	3.02373e-05	227.3	461.699	416.182
0.00155819	0.000365535	805.727	843.314	839.345
0.000679487	0.000229404	880.63	891.395	931.523
0.000338824	4.4833e-05	400.743	471.388	448.416
0.000990416	0.000300944	534.293	554.699	552.012
0.00161501	0.000229792	660.669	667.272	746.097
0.000469938	5.30266e-05	417.9	559.271	613.553
0.0135058	0.000826978	205.471	263.895	208.671
0.000311866	7.78341e-05	585.631	635.579	680.903
0.000256396	8.4465e-05	694.682	772.387	753.988
0.00109528	0.000101421	566.161	904.459	966.495
0.000762788	0.000172116	831.439	831.708	888.261
0.000107711	1.79204e-05	580.6	665.023	708.468
0.00398075	0.000245162	595.839	796.484	829.153
7.55266e-05	6.19269e-05	773.375	938.318	930.821
0.000228139	3.33256e-05	272.487	364.295	401.221
0.0223351	0.000963249	698.039	705.708	719.854
0.000663394	0.000101994	412.995	465.999	450.567
0.00172965	8.8582e-05	346.476	644.567	631.059
0.0178542	0.00928016	261.117	270.618	262.63
0.00111954	0.000130229	920.325	975.499	939.226
0.000297421	7.81329e-05	461.463	520.522	487.755
0.00290803	0.000238396	780.731	837.01	822.124
0.000109643	1.11377e-05	439.539	502.502	562.399
0.00126763	6.65394e-05	268.298	629.116	656.198
0.000140629	3.00243e-05	533.719	655.973	571.775
0.00153132	0.000131299	890.815	919.946	999.347
0.00120525	7.12918e-05	206.023	417.526	502.155
0.0610084	0.00148369	698.862	897.837	915.244
0.00176205	0.00025898	702.363	719.965	792.978
0.000176607	6.66133e-05	820.991	885.469	953.939
0.000158666	3.51574e-05	741.511	929.474	976.747
0.000184049	4.04948e-05	555.384	656.518	639.592
0.000226016	1.76267e-05	190.428	568.346	366.684
0.0185891	0.0010203	708.556	820.658	854.567
0.00186561	0.000279741	571.008	626.147	610.121
0.000171334	3.4059e-05	546.562	695.325	720.459
0.000171831	1.43395e-05	378.349	645.571	680.177
0.00304649	0.000249189	756.695	956.229	907.745
0.000920642	0.000144045	613.105	669.136	718.593
0.000462558	9.40131e-05	713.521	811.488	844.611
0.000147373	2.54639e-05	527.835	843.148	862.44
9.23983e-05	1.17235e-05	476.96	847.797	720.072
0.000442408	9.80415e-05	521.336	545.97	590.83
1.11629e-05	1.06882e-05	299.65	903.759	870.594
0.00229839	0.000154816	536.472	892.387	959.043
0.0111622	0.00243129	279.882	280.436	310.788
0.000227221	7.8283e-05	710.128	777.627	798.269
0.000911637	0.000409242	866.314	919.944	902.668
0.000256048	4.47098e-05	572.855	647.952	636.868
0.00109015	7.62794e-05	358.265	505.976	368.648
6.15275e-05	6.0827e-06	358.928	508.217	580.544
0.000499366	0.000196568	773.496	842.337	818.037
0.000177903	1.4897e-05	355.407	467.468	584.979
0.000349308	7.37365e-05	611.954	724.309	667.111
0.00124122	0.000154023	696.928	827.805	898.369
0.000326217	1.52349e-05	258.574	336.318	365.483
0.00142583	0.000314086	702.301	732.109	771.797
