Omega	Omega_uncer	mH1	mH2	mHc
0.000375939	0.000148418	397.264	397.495	432.907
0.000285981	0.000147289	806.707	827.742	907.795
0.000451943	0.00013581	735.824	803.465	773.053
0.00166563	0.000612412	587.96	601.287	608.034
0.000157723	3.86098e-05	638.929	813.484	779.853
0.000275747	9.94363e-05	800.437	819.012	853.432
0.00019034	5.40234e-05	555.585	679.687	607.526
0.00107437	0.000125852	311.621	324.936	399.325
0.00160791	0.000431865	261.941	286.27	359.073
0.0012935	0.000215928	824.663	845.025	839.188
2.14787e-05	1.86401e-05	161.411	754.674	696.872
6.43185e-05	1.07518e-05	414.203	624.371	692.984
7.3518e-06	9.20677e-06	321.572	816.619	835.239
0.000435821	0.000125727	743.217	868.815	781.178
0.000507544	0.000102388	607.884	749.999	810.058
0.0183006	0.00205186	586.481	586.481	607.741
0.000229665	1.19562e-05	315.594	616.665	495.824
0.0178313	0.00171583	735.928	767.082	757.381
0.000949855	0.000159103	581.742	753.634	659.344
0.00136808	0.000235289	495.887	517.761	596.424
1.89957e-05	1.24349e-05	167.975	841.006	904.946
0.000743575	0.000161006	600.933	652.343	679.781
0.00672939	0.00060731	780.608	814.764	798.782
0.000306081	3.8988e-05	418.281	588.4	612.537
0.010877	0.000528666	585.622	804.248	761.118
0.000717397	0.000195735	669.393	708.705	725.42
0.000445257	3.68657e-05	255.677	380.65	305.76
0.000178995	3.11431e-05	527.089	762.5	820.873
0.000934671	0.000120593	599.261	645.044	626.429
3.17672e-06	4.25765e-06	187.387	647.037	517.62
0.000303685	2.40242e-05	338.368	490.042	568.111
0.00211314	0.000293308	783.076	790.665	861.256
0.000181783	4.11327e-05	618.685	867.826	792.705
0.00487654	0.000283201	644.703	958.316	876.648
0.00048546	7.28096e-05	418.123	445.036	497.204
0.000628902	3.61898e-05	355.907	646.128	596.214
0.000107898	6.66168e-06	135.036	522.226	448.29
0.000160415	3.53589e-05	536.558	632.422	639.378
0.000866246	0.000138235	415.708	430.597	457.014
0.00449888	0.000471282	494.997	523.413	571.13
0.000150223	4.34972e-05	842.22	952.102	951.71
0.00443529	0.000344682	743.835	917.927	836.474
0.00186382	0.000219524	503.364	733.678	665.293
0.000965243	0.000322738	527.016	557.887	559.634
0.000228204	4.30042e-05	581.607	703.64	725.325
0.000500135	6.90894e-05	506.808	604.933	617.367
9.90961e-05	3.66824e-05	750.061	839.911	922.599
0.000148599	7.3267e-06	271.255	648.314	622.061
0.00023583	3.88426e-05	434.322	531.203	538.598
0.000351797	2.35286e-05	283.181	507.477	366.08
0.000670278	5.19779e-05	242.968	562.476	492.955
0.000977672	6.20766e-05	267.356	480.965	362.583
0.00110445	0.000137222	711.896	915.366	860.513
0.00422104	0.000290376	470.949	474.44	538.202
0.000282165	3.60849e-05	405.236	483.768	554.672
0.000765845	8.26661e-05	331.911	457.812	345.595
0.000274669	6.79356e-05	434.387	458.979	495.376
0.000586246	0.000148608	708.825	737.88	817.927
0.00226537	0.000193047	422.525	443.262	529.848
0.00255492	0.000345343	873.103	884.633	964.43
0.000117357	2.59218e-05	590.488	647.727	671.528
0.000802789	6.4799e-05	363.842	708.247	630.757
0.000152697	4.00088e-05	664.506	903.108	795.269
0.000390972	4.44331e-05	364.299	508.859	379.405
0.000301202	8.14436e-05	641.844	718.984	714.964
2.01246e-05	1.46729e-05	140.547	344.306	208.923
0.0081791	0.000284954	219.658	413.682	484.205
0.00120736	0.000174615	528.054	823.383	803.321
0.00999071	0.000531096	619.678	682.165	627.29
0.000206056	2.05227e-05	289.378	438.311	430.505
0.00385812	0.000490914	433.268	495.143	519.242
8.56785e-05	5.27289e-06	146.087	496.483	518.956
6.71779e-06	6.23982e-06	273.58	648.714	675.428
0.000510436	0.000127162	645.516	655.746	718.136
0.000579723	0.000177431	710.052	749.128	793.733
0.0205171	0.00206713	581.876	582.69	589.092
0.000347317	0.000111335	745.318	853.837	806.792
0.00223011	0.000107611	163.429	229.398	213.758
0.00293871	0.000161324	357.147	359.267	436.651
7.84894e-06	6.85565e-06	186.222	560.971	604.785
0.000630736	0.00012157	632.035	753.227	698.69
0.00120548	8.539e-05	835.208	932.24	853.499
0.000371505	0.000101495	586.339	608.944	651.397
4.63411e-05	4.66958e-05	579.343	874.303	911.562
0.00196466	0.000294494	602.344	824.396	826.996
0.00267891	0.00019824	600.663	879.664	883.272
0.000695816	5.26265e-05	212.247	248.931	310.439
0.000511585	8.01759e-05	572.19	738.738	688.358
0.00236645	0.000649453	621.836	674.539	648.043
0.000788219	0.000177492	817.834	868.7	834.908
0.0122307	0.000806672	859.596	955.392	925.685
0.000340138	0.000187648	848.394	903.42	899.424
0.000154085	2.22948e-05	462.796	652.532	643.619
0.000653496	0.000103684	436.649	461.07	508.289
0.000132021	1.23758e-05	326.688	707.518	615.938
0.0099559	0.0004726	716.603	716.995	758.91
0.00104225	5.85224e-05	312.304	539.224	441.407
0.000304361	7.09019e-05	677.627	835.865	776.863
8.9947e-05	7.71693e-05	626.184	730.102	660.271
0.000339843	5.85269e-05	604.277	790.337	764.032
0.000467727	0.000145532	788.466	819.288	828.283
0.004583	0.000379476	796.94	797.718	808.766
0.000459657	0.00012177	635.211	661.893	710.672
0.000198681	5.45238e-05	702.426	845.151	841.996
0.00105481	0.000116275	354.908	395.536	386.583
0.000188256	8.2649e-05	805.43	851.458	888.315
0.000216575	2.57502e-05	424.698	579.399	660.757
0.000595614	0.000100107	623.014	714.76	735.768
0.00107849	0.000126937	533.909	693.118	580.154
0.000963239	0.000208882	547.197	570.659	624.727
0.000886431	3.67526e-05	286.015	651.636	718.073
0.00110549	0.000149104	478.762	494.846	566.579
0.000847942	4.86238e-05	217.36	367.327	416.518
0.000545177	5.82486e-05	329.165	394.891	366.629
0.000144356	1.74794e-05	470.893	646.461	659.247
0.000162381	1.05602e-05	230.088	399.617	367.911
0.000395736	5.2043e-05	351.19	371.523	414.315
0.000208087	4.13878e-05	798.941	949.76	960.982
0.000226982	1.80825e-05	420.914	749.961	765.226
0.000265796	1.89192e-05	354.737	697.446	548.662
0.00136908	0.000128714	230.705	289.069	338.78
0.00126163	0.000215222	658.9	770.793	688.788
0.00112431	6.4566e-05	206.272	382.694	379.896
0.0141974	0.000618064	658.721	821.716	884.689
0.000547988	9.30722e-05	534.249	752.515	732.133
0.00030779	5.74023e-05	540.209	625.847	614.537
0.00182139	0.000170185	566.712	651.362	651.915
0.00321064	0.000317076	497.445	504.003	544.801
0.000524186	0.000105791	599.598	659.166	686.28
0.030735	0.00188456	534.032	717.689	684.885
0.00235302	0.000408056	688.81	705.133	731.997
5.43141e-05	2.02311e-05	151.114	572.494	632.693
0.00161856	0.000620194	854.159	905.706	888.863
0.0062528	0.000712365	668.454	672.26	693.303
0.00583411	0.000358869	354.738	354.918	411.494
0.000144314	1.92935e-05	396.773	709.163	652.009
0.000403992	4.80589e-05	425.274	823.159	808.912
0.00165029	0.000210305	495.99	592.85	521.687
0.000467437	0.00016012	800.69	841.276	889.21
0.000142844	3.89807e-05	760.43	945.152	947.842
0.000488271	9.40537e-05	208.804	239.247	278.395
0.00168555	9.65767e-05	371.474	374.174	452.268
0.00172816	0.000244048	591.631	681.372	665.754
0.000920682	0.000205221	758.701	828.675	844.205
0.000245184	3.14711e-05	513.899	641.792	700.66
0.000168833	4.02791e-05	572.525	609.99	644.799
0.000899498	0.000206349	744.882	760.455	809.981
0.00147284	0.000182872	546.814	671.624	582.761
0.00494583	0.000440355	728.306	855.927	787.763
0.000936146	8.89475e-05	248.266	285.284	357.488
8.11528e-05	5.93752e-06	309.429	404.56	496.161
0.000370572	2.79543e-05	380.654	708.518	692.212
0.000156008	2.70725e-05	466.182	571.786	624.882
0.000979065	0.000104857	475.204	795.15	620.042
0.000403061	9.18396e-05	675.522	763.892	806.848
0.000592628	6.64441e-05	436.706	438.602	520.216
0.000149535	1.99082e-05	378.233	403.906	472.28
0.0068793	0.000396997	832.877	902.631	855.072
0.00182766	9.50458e-05	215.107	268.642	321.583
0.0002859	2.68926e-05	297.908	342.362	414.056
0.00120956	0.000206529	624.296	705.164	690.613
0.00222586	0.000328404	492.328	524.212	573.66
0.00397469	0.000282851	541.14	775.628	701.081
0.000205025	2.56034e-05	395.711	543.49	467.654
3.31739e-05	7.8503e-05	707.246	990.2	966.043
0.000399715	5.45589e-05	412.049	601.075	431.954
0.000230115	7.57889e-05	806.784	900.15	909.332
0.00180585	0.000180053	586.476	627.089	622.805
0.000308726	2.77554e-05	212.243	295.547	330.639
0.00103687	0.000171432	607.566	612.566	660.367
0.000742418	5.82552e-05	360.242	668.963	671.664
0.00107211	7.23156e-05	382.472	647.395	634.594
0.000719506	0.00014549	623.06	697.843	699.934
0.000938141	0.000194955	783.804	870.425	911.054
0.000378512	3.04399e-05	285.388	437.11	373.803
0.000269934	5.36508e-05	621.496	718.118	771.663
4.3421e-06	4.62937e-06	306.412	961.355	841.422
0.000406173	5.5451e-05	505.714	770.901	804.355
0.00103231	9.68813e-05	396.275	513.891	515.86
8.676e-05	2.34749e-05	459.568	616.957	664.54
0.000348486	2.06967e-05	322.099	412.046	461.413
0.00235962	8.75487e-05	253.328	493.721	579.049
0.000453563	7.43413e-05	707.334	893.161	932.8
0.00258845	0.00022054	541.7	546.22	595.611
0.00281673	0.000133627	303.529	611.075	598.914
0.000668901	0.000113216	609.201	744.783	677.018
0.000102646	1.34618e-05	392.46	558.474	624.097
0.00107206	0.000138782	621.413	711.351	773.329
0.000377477	7.71576e-05	683.584	827.531	835.872
0.00671526	0.000480788	390.214	431.596	440.478
0.000100955	5.17383e-06	161.516	813.639	667.824
0.000755724	0.000120632	658.837	661.059	735.794
0.00189623	0.000330202	531.09	597.927	620.649
9.31671e-05	1.59056e-05	448.31	655.12	629.637
0.000910747	0.000163465	611.307	693.019	680.43
0.00248612	0.000514832	849.75	996.63	941.545
0.000126837	1.59178e-05	436.423	707.437	709.255
0.000196916	1.28018e-05	340.693	834.529	844.687
0.000692052	0.00020075	842.466	847.255	906.933
5.29232e-05	6.08973e-05	747.13	975.613	918.092
3.39091e-05	7.33018e-05	673.856	939.649	903.862
0.000182145	3.03215e-05	548.181	821.631	771.048
0.0193643	0.00139216	799.582	838.633	868.929
0.000565668	6.96661e-05	429.56	648.136	621.188
0.00052901	0.00021283	730.277	748.885	777.229
0.000544887	0.000134505	638.211	646.003	721.74
0.000419908	6.39433e-05	430.401	697.988	687.224
0.000363981	0.000157574	821.829	903.861	874.52
0.00162482	0.000185349	339.871	352.989	417.678
0.000120705	1.4452e-05	448.44	644.726	690.025
0.00114992	0.000131483	308.739	372.606	406.702
0.000219765	6.16833e-05	727.245	816.531	837.088
0.0013226	0.000144794	699.641	935.758	962.022
0.00219142	0.000151684	230.935	934.699	943.554
7.66348e-05	2.33031e-05	439.043	603.717	580.314
0.00295073	0.00027279	433.573	445.616	484.556
0.00514873	0.000309311	688.863	737.031	704.057
0.000592697	0.000183717	774.572	831.729	862.193
0.00381186	0.000245643	429.812	430.044	502.052
0.0106156	0.00100717	519.652	522.353	554.661
7.14482e-06	1.71383e-06	128.341	892.791	816.679
0.0013312	0.000172416	539.24	775.189	774.567
0.000549214	8.72623e-05	517.057	522.959	572.876
0.0014132	0.000169597	509.119	705.065	745.933
0.00372397	0.000535828	422.724	429.412	445.132
0.000398261	9.83306e-05	722.232	780.994	841.456
0.00198912	0.000284879	868.215	881.197	878.199
0.00291724	0.000353598	786.608	799.811	850.38
6.41649e-05	5.66745e-05	688.28	900.938	878.532
0.00644911	0.000455145	824.006	858.336	904.905
0.000875882	0.000131232	555.966	641.951	626.63
0.000260567	6.07228e-05	635.262	784.399	731.6
0.00127621	0.00068167	656.418	656.457	683.268
0.000160476	5.42888e-05	194.147	508.91	398.126
0.000174996	4.48553e-05	723.993	888.232	899.689
0.000135924	2.99442e-05	508.438	532.722	604.477
0.00283366	0.000426384	862.806	882.953	923.265
0.000412259	0.000181498	922.448	992.318	981.69
0.000578804	5.44249e-05	344.155	475.492	562.592
0.000248554	3.69775e-05	300.644	424.762	325.949
0.00256138	0.00024767	734.446	766.776	808.101
0.000315964	8.63989e-05	777.471	854.468	901.835
0.00202435	0.000330635	488.122	571.295	606.433
0.000523072	9.37432e-05	594.501	713.543	687.165
0.000851948	0.000184012	582.411	600.575	637.051
0.00268635	0.000235721	693.214	777.92	712.951
0.000261438	6.57593e-05	802.162	929.628	983.729
0.000220867	2.88671e-05	424.124	500.705	540.279
0.00205516	0.000200538	550.157	552.243	611.988
0.00211349	0.000306356	472.887	523.045	504.643
0.00105439	7.04676e-05	292.979	339.105	372.396
0.00015603	1.12627e-05	386.432	700.8	736.568
0.000168875	1.67494e-05	260.847	451.937	310.569
0.000561507	8.94176e-05	501.325	505.288	565.502
0.000624712	0.000133773	736.973	869.457	817.563
0.000187129	2.90632e-05	371.043	426.87	470.874
0.000174422	3.3302e-05	548.964	703.028	790.797
0.000157375	7.70129e-06	220.422	463.144	460.639
0.00342439	0.000323789	544.084	553.285	612.422
0.000159778	4.03803e-05	752.689	949.154	909.313
0.0146145	0.000721585	415.613	644.137	612.043
0.00505101	0.000304114	426.71	671.216	696.408
0.00425681	0.000478119	631.421	639.864	657.055
1.61951e-05	1.39408e-05	256.83	563.281	534.02
0.000924646	8.92441e-05	488.734	667.543	687.085
0.000223318	4.6299e-05	612.995	825.676	767.154
0.000597411	0.000179342	722.499	799.209	765.005
0.000257442	3.02903e-05	319.76	349.112	429.944
0.00348114	0.000234856	419.747	623.289	564.341
0.000185401	2.79747e-05	504.546	841.916	903.882
0.000248102	6.54631e-05	727.947	813.912	889.715
0.000908705	0.000261283	906.188	968.98	965.499
0.000717532	0.000110841	510.678	564.061	601.727
0.000397683	0.00014648	608.906	649.776	629.731
0.000201397	2.33271e-05	456.841	750.664	733.281
0.000112929	6.37807e-06	314.327	940.091	864.613
0.0143637	0.000597085	179.097	670.05	676.334
0.000165389	2.18587e-05	609.605	865.877	810.31
0.000539044	9.46616e-05	701.404	825.272	895.953
0.000165997	2.53157e-05	488.274	581.723	689.853
6.58272e-07	5.82336e-07	160.467	914.389	741.062
0.00155459	0.000204146	555.659	563.422	635.339
0.000247161	1.65049e-05	283.451	475.714	511.427
0.00432539	0.000215194	557.605	605.754	626.595
6.18403e-06	7.51389e-06	181.475	354.876	357.819
0.000212921	2.96691e-05	496.333	716.844	767.396
0.000149487	4.11604e-05	598.403	661.2	682.905
0.00144087	0.000180722	624.758	625.768	690.215
0.000251753	4.58301e-05	532.177	608.209	682.856
0.00142257	0.000253553	902.723	903.161	943.095
0.000300389	2.88467e-05	264.956	298.43	418.205
0.000136335	6.62753e-05	454.572	604.867	505.394
0.000226441	2.74824e-05	443.901	618.996	553.698
0.00239984	0.000363969	659.078	678.39	696.278
0.00226018	0.000335244	852.58	974.596	886.09
0.00568627	0.00084868	316.629	317.68	342.354
1.89175e-05	2.28502e-05	316.752	477.266	435.791
0.000395913	3.28834e-05	373.412	892.169	908.731
0.000259343	1.25123e-05	268.014	548.742	542.489
0.000330624	8.98755e-05	765.9	841.525	872.123
0.00462972	0.000278256	586.672	932.979	937.489
0.00081625	0.000224441	709.363	723.358	749.42
0.000451556	4.50584e-05	446.366	870.013	809.072
0.00243541	0.000197668	644.208	840.542	836.753
0.000651604	0.000146071	508.897	522.219	548.742
0.00686431	0.000447257	369.898	369.909	417.022
0.0192622	0.000506568	624.962	661.794	638.766
9.67769e-05	2.02857e-05	534.308	573.123	639.201
0.00025819	5.64004e-05	630.452	775.052	734.227
0.00613779	0.000859641	821.598	846.64	861.067
0.000838134	0.000100007	423.046	472.96	551.692
6.98315e-05	5.25267e-05	574.179	876.272	849.18
0.00017962	2.45996e-05	398.51	618.112	616.051
0.000155397	1.74935e-05	284.791	584.474	528.615
0.000272924	0.000117996	473.891	526.097	564.297
0.000861979	0.000154574	654.344	739.094	654.966
0.0351442	0.00160175	858.897	859.669	890.817
0.000754412	0.000144413	569.717	603.518	663.816
0.000109254	1.99347e-05	450.658	555.51	568.181
0.000501016	0.000142661	730.56	740.165	807.766
0.000889774	0.000130579	672.447	937.855	941.324
0.00337941	0.000256102	542.114	542.636	608.22
0.000236266	2.45293e-05	284.452	359.137	415.505
0.000344504	2.97341e-05	364.256	725.676	727.572
0.0006881	3.64286e-05	383.461	620.415	676.428
0.000240085	2.4053e-05	272.572	422.894	317.363
0.00323095	0.000288093	589.91	590.873	665.447
9.43789e-05	6.35096e-06	361.495	609.307	646.255
0.0048388	0.000600103	944.114	944.709	972.678
0.000296897	3.62289e-05	465.952	685.019	693.529
0.00504578	0.00035222	675.244	680.342	733.446
0.00018413	1.43026e-05	254.864	342.235	373.728
0.000361195	6.91278e-05	514.774	747.509	741.095
0.000200103	0.000181175	636.314	728.813	671.366
0.000494724	4.69124e-05	382.265	406.268	441.639
6.62524e-05	5.80227e-05	494.118	560.707	574.2
0.000225561	2.16587e-05	439.721	527.227	531.39
0.00622183	0.000442411	762.387	781.823	797.778
0.000261869	5.40495e-05	681.838	857.419	810.944
0.000508558	0.000201268	889.752	923.881	976.84
0.00152266	0.000146346	413.289	622.432	548.677
0.00091889	0.00022838	871.856	873.4	932.505
0.00364862	0.000242147	553.913	792.962	821.625
0.000230416	2.81114e-05	378.043	476.13	470.955
0.000727868	0.000165262	716.503	784.383	831.35
0.000325389	0.000105631	792.702	896.522	863.541
0.00219064	0.000378401	671.71	731.121	734.555
0.0199317	0.000931666	727.929	730.458	749.769
0.00032357	1.97568e-05	257.087	504.826	570.069
0.00237186	0.000388373	839.855	848.808	894.569
0.000205095	2.89458e-05	448.777	559.767	636.169
0.000293325	6.06232e-05	569.037	654.915	721.48
0.000688218	0.000106727	425.751	468.293	468.659
9.03327e-05	1.3372e-05	375.11	574.786	494.576
0.000257884	7.17267e-05	720.925	816.378	798.658
0.00271396	0.000652792	594.319	628.263	615.103
0.000211872	7.07446e-05	682.851	705.107	781.176
0.00254131	0.000479794	432.449	432.457	504.46
0.0327887	0.00736296	540.358	540.721	550.558
0.00495467	0.000607001	946.043	981.731	988.734
0.000124857	1.31352e-05	403.361	484.92	528.794
0.000153442	1.05575e-05	276.743	471.465	346.7
0.00414525	0.00011373	129.551	442.913	527.788
0.000995986	7.33906e-05	392.169	834.524	764.309
6.22966e-05	8.76405e-06	424.177	526.665	588.136
0.00103953	0.000373487	866.486	898.286	925.923
0.000387046	5.07007e-05	525.927	607.583	626.088
0.00168847	0.000453743	938.065	972.113	971.239
0.000210337	3.1663e-05	535.141	652.606	663.208
4.99761e-05	4.19043e-06	207.623	618.015	674.334
0.0019273	0.000101475	92.7691	101.942	162.252
0.00148813	0.000247025	538.039	664.79	661.454
0.000701074	7.8426e-05	341.472	348.525	419.957
0.000259472	3.49271e-05	521.847	792.2	815.559
0.00103864	0.000203635	538.714	589.926	557.097
0.000295158	6.01131e-05	594.72	675.381	685.773
8.54335e-05	3.88614e-05	477.664	659.182	547.989
0.00201069	0.000329906	908.22	910.809	949.328
0.000518743	0.000115121	616.095	626.54	686.309
8.21535e-05	2.68046e-05	604.272	661.653	698.137
0.000495423	0.000108819	591.701	648.777	652.706
0.000278586	9.82115e-05	847.585	877.352	973.526
0.00360795	0.000445063	707.092	771.282	733.502
0.00104939	8.65934e-05	378.889	538.652	467.19
0.00022414	2.13375e-05	284.086	324.967	388.693
0.000238136	3.76349e-05	712.518	869.68	873.634
0.000375813	6.56696e-05	544.152	645.354	628.798
1.53125e-05	1.17602e-05	182.79	463.235	505.04
0.0013431	0.000141592	511.893	512.418	576.005
0.000136224	8.05496e-06	256.242	601.771	476.529
0.000154896	6.0707e-05	691.416	730.56	748.936
0.000154862	1.46109e-05	270.755	492.821	559.297
0.000674844	9.43641e-05	440.513	516.701	630.871
0.000175538	1.41683e-05	320.063	375.2	430.784
5.78627e-05	3.14115e-06	187.604	555.79	555.144
0.00306612	0.000521872	801.749	842.982	866.062
0.000489469	8.73804e-05	684.185	870.467	820.891
0.00414526	0.000523006	437.034	444.964	471.324
0.00070874	0.000103752	517.528	664.304	535.962
0.0012818	0.000130973	682.707	885.947	883.503
0.000670595	4.28181e-05	251.954	465.996	393.939
0.000347543	6.04653e-05	387.051	441.956	427.807
9.49041e-05	2.14763e-05	555.91	657.935	685.455
0.000969036	7.81056e-05	311.494	618.326	507.57
0.000209997	6.27612e-05	676.766	779.798	727.009
9.73252e-05	1.57201e-05	281.991	408.58	471.928
0.00162393	0.000499876	838.134	862.733	866.54
0.00325047	0.000175758	415.62	877.47	852.615
0.015381	0.000597674	523.599	605.969	600.827
0.00150843	0.000174726	308.227	352.09	403.377
0.000471194	9.6751e-05	727.768	916.412	821.52
0.0352461	0.00114757	170.832	847.975	786.398
0.00116828	9.56322e-05	282.769	405.818	295.792
8.82267e-05	1.57088e-05	577.073	684.413	742.016
0.000260808	5.6647e-05	729.607	912.404	925.892
0.00194189	8.08463e-05	215.649	497.237	565.35
0.000152675	1.86195e-05	302.808	503.451	376.701
0.000589939	0.000148239	869.43	991.427	991.808
0.000295784	0.000112874	757.632	795.298	846.496
0.000167106	3.93494e-05	631.532	737.203	835.238
0.000778551	0.000127629	523.971	623.967	581.916
0.000617833	8.24518e-05	465.843	590.23	497.998
0.000405535	6.36239e-05	691.644	906.391	974.469
0.000284465	2.30483e-05	328.212	366.028	421.947
0.00198461	0.000241974	428.153	484.731	482.763
0.00213448	0.000389539	770.924	884.62	847.943
0.000441749	0.000180677	682.794	725.004	707.974
1.22387e-05	4.10275e-06	137.023	399.607	317.228
0.00832855	0.000366654	944.485	944.489	983.419
0.000600369	0.000174192	818.929	835.19	885.22
0.000280256	1.90036e-05	192.035	407.893	386.932
0.000746276	0.000141609	642.744	861.51	764.729
0.000466626	0.000135204	653.849	772.536	679.307
0.000287158	9.19666e-05	761.703	834.432	810.652
0.000122628	4.04482e-05	563.15	670.531	687.346
0.000108815	1.65526e-05	479.074	583.129	601.05
0.00118528	0.000316283	756.723	786.143	774.319
0.00220318	0.000254898	520.024	533.933	585.24
7.63226e-05	4.29501e-05	584.848	956.053	887.742
0.00124339	0.000402809	830.257	883.683	876.595
0.000406741	3.69603e-05	279.282	373.394	416.954
0.000303528	4.80108e-05	527.868	730.992	742.093
0.00120946	0.000230154	556.47	609.209	584.513
0.000191302	1.15734e-05	317.607	368.329	473.194
5.64325e-07	3.93899e-07	151.577	800.613	866.553
0.00181179	0.000341266	730.496	743.352	743.606
0.000419929	0.00010719	758.769	761.125	820.576
0.00131531	0.000278503	816.722	859.476	910.404
0.000249286	2.58236e-05	312.473	533.891	513.11
0.00101574	0.000112071	446.107	458.364	535.517
0.000295643	1.82474e-05	192.838	345.589	368.986
0.000196927	1.99083e-05	285.051	399.851	359.69
0.000309456	3.77644e-05	385.13	425.558	481.803
0.00155444	0.000179725	916.219	916.292	979.439
0.000297923	2.29134e-05	265.262	397.489	502.641
0.000358056	3.37232e-05	272.698	362.591	372.571
0.00189891	0.000176325	456.33	460.951	512.829
0.000127121	1.76398e-05	430.505	730.692	657.545
0.000275711	3.2817e-05	498.767	640.55	575.722
0.00410941	0.000289209	529.137	529.366	591.463
0.000883317	0.000141831	881.882	927.878	896.433
0.000131159	6.15737e-05	840.568	941.074	936.22
0.000192218	2.71458e-05	559.137	819.753	734.645
8.45419e-05	1.31853e-05	369.145	409.675	559.087
0.0640649	0.00181389	269.081	930.707	991.485
0.00138811	0.000287164	832.159	933.684	992.334
0.0148048	0.000853906	849.68	851.161	887.64
0.00263928	0.000604568	730.885	754.479	748.904
4.90735e-05	3.33335e-05	243.296	466.706	439.665
0.000376504	5.96603e-05	566.977	747.871	762.998
0.000393414	5.70401e-05	589.503	855.166	921.359
0.000146044	1.15706e-05	443.196	655.155	698.601
0.000285613	3.23952e-05	411.58	622.674	573.799
0.000259824	4.27289e-05	648.143	969.244	933.358
0.00112285	0.000207205	554.371	800.239	690.436
0.00134222	0.00022904	481.128	676.863	642.562
0.00147002	0.000234208	651.395	696.341	718.061
0.0143126	0.0008591	700.981	723.91	725.087
0.00316084	0.000339873	827.32	829.271	888.008
0.000514294	6.28219e-05	418.259	500.354	494.291
0.000281699	5.62705e-05	586.593	624.292	678.31
0.000399338	3.28006e-05	265.008	969	964.362
0.000209998	1.3735e-05	296.142	368.463	376.78
0.000883852	0.000188638	618.533	634.563	698.203
0.00120237	0.000223427	726.815	738.917	787.125
0.000175424	3.08967e-05	638.282	718.951	753.775
0.00189474	0.000196072	429.113	495.956	448.019
3.48458e-05	2.93579e-05	245.526	659.658	540.863
0.000179334	5.33601e-05	653.774	740.467	709.034
0.00156564	0.000211165	744.378	836.887	755.332
8.59253e-05	8.6835e-06	147.98	594.086	460.419
0.00248576	0.000294537	474.698	505.943	500.883
0.000508579	7.25371e-05	556.3	761.755	734.641
0.000394992	0.00034597	880.557	883.414	916.589
0.000149874	2.89471e-05	523.792	559.123	601.795
0.0006204	7.23461e-05	470.185	513.495	574.125
0.00129087	0.000182985	723.154	892.362	785.768
3.81228e-05	2.06472e-05	223.963	535.918	484.838
0.000185379	5.31555e-05	532.21	632.377	584.532
0.000140984	8.73913e-06	292.148	550.158	543.519
0.000196474	1.69508e-05	353.372	573.225	598.551
0.000437623	0.000134935	717.523	769.114	804.996
0.000101387	1.07639e-05	294.284	598.909	562.444
3.82291e-05	2.82388e-05	277.689	444.88	412.679
0.000137703	4.07902e-05	647.131	812.285	832.599
0.000655615	0.00011658	519.298	563.553	626.504
0.00181475	0.000152401	727.452	824.555	749.424
0.000504912	4.97142e-05	380.693	513.965	605.778
7.4116e-05	1.73799e-05	442.352	662.305	722.231
0.000133025	2.25362e-05	513.634	659.036	614.121
0.00194069	0.000260212	749.374	751.718	793.785
1.60428e-05	1.83033e-05	249.631	707.751	540.777
0.00039297	3.13004e-05	374.411	574.47	635.24
0.027708	0.00294203	901.474	902.619	913.347
0.000916243	8.70928e-05	413.025	697.382	630.048
0.00667226	0.000596181	880.802	954.462	921.919
0.000226038	5.36606e-05	502.16	522.374	599.226
0.000206488	4.07553e-05	560.723	644.004	646.074
0.00313824	0.000397149	502.199	503.534	536.949
0.000259195	3.47065e-05	451.806	625.705	535.42
0.00166633	0.000407767	837.308	887.404	873.883
0.00100234	0.000207019	662.194	732.692	744.114
0.0044997	0.000589355	303.249	309.788	348.295
0.00245821	0.000110728	382.693	551.76	416.259
0.0019331	0.000252969	694.516	697.855	763.433
0.000287426	4.88344e-05	546.956	965.68	874.451
7.7977e-05	2.3152e-05	420.072	623.23	574.565
2.30128e-05	9.99819e-06	137.416	717.924	879.433
0.000541083	0.000181014	847.447	861.999	897.754
0.000605549	0.000106492	638.137	801.685	672.404
0.000221046	3.90685e-05	571.33	808.329	790.64
0.00011938	1.5099e-05	464.054	778.938	831.813
0.000383645	9.56202e-05	694.191	702.222	779.385
0.00401026	0.00049483	426.82	498.052	519.791
0.00163908	0.000265475	558.439	571.067	637.058
0.000889471	0.000158691	692.517	783.215	693.453
0.00338541	0.000157733	452.442	566.036	486.615
0.0774125	0.0275812	620.565	622.757	625.132
0.0077684	0.00128425	460.348	499.636	469.442
0.00123303	0.000132499	566.257	683.211	656.273
0.000178552	4.76283e-05	170.491	386.458	443.572
0.000239936	1.44501e-05	249.375	620.351	535.051
0.00087514	0.000200678	783.499	807.69	883.226
0.000366681	5.70085e-05	565.525	730.555	774.322
0.00406767	0.000169548	413.415	865.018	901.417
0.0011388	0.00018927	384.392	404.817	406.916
0.000262049	0.000108992	772.57	826.913	829.917
0.000571749	0.000113289	781.638	897.124	911.434
9.23379e-05	1.68679e-05	469.448	557.437	604.088
8.07867e-07	7.87767e-07	195.719	693.753	667.237
1.3507e-05	1.07911e-05	253.007	788.675	865.112
0.000358127	8.80081e-05	565.573	658.252	617.944
0.00182674	0.000173083	734.087	954.87	934.737
