Omega	Omega_uncer	mH1	mH2	mHc
0.00354532	0.000221602	400.137	492.851	414.785
0.00668547	0.000155736	879.672	956.694	918.608
8.41654e-05	1.14315e-05	451.218	660.944	721.753
0.000735565	3.69675e-05	194.499	382.273	389.361
0.00286545	0.000203016	300.324	314.422	366.334
0.00228329	0.000342834	823.607	841.05	897.48
0.000451196	6.56441e-05	472.539	598.816	663.802
0.00180145	0.000324054	914.425	914.745	936.449
0.000213375	2.95873e-05	458.314	721.136	681.143
0.000139869	6.09371e-06	163.124	576.649	470.492
0.00049935	4.87688e-05	442.901	716.638	748.963
0.000776927	0.00012452	564.298	616.628	649.707
1.306e-06	3.8995e-07	129.505	812.054	821.581
0.00014434	5.7305e-05	726.07	816.215	802.439
0.000595649	9.17261e-05	592.164	758.658	671.754
1.98482e-06	2.12801e-06	298.097	949.994	967.903
0.00355101	0.000499467	282.334	352.183	329.382
0.000498186	0.000114249	778.105	778.345	838.109
0.000257557	0.000101345	769.604	783.9	837.685
0.00510342	0.000551789	604.261	794.578	815.806
0.000131758	3.80821e-05	653.679	730.31	746.206
0.000793046	9.60847e-05	602.792	813.264	874.645
0.0038503	0.00027569	371.789	600.419	573.883
0.000620984	2.66152e-05	138.33	228.272	363.187
9.26615e-05	8.30754e-05	688.799	856.903	767.139
8.90859e-05	6.72613e-06	300.321	706.241	662.814
0.000563123	0.000102813	480.356	518.719	555.118
0.000185351	4.7254e-05	683.693	813.028	802.69
0.00356281	0.000515258	659.345	839.539	876.931
0.00899771	0.000313277	642.557	731.088	674.573
2.93811e-06	3.43953e-06	186.684	504.64	376.747
1.22285e-05	8.65634e-06	161.959	396.118	401.25
0.000541641	0.000115441	528.566	544.151	590.947
0.000232668	2.62043e-05	481.379	536.919	577.949
0.000164637	1.62894e-05	390.724	554.032	640.606
0.00149289	0.00014157	492.516	573.692	512.957
0.00026302	4.29408e-05	627.32	871.808	993.624
0.000154391	3.23686e-05	528.144	598.853	655.97
0.000454797	5.01328e-05	351.838	400.449	442.152
0.00817335	0.000654608	935.59	936.377	967.261
0.00139911	0.000149766	536.782	536.895	588.411
0.000482555	6.8011e-05	523.816	717.352	766.856
0.000190802	4.83193e-05	559.591	577.231	647.324
0.000551153	0.000139189	738.327	799.173	861.018
0.000369369	2.58156e-05	275.393	426.245	470.969
0.000867618	0.000168503	651.666	786.212	694.284
9.23434e-05	8.03374e-06	425.109	775.236	771.142
0.000726541	7.09715e-05	441.539	730.57	651.335
0.000143371	1.01569e-05	266.628	463.236	492.904
0.000378878	0.000128019	705.99	769.243	718.075
0.000356499	3.41225e-05	497.127	893.771	865.6
0.00211335	0.000124478	518.63	972.381	989.08
0.00316564	0.000410126	464.449	493.72	499.636
0.00178	0.000243144	316.309	345.71	341.977
0.00146103	0.0002225	695.744	698.111	750.404
0.00177122	0.000104408	472.941	865.535	863.546
0.000712326	6.14234e-05	301.708	358.899	340.675
0.00182757	0.000189532	495.165	576.307	515.286
0.00133871	0.000243171	679.806	772.681	742.049
0.000285831	2.78091e-05	437.462	909.401	863.498
0.00270672	0.000148528	301.777	301.805	371.268
7.76779e-05	6.5935e-06	417.991	629.804	692.547
0.000338542	0.000108706	810.838	956.55	883.89
0.00315478	0.000287843	814.84	950.39	940.999
0.000197239	5.61857e-05	450.636	569.527	483.185
0.000151669	1.63287e-05	371.022	811.272	727.834
0.000393332	6.38934e-05	583.276	687.709	787.734
0.000195192	1.96832e-05	316.925	584.354	456.524
0.00715117	0.00117039	525.739	554.297	541.081
0.000339168	3.92579e-05	402.188	502.001	574.985
0.000792182	0.000184275	692.7	711.697	787.573
0.000368657	0.000113157	629.64	694.145	686.042
0.000168823	1.83608e-05	353.145	393.03	445.696
8.08669e-05	3.92297e-06	146.503	819.515	749.882
0.00044855	5.08041e-05	457.304	519.751	545.68
0.000688065	0.00010552	680.485	873.566	810.07
0.000318408	4.75442e-05	604.408	881.368	830.072
0.00213669	0.000153261	439.395	563.268	461.687
0.000670782	0.000115177	687.086	778.253	810.358
0.00124844	0.000285525	829.241	899.843	926.464
0.0100946	0.00109244	706.62	945.786	877.143
0.000430638	5.69269e-05	412.664	465.192	532.735
0.00942965	0.000737193	676.417	904.305	835.834
0.00228709	0.000300879	830.476	857.085	931.372
0.0254491	0.000323508	718.388	771.129	762.833
0.00292673	0.000175856	362.535	628.552	541.682
0.000103967	2.90694e-05	630.553	696.868	783.542
0.00151611	0.000127994	509.086	892.873	866.914
0.000733033	4.30904e-05	179.392	427.763	282.483
0.000180244	5.04325e-05	785.301	925.379	943.777
0.00045031	0.000139649	905.403	945.078	983.936
0.000264093	2.67654e-05	260.888	393	342.997
0.00679328	0.00275698	293.41	320.656	310.682
0.0208773	0.0106628	363.404	367.835	369.264
0.000920113	0.00014381	709.448	711.703	803.588
1.44952e-06	1.39575e-06	237.489	851.474	641.672
0.000275155	7.15006e-05	720.777	871.082	804.888
0.000441719	2.52132e-05	370.231	733.878	636.758
0.000543589	0.000292054	936.719	970.441	997.7
1.43959e-06	1.62652e-07	124.306	931.184	933.826
0.00136842	0.000202649	568.525	715.065	766.27
0.000129032	2.38686e-05	517.079	592.877	601.257
0.0018293	0.0002113	207.644	250.789	256.55
0.000192177	2.6149e-05	444.68	504.389	672.222
0.00166182	7.34614e-05	402.677	887.512	814.117
0.000148554	3.57043e-05	602.606	696.492	806.201
0.000936654	0.000176581	504.26	554.049	587.731
0.0024626	0.000236748	408.029	423.832	470.41
0.000563605	6.17353e-05	544.32	954.294	946.014
0.000395361	9.64101e-05	792.092	817.972	914.289
0.000484573	0.000149205	613.285	652.686	667.049
9.26232e-05	9.25491e-06	262.147	620.084	704.344
0.000995426	0.00016509	798.58	833.005	803.54
0.000187875	4.37874e-05	592.593	668.773	838.89
0.00018019	3.37063e-05	515.506	727.924	672.472
0.000634461	4.08882e-05	194.677	376.836	213.166
0.00401523	0.000664593	713.369	748.434	775.988
0.000109569	1.08682e-05	433.261	972.618	876.694
0.000121331	1.3494e-05	221.088	312.684	395.075
0.000601228	5.15385e-05	275.928	332.661	331.495
0.000893796	0.000178093	905.806	998.687	917.035
0.000549878	8.78766e-05	566.963	676.714	639.17
0.00235018	0.000244058	305.535	343.024	322.879
0.000196655	4.59191e-05	649.096	763.599	758.006
9.57479e-05	4.65084e-05	562.842	624.339	683.916
0.000282624	5.48083e-05	758.002	904.083	883.998
0.000425705	8.09624e-05	719.637	760.908	867.434
0.00699492	0.000678989	641.271	644.725	685.279
0.000343556	8.9787e-05	803.194	876.708	952.755
0.000301792	4.99578e-05	750.176	968.208	948.521
0.000123861	2.31606e-05	533.276	751.846	809.728
0.00057978	0.000123814	819.129	944.799	929.99
0.0748182	0.00232365	654.518	956.166	992.841
0.000372788	6.32516e-05	629.511	795.307	825.265
0.000465406	0.000181456	747.56	820.706	788.907
0.00346924	0.000279111	538.091	544.782	591.28
0.000961928	0.000362211	940.731	966.781	982.98
0.000265064	7.40405e-05	826.127	912.55	988.92
0.00100037	0.000107466	559.418	776.089	840.47
0.00129035	0.000126729	503.116	799.303	875.066
0.000281013	6.29015e-05	536.258	596.307	572.768
0.00205846	0.000160511	485.802	696.559	757.324
0.00309308	0.000294313	508.267	612.804	537.942
1.09051e-05	1.02361e-05	220.379	647.142	587.113
0.00191613	0.000706306	265.139	294.481	328.773
0.000193427	1.22649e-05	247.63	560.968	408.317
0.000169366	9.63661e-06	322.266	400.618	453.533
0.000440537	4.47414e-05	376.128	440.903	447.224
0.0028387	0.000237474	548.21	550.45	593.602
9.45063e-05	7.13023e-06	395.688	701.742	569.565
0.0124268	0.000503309	423.083	874.532	816.75
0.000244172	0.00012398	768.728	789.23	867.06
3.70519e-05	2.7238e-05	193.884	608.488	498.325
0.00137117	0.000250161	546.367	683.946	677.022
0.000898977	0.000126291	676.532	811.201	820.033
0.000694784	0.000118231	490.181	510.641	588.216
0.000460114	9.90966e-05	578.065	590.828	655.158
0.00344005	0.000339217	854.909	924.726	902.17
8.17524e-05	6.89309e-06	180.754	501.749	384.133
0.00553354	0.000209267	438.717	941.001	931.487
0.000441434	8.34126e-05	762.234	953.854	932.821
0.000300767	3.5076e-05	193.84	774.031	637.687
0.00095524	0.000353601	704.836	761.827	747.344
8.0387e-05	1.382e-05	569.681	683.664	670.371
0.000185781	2.17624e-05	394.206	726.27	710.328
0.000264773	1.42014e-05	175.663	347.121	354.202
8.80341e-05	1.11909e-05	452.685	623.009	643.113
0.000748169	8.91409e-05	619.751	973.45	947.721
0.00159267	0.000330935	729.86	863.594	904.585
0.000726967	0.00028996	552.24	572.044	606.913
8.44527e-05	3.71468e-05	645.273	758.782	838.638
0.000467887	0.000135452	773.357	835.22	794.866
0.000522591	3.92757e-05	447.462	879.303	799.21
0.000107341	1.95584e-05	677.289	847.374	896.323
0.000336636	4.15194e-05	508.751	929.249	996.794
0.00164017	0.000169115	509.818	629.103	513.813
7.11134e-05	1.42886e-05	506.866	583.605	633.808
0.0036839	0.00032466	877.112	877.244	929.483
9.34572e-05	5.35301e-06	223.143	539.502	548.658
0.000208539	6.46413e-05	758.161	836.008	828.159
0.000423551	6.85464e-05	456.709	465.757	533
0.000104856	1.48712e-05	444.246	533.755	532.813
0.0044923	0.000446513	756.289	759.422	780.607
0.00499992	0.000351472	418.761	422.414	484.45
2.48252e-06	1.05979e-06	130.542	658.62	621.507
0.000228246	3.51196e-05	524.136	657.13	646.732
0.000667671	3.25525e-05	259.254	512.501	291.076
0.000576867	0.000107528	501.631	542.113	584.159
0.000781332	0.000132745	284.731	296.065	401.722
7.85765e-05	2.24903e-05	466.452	754.943	840.006
0.000325855	3.97587e-05	594.775	923.103	966.888
0.00256675	0.000162753	335.261	335.263	414.074
0.000258649	8.11615e-05	536.589	627.142	577.148
0.000145514	1.82984e-05	300.439	426.823	407.061
0.000145999	3.03584e-05	492.613	527.88	597.884
0.000227059	5.04529e-05	624.42	702.861	740.695
0.00388028	0.000179259	494.92	515.748	589.927
0.0463049	0.000373196	406.845	447.28	463.929
0.0594781	0.000908655	651.488	699.833	745.38
0.00519299	0.000231353	851.332	937.047	902.259
0.0105641	0.000570043	383.312	529.41	579.009
0.00322421	0.000182748	358.371	478.631	375.977
0.000542983	0.000202933	677.464	704.478	717.142
0.00054082	2.72621e-05	268.413	529.749	576.092
0.000195541	5.23258e-05	596.571	704.464	670.828
0.000207706	2.36877e-05	578.634	903.302	879.461
0.000422013	5.42316e-05	416.999	484.626	477.018
0.000207562	4.32966e-05	677.709	984.78	995.515
0.00799543	0.000810915	604.747	619.74	646.686
0.00435857	0.000174805	665.608	740.714	722.259
0.00242387	0.000298793	561.488	655.674	603.663
0.000211399	1.72591e-05	334.934	903.962	787.36
0.00496357	0.000316696	632.906	632.908	695.843
0.000233317	2.88178e-05	508.125	702.95	705.929
0.000159403	2.49164e-05	467.606	658.895	715.324
0.00141416	0.000211201	685.6	687.788	734.924
0.000178257	2.24907e-05	550.938	709.186	674.033
0.0312372	0.00603635	750.513	758.021	761.787
0.000769757	0.000138083	621.737	658.801	722.003
0.0049877	0.000527871	672.341	756.683	703.291
0.000373206	5.44079e-05	526.33	683.054	757.012
0.000190638	5.31617e-05	741.106	915.779	842.517
0.00434751	0.000339683	629.405	773.531	719.556
0.00142321	0.000119478	407.183	507.605	408.361
0.000465494	0.000109891	537.933	580.455	602.783
0.00812086	0.000344958	344.736	364.011	395.378
0.000157652	2.25717e-05	313.305	648.872	629.763
0.0026899	0.000299963	639.292	640.182	674.5
0.0933029	0.00283889	570.221	879.544	803.265
0.000733256	0.000183008	867.823	967.091	934.049
0.00143866	0.000189943	411.574	448.788	501.717
0.000517443	0.000103194	591.929	601.039	652.257
0.00385348	0.000486972	790.477	809.503	855.719
0.000188845	8.17643e-05	709.239	767.366	761.839
0.000122223	2.7662e-05	600.284	806.561	732.307
0.00411148	0.000619217	601.143	655.163	687.793
0.000153922	3.90312e-05	602.074	636.421	693.693
0.000127948	1.62352e-05	563.077	834.831	832.547
0.000872857	0.000151644	715.086	826.146	890.237
0.000229745	2.20414e-05	334.267	387.075	452.5
0.000154518	1.54755e-05	372.104	690.794	622.299
0.0028093	0.000293012	424.264	428.87	461.568
0.000773155	5.72353e-05	388.473	443.555	456.253
0.0030246	0.000545159	275.089	282.475	307.179
2.51145e-08	2.66298e-08	186.452	877.209	873.433
0.00411273	0.000200901	329.781	736.433	724.102
0.00258881	0.000528152	861.352	896.043	916.006
0.000888038	0.00018201	641.246	703.546	728.897
0.000228155	1.8512e-05	287.745	364.079	447.279
0.00104224	0.000203743	896.728	907.18	970.216
0.0010276	0.000125498	631.048	766.608	781.416
0.000440736	5.96607e-05	548.075	772.082	652.806
0.000147833	1.91547e-05	434.372	631.117	644.866
0.000136955	2.63779e-05	490.989	744.113	692.392
0.000137914	3.07636e-05	615.569	825.491	860.827
0.000508612	0.00015785	732.041	760.446	820.19
0.00095052	0.0001426	636.952	801.204	839.182
0.000277293	0.000108851	677.557	713	743.488
0.000251198	2.16609e-05	278.316	405.439	431.378
0.000795438	0.000155621	667.406	679.287	757.276
0.0014818	0.000223123	481.295	604.766	583.211
0.000741565	9.10678e-05	443.103	514.601	525.549
0.002491	0.000204029	371.218	425.183	379.227
0.000672399	0.000209806	819.527	853.765	885.358
0.00381093	0.000462984	662.862	830.333	794.741
0.000200764	2.53564e-05	401.902	531.298	531.502
0.000286559	3.99263e-05	591.524	924.017	875.063
0.000241729	2.16197e-05	275.021	634.529	636.432
0.00136392	0.000192641	546.288	822.417	825.279
0.000259781	5.68206e-05	610.63	687.297	730.438
0.0021275	0.000110739	397.879	766.06	780.188
0.00115857	0.00020409	485.469	563.487	572.63
0.000154108	4.1011e-05	854.056	956.871	969.676
3.00594e-06	2.39662e-06	230.466	926.389	957.06
9.67142e-05	5.04625e-05	822.83	932.689	969.038
0.000410671	0.000207369	866.151	897.558	907.807
0.00184798	0.000320714	590.635	715.7	667.091
0.000563871	3.81045e-05	324.445	746.154	730.757
0.000595031	0.000148254	676.204	727.306	745.855
0.00387342	0.00032169	324.276	456.154	423.724
0.000391161	6.16593e-05	457.499	519.193	522.875
0.00172357	0.000112757	292.276	315.934	342.512
0.00118947	0.00013529	764.156	933.485	983.085
0.00156243	0.00016283	670.248	888.594	924.777
0.00643198	0.000758399	753.628	772.197	783.665
0.00012387	1.57189e-05	511.731	737.459	589.606
1.76004e-06	1.49183e-06	181.045	594.666	606.922
0.000563308	0.00010535	735.986	803.363	883.505
0.000738566	0.000143576	566.139	601.794	665.532
0.000346557	8.88487e-05	659.253	723.447	720.854
0.00038766	0.000124702	817.056	858.318	925.179
0.00136668	0.000187641	697.005	743.576	744.702
0.000166451	5.35951e-05	483.118	590.172	590.208
0.000280116	0.000118223	733.571	769.906	790.653
0.000492033	0.000176124	739.655	848.997	779.586
4.83073e-06	4.8144e-06	155.031	452.204	454.177
0.000210978	1.99634e-05	378.673	643.385	652.02
0.00344748	0.00035593	775.344	786.521	853.484
0.000216838	2.52056e-05	299.119	802.512	723.714
0.00615603	0.000766064	558.207	691.855	649.112
0.00118888	0.000110665	356.54	516.162	411.596
0.000360801	0.000132639	698.717	747.028	744.741
0.000471652	2.88658e-05	262.427	427.847	500.871
0.00500144	0.000178776	360.48	799.578	764.518
0.000751592	0.000109751	506.781	576.985	590.087
0.000416817	0.000114963	790.626	877.815	884.101
0.00127396	0.000271203	606.877	642.61	718.247
0.000919308	0.000158005	426.708	489.303	460.005
0.000256517	3.46294e-05	371.832	411.008	479.376
0.00112249	0.000156264	825.071	978.808	970.678
4.04856e-05	2.20476e-05	214.437	537.391	609.869
0.000272284	9.66261e-05	638.717	785.277	677.701
0.000293357	5.90051e-05	684.297	940.197	927.389
0.000596813	7.18481e-05	587.88	899.57	828.907
0.000516417	0.000148549	782.934	784.658	859.982
0.000701151	0.000181305	739.467	751.37	769.23
0.000175587	1.04642e-05	282.615	807.055	796.151
5.28781e-05	2.60834e-05	214.677	690.465	635.929
0.000295219	4.19587e-05	480.52	574.239	655.959
0.000138947	3.11441e-05	708.078	823.63	833.655
0.000435684	7.67709e-05	685.093	914.269	946.016
0.121593	0.00268526	576.486	752.333	832.372
9.71041e-05	9.33014e-06	282.732	543.444	589.278
0.0107249	0.0007491	632.308	702.704	699.598
0.0022492	0.000204272	491.419	963.66	917.217
0.00310621	0.000278615	626.101	626.112	706.651
2.10417e-05	1.33996e-05	229.152	937.054	976.227
0.00202287	0.000372846	725.482	880.57	899.005
0.000679689	5.9866e-05	326.288	409.077	385.219
0.000222208	3.2747e-05	394.123	428.996	489.716
0.000264656	0.000110596	749.619	857.468	773.225
0.000132061	4.74444e-05	593.886	697.778	692.875
0.000636582	0.000192871	698.554	749.264	732.7
0.00068585	0.000155334	820.14	894.059	974.038
0.000140793	1.6862e-05	465.396	711.574	694.114
0.00114101	0.000130511	361.4	383.324	406.847
0.000281273	5.00704e-05	554.728	665.3	711.595
0.00804343	0.000502756	519.406	716.625	777.26
0.000313149	6.00147e-05	308.616	434.861	327.473
0.00186911	0.000184744	491.698	556.172	516.503
0.000537218	0.000175001	904.961	973	953.939
0.00183075	0.000192951	316.207	385.875	449.476
0.00126986	0.000326521	867.109	882.632	895.543
0.000318535	2.12161e-05	287.183	460.694	521.443
0.000596531	0.000119371	580.333	720.332	734.877
0.000159459	9.74634e-05	781.839	865.179	854.338
0.000804154	9.29468e-05	520.998	705.328	689.893
0.000414431	0.000134381	868.223	991.881	941.02
0.000895832	0.000215766	567.821	596.268	591.624
0.000143759	1.69793e-05	366.803	490.417	627.169
0.000194355	4.66385e-05	698.125	982.918	874.477
0.000246124	3.66076e-05	520.112	988.86	884.56
0.00506431	0.000382278	912.546	919.103	997.791
0.000100931	4.09087e-05	177.074	349.356	342.941
0.00754372	0.000497453	366.171	595.197	542.294
0.000661039	6.99552e-05	370.892	430.994	472.002
0.000399478	3.85148e-05	422.362	933.727	904.219
0.000245313	2.95529e-05	373.872	752.072	664.16
0.00301239	0.000249164	381.355	391.102	435.24
0.000632872	0.000166177	571.869	636.234	608.05
0.0027071	0.000541491	920.556	932.877	943.216
0.00164246	0.00018326	752.445	906.741	932.82
0.00192515	0.00034279	912.024	929.615	946.242
0.000565422	0.000100576	668.489	671.474	743.659
9.4418e-05	5.15699e-05	777.783	926.032	890.595
0.000291789	3.87186e-05	461.182	622.947	573.809
0.000572175	0.000152117	800.66	811.104	884.512
0.000681345	0.000105707	460.252	471.352	537.51
0.000124179	1.46844e-05	405.492	670.972	653.351
0.000488194	3.88129e-05	454.249	454.632	521.569
0.00361738	0.000132196	102.505	255.277	181.447
0.000262456	3.90728e-05	544.237	808.06	879.562
0.000199984	9.90886e-05	890.873	962.957	960.987
0.000485339	4.057e-05	455.263	797.303	808.75
0.000916179	0.000214087	596.886	622.611	688.941
7.36934e-05	5.57046e-05	527.485	555.748	616.411
0.000364664	0.000100821	661.742	700.513	784.307
0.000269455	5.70323e-05	583.333	596.646	677.448
0.000207444	4.49358e-05	666.526	736.331	753.05
8.84779e-05	4.44003e-05	512.427	566.806	609.237
0.000437942	4.60307e-05	358.62	598.778	655.318
0.00206486	0.000281828	543.873	551.353	578.588
0.000406788	1.86005e-05	157.608	352.837	298.932
0.00818141	0.000413409	603.025	846.597	823.225
0.0197306	0.00218506	580.046	580.091	602.14
0.000508195	0.000114288	613.899	625.273	706.093
0.000233913	6.68121e-05	829.586	921.975	927.911
0.000244026	5.72494e-05	690.234	874.23	832.598
0.00038518	2.72162e-05	236.796	279.859	300.083
0.00249673	0.000322212	745.953	839.389	761.584
1.20045e-05	1.12858e-05	154.625	478.79	399.369
0.000274778	5.37325e-05	565.437	627.846	650.342
0.00799095	0.000354408	912.992	950.642	975.394
0.000294579	4.46642e-05	417.646	456.639	562.715
0.01214	0.000283952	918.392	966.802	981.88
0.00078937	6.55609e-05	577.7	998.673	946.671
0.000175075	1.51694e-05	287.414	629.507	525.022
9.70286e-05	1.04188e-05	453.597	529.971	563.824
0.000134531	1.50013e-05	480.262	911.771	807.355
0.0013016	0.000158346	404.401	450.79	454.887
0.000961492	0.00010328	365.38	480.226	377.875
0.0195724	0.000645669	151.349	388.609	433.549
0.00336316	0.00048657	694.033	752.796	747.938
0.000166117	2.21829e-05	323.562	492.582	365.841
0.00186123	0.000163794	262.859	925.783	958.733
0.00173035	0.000116735	450.613	901.031	983.124
0.00220647	0.000530477	712.926	714.439	723.216
0.000246799	4.4544e-05	550.127	717.184	643.5
0.000262351	6.36362e-05	759.178	870.243	902.715
0.000866707	7.43348e-05	213.535	776.989	721.403
0.00027857	8.97274e-05	704.383	715.958	790.458
0.00187185	0.00018197	587.861	671.35	713.831
5.29674e-05	2.60754e-05	153.345	368.114	406.927
0.000413756	0.00019312	810.932	836.266	845.282
0.000929958	0.000125161	679.251	835.142	900.477
0.00136832	0.000291008	726.85	793.414	807.928
0.000544376	4.71558e-05	242.216	577.438	573.743
5.91796e-05	2.75966e-05	224.906	652.238	714.061
0.0305004	0.000940634	408.608	862.719	880.188
0.00357083	0.000424008	948.6	950.591	996.912
0.0012627	0.000195822	577.375	625.325	609.71
0.00319364	0.000176805	331.462	332.024	381.107
0.00249994	0.000681826	624.001	657.99	633.548
0.000203728	3.16386e-05	344.929	479.147	380.007
0.000244929	4.64008e-05	785.575	958.432	967.096
0.000216704	2.85333e-05	417.584	494.149	615.693
0.00766165	0.000573078	354.098	569.301	535.979
0.000144841	1.21116e-05	297.32	447.26	387.707
0.000196363	3.21857e-05	525.148	820.098	820.706
0.00143732	0.00021541	486.062	525.064	547.655
0.000144838	0.000104427	655.866	721.405	705.705
0.000506696	4.18824e-05	332.496	520.333	524.856
0.000118478	1.30189e-05	351.844	718.078	646.033
0.000949145	9.29747e-05	446.95	653.601	632.608
0.000340298	2.26604e-05	385.429	918.055	944.255
0.00106179	0.000216529	740.986	826.872	862.276
0.0001639	2.74606e-05	668.998	803.669	864.943
0.000189636	3.34028e-05	647.638	836.096	831.059
0.000641249	0.000197893	616.762	699.282	632.755
0.0124364	0.00177743	594.926	638.886	614.593
0.000330978	5.60309e-05	651.806	915.797	933.335
0.000292199	7.56761e-05	490.244	519.276	530.533
0.000306039	3.09854e-05	446.67	698.611	615.686
0.000225925	1.00078e-05	202.764	529.705	571.778
0.00041851	8.55406e-05	681.917	784.039	820.476
0.000351379	1.78873e-05	267.609	401.802	500.908
0.000246127	5.82157e-05	675.405	775.942	794.467
0.000210274	4.36914e-05	637.275	854.965	891.252
0.0012127	8.8849e-05	315.879	715.849	641.062
0.00263634	0.000279953	913.901	915.038	973.831
0.0332583	0.00108806	477.361	811.487	817.634
0.000626413	7.94191e-05	522.767	640.961	670.894
0.00287889	0.000263642	700.61	877.535	857.537
0.00107416	0.000197334	732.61	732.72	806.014
0.000157506	5.42806e-05	686.237	818.657	760.847
0.000561488	3.12509e-05	388.569	677.585	584.77
0.000556774	4.51134e-05	370.401	535.321	530.998
0.000178634	5.4282e-05	618.816	645.237	703.59
0.000393681	0.000132405	569.963	661.814	590.66
0.000935635	0.000200535	902.053	917.422	926.954
0.000254856	2.13114e-05	286.94	312.193	376.826
0.000905232	0.000104547	565.912	825.698	823.984
0.000651994	0.000107673	436.993	455.499	507.142
0.00200576	0.00026725	541.976	588.22	614.535
0.000388387	7.17285e-05	441.802	460.461	501.986
0.00132884	0.000147565	345.247	371.393	396.965
0.000341037	5.57576e-05	617.543	786.501	723.291
0.000254542	8.8665e-05	753.275	862.36	802.127
0.00680851	0.000189045	142.324	494.851	413.042
0.00029219	5.82737e-05	802.044	942.386	934.278
0.000199719	6.54653e-05	607.557	633.211	677.233
0.00964027	0.00069778	477.166	707.032	617.094
0.000272839	9.82345e-05	720.875	758.198	832.757
0.00033595	0.000103269	595.995	611.778	749.507
3.32085e-05	1.7433e-05	163.931	193.737	231.566
0.000909686	0.000115325	474.048	529.483	560.399
0.000217239	4.70571e-05	581.171	676.748	677.623
0.00557687	0.000399949	674.63	944.562	942.968
0.0011003	0.000252109	719.732	867.248	781.158
0.000185601	1.50977e-05	375.303	584.373	612.168
0.0014672	0.000265964	671.843	685.332	752.705
0.000349019	2.51105e-05	186.919	332.978	316.921
0.000241682	5.17779e-05	580.415	716.325	741.375
0.000372238	5.64639e-05	384.241	502.739	418.508
0.000188215	1.7126e-05	327.652	475.265	492.594
0.000116556	1.0451e-05	339.79	530.473	445.242
0.000178165	3.47871e-05	625.863	831.071	900.339
0.0604471	0.00218399	472.442	648.902	724.096
0.000563702	6.33737e-05	525.374	833.786	858.751
0.00523989	0.000467816	792.709	796.918	826.366
1.15103e-05	7.149e-06	149.149	457.251	439.584
0.000370923	3.4217e-05	413.722	655.436	684.328
0.000373029	2.83475e-05	299.61	563.563	401.981
0.000379023	7.19962e-05	502.671	576.687	561.16
1.09476e-05	1.04056e-05	154.356	504.824	356.953
0.0501445	0.00211059	477.447	627.376	607.972
0.000150056	3.45489e-05	613.927	799.143	823.603
0.000606776	6.92668e-05	275.625	359.354	299.391
0.000446922	8.85774e-05	745.617	900.257	850.096
0.000128831	1.85695e-05	428.044	747.914	684.347
0.0557083	0.00605336	696.806	697.121	704.437
0.000429995	0.000118542	826.837	926.412	941.398
0.000441214	0.000132401	888.379	889.513	978.139
0.000105109	9.86674e-06	328.616	747.173	745.951
0.000477393	6.70428e-05	583.353	680.014	737.803
0.000167109	1.10664e-05	247.107	686.43	570.644
0.000445334	0.000128685	609.158	654.348	650.758
0.000688217	9.04157e-05	302.723	355.905	323.112
0.00129086	0.000197802	845.799	853.458	873.991
0.00173632	9.87211e-05	184.261	257.091	215.502
0.0115613	0.00142022	359.459	467.324	424.682
0.000387965	7.58173e-05	655.108	809.753	741.282
0.000795263	0.000164617	410.193	439.391	439.543
0.000539814	6.8346e-05	511.423	608.342	656.346
0.00141928	0.000158925	771.871	985.84	919.769
0.00013746	2.40051e-05	551.98	836.007	881.709
0.00446465	0.000461524	703.962	766.672	728.112
0.000240583	1.60282e-05	356.999	500.113	459.374
0.000143975	1.82098e-05	421.364	682.846	632.925
0.000316373	8.96739e-05	822.719	920.286	922.92
0.00159241	0.000172928	532.575	957.755	849.093
0.000200956	0.000139925	890.117	952.916	943.122
0.000223808	4.52438e-05	630.05	931.364	863.194
0.000383742	7.77654e-05	566.515	597.149	641.61
0.000323303	6.76508e-05	595.424	702.546	629.78
0.00108546	0.000280497	777.37	841.661	864.189
0.000203807	4.23125e-05	499.441	532.16	573.82
0.000356058	7.12907e-05	740.272	959.732	901.611
0.00113258	9.87012e-05	398.858	400.283	473.137
9.21489e-05	9.1424e-06	165.936	676.338	521.824
0.00019704	3.27777e-05	482.056	640.062	658.227
4.9455e-05	8.10702e-05	629.987	771.646	756.726
0.000820277	0.000121144	513.291	617.111	542.738
1.93864e-05	1.2493e-05	169.314	782.928	753.271
0.000163096	1.51169e-05	242.257	540.873	391.538
0.000554195	0.000151346	709.211	811.356	719.693
0.000659274	9.90458e-05	688.891	824.928	891.963
0.000919547	0.000171542	863.046	983.13	978.687
0.0029192	0.000410251	623.032	738.212	750.879
2.22347e-05	1.52719e-05	204.751	783.606	712.67
0.000240646	2.97664e-05	376.667	563.83	426.868
1.5969e-05	1.24754e-05	265.699	473.923	499.462
0.000404694	0.000138868	775.525	824.494	840.243
0.00100252	0.00010266	529.818	760.064	787.802
0.000866985	4.70095e-05	222.625	551.639	450.272
0.000156435	4.79055e-05	257.662	452.51	472.376
0.000942449	9.35971e-05	337.211	363.76	396.678
0.00010833	8.03499e-06	381.775	508.414	552.709
0.000153263	3.12281e-05	524.747	555.831	600.166
0.00028739	0.000104723	694.297	723.097	776.06
0.00198752	0.000173371	614.872	828.323	741.629
0.000345826	0.000131644	826.019	861.634	919.083
0.000179961	6.43954e-05	528.805	554.401	605.609
0.000161752	2.40747e-05	451.171	552.385	604.077
