Omega	Omega_uncer	MA1	MS1	alpha	svev
0.00789313	0.000447954	477.783	95.0603	-0.69954	99.2956
1.44042	0.0163309	69.3345	629.485	0.0856456	358.942
0.194358	0.00354234	392.262	364.566	1.44498	845.056
0.0734382	0.00162847	521.533	784.795	-1.52628	986.912
0.000108602	6.74102e-06	302.488	511.863	-0.948087	439.466
0.108336	0.00384048	535.907	594.804	1.56285	218.619
0.0302118	0.000803146	881.412	481.85	0.531208	798.527
0.000317165	2.3763e-05	454.434	660.416	0.888545	580.266
0.00033201	4.2827e-05	705.476	426.616	1.33419	61.1019
0.00187056	4.93299e-05	106.101	317.164	0.784737	452.496
0.0116812	0.000398418	631.73	676.975	-0.180248	710.031
7.73211e-05	1.01479e-05	511.771	856.13	-1.03581	457.338
0.000226078	1.67899e-05	417.993	577.709	0.922436	369.138
0.00530422	0.000125387	222.514	580.474	1.40988	791.299
1.36787e-05	1.05509e-06	112.324	227.941	-1.20803	618.249
0.0791315	0.00222867	838.357	912.621	0.0584956	898.408
2.02677e-05	9.64108e-07	389.237	855.728	0.32754	443.862
0.304157	0.0399441	222.891	107.41	-0.190805	354.695
0.105824	0.00214605	734.386	354.817	1.06333	882.008
1.51117e-08	1.62376e-09	260.947	389.54	-0.711548	9.7509
4.90852e-06	1.05477e-05	917.249	822.396	0.450084	68.0605
0.122778	0.00283814	452.87	238.92	-1.08293	592.452
0.0351812	0.00448814	416.861	202.165	0.0530368	271.495
1.04163e-06	8.44724e-08	164.786	480.926	-0.679918	36.4664
1.54853	0.25771	386.654	267.695	0.0140441	887.947
0.000888301	2.29671e-05	325.106	793.063	0.207852	943.791
0.000117042	3.1365e-06	197.879	422.05	-1.36313	405.224
0.0101152	0.000993319	761.589	416.063	-0.318258	340.269
8.04148e-07	5.81471e-08	288.459	620.605	0.798797	42.9197
1.35082	0.0153864	809.525	212.291	0.667863	909.648
0.00256167	0.000136745	364.456	288.474	-0.780562	230.24
0.0796212	0.0109387	719.401	430.654	-0.0724601	535.58
0.0018426	0.000108618	648.35	882.627	-1.2006	981.424
16.7646	0.201594	725.689	129.766	1.47814	684.316
3.30006e-05	5.76563e-06	501.815	388.595	1.304	37.571
0.00836965	0.000481869	754.658	370.16	-0.651341	314.458
6.21999e-05	1.65098e-05	940.765	910.845	-1.42029	47.8897
0.00556802	0.00014925	173.135	940.968	1.04821	760.735
0.000126224	4.77473e-06	279.443	608.279	-0.0433158	86.1099
288.1	1.5212	88.9334	900.098	1.56676	963.184
2.44903e-05	1.74648e-05	832.724	770.498	0.653741	117.437
0.00593604	0.000278742	850.264	693.685	0.378436	678.919
0.00572408	0.000152202	132.28	814.377	-0.341807	536.001
0.00136683	4.1113e-05	234.538	707.727	1.17614	684.187
0.00436568	0.000191042	668.571	664.501	-0.958874	922.361
6.26886e-05	1.65879e-05	655.469	152.269	1.01825	29.4082
0.0947529	0.00182408	710.547	296.13	1.3436	311.02
1.49669	0.0403606	246.228	88.6536	0.870852	926.468
1.55909	0.0206871	809.152	197.502	-1.2952	485.808
0.244209	0.00410512	841.187	269.349	0.731	708.477
0.00472987	0.000676858	133.727	776.979	1.47818	124.76
0.000726837	5.07923e-05	534.706	740.461	-0.634378	845.05
0.00119694	6.42466e-05	454.961	519.16	-0.861223	493.359
0.000104283	2.20367e-05	621.428	374.282	-1.18532	50.9329
2.62544e-07	6.87763e-07	620.413	929.097	-0.411982	51.3297
0.00919504	0.000287672	67.751	618.221	1.10528	146.917
0.0114873	0.000431803	765.723	632.96	1.14111	939.608
0.00271699	0.000183648	852.309	697.815	0.547719	596.314
0.355607	0.00549218	524.794	490.783	1.52205	645.219
0.000378411	1.32879e-05	281.243	747.866	-1.3631	283.272
0.000778075	4.82743e-05	317.026	357.763	0.649977	292.684
0.00588771	0.00024149	682.045	841.977	1.35596	829.765
0.00431009	0.000376138	821.075	451.887	-0.515019	301.178
0.00969641	0.000423996	120.108	164.692	1.18272	188.7
0.112956	0.00227741	747.652	352.048	1.17227	739.959
0.000388859	1.61028e-06	99.8623	223.118	0.52346	547.942
0.00108338	7.83624e-05	663.901	890.295	0.2606	651.455
0.00326858	0.000163387	688.161	896.935	1.37931	649.414
0.291847	0.00836096	304.698	477.984	-1.55269	646.297
5.13713	0.123089	369.961	264.072	1.52452	937.442
0.00182683	0.000132226	665.959	508.301	-0.903956	322.014
4.24681e-06	2.96414e-06	622.992	795.59	0.82403	89.6459
0.0717739	0.0019813	197.637	214.638	-0.277005	635.806
9.98325e-07	1.55685e-07	387.756	706.6	-0.881392	79.3707
0.113462	0.00221986	646.894	456.313	-1.39048	802.593
0.00107512	5.66761e-05	403.249	628.149	-0.401232	996.449
1.84096e-05	2.39851e-07	156.133	333.884	0.551339	378.669
0.00158284	9.88512e-05	547.957	933.893	-0.0834478	661.107
0.000271163	2.31762e-05	492.193	746.991	-0.824089	686.014
0.00897122	0.000330168	592.58	621.881	-1.16872	999.981
0.00286926	0.000194496	786.519	606.434	0.838518	540.271
0.000106745	5.78686e-06	363.034	759.874	-0.962462	986.366
0.059415	0.00716146	266.187	272.732	-1.53614	251.784
0.00113062	0.000114356	850.881	735.226	0.416909	383.932
0.60456	0.169975	119.11	922.074	-1.54631	308.895
0.706436	0.0147996	905.966	200.238	0.40864	481.75
0.0181013	0.000714754	897.228	830.966	-0.180957	867.891
2.22532	0.0759634	502.847	149.175	0.138958	570.813
0.014425	0.000788832	705.609	317.744	-0.560718	311.829
0.0161416	0.000419615	127.618	739.573	-1.33119	515.642
6.99407e-07	4.64339e-07	62.3045	473.554	-0.545225	88.2131
0.0568358	0.00164851	258.78	290.623	1.26776	959.197
0.00160262	6.49632e-05	262.697	403.308	-0.600778	911.422
0.000906937	6.19231e-05	553.545	775.939	-0.982052	938.902
1.10817	0.0531724	656.906	230.168	0.00270011	630.173
7.771e-06	9.13062e-07	329.343	370.608	-1.01315	46.0461
3.59878	0.0563516	638.352	62.7598	-1.44879	499.522
0.00329191	0.000242551	752.332	232.164	0.753877	115.989
0.00311803	0.000190541	655.718	73.0144	0.923757	67.3494
0.000184054	1.09336e-05	313.637	598.022	1.27234	697.883
0.228159	5.48058e-05	51.3298	187.344	0.0919225	214.55
0.299271	0.0121307	913.284	361.819	0.19155	716.946
0.000638402	7.8306e-05	541.987	146.231	0.41954	62.7699
0.0510513	0.00128106	466.839	329.061	1.12165	811.236
2.45295	0.0441543	341.82	59.8754	-1.20361	895.972
0.00429062	0.000120256	242.04	880.935	-1.24214	856.989
0.0302189	0.000907841	903.95	586.612	1.2139	898.756
0.422902	0.00891679	234.634	54.6433	-0.811275	791.604
0.000611928	1.67818e-05	191.988	488.917	-0.921661	771.252
0.00431861	0.0001997	800.737	796.487	-1.20333	767.831
0.0237058	0.00100697	892.718	555.403	-0.374465	750.761
0.124143	0.00406052	834.463	170.335	-0.315706	238.599
3.37414e-05	7.81188e-07	180.21	385.909	-0.95545	516.871
0.013786	0.00116602	316.844	229.226	-0.445931	301.185
0.42473	0.00806325	765.838	82.2638	-0.80008	245.209
241.521	1.51537	86.9071	282.301	-1.56915	487.603
4.71465e-05	1.28542e-05	721.219	927.274	-0.946336	207.943
1.54562	0.0228696	773.761	109.627	0.251172	316.424
0.544293	0.00820574	615.03	228.733	0.755656	960.794
0.0933708	0.00296843	349.067	640.785	-0.00176996	140.9
5.34575	0.0128925	76.6939	946.213	-0.0723345	695.612
5.55174	0.807404	225.439	121.536	-0.546154	835.196
1.66414	0.310064	153.8	102.713	1.54035	571.909
0.211483	0.00466242	335.014	228.184	-1.07964	990.841
0.0019674	5.65941e-05	205.458	653.768	-1.3745	355.758
0.153574	0.00262371	713.395	592.868	1.49826	642.79
0.00202189	0.00012274	771.601	821.735	-0.424379	717.726
0.00716853	0.000274795	512.52	553.694	-1.14958	864.488
0.0553098	0.00279805	549.907	451.474	0.136883	611.44
0.010555	0.000389767	523.01	447.085	0.786607	869.855
0.000710432	4.82059e-05	499.798	708.372	0.442648	740.952
3.07038	0.0267121	886.556	187.118	0.994181	797.443
0.0445725	0.00116412	790.886	519.234	-1.2496	879.06
0.000395772	1.55725e-05	162.103	766.933	0.189474	80.0701
0.00877659	0.000319098	638.669	760.622	1.33938	925.302
1.02981e-06	1.32362e-07	364.316	654.318	-1.04305	61.3526
0.00906509	0.000239284	155.792	573.155	1.27138	711.847
0.281615	0.00342527	70.2398	406.193	0.449601	655.422
0.0968367	0.0230293	164.565	123.127	0.0699435	284.728
0.0398946	0.00180292	260.245	245.895	-1.39235	339.383
0.0337906	0.00111927	715.129	264.371	-1.39232	159.881
0.0297905	0.000532601	81.304	538.115	1.14225	617.506
0.000104888	4.29288e-06	348.737	815.307	0.593317	790.138
0.00367709	0.000161712	519.625	561.565	0.569163	856.99
0.00519851	0.00019169	184.72	266.846	0.437785	586.277
0.000942874	7.15477e-05	623.039	559.828	-1.02988	283.181
4.12215	0.0263749	632.955	79.8464	0.829393	694.747
0.00236226	7.75206e-05	275.741	931.861	1.19799	820.985
0.0391955	0.000671783	246.232	549.741	1.53893	938.207
0.00561996	0.000154784	137.857	629.037	-0.776546	853.593
0.00175945	9.42096e-05	494.344	768.67	-0.221329	941.735
0.000307458	2.08854e-05	380.235	676.924	-1.52204	111.609
0.0706265	0.0114236	893.769	893.603	0.0522028	655.217
0.0471239	0.00167644	503.431	394.912	0.233204	689.105
0.0982691	0.0034889	424.758	193.137	-1.09472	338.897
2.67435e-07	2.3432e-08	174.998	923.916	0.525342	33.8402
0.0055177	0.000219875	523.657	509.472	-0.449492	657.42
0.00121238	3.64431e-05	188.509	546.275	0.389257	610.13
7.60467e-05	1.66673e-05	364.945	197.755	0.463745	54.3998
0.0737276	0.00157486	824.679	336.207	0.681307	663.472
8.19747e-05	3.54609e-06	279.81	880.05	0.937061	234.25
1.01133e-05	5.62193e-07	324.962	689.668	0.814162	373.134
0.00143562	0.000101717	832.804	899.212	0.697154	910.785
2.78389	0.0404875	873.128	91.5892	-1.54356	389.744
0.00012028	1.65378e-05	551.061	927.799	-0.185755	366.226
0.000666253	8.13995e-05	524.073	156.407	0.661724	65.7119
0.21185	0.0119625	304.162	69.2452	1.1834	358.89
0.000123495	5.45402e-06	355.452	794.334	-1.12106	593.96
0.307465	0.0075165	724.384	332.545	0.29762	941.491
0.495317	0.00265129	72.2128	288.128	-1.39855	354.537
0.217865	0.00582438	237.34	199.285	1.23924	776.962
0.0245451	0.000781495	240.874	291.852	-1.18519	903.23
6.50581e-05	2.12904e-06	269.651	615.552	0.844512	564.051
0.000456703	4.85545e-05	721.959	803.928	0.850757	479.97
4.32949	0.0395345	823.173	266.941	-1.47962	647.844
0.00884001	0.000265051	111.275	152.251	-0.947276	173.007
0.831663	0.0138413	434.796	182.389	0.997135	793.415
0.00555423	0.000213746	420.517	634.068	-0.150069	872.354
0.0524355	0.00230831	783.353	274.845	0.376492	347.348
1.06047	0.0140739	516.698	325.577	-1.48623	742.84
0.216521	0.00385849	891.129	297.666	0.825011	795.939
0.00923009	0.000334227	151.594	212.815	0.569283	533.88
0.00296171	0.000118206	429.756	844.17	1.48272	710.521
0.00291919	0.0026483	946.42	917.28	-0.0313106	171.266
0.00771587	0.000272488	149.669	211.692	-0.240101	308.124
3.42242	0.121156	795.76	250.25	0.0704648	875.929
3.5975e-06	8.1951e-07	475.096	846.368	0.45069	143.128
0.0116447	0.000266593	221.945	469.501	1.54215	670.707
0.2054	0.00372204	717.167	308.214	-1.17609	753.737
0.00593994	0.000226984	471.028	515.37	1.11269	807.04
0.000546723	2.5094e-05	409.54	946.922	1.22447	826.318
0.00301901	0.000319122	914.203	668.502	-0.328261	380.414
0.0251614	0.000752568	830.194	675.401	-1.34784	819.266
0.00236484	0.000170347	875.651	712.103	0.614196	593.805
1.32657	0.0113423	608.471	58.4069	-0.34646	339.624
0.258443	0.00747838	477.908	170.681	0.978837	381.219
0.000270587	2.00444e-05	428.895	719.652	-0.889854	937.275
1.43262e-05	7.82767e-07	285.023	857.367	1.22146	71.8595
2.30595	0.0252766	854.289	192.521	0.504618	778.785
6.39287e-06	6.21275e-06	811.024	837.699	1.11175	57.08
0.00750752	0.000290713	563.1	516.423	0.667477	924.924
0.00810712	0.000182266	278.526	722.239	-0.0392676	408.561
0.434248	0.00599252	730.646	282.037	1.17634	877.342
0.000396757	2.48462e-05	402.718	610.903	-0.842805	686.328
0.00051677	3.01908e-05	380.556	517.467	0.983013	449.029
0.00428332	0.000176612	424.834	482.243	0.403445	702.005
0.00538759	0.000384934	624.764	360.663	-0.596473	289.756
0.011059	0.00191191	248.362	129.98	-0.0496085	164.853
0.000174224	2.44663e-05	596.403	594.178	0.912673	197.477
0.0503007	0.00223223	366.417	189.71	1.13422	278.736
0.0153603	0.000446385	421.747	429.339	-1.23198	735.738
0.00437381	0.000105885	90.242	759.247	0.958062	340.235
0.0204301	0.000657309	326.714	337.613	-0.276467	618.245
1.85201e-05	1.30416e-05	769.856	346.517	0.703535	41.3779
1.76162e-05	1.18185e-05	657.181	228.286	-0.193313	35.0448
3.19381	0.105368	308.266	157.414	1.24108	922.753
0.0012292	8.64948e-05	701.592	917.217	1.23803	685.875
0.0107627	0.000272511	156.926	491.524	-1.3334	755.354
0.00102168	0.00038578	870.862	520.69	0.100087	184.231
0.00128829	4.56967e-05	329.937	909.214	1.43502	337.482
0.000667285	3.43713e-05	296.827	418.279	0.372282	369.412
0.0356931	0.00100139	714.796	388.87	-1.33803	343.101
0.0161867	0.000863476	567.156	441.71	-0.272353	513.045
4.07161e-05	7.32366e-06	549.124	944.524	1.13594	309.046
0.0192988	0.000699299	911.74	509.689	-0.695631	755.901
0.414031	0.00016823	51.2128	533.799	-1.33111	354.786
0.0302382	0.000629313	104.489	900.476	1.29879	608.547
0.704883	0.0144629	859.691	265.082	-0.403429	870.329
0.0960663	0.00202272	633.36	349.276	-1.02445	990.096
0.000329505	4.17006e-05	688.146	734.502	-0.355501	248.752
1.06857	0.0719179	226.212	147.652	-0.679624	800.348
0.000227729	9.03411e-06	142.176	860.815	0.786571	146.104
1.77645e-05	2.63317e-06	420.504	394.779	-1.38259	29.9183
0.000142358	4.30736e-05	878.578	719.922	-0.273259	137.067
0.758652	0.0165355	670.398	226.971	1.51169	327.109
0.00863492	0.000441241	442.053	358.57	0.279562	353.417
8.9958	0.065493	657.846	59.8055	-1.30755	763.133
0.0865908	0.00382278	744.307	293.703	-0.363057	471.162
0.00170543	7.26407e-05	391.355	782.018	1.46789	668.436
0.0977686	0.00763035	692.833	721.907	-0.0574885	717.899
0.00321634	9.87264e-05	166.686	660.029	-1.17518	542.066
0.00055036	3.17184e-05	429.951	828.846	-1.4128	539.41
5.07543e-05	2.53638e-06	105.817	395.823	-1.22051	32.4466
0.216347	0.0351438	704.393	467.044	-0.00743418	700.786
5.47624	0.0754166	476.849	96.8534	-0.306344	581.845
0.00175147	7.72876e-05	340.556	459.524	-0.798815	787.136
5.35623e-05	2.63058e-06	291.542	887.53	0.634989	213.76
0.00959626	0.00034028	659.438	702.889	1.51625	184.64
7.38487e-06	1.09439e-06	412.918	632.766	0.963854	109.46
0.000257674	2.35985e-05	511.612	849.718	1.02231	857.24
3.91828e-05	6.58328e-07	295.541	623.656	0.235372	936.972
0.00122301	0.000118142	140.699	638.583	1.57056	73.4823
0.203328	0.00880974	685.436	220.403	0.235789	403.011
23.0893	0.294566	629.927	80.3801	-1.48007	820.962
0.00552258	0.000254609	917.91	873.345	1.29667	731.273
6.55455	0.0257437	626.234	53.5558	0.444529	895.487
0.263567	0.00475403	636.322	324.859	-1.43413	448.854
0.00212634	6.33612e-05	224.577	775.238	-1.05441	869.043
0.00143224	8.45723e-05	448.894	780.662	-0.10431	739.552
0.000242629	2.17792e-05	469.245	832.223	0.138208	467.257
0.000570351	2.24667e-05	102.626	895.847	-1.03086	119.928
7.48378e-05	2.43384e-05	926.227	888.577	0.63723	201.548
0.0601925	0.0014536	811.922	509.866	1.3758	615.964
28.4246	0.248046	513.422	74.9572	-0.0413448	579.849
0.00278087	0.000116767	349.816	409.328	-1.04809	530.811
0.229207	0.0316906	234.566	113.04	0.0851485	331.422
0.0584356	0.00135235	843.701	464.562	0.465864	993.907
0.000930841	6.16618e-05	346.785	330.196	-0.478408	193.09
0.000198286	6.6375e-06	276.043	698.301	-0.351123	520.066
1.74633e-05	6.43793e-06	636.878	685.986	-0.864742	91.9798
0.235371	0.00403232	245.852	717.893	-0.00418954	163.512
0.0179388	0.000601591	742.85	514.262	0.730503	985.52
1.43926	0.0171792	873.59	256.694	-1.24733	899.009
9.49904e-05	6.55062e-06	319.734	611.57	-1.19326	630.436
0.00850182	0.000201019	126.132	914.67	-1.0003	768.694
1.80663	0.0667422	294.866	94.0091	-0.269072	529.784
0.0383137	0.00104501	742.31	854.291	0.0729859	802.783
0.0010577	7.67618e-05	590.277	869.586	-0.247181	748.228
0.000839375	6.41756e-05	637.478	864.943	0.998777	920.066
0.00960606	0.000338915	429.205	454.419	-0.243201	550.897
0.566913	0.0122505	661.114	190.054	-0.513841	526.024
2.3538	0.0303683	751.624	252.568	1.50394	457.156
9.12882e-05	3.75704e-06	217.238	670.664	1.14408	161.154
0.574318	0.0146598	714.673	123	-0.132281	279.246
0.357208	0.0538049	927.291	706.192	0.0243768	981.145
0.00369869	0.000173053	625.778	814.159	0.235854	929.15
0.000190537	2.8172e-05	729.102	899.098	-0.651859	393.603
0.0659478	0.00170985	403.518	266.579	-1.0182	715.379
0.000450586	2.15917e-05	406.632	922.055	-1.34519	512.824
2.99392e-05	3.18122e-06	224.623	239.762	-1.01838	51.4815
1.45419e-05	1.53565e-05	860.426	336.684	-0.377477	40.9736
2.64832e-05	3.79898e-06	409.684	786.978	0.436679	837.901
0.0339155	0.00146481	543.17	118.254	-0.394533	147.612
0.150795	0.0031002	882.413	358.238	-0.981057	949.541
0.0321901	0.00108468	307.336	225.788	0.563794	480.746
0.0172332	0.000546478	442.367	380.925	0.561485	855.503
0.000114933	5.48399e-06	352.98	770.964	1.0437	750.788
9.42164e-06	5.28416e-07	60.7255	93.2681	0.0963512	9.05403
0.00043657	2.54322e-05	379.953	723.428	1.29556	910.604
0.000610686	4.77417e-05	560.406	678.334	0.836489	551.838
0.0422809	0.00143354	746.588	131.153	-1.20925	141.538
2.0451e-05	2.57697e-06	439.391	754.728	0.62483	303.502
0.0906258	0.00217093	930.516	260.338	0.686706	378.972
0.313454	0.0138581	591.264	183.065	-0.269188	397.914
0.142968	0.00290229	904.029	279.139	1.37617	247.29
0.0265693	0.0008283	322.407	391.31	1.44777	469.249
0.00154447	3.90122e-05	164.738	432.157	0.531834	873.356
0.00103475	3.38411e-05	160.491	568.607	0.611368	436.115
13.2386	0.126587	649.76	151.245	1.24644	809.88
0.00214341	0.000132516	855.973	926.595	-1.2596	596.048
0.0597466	0.00185388	236.933	243.457	1.17457	817.824
0.000159573	1.14441e-05	376.523	531.256	0.971089	288.904
0.404619	0.00764656	760.394	244.286	-0.591485	747.409
0.208002	0.00586422	585.596	181.213	-1.28177	273.29
0.297279	0.00491691	563.37	227.156	0.699297	761.528
0.0847264	0.00214598	745.763	254.199	0.606887	417.781
0.28027	0.0261714	355.444	217.017	-0.190161	590.342
3.18322e-05	2.34725e-06	193.612	370.55	-0.832813	538.987
0.000181958	5.21207e-05	564.008	407.279	-0.416978	109.676
0.000509508	5.44118e-05	888.535	881.181	1.36321	177.202
0.000179786	6.5381e-06	175.468	516.389	0.694393	246.401
0.00525677	0.000246918	647.602	566.89	0.736751	813.22
0.000420034	4.58599e-05	744.047	836.876	-0.834366	457.651
0.0486505	0.00101331	141.074	515.77	0.138962	927.664
0.0894005	0.00324383	682.788	520.006	-0.186688	983.719
0.00334248	0.000192018	840.556	755.841	1.13935	675.807
1.20042e-05	1.20214e-06	213.12	415.685	-0.158602	230.708
8.93928e-05	6.52959e-06	346.866	616.177	-1.21596	384.055
0.0382905	0.000866494	182.566	632.314	-0.0965737	834.148
3.65407e-05	1.4744e-06	249.204	644.795	0.97797	204.571
0.000147558	1.85563e-05	531.67	925.971	1.54724	46.6648
0.00251182	0.000125813	491.742	518.393	0.42846	537.197
0.00036087	1.32962e-05	88.3987	727.197	-0.961573	77.8812
0.000334765	3.52124e-05	533.037	307.873	1.3228	57.5315
0.000332404	3.8679e-05	673.558	728.613	0.684717	371.206
0.0155998	0.000502189	394.79	648.395	-1.4995	831.071
4.51971e-06	2.30634e-07	330.708	676.156	0.0954879	492.462
0.0186305	0.00102324	370.95	398.662	0.104413	342.35
1.71937	0.0810932	374.634	106.223	1.23088	526.211
0.00226577	0.000118811	574.616	594.628	1.10436	528.656
0.000114388	1.7891e-05	371.824	141.835	0.394495	46.4052
0.000188456	1.03115e-05	399.708	875.488	1.2387	547.086
0.0402077	0.00104088	654.101	448.83	-1.31505	612.631
0.000736827	5.71046e-05	147.225	586.45	-1.40014	104.997
0.000612144	2.27142e-05	312.605	883.769	-0.251561	585.133
0.0021662	9.32582e-05	332.431	481.008	0.466197	953.208
4.33934	0.0793797	537.231	111.542	0.54826	540.656
0.00532955	0.00025074	656.17	564.346	-1.18038	526.519
1.63249	0.0150718	656.181	316.831	-1.47308	750.096
0.00104494	2.66275e-05	242.319	533.875	-1.37571	925.47
0.0165356	0.00058836	932.705	272.848	1.20923	144.363
0.066266	0.00155205	809.297	521.556	-1.29179	939.294
0.00431318	0.000182318	455.324	465.708	-1.14528	509.227
0.11261	0.00242616	896.716	341.635	0.829922	784.059
0.000672624	1.27532e-05	403.177	918.261	-0.0560356	439.25
0.0840801	0.00181951	532.607	370.656	-1.36364	606.831
0.0121403	0.000525287	637.487	70.1966	-0.911801	97.9481
0.00277816	0.000178267	554.071	423.834	1.15124	272.592
0.0263781	0.000968989	646.682	671.536	0.128372	751.61
0.974521	0.215441	243.091	174.568	0.0208705	630.043
0.0122556	0.000415861	590.276	433.34	0.518068	642.448
0.00364746	0.000182754	724.975	830.991	0.129124	429.65
1.56797e-06	5.20629e-06	799.252	616.732	-1.12346	24.2416
0.00764431	0.00061483	937.388	324.838	-0.41239	209.122
8.05665e-05	3.23656e-06	345.035	815.325	0.435895	578.919
0.0188387	0.000597351	289.159	280.906	1.21861	505.695
4.15304	0.0544264	902.441	102.588	1.34684	429.329
0.468166	0.0761184	227.155	119.701	-1.06279	435.92
0.0972799	0.00202181	503.041	280.119	0.93351	826.782
7.0177e-05	1.96503e-06	161.11	375.361	-0.774871	338.909
0.0347277	0.00100129	942.093	593.665	1.43243	396.345
0.01396	0.000457739	868.503	862.868	1.49917	325.365
2.8911	0.0345691	728.194	159.036	-0.825408	616.335
0.0016021	8.15767e-05	389.942	548.526	-1.51022	126.035
0.0432383	0.0011841	601.114	395.014	-0.550187	948.045
0.0122856	0.000458858	464.715	331.864	0.971343	487.086
0.00298114	0.000145384	561.983	900.122	1.45825	606.727
6.0311e-06	6.13894e-07	325.483	601.94	0.604208	218.308
0.000719474	2.44445e-05	245.604	925.676	-0.63678	648.635
0.000445223	5.06544e-05	838.544	851.413	-1.17249	275.233
3.13391e-05	9.63018e-07	60.449	490.29	0.407492	364.687
0.0308995	0.000556308	88.8165	587.285	-0.347702	649.341
0.860484	0.0147192	932.299	230.69	0.488449	714.479
2.82995	0.0632882	512.553	113.9	-0.184955	465.202
0.0257571	0.00116993	64.0223	610.544	-1.31062	405.896
0.000611065	2.81815e-05	262.483	431.084	-0.560232	775.368
1.85674e-05	7.17959e-07	406.76	854.138	-0.146301	619.36
0.000458282	4.91309e-05	755.551	899.841	-0.714524	580.637
0.00255128	0.000116129	440.131	546.133	0.928516	902.366
0.00442286	0.000124002	183.418	859.165	-0.0734871	185.694
0.000258899	1.77491e-05	139.854	587.078	-1.16687	132.955
0.000322623	3.59168e-05	650.978	927.502	0.35747	570.131
0.00824794	0.000337688	588.045	474.573	0.575958	696.908
6.63428e-09	2.4157e-06	855.657	611.586	1.04904	6.0008
2.53399e-05	4.69049e-06	515.725	830.811	-0.654789	288.064
0.0115869	0.000512794	780.652	469.763	-0.623865	564.57
0.001343	6.72328e-05	65.8952	303.667	-0.800116	97.8764
0.00195282	5.9067e-05	212.832	818.609	-1.0496	722.201
8.8489e-06	1.64021e-06	455.687	827.76	-0.688756	295.182
0.0227916	0.000754361	805.262	582.037	-1.19847	894.654
0.0735591	0.00138163	106.61	776.17	-0.197897	802.047
0.00337498	0.000143879	437.756	552.451	1.43908	271.657
0.000141503	1.20979e-05	433.263	782.405	1.40841	250.399
0.000508273	2.49791e-05	302.167	362.033	-0.824091	250.48
0.120003	0.00315802	615.7	234.43	-0.635082	483.516
0.00525442	0.000134828	103.039	732.404	0.972258	464.286
0.000154642	2.42222e-05	610.164	936.311	0.0304578	91.1512
0.0805186	0.00667691	568.348	437.054	-0.120687	628.583
0.216561	0.00606974	263.224	202.568	0.436189	898.693
0.000713955	6.27638e-05	705.019	811.91	0.527018	597.321
0.000700078	5.71744e-05	644.315	829.217	-1.0881	616.451
0.00242981	7.25503e-05	241.25	836.896	1.38398	391.939
0.00124665	3.99151e-05	121.326	681.919	1.07146	239.144
0.000451785	3.15711e-05	464.324	716.698	-1.13668	650.884
0.334091	0.00559524	703.009	298.48	-1.31078	648.23
0.00984831	0.000442696	685.534	448.647	-0.623581	544.805
0.0616597	0.00132558	601.214	533.542	1.39193	940.411
0.061738	0.00227169	395.452	254.198	-0.50184	611.209
0.0404395	0.00102841	133.415	846.713	-1.43198	494.412
0.565604	0.00985707	733.609	250.793	-0.612035	984.737
0.000104816	3.4844e-05	882.713	767.095	1.06442	147.092
0.00641404	0.000255597	533.793	612.39	-0.359409	977.023
2.25826	0.0197714	860.871	61.439	-0.744201	468.893
0.00373195	0.000165328	460.086	504.476	0.336517	565.057
0.0023493	1.11413e-05	88.0179	194.901	-1.35682	550.631
1.54661e-05	7.05803e-07	399.099	862.049	-0.232232	408.962
0.0453123	0.00723314	758.762	459.487	-0.061039	470.794
0.00447519	0.000201737	660.28	888.793	0.147903	785.968
0.0177202	0.00122598	705.888	376.606	0.324607	386.51
0.0525568	0.00140139	938.997	461.555	-0.734151	988.933
2.70734	0.0789579	472.994	134.643	1.22127	529.896
2.97212	0.0541738	589.118	91.4351	1.3372	496.362
0.00080996	3.99461e-05	236.336	411.913	0.443789	993.761
7.57641e-06	3.75533e-07	323.962	533.844	0.298221	68.2734
8.09052e-05	1.91103e-05	943.331	825.126	-1.28203	76.422
5.5219	0.0300512	763.919	72.4019	0.536204	639.356
0.0152009	0.0032175	399.008	286.634	0.06914	274.731
0.130044	0.00357626	698.189	335.972	-0.390937	788.532
1.84232e-05	2.24446e-06	420.614	734.144	-0.973253	265.038
0.0221641	0.000855085	775.579	148.643	-1.53682	116.732
0.0754314	0.00160178	510.556	697.476	-1.52921	652.425
0.000136227	4.75792e-06	281.32	665.297	0.993157	608.557
0.00537436	0.000210415	540.423	542.339	-0.786617	908.14
0.599389	0.0116806	564.741	224.867	-0.508442	920.371
0.0178134	0.000523555	461.501	633.638	1.44426	860.306
0.0025961	0.000187399	919.609	589.625	-1.01337	335.946
0.000765633	3.89827e-05	373.77	485.137	-0.383192	368.27
1.01236	0.0173621	583.78	86.8256	-1.04947	389.452
0.000310066	3.77174e-05	734.301	758.612	-1.2415	180.002
0.0222445	0.000640919	473.909	796.098	-1.51627	921.029
0.143592	0.00830695	388.437	218.534	-1.52077	267.702
0.13225	0.00390677	393.401	242.823	1.40735	354.728
0.541937	0.00831053	826.46	268.68	1.06431	907.788
1.30132e-06	3.39738e-06	808.305	395.466	1.03348	17.1976
0.000685918	8.17467e-05	830.603	586.25	-0.935236	207.786
0.0116451	0.000583168	623.075	542.687	-0.124325	368.88
0.00169662	7.49915e-05	351.299	487.574	-0.323316	565.679
1.28112e-05	1.06071e-06	333.672	663.27	0.960657	415.028
