sqrts	xsec	
331.286	5.09684e-07	
331.293	5.09407e-07	
331.3	5.0913e-07	
331.306	5.08853e-07	
331.313	5.08577e-07	
331.32	5.08302e-07	
331.327	5.08027e-07	
331.333	5.07753e-07	
331.34	5.07479e-07	
331.347	5.07205e-07	
331.354	5.06933e-07	
331.36	5.0666e-07	
331.367	5.06389e-07	
331.374	5.06118e-07	
331.381	5.05847e-07	
331.387	5.05577e-07	
331.394	5.05307e-07	
331.401	5.05038e-07	
331.408	5.04769e-07	
331.414	5.04501e-07	
331.421	5.04234e-07	
331.428	5.03967e-07	
331.435	5.037e-07	
331.441	5.03434e-07	
331.448	5.03168e-07	
331.455	5.02903e-07	
331.462	5.02639e-07	
331.468	5.02375e-07	
331.475	5.02111e-07	
331.482	5.01848e-07	
331.488	5.01586e-07	
331.495	5.01324e-07	
331.502	5.01062e-07	
331.509	5.00801e-07	
331.515	5.0054e-07	
331.522	5.0028e-07	
331.529	5.00021e-07	
331.536	4.99761e-07	
331.542	4.99503e-07	
331.549	4.99245e-07	
331.556	4.98987e-07	
331.563	4.9873e-07	
331.569	4.98473e-07	
331.576	4.98217e-07	
331.583	4.97961e-07	
331.59	4.97706e-07	
331.596	4.97451e-07	
331.603	4.97196e-07	
331.61	4.96943e-07	
331.617	4.96689e-07	
331.623	4.96436e-07	
331.63	4.96184e-07	
331.637	4.95932e-07	
331.644	4.9568e-07	
331.65	4.95429e-07	
331.657	4.95178e-07	
331.664	4.94928e-07	
331.67	4.94678e-07	
331.677	4.94429e-07	
331.684	4.9418e-07	
331.691	4.93932e-07	
331.697	4.93684e-07	
331.704	4.93437e-07	
331.711	4.9319e-07	
331.718	4.92943e-07	
331.724	4.92697e-07	
331.731	4.92451e-07	
331.738	4.92206e-07	
331.745	4.91961e-07	
331.751	4.91717e-07	
331.758	4.91473e-07	
331.765	4.9123e-07	
331.772	4.90987e-07	
331.778	4.90744e-07	
331.785	4.90502e-07	
331.792	4.9026e-07	
331.799	4.90019e-07	
331.805	4.89778e-07	
331.812	4.89537e-07	
331.819	4.89297e-07	
331.826	4.89058e-07	
331.832	4.88819e-07	
331.839	4.8858e-07	
331.846	4.88342e-07	
331.853	4.88104e-07	
331.859	4.87866e-07	
331.866	4.87629e-07	
331.873	4.87393e-07	
331.879	4.87157e-07	
331.886	4.86921e-07	
331.893	4.86686e-07	
331.9	4.86451e-07	
331.906	4.86216e-07	
331.913	4.85982e-07	
331.92	4.85748e-07	
331.927	4.85515e-07	
331.933	4.85282e-07	
331.94	4.8505e-07	
331.947	4.84818e-07	
331.954	4.84586e-07	
331.96	4.84355e-07	
331.967	4.84124e-07	
331.974	4.83893e-07	
331.981	4.83663e-07	
331.987	4.83434e-07	
331.994	4.83204e-07	
332.001	4.82976e-07	
332.008	4.82747e-07	
332.014	4.82519e-07	
332.021	4.82291e-07	
332.028	4.82064e-07	
332.035	4.81837e-07	
332.041	4.81611e-07	
332.048	4.81385e-07	
332.055	4.81159e-07	
332.062	4.80934e-07	
332.068	4.80709e-07	
332.075	4.80484e-07	
332.082	4.8026e-07	
332.088	4.80036e-07	
332.095	4.79813e-07	
332.102	4.7959e-07	
332.109	4.79367e-07	
332.115	4.79145e-07	
332.122	4.78923e-07	
332.129	4.78702e-07	
332.136	4.78481e-07	
332.142	4.7826e-07	
332.149	4.7804e-07	
332.156	4.7782e-07	
332.163	4.776e-07	
332.169	4.77381e-07	
332.176	4.77162e-07	
332.183	4.76943e-07	
332.19	4.76725e-07	
332.196	4.76507e-07	
332.203	4.7629e-07	
332.21	4.76073e-07	
332.217	4.75856e-07	
332.223	4.7564e-07	
332.23	4.75424e-07	
332.237	4.75208e-07	
332.244	4.74993e-07	
332.25	4.74778e-07	
332.257	4.74564e-07	
332.264	4.7435e-07	
332.27	4.74136e-07	
332.277	4.73923e-07	
332.284	4.73709e-07	
332.291	4.73497e-07	
332.297	4.73284e-07	
332.304	4.73072e-07	
332.311	4.72861e-07	
332.318	4.72649e-07	
332.324	4.72438e-07	
332.331	4.72228e-07	
332.338	4.72018e-07	
332.345	4.71808e-07	
332.351	4.71598e-07	
332.358	4.71389e-07	
332.365	4.7118e-07	
332.372	4.70971e-07	
332.378	4.70763e-07	
332.385	4.70555e-07	
332.392	4.70348e-07	
332.399	4.70141e-07	
