Omega	mmH1	mmH2	mmH3	mmA0	mmHch	aDM	lam2	lam8	m22	vs	WH1	WH2
7.28272e-05	125.09	217.787	429.693	633.072	657.322	-0.0083497	2.00627	4.74406	353.601	62.7675	0.00520451	0.000152657
0.000967546	125.09	189.202	568.555	405.777	413.06	0.0280871	6.34001	1.96728	399.355	157.688	0.00520092	0.000799745
0.000532034	125.09	461.334	795.678	735.12	799.996	0.169747	0.826451	0.816082	542.569	700.042	0.00506235	1.77597
0.000113587	125.09	324.744	699.428	620.178	714.336	-0.149524	3.63009	5.88494	466.143	130.798	0.00509404	0.46327
0.000734179	125.09	658.664	641.072	612.37	672.976	-0.106811	6.96145	1.1745	498.775	394.031	0.0051481	2.35594
0.000255648	124.695	125.09	625.662	556.137	655.391	-1.56992	2.91184	1.70723	360.756	390.068	0.000209271	0.0049935
7.01405e-05	125.09	742.34	487.406	649.857	668.894	0.0617808	0.962176	-0.166663	485.853	1086.28	0.00518582	1.0878
0.000104207	125.09	190.896	275.54	411.503	401.379	0.193936	3.95222	-3.74274	269.301	60.8828	0.00501939	0.0401164
0.000590645	125.09	278.694	621.827	504.508	614.793	-0.0237822	1.68418	1.84936	415.055	331.077	0.00520203	0.00536042
0.00418152	125.09	527.066	676.038	738.122	680.75	0.0218779	1.42644	7.77822	469.91	243.752	0.00520246	0.0479827
0.000113627	125.09	281.103	371.289	406.602	418.099	-0.162547	3.48509	6.38034	247.945	72.8467	0.00507408	0.364899
0.00107781	112.711	125.09	492.85	429.723	456.034	1.48084	2.93802	2.02313	386.441	142.459	0.000189013	0.00495321
0.000889074	125.09	558.538	679.962	655.918	723.908	-0.144487	6.35323	6.72486	536.91	202.316	0.00510133	2.73719
0.000280364	125.09	850.266	871.029	985.954	981.237	0.00297998	3.25121	7.31549	461.097	375.965	0.00520481	0.00380781
0.000249245	125.09	863.277	737.979	810.092	862.145	-0.0570153	0.0698374	0.655245	439.124	970.207	0.00518864	1.46525
0.000140746	125.09	303.868	657.897	538.551	648.985	-0.162969	4.41863	8.78286	129.53	228.27	0.0050734	0.394751
0.000462664	125.09	215.333	969.745	877.201	952.366	-0.0236878	6.62935	5.85812	435.725	433.071	0.00520205	0.00116463
0.000140658	125.09	938.228	428.182	472.103	533.911	0.16481	1.91588	0.978167	254.537	447.868	0.00507044	15.3053
0.00192566	125.09	866.242	891.342	862.268	912.824	0.122069	4.82626	2.55136	518.083	595.302	0.00513082	6.51501
0.000340242	124.569	125.09	766.154	798.338	863.289	1.2275	0.221417	0.56354	637.859	627.166	0.000771964	0.00442777
0.00454532	125.09	318.096	638.449	609.124	656.269	0.00221596	5.26443	-0.518804	630.296	205.631	0.00520483	7.90188e-05
0.000228181	125.09	960.212	457.218	555.769	472.383	0.0325222	2.40713	2.43898	76.9111	388.629	0.00519957	6.70864
0.000103961	125.09	755.785	505.885	616.388	650.472	-0.210199	2.14969	0.22724	186.865	1131.59	0.00498745	13.2199
0.000408818	125.09	270.478	594.243	660.689	657.967	0.116258	7.11108	-0.655399	649.079	591.075	0.00513767	0.104864
0.000111016	125.09	817.449	710.666	547.299	726.696	-0.0482698	3.3382	-0.671674	508.798	215.043	0.00519323	0.913817
0.000403243	125.09	427.497	889.535	926.115	924.989	-0.057183	2.83837	12.2383	232.366	326.432	0.00518854	0.166216
3.83864e-07	125.09	433.897	216.646	573.425	579.458	0.0781632	2.9802	-2.6717	166.932	184.196	0.00517441	0.642977
9.77631e-05	125.09	838.842	482.157	318.286	488.237	-0.183229	4.24915	-1.54182	478.938	436.037	0.00503908	17.2658
0.00012376	91.9378	125.09	787.8	841.464	890.307	-1.47399	1.32638	5.23676	650.413	119.92	0.000115613	0.00494686
0.000155387	125.09	814.042	924.616	733.4	937.1	0.195572	0.751958	1.79193	607.525	436.044	0.00501628	13.3224
0.000256761	125.09	271.933	568.053	609.022	588.013	-0.0288696	5.66051	-6.60941	531.763	86.8094	0.00520069	0.00729986
0.00272079	125.09	733.509	749.921	829.208	794.446	0.0644643	7.37995	1.18559	256.509	946.526	0.00518413	1.14132
0.000217508	125.09	196.441	803.417	964.014	974.848	0.00557632	2.71929	5.06453	499.247	404.675	0.0052047	4.01894e-05
0.000100999	125.09	733.712	646.245	468.711	667.846	-0.0904275	1.22122	-0.672496	642.652	856.519	0.00516413	2.28746
0.000203421	125.09	565.232	665.028	542.54	652.805	-0.0965572	2.47872	2.03432	29.7856	500.515	0.00515844	1.19851
0.000136412	125.09	465.452	948.308	844.467	977.001	0.0861835	2.52024	9.16008	265.95	348.127	0.00516786	0.48028
6.25535e-05	125.09	761.04	497.16	560.303	587.028	0.031899	4.19839	-6.08887	576.638	254.079	0.00519978	0.310271
0.000153365	125.09	563.168	894.145	990.692	985.224	0.142124	1.91332	0.895782	554.61	880.474	0.00510467	2.43562
0.000617318	125.09	551.751	891.421	948.273	954.908	-0.0532046	4.35928	3.55544	445.058	556.226	0.00519073	0.335195
0.000651062	125.09	559.865	528.598	458.769	563.578	0.181698	2.58187	-1.89742	491.974	149.538	0.0050418	3.45436
0.00275679	125.09	134.928	716.634	734.072	761.029	0.147804	1.64596	3.98336	654.459	215.573	0.00509656	0.000116914
0.00095117	125.09	163.103	900.779	911.289	980.673	0.25658	5.25882	12.0136	684.975	228.477	0.00488327	0.0136573
0.000328565	110.356	125.09	592.74	416.73	594.137	-1.31502	6.66297	0.198131	211.476	1250.41	0.000424557	0.00467388
0.000484247	125.09	981.603	523.02	623.58	630.512	-0.146565	1.68623	0.130305	508.327	612.592	0.00509835	14.2019
0.000139278	125.09	819.379	603.654	734.017	756.541	-0.0495882	0.220554	0.954887	451.589	471.959	0.00519259	0.95692
0.00196215	125.09	280.374	670.792	625.667	651.411	-0.0189748	2.71232	3.63484	620.965	121.568	0.00520306	0.00355834
0.00146427	125.09	816.501	459.744	489.569	502.03	-0.25517	7.17057	0.0754415	395.788	1132.86	0.00488671	24.1521
0.000141103	125.09	959.407	492.836	739.63	738.637	-0.240771	3.40168	0.200706	462.704	824.625	0.00492093	34.9811
0.000321072	125.09	889.602	298.005	464.889	456.205	-0.179226	3.3375	1.42141	206.72	224.64	0.00504616	17.7929
0.000204578	125.09	174.528	652.886	688.157	721.177	0.139169	4.31159	6.86895	570.113	60.5698	0.00510876	0.00940301
0.000116503	125.09	140.198	922.586	820.286	907.496	-0.125322	0.724525	1.89208	682.579	186.775	0.00512684	8.75487e-05
8.5824e-05	125.09	177.128	828.807	622.654	843.622	0.0748271	2.50611	0.451797	413.521	839.569	0.00517695	0.0030345
0.00111414	125.09	138.724	688.156	792.948	697.893	0.0448158	7.34151	5.64687	235.974	394.875	0.00519483	1.11277e-05
0.000234371	125.09	733.905	898.454	820.455	937.271	-0.00814251	5.56472	3.89083	643.453	321.627	0.00520452	0.0185059
9.42094e-05	125.09	824.357	652.226	875.558	887.586	-0.0551379	0.541208	-1.13708	694.472	397.783	0.00518969	1.20868
0.000439756	125.09	288.868	703.888	769.842	785.644	0.00532495	3.91551	5.44972	420.528	322.689	0.00520471	0.000310875
0.000790031	125.09	656.069	609.544	676.179	731.987	0.130571	4.33941	11.1452	286.225	236.703	0.0051202	3.14494
0.00159115	125.09	570.248	171.366	312.659	175.858	0.00477854	1.06938	-2.99247	237.973	140.903	0.00520474	7.36838
1.88205e-05	125.09	893.489	571.929	428.061	588.52	0.200958	0.892858	3.1209	227.388	220.402	0.0050059	18.6878
0.000721775	125.09	865.963	861.459	854.134	914.798	-0.194498	5.90349	3.0575	75.4339	654.346	0.00501832	17.2027
0.00168022	125.09	504.353	683.081	729.995	738.924	0.150304	4.92905	4.2432	620.297	225.01	0.00509289	1.79908
0.00142966	125.09	778.91	432.446	418.229	446.248	-0.189656	7.02711	-0.503591	502.725	485.694	0.00502738	12.136
0.00121323	114.145	125.09	896.796	993.934	912.746	-1.38849	7.01022	6.32129	227.87	494.265	0.000308461	0.00482937
0.000207264	125.09	210.7	496.72	597.438	608.082	-0.153706	3.7302	2.35231	439.43	106.979	0.00508781	0.0438274
8.53725e-05	125.09	343.666	503.008	357.034	508.233	0.0762039	3.65632	-0.997829	465.709	538.914	0.00517591	0.12047
0.000460363	125.09	532.104	695.881	655.024	746.89	0.196937	7.52085	1.19425	599.865	243.234	0.00501368	3.57986
0.0028007	125.09	145.232	416.631	392.29	444.186	0.261176	2.10187	1.23233	340.534	266.559	0.00487191	0.000387173
0.000136022	125.09	466.251	740.583	855.132	881.408	-0.174658	2.02489	9.60809	355.355	271.897	0.00505407	2.18895
0.0001275	125.09	424.751	838.482	937.354	939.417	-0.127325	3.00838	1.78316	79.2638	787.488	0.00512434	0.793733
0.0005867	125.09	875.173	736.754	811.715	779.321	0.0894	1.51926	0.367736	291.575	1473.83	0.00516505	3.68254
0.00140456	125.09	834.638	763.135	643.766	646.063	-0.14432	5.972	1.01209	463.161	623.374	0.00510157	8.55585
0.000199613	125.09	781.233	842.397	690.682	875.439	0.0745995	5.30151	1.06572	558.51	566.346	0.00517712	1.82508
0.00035206	125.09	436.652	516.866	269.617	538.803	-0.123708	5.58692	-4.66775	363.859	136.053	0.00512882	0.922942
5.4865e-05	125.09	811.022	398.607	591.504	600.648	-0.225118	4.78917	-0.147469	493.514	697.893	0.00495604	18.9442
0.00134024	125.09	822.432	772.696	907.678	780.823	0.137332	6.89586	0.407648	683.344	871.467	0.00511127	7.09745
0.00382245	125.09	218.551	788.002	843.04	805.307	0.119546	6.26108	2.95034	677.607	327.4	0.00513383	0.0316581
0.00022089	125.09	423.019	583.404	354.651	578.302	-0.0757543	6.72551	0.193422	289.834	774.242	0.00517625	0.276944
0.000285349	125.09	688.24	499.193	445.684	543.919	0.119661	3.85293	-0.889022	431.195	223.472	0.00513369	3.06034
0.0133215	125.09	461.987	886.343	925.454	893.643	0.0677611	6.19525	2.10778	576.822	662.134	0.00518196	0.295569
0.000728449	125.09	134.368	403.549	436.867	493.122	0.245702	2.28404	1.47386	318.132	273.316	0.00490942	0.000317609
0.000647029	125.09	277.552	289.367	191.989	273.531	0.134829	1.95006	-0.937059	259.615	259.093	0.00511463	0.151561
0.000500748	125.09	921.958	534.245	488.743	560.533	-0.034105	5.38473	0.958225	430.36	248.387	0.00519905	0.642976
0.000335269	125.09	516.287	974.965	849.642	978.685	-0.118069	2.3621	0.224576	692.991	1497.57	0.00513557	1.32058
0.000111252	125.09	971.165	559.253	355.109	582.461	-0.0104123	3.73052	-1.8698	413.588	278.569	0.00520431	1.94715
0.000475258	125.09	146.12	495.063	517.393	581.419	0.0281553	3.55079	-1.91821	469.484	68.6755	0.0052009	4.63032e-06
0.000308316	125.09	424.883	625.388	701.659	741.173	-0.0325693	7.17051	1.20621	581.606	209.903	0.00519956	0.0526821
0.000286894	125.09	588.965	454.345	570.921	560.749	-0.137267	6.60147	1.05607	235.708	506.148	0.00511136	2.75485
0.000883001	125.09	237.829	791.633	717.883	773.436	0.203073	5.09615	0.687863	447.032	930.712	0.00500174	0.132291
0.000489072	125.09	475.429	479.755	368.333	510.23	-0.0988179	5.99452	0.187051	296.133	817.547	0.00515625	0.710969
0.00148386	125.09	476.73	446.517	343.353	356.905	0.0480054	4.89171	0.419876	272.997	424.54	0.00519336	0.165283
0.00112394	125.09	235.858	643.104	623.341	647.515	-0.182633	6.04184	9.40718	348.454	217.014	0.00504014	0.103461
0.000113975	125.09	741.947	676.519	567.151	703.368	0.146974	3.59325	0.64159	467.024	189.327	0.00509776	5.59589
0.000137608	125.09	126.318	597.493	527.766	615.579	-0.841505	1.56166	12.4381	227.816	156.451	0.00242852	0.00280393
5.78218e-05	125.09	851.536	301.945	518.324	544.048	-0.165937	3.48532	-5.23021	510.712	266.985	0.00506862	27.6272
0.00235133	125.09	556.949	570.914	577.27	585.04	-0.111391	1.42466	5.10029	384.535	236.475	0.00514315	1.57427
0.000172627	125.09	891.119	454.489	515.885	572.161	0.229622	2.43786	0.160688	335.613	657.025	0.00494616	23.9474
0.000270778	125.09	402.636	588.107	439.095	590.543	-0.0340646	1.11792	0.674193	315.589	526.399	0.00519906	0.0464755
0.000584413	125.09	859.252	616.376	352.479	353.884	0.100769	5.36878	-0.462277	438.713	594.67	0.00515432	5.9746
0.00271119	125.09	135.811	803.459	796.135	851.172	-0.164558	3.88542	5.96253	515.996	346.935	0.00507085	0.000145626
0.000260329	125.09	132.282	464.2	381.165	486.72	0.218102	4.91315	-0.0242581	340.51	384.828	0.00497106	0.000247395
0.000141526	125.09	784.618	541.237	686.981	699.937	0.197966	4.82302	-2.37996	667.756	380.39	0.0050117	12.1469
0.000166294	125.09	988.296	447.615	686.222	681.514	-0.110683	0.0743378	0.301201	302.863	824.288	0.00514393	8.4932
0.000666428	125.09	857.558	515.491	648.723	515.769	0.213705	5.41597	3.8041	367.916	297.29	0.00498025	17.9256
0.000426143	125.09	194.454	378.552	427.239	473.586	-0.00294795	0.121413	0.402213	302.62	400.3	0.00520481	1.05713e-05
0.000945768	125.09	201.477	786.54	720.162	782.048	-0.122104	7.8726	0.628875	629.042	596.023	0.00513077	0.0220814
0.000598505	125.09	894.915	445.384	416.769	503.168	0.27243	3.9096	0.0949965	390.088	924.233	0.00484333	33.8567
0.000973893	125.09	771.632	743.913	816.242	809.181	0.267712	4.4937	1.46725	613.184	475.846	0.00485544	20.5711
0.000119412	125.09	346.234	343.843	544.363	551.902	0.0903369	1.48179	0.243379	262.113	408.214	0.00516421	0.171169
9.7041e-05	109.985	125.09	516.957	429.965	508.024	1.44415	4.02317	12.6656	437.807	58.3354	0.000211503	0.00491385
0.000366486	125.09	901.893	958.552	908.473	962.624	-0.0529428	1.54009	7.46664	688.664	257.877	0.00519087	1.4628
8.87522e-05	125.09	963.51	552.673	709.574	728.85	-0.263209	0.204583	1.00583	431.849	397.785	0.00486683	43.7967
0.000131276	125.09	321.163	702.308	856.779	887.762	-0.0154324	3.02384	-3.23299	700.727	130.92	0.00520367	0.00405986
0.000282674	125.09	731.174	184.103	392.049	390.754	-0.167992	4.0101	-1.76279	576.765	560.108	0.00506525	19.7064
0.000334598	125.09	674.101	511.321	621.631	629.7	-0.170749	7.17146	-1.16779	555.466	323.32	0.00506068	6.55979
0.000666923	125.09	289.871	899.85	967.65	944.228	-0.074125	0.121979	17.0308	617.778	209.906	0.00517747	0.064715
0.00261791	125.09	173.515	735.868	721.302	731.374	-0.0430499	6.58737	6.69687	635.244	170.769	0.00519561	0.000865496
6.80121e-05	125.09	705.715	820.434	675.508	848.79	0.156145	0.790697	0.0177762	555.02	393.578	0.00508409	5.65914
0.00156072	125.09	225.588	868.603	866.749	939.672	-0.0278349	0.20379	8.13166	432.725	370.705	0.00520099	0.00199371
0.000100283	97.1243	125.09	559.038	580.37	629.065	-1.5328	3.08106	16.1043	404.055	82.0409	0.00010204	0.0049863
0.000856035	125.09	944.878	278.84	532.87	279.706	0.0419935	7.02824	-5.98095	658.474	344.577	0.00519605	108.972
0.000826652	125.09	754.014	182.537	295.004	288.208	-0.0977523	7.7254	-0.173909	473.863	1455.78	0.00515729	4.83398
0.000874663	125.09	196.061	772.312	717.822	803.19	-0.000877153	0.699984	1.19855	650.251	399.507	0.00520485	9.83194e-07
0.000299557	125.09	250.417	828.743	890.12	924.373	0.168444	6.14309	1.98923	272.64	741.36	0.00506451	0.119936
6.0734e-05	125.09	558.986	562.409	741.085	767.887	-0.00716027	0.140741	2.00051	54.2235	449.699	0.0052046	0.00627553
0.00064084	125.09	937.686	567.421	494.201	607.867	-0.223504	4.78848	-0.0999659	550.713	1149.96	0.00495954	28.0539
0.000253189	125.09	909.896	569.154	731.522	753.272	0.219282	4.24298	0.107155	515.126	1191.66	0.00496857	23.721
9.84751e-05	125.09	528.836	946.569	791.64	959.549	0.035197	0.707699	3.18203	547.23	380.503	0.00519867	0.125408
0.000257636	125.09	562.353	285.206	260.425	334.354	0.0589222	2.39965	2.67792	150.738	207.415	0.00518754	2.51108
0.000258356	125.09	784.55	478.04	637.914	664.077	-0.152321	6.78139	-0.989254	518.68	256.056	0.00508989	8.292
0.000125293	125.09	798.972	540.664	311.815	546.624	-0.232462	5.18574	-2.27088	430.914	239.47	0.00493984	23.3209
0.000373456	125.09	265.21	348.746	519.056	522.521	0.126881	5.54248	1.42097	311.889	258.157	0.00512489	0.107797
0.000821746	125.09	753.957	911.74	959.363	970.874	-0.0747075	5.21785	4.63133	367.907	536.366	0.00517704	1.70268
0.000199747	125.09	996.053	498.975	374.096	528.234	0.149023	1.94936	0.255221	324.507	352.687	0.00509478	14.2147
0.000195892	125.09	687.646	536.013	601.8	609.607	-0.110784	1.65116	1.69426	373.054	290.375	0.00514382	2.91997
0.00183467	125.09	746.62	412.502	429.867	484.372	-0.264899	6.38359	0.355902	410.881	282.845	0.00486257	21.6712
0.000264882	125.09	900.245	848.248	923.259	934.554	0.147252	2.69257	4.57821	698.242	247.306	0.00509736	10.1112
0.00141189	125.09	553.613	593.999	697.026	597.832	-0.151863	3.13946	1.06972	283.81	684.991	0.00509057	2.75578
7.96411e-05	125.09	634.122	381.747	628.015	645.308	0.00215154	4.89078	-0.0352687	362.235	1263.35	0.00520483	0.000832579
0.000172695	125.09	484.722	853.975	669.299	871.515	0.101518	3.93741	1.75633	438.287	552.707	0.00515357	0.769533
8.86208e-05	125.09	975.414	894.561	713.28	889.96	-0.208301	0.700818	-0.302552	656.833	307.899	0.00499131	29.145
0.000215852	125.09	825.793	723.428	804.625	825.602	-0.225878	0.7347	4.93932	530.169	278.468	0.00495438	21.2386
0.000567899	116.904	125.09	598.519	739.016	610.692	-1.32305	0.326393	0.081411	553.977	209.267	0.00045149	0.00469324
0.000655876	125.09	651.555	591.527	648.128	659.953	0.0754513	3.94227	-0.483237	577.368	161.399	0.00517648	1.0471
0.000283152	99.8977	125.09	968.518	916.019	961.465	-1.41351	3.65055	6.05071	540.273	360.961	0.000202699	0.00487099
0.000488914	125.09	296.984	782.35	700.573	822.032	0.104073	2.87195	5.41246	629.951	210.069	0.00515096	0.12186
0.000416392	125.09	846.009	753.851	623.523	795.416	-0.176832	6.36217	0.170282	606.891	969.516	0.00505033	13.1716
0.00019059	125.09	681.533	720.884	879.384	875.781	-0.115942	1.27601	8.4748	380.672	298.441	0.00513803	3.11382
0.00218891	125.09	757.792	613.021	630.907	658.366	0.241868	6.87635	0.779342	587.3	186.707	0.00491839	14.9887
0.000585245	125.09	619.457	922.044	852.219	925.016	-0.145818	6.30718	0.679291	373.081	1280.58	0.00509943	3.54981
0.00027538	125.09	125.211	857.271	771.568	863.978	1.56436	1.18344	14.1157	642.883	150.506	0.000211555	0.00499817
0.000415317	125.09	460.59	598.357	474.943	602.978	0.0595523	5.41342	4.79112	272.872	267.299	0.00518717	0.222562
0.000481691	125.09	438.669	525.44	747.106	526.105	-0.0918879	3.44851	-1.15801	654.236	548.754	0.00516281	0.46833
9.36236e-05	125.09	757.363	609.957	832.681	850.285	0.254663	1.6499	1.50201	270.669	582.663	0.00488795	17.9319
0.000193197	125.09	171.515	297.628	501.747	515.364	-0.0708125	7.277	0.00220128	292.08	201.144	0.00517986	0.00212511
0.000393715	125.09	172.454	613.388	601.007	645.364	-0.1337	0.70938	9.49606	519.316	103.965	0.00511612	0.00790253
0.00466376	112.934	125.09	889.487	856.021	896.549	-1.46749	3.26774	7.86023	632.029	296.269	0.000201577	0.0049404
2.32357e-05	125.09	726.492	348.755	470.21	457.99	-0.0610162	5.28391	-1.92964	595.223	507.536	0.00518629	4.61708
0.00660538	125.09	331.739	579.407	600.145	597.027	-0.00406245	5.78279	2.85023	413.687	328.679	0.00520477	0.000311271
0.00124077	89.9749	125.09	920.653	923.9	927.997	-1.43385	4.35488	10.4147	289.489	354.772	0.000142839	0.00490045
0.00140205	125.09	552.663	910.397	831.123	907.009	0.155498	7.24542	1.15909	381.622	998.948	0.00508508	2.74145
0.000256838	125.09	591.76	661.761	573.962	709.755	0.168549	2.9317	2.79164	335.746	366.639	0.00506433	3.83491
0.00029523	125.09	707.148	154.052	370.155	389.944	0.0881488	1.9872	-1.15625	494.746	640.935	0.00516615	9.01479
0.000145929	125.09	245.286	306.595	528.311	536.786	0.142728	0.847379	3.82885	312.878	68.0351	0.00510382	0.0751618
0.00204054	125.09	177.383	593.808	660.4	633.827	0.18976	3.15736	3.74795	327.695	370.168	0.00502719	0.019507
0.000461492	125.09	745.021	679.299	730.558	727.222	-0.235869	6.81394	0.61954	204.28	1075.41	0.00493216	15.8677
0.000501952	125.09	493.853	667.838	530.503	537.987	0.02145	7.79973	-1.23529	677.575	599.879	0.00520256	0.037573
0.000732276	125.09	974.062	929.161	814.743	820.201	-0.0748182	0.886579	2.38785	621.829	408.121	0.00517695	3.64216
0.000190109	125.09	975.158	671.998	821.597	840.627	0.16403	3.97965	0.124806	639.159	711.439	0.0050717	16.4422
0.00227446	124.088	125.09	963.061	866.82	880.479	-1.04083	3.8418	3.7662	529.58	509.621	0.00147174	0.00371751
0.000741111	63.4455	125.09	906.699	868.782	947.093	-1.43459	3.58064	0.985322	439.735	1038.83	7.21976e-05	0.00490143
0.00103788	125.09	990.998	648.019	724.869	698.831	0.022233	1.45393	7.15173	339.284	285.19	0.00520239	0.329161
0.000711301	125.09	466.774	483.973	527.015	547.827	-0.0495257	3.23305	5.17616	450.669	127.796	0.00519262	0.175136
7.99463e-05	125.09	574.072	685.352	326.9	688.889	0.132198	1.49239	0.0242174	276.46	865.243	0.00511809	2.24426
0.000391146	125.09	816.983	539.908	634.16	663.511	-0.0810165	6.38445	0.475015	499.458	425.1	0.00517215	2.55012
0.000281568	124.677	125.09	664.833	582.089	691.845	0.413322	3.37037	5.85315	430.936	204.96	0.0043831	0.000805581
0.00569271	125.09	532.139	495.198	494.718	504.181	0.205401	4.37251	-2.65416	605.711	317.821	0.00499713	3.95432
0.000599294	125.09	157.686	703.791	769.706	778.475	0.122663	7.58166	1.10646	685.508	72.6411	0.0051301	9.4453e-05
0.000733419	125.09	685.114	815.357	757.051	818.55	-0.192206	7.23433	0.427557	628.607	834.441	0.00502264	8.35611
0.000358271	125.09	126.498	788.626	735.796	795.825	-0.488525	3.32876	14.8015	483.704	180.093	0.00410496	0.00111242
0.00058848	125.09	755.725	747.756	847.278	875.901	0.0944347	6.91051	4.45108	436.074	429.212	0.00516046	2.61775
0.000100016	125.09	577.436	380.563	601.576	601.193	0.200337	5.46087	-0.390504	652.946	1243.3	0.00500711	5.14912
0.00011343	125.09	605.125	677.698	578.749	702.443	-0.0341853	4.32567	-0.498093	499.126	275.935	0.00519902	0.18502
0.000137758	125.09	577.322	852.663	706.861	848.186	-0.0762951	0.0914414	4.17809	553.81	251.969	0.00517584	0.812681
0.000315855	125.09	572.114	853.589	824.572	907.529	0.0149646	3.06602	5.18889	600.522	293.896	0.00520374	0.029218
0.0011274	125.09	824.511	529.919	666.369	539.883	-0.0199186	5.93259	0.0170695	528.185	235.962	0.00520287	0.157129
0.00192222	125.09	128.545	577.913	542.414	578.985	0.341859	7.74311	1.16176	439.506	386.481	0.00464366	0.000576883
9.47078e-05	125.09	654.052	733.572	879.32	907.947	-0.0392819	2.4666	0.9056	650.817	192.594	0.00519715	0.312049
0.000420202	87.1309	125.09	273.693	175.646	245.38	-1.33532	3.66532	-0.55134	212.614	259.132	0.00025723	0.00472171
0.0121401	125.09	698.52	718.4	758.886	730.806	0.0911914	6.28075	0.36423	413.162	1393.17	0.00516344	1.96959
0.000264214	125.09	928.034	660.006	536.509	652.997	0.227643	5.83643	0.176736	506.662	300.078	0.00495052	25.4289
0.000526783	113.476	125.09	920.293	769.849	772.646	-1.32431	4.37922	10.0427	654.48	148.89	0.000425319	0.00469623
0.000479461	125.09	141.914	546.446	666.034	661.376	0.235318	1.41972	11.3382	391.751	167.646	0.00493341	0.000308376
0.000224033	125.09	840.384	773.395	620.523	786.838	0.0639009	1.85884	-0.179408	666.12	778.058	0.00518449	1.67137
0.000787471	125.09	552.985	611.377	745.072	615.441	0.130392	2.46321	7.86871	244.216	277.334	0.00512043	1.87186
0.00112947	125.09	837.014	922.883	851.64	882.382	0.000733215	6.2364	3.43045	239.989	607.994	0.00520485	0.000220314
0.000295922	125.09	724.165	498.892	582.456	567.232	0.123576	2.56027	-1.2894	584.281	452.445	0.00512899	3.90764
0.000113371	102.851	125.09	756.113	416.199	755.325	-1.45476	3.5093	1.21417	441.688	32.585	0.000169957	0.00492657
0.000183726	125.09	729.689	847.425	875.88	945.679	-0.148659	1.1735	0.315137	574.702	1208.51	0.00509531	6.02493
0.000114813	125.09	436.335	519.444	751.273	748.767	-0.0295209	3.22681	-0.301537	619.653	922.014	0.0052005	0.0468554
0.000278174	125.09	127.237	649.843	791.287	781.338	0.395079	1.63364	15.054	438.932	173.546	0.00446515	0.000752557
0.000709437	125.09	570.838	551.635	490.147	577.589	-0.106501	6.99781	-5.89285	585.224	185.208	0.00514843	1.57613
8.79528e-05	125.09	579.255	308.165	552.771	564.621	0.00737604	4.58474	-0.0597323	307.812	1115.67	0.00520458	0.0074182
0.000176202	125.09	149.245	462.778	549.287	556.286	-0.0551072	6.53152	4.01042	245.983	217.993	0.00518971	1.81072e-05
0.000585598	125.09	222.174	881.752	847.893	898.42	-0.109603	5.15635	7.04121	688.034	223.667	0.00514511	0.0287326
0.000224214	114.659	125.09	211.205	409.051	406.063	-1.47143	3.71976	-0.0553709	240.905	905.878	0.000206096	0.00494437
0.00050469	125.09	262.404	875.086	923.619	952.059	0.196296	4.62866	3.71816	533.568	479.751	0.0050149	0.241155
1.92037e-05	125.09	766.567	365.462	462.275	443.847	0.134648	7.14106	-2.7818	570.345	418.95	0.00511487	11.1923
0.000112633	125.09	853.572	604.523	524.505	598.631	-0.1048	5.5556	2.05691	298.098	290.676	0.00515021	4.93668
0.000830176	92.789	125.09	782.15	847.709	846.102	-1.41829	0.479021	0.861146	527.988	854.29	0.000168893	0.00487827
0.00116094	125.09	932.791	202.929	101.395	230.06	0.20297	0.357956	-0.70128	175.775	273.285	0.00500195	23.0149
0.00281152	76.403	125.09	620.794	693.101	654.509	-1.35336	8.28515	-0.15127	629.955	97.826	0.000186776	0.00476111
0.00117477	125.09	971.444	822.6	871.869	883.542	-0.055023	2.71318	2.18077	702.919	397.234	0.00518975	1.94792
0.00064243	125.09	584.705	731.756	748.804	805.51	0.0152224	0.945891	6.50434	533.19	251.39	0.0052037	0.0323013
0.000238675	125.09	176.072	924.118	883.282	963.32	-0.0553625	4.31283	3.21592	407.653	548.457	0.00518956	0.0015951
0.00196838	125.09	571.762	482.972	559.972	491.377	0.0481881	7.45239	-0.72741	591.277	602.401	0.00519327	0.300789
0.000656092	91.6614	125.09	532.07	579.924	593.917	-1.4161	2.05678	6.94561	259.272	243.857	0.000167159	0.00487496
0.000134065	125.09	225.891	559.076	718.392	713.022	-0.113555	4.30989	9.43002	408.175	151.604	0.00514074	0.0332491
0.000187769	125.09	985.623	477.329	288.227	499.119	-0.0692845	3.14151	-1.03097	331.669	246.894	0.00518092	3.8643
0.00396067	125.09	861.498	493.805	556.692	494.302	-0.0104545	3.77536	6.85701	192.07	247.202	0.00520431	0.0489969
0.000577476	125.09	493.595	894.485	938.883	956.901	-0.0583631	4.39074	5.40669	684.118	317.389	0.00518786	0.285052
0.000420395	125.09	494.394	549.664	740.474	554.806	-0.0286517	6.14253	-2.66254	552.984	177.721	0.00520076	0.0690172
5.96553e-05	125.09	669.845	536.549	666.355	685.806	0.234575	1.56944	-0.356413	635.636	1206.02	0.00493509	10.9203
0.00106108	125.09	566.942	737.066	683.252	724.003	0.159985	4.11888	3.25475	567.162	268.975	0.00507813	2.98579
0.000120591	125.09	809.169	528.351	623.233	670.868	0.18471	4.76999	-0.50618	493.407	377.07	0.00503642	11.6594
