Omega	mmH1	mmH2	mmH3	mmA0	mmHch	aDM	lam2	lam8	m22	vs	WH1	WH2
0.000135804	125.09	529.805	864.347	956.635	994.293	-0.123981	0.341315	1.59711	669.446	479.133	0.00512849	1.61684
0.002271	125.09	639.208	854.547	839.238	870.005	-0.170341	4.98666	1.88818	165.711	823.848	0.00506136	5.35196
0.000324095	125.09	867.756	149.59	418.341	413.787	0.188972	5.77993	-0.244461	362.563	990.391	0.00502865	18.4814
0.000489005	125.09	435.745	633.775	698.885	690.191	-0.0953004	4.75475	2.11872	493.007	328.692	0.00515964	0.500112
0.00053951	125.09	236.052	642.572	481.02	482.744	-0.0581232	4.8509	5.1827	417.122	108.197	0.005188	0.0106226
0.000513372	110.777	125.09	720.745	627.598	633.525	-1.52245	4.95287	7.79381	578.984	58.2426	0.000155086	0.00498184
2.84066e-05	125.09	707.391	343.831	528.387	519.739	0.0885548	5.09304	0.319625	90.4162	924.574	0.0051658	2.24617
7.18739e-05	125.09	860.901	803.823	708.352	822.707	-0.239537	0.840042	0.983769	224.835	736.001	0.00492378	25.3145
0.000337366	125.09	666.08	922.062	805.847	917.211	0.110329	5.38719	4.69843	78.3254	524.058	0.00514432	2.4515
0.0123045	124.04	125.09	761.799	802.941	773.259	1.3101	4.8752	0.362454	556.611	1245.92	0.000534786	0.00466175
0.000179374	125.09	951.365	831.813	713.948	876.924	0.264148	3.32926	4.54946	560.354	249.129	0.00486446	35.3605
0.000238962	125.09	184.854	781.875	843.053	872.99	0.0634866	4.60535	1.7806	705.287	166.22	0.00518475	0.00334307
0.00127916	125.09	944.277	827.395	833.473	901.417	-0.176389	5.79874	0.200003	666.453	1461.81	0.0050511	17.9581
0.000412976	124.152	125.09	512.114	477.038	557.328	-0.225768	1.01816	2.11012	166.672	396.607	0.00491369	0.000250231
8.67581e-05	125.09	372.695	812.609	914.568	949.331	-0.126639	0.375999	2.54525	597.76	321.905	0.0051252	0.491556
0.000702736	125.09	595.902	968.087	890.359	913.187	-0.0236944	4.03305	8.24705	608.142	289.089	0.00520205	0.0844102
0.00576838	125.09	640.634	601.262	583.816	616.769	0.0533906	3.70574	-2.22734	635.208	237.081	0.00519063	0.513547
0.000237369	125.09	126.229	774.044	894.278	891.688	1.27798	3.05221	5.67734	703.233	167.709	0.000627388	0.00461964
0.000343653	125.09	975.084	401.236	349.911	432.563	-0.059654	7.85021	-0.580994	385.746	427.871	0.00518711	3.3696
0.00756862	125.09	656.471	507.193	530.443	512.363	0.214837	5.28537	1.41824	426.766	364.254	0.0049779	8.31663
0.000148866	125.09	546.689	740.694	664.529	755.485	-0.0957018	1.25997	6.17896	395.972	244.307	0.00515926	1.08829
0.00237024	125.09	918.131	491.059	486.377	546.186	-0.0894776	4.25573	0.176446	427.888	802.481	0.00516498	4.33355
0.000187592	125.09	319.623	680.039	795.185	806.766	0.0189855	3.23505	1.18084	488.632	538.834	0.00520305	0.00587856
9.92848e-05	125.09	239.328	730	886.823	900.591	0.194126	2.18257	6.28248	656.31	97.4933	0.00501903	0.124379
0.000142222	125.09	470.044	648.59	314.352	662.009	0.0136555	3.58337	0.0342136	292.984	1210.45	0.00520392	0.0129424
0.000373515	72.444	125.09	630.506	525.602	612.302	-1.55747	3.90427	3.26674	515.558	42.9031	3.98824e-05	0.00499262
0.000169666	102.749	125.09	858.848	734.365	879.816	-1.3465	0.566998	9.64717	679.661	117.316	0.000317042	0.00474648
0.000122099	125.09	201.685	575.295	455.529	589.137	0.0447523	4.19661	-0.149793	466.214	1028.31	0.00519486	0.00299549
0.000126389	102.905	125.09	746.506	870.155	903.209	-1.29387	2.05659	2.08347	642.909	254.011	0.000421427	0.00462025
0.000429672	125.09	473.742	643.465	742.843	735.022	-0.0611511	6.59888	5.7836	604.542	153.278	0.0051862	0.280847
0.0038003	125.09	991.206	930.734	855.961	878.968	0.159222	4.12991	1.65831	617.064	662.165	0.00507933	16.2528
0.000510989	63.2988	125.09	892.521	994.678	999.994	1.49898	3.50739	7.10525	690.449	307.729	3.89187e-05	0.0049678
0.000237213	125.09	307.279	786.013	861.66	828.428	-0.135333	1.48189	3.32127	197.244	518.807	0.00511395	0.265429
0.000394528	125.09	968.001	786.798	638.53	645.263	0.161734	1.04834	-1.93638	647.679	309.691	0.00507537	15.1569
7.03198e-05	108.178	125.09	250.161	634.475	643.589	-1.43091	1.28142	-0.335697	176.446	180.064	0.000218287	0.00489643
0.000112687	125.09	590.624	936.717	832.84	956.503	0.185252	2.34695	0.500458	434.175	1200.48	0.00503544	4.74667
0.00120281	125.09	566.411	706.723	798.486	711.334	0.0149759	7.52588	5.03186	224.793	406.439	0.00520373	0.0284144
0.000279628	125.09	994.748	495.889	362.253	523.69	-0.05391	5.89013	-2.47122	659.936	483.316	0.00519036	12.8766
0.000111789	125.09	880.425	566.943	817.661	825.415	0.139949	3.33029	-0.184153	578.689	304.258	0.00510769	8.696
0.00085842	125.09	683.936	879.718	801.895	858.678	0.167647	3.45825	0.757482	212.471	1233.39	0.00506582	6.1022
0.000312616	125.09	914.719	439.065	263.45	459.004	0.0747296	2.10067	-0.114777	291.843	429.378	0.00517702	2.95907
0.000117074	125.09	891.18	651.797	568.369	697.096	0.0448382	2.38377	-0.351582	644.051	1031.93	0.00519482	0.983663
0.000668971	125.09	770.061	920.018	931.08	991.485	-0.302151	1.90609	8.86516	619.753	302.811	0.00476268	30.5243
0.000656501	125.09	916.043	401.366	315.795	419.361	-0.149741	5.36969	0.792758	171.432	394.352	0.00509372	15.4023
0.000121637	125.09	857.465	306.668	687.094	688.483	-0.00840522	3.41543	0.214018	293.52	366.69	0.0052045	0.0805287
6.36169e-05	125.09	131.099	338.633	243.801	323.706	0.0507914	2.8119	10.1642	255.511	49.8206	0.00519198	1.34967e-05
0.00191866	125.09	572.174	472.117	504.688	528.786	-0.12886	7.4538	-0.721286	558.908	504.045	0.0051224	2.22057
0.000619854	113.639	125.09	726.965	799.091	751.401	1.38153	0.31585	12.1088	621.091	142.771	0.000317056	0.00481676
0.00020383	125.09	596.921	726.273	846.139	835.092	-0.102385	3.74133	0.502614	478.324	979.745	0.00515269	1.57553
0.000219317	125.09	235.089	834.602	700.517	845.909	0.0491307	2.65922	4.62685	561.167	263.931	0.00519281	0.00745779
0.00012906	125.09	560.791	515.944	678.877	691.473	-0.0148038	0.793989	1.17045	230.813	544.896	0.00520376	0.027131
0.00047303	125.09	451.114	504.655	390.111	520.51	-0.0116016	7.04001	-4.86554	529.518	220.579	0.00520418	0.0081744
0.000102067	125.09	800.491	617.689	754.316	781.301	0.244616	0.14638	-0.451647	603.279	519.686	0.00491197	19.4816
0.00022503	125.09	627.842	524.913	376.769	539.524	0.117987	4.26925	-2.07378	453.772	234.897	0.00513566	2.26598
0.000913382	125.09	943.661	468.061	383.991	478.803	0.268377	2.20192	-2.366	628.434	503.057	0.00485374	49.8033
0.000782683	125.09	387.499	583.959	522.237	575.118	-0.0184627	0.644613	2.47462	298.694	363.902	0.00520315	0.0117411
0.000725221	125.09	652.567	283.827	220.539	257.075	-0.133313	6.45594	-3.68817	419.171	246.647	0.00511663	34.1643
0.000122954	125.09	762.366	493.039	708.091	721.86	0.192217	3.20307	0.808039	374.719	444.702	0.00502262	10.6375
0.0107506	125.09	193.214	672.789	659.15	685.497	0.00934371	3.60826	8.33822	451.214	237.778	0.00520442	0.000102062
0.000826074	125.09	125.721	604.932	634.924	689.082	0.166718	5.22623	6.36422	310.37	301.663	0.00506734	0.000138215
0.00449924	125.09	751.497	765.997	715.412	736.182	-0.153004	8.00871	0.564145	701.676	245.303	0.00508886	7.39544
0.000987778	125.09	722.829	507.657	530.729	578.052	0.107265	3.79367	-0.382806	694.234	1104.85	0.00514762	2.99744
6.02183e-05	124.022	125.09	706.668	423.597	705	-1.00662	0.853694	1.12003	341.113	44.6331	0.00162117	0.00356575
0.00114179	125.09	633.161	734.938	795.032	815.457	0.206955	3.43356	6.76804	561.883	263.897	0.00499402	6.79697
0.00024571	125.09	404.847	699.508	630.041	667.178	0.143912	5.37841	-3.4925	663.479	259.44	0.00510215	0.762627
0.000913266	87.6592	125.09	812.253	765.471	813.685	-1.50968	1.56191	18.0656	454.766	202.642	8.34042e-05	0.00497488
0.000908131	125.09	410.966	874.608	861.133	938.214	-0.149351	3.40916	1.81525	653.339	551.047	0.0050943	0.975759
0.000283359	125.09	571.609	756.589	849.394	848.097	-0.110887	1.83259	5.49061	480.523	326.78	0.00514371	1.66298
0.000313849	125.09	168.513	744.45	817.557	858.284	-0.272905	5.36538	3.86861	688.646	168.956	0.00484209	0.0259645
0.00029376	125.09	626.072	452.305	569.741	568.204	-0.151783	4.51155	-1.11817	676.532	699.071	0.00509069	4.01628
9.14243e-05	125.09	162.123	603.349	686.79	715.022	0.0169694	2.90771	13.9829	522.529	72.6963	0.00520342	5.08681e-05
0.000118535	125.09	272.976	702.103	533.27	701.411	0.147143	3.15737	0.155582	442.052	688.803	0.00509752	0.174134
0.001252	125.09	617.075	759.098	790.323	842.445	0.102251	0.343701	3.24322	501.243	450.812	0.00515283	1.671
0.000182148	124.773	125.09	798.608	885.533	917.277	-1.25797	3.78256	10.6035	553.518	220.096	0.00068141	0.00452056
0.000770107	125.09	965.215	734.507	845.152	829.709	-0.0549376	4.36112	0.89869	695.269	448.372	0.0051898	1.90192
0.000241124	125.09	885.7	186.434	404.755	403.764	-0.144994	4.61831	-2.87327	632.619	488.494	0.00510061	52.8097
0.000718578	125.09	971.054	687.598	748.763	777.776	0.0558162	3.9279	1.3377	471.906	603.98	0.00518931	1.94711
0.00257521	125.09	559.062	659.335	689.509	702.098	0.190125	5.24748	3.08882	607.816	223.634	0.00502652	3.8967
4.06549e-05	82.2108	125.09	636.784	519.576	677.521	1.51909	0.42844	13.161	340.805	47.6734	6.65835e-05	0.00498017
9.00847e-05	125.09	609.697	649.318	323.33	665.09	-0.0918164	0.51924	-0.565276	423.624	640.296	0.00516288	1.36057
0.000147443	125.09	873.426	936.363	916.992	989.094	-0.245811	0.444763	7.11589	429.647	351.413	0.00490916	29.0034
0.000473559	125.09	704.883	626.644	512.718	668.42	0.15431	4.00849	6.14243	305.782	257.249	0.00508689	5.38913
0.0129346	125.09	544.713	759.197	729.296	746.331	-0.11348	1.56992	0.354539	622.645	910.979	0.00514083	1.45728
0.000119725	125.09	728.596	781.649	615.727	808.228	-0.156522	1.47314	3.711	104.518	430.147	0.00508351	6.83243
0.00276075	125.09	743.822	254.676	312.153	295.757	0.171264	3.49433	-1.95001	692.459	675.61	0.00505981	70.0193
0.000136791	125.09	718.271	569.617	342.006	561.532	0.0800883	2.20994	0.22398	319.331	399.902	0.00517289	1.66194
0.000323335	125.09	447.303	954.983	861.751	942.478	-0.0196925	2.9698	3.33639	330.764	587.697	0.00520292	0.0227938
0.000460181	125.09	718.285	496.015	565.681	604.001	0.0354105	7.24079	-3.51994	672.758	344.614	0.0051986	0.323059
0.0114939	125.09	249.892	852.274	865.672	859.639	-0.133024	3.80318	5.73869	628.591	327.5	0.00511701	0.0707151
0.000255281	125.09	684.146	907.047	994.666	969.909	0.00123627	0.381611	0.776641	498.209	1082.85	0.00520485	0.000345233
0.000181504	125.09	194.749	542.983	663.595	657.232	0.0738515	2.0286	-1.42001	516.061	174.823	0.00517767	0.00668371
0.000148695	125.09	889.559	876.106	981.334	963.56	0.0398701	2.25112	5.66891	602.648	305.047	0.00519692	0.765904
0.000249838	125.09	574.502	967.517	911.295	977.015	0.0441482	3.19135	2.75573	398.489	623.195	0.00519513	0.256611
0.00174717	124.557	125.09	940.566	993.215	966.682	1.1887	0.550163	5.60248	586.562	422.144	0.000899804	0.00429925
0.000103533	125.09	519.963	868.273	601.48	861.427	-0.146134	2.95816	0.243579	358.187	1395.76	0.00509897	2.0635
0.0019889	125.09	570.305	708.565	792.061	744.345	-0.00472578	3.64524	4.74156	589.74	273.834	0.00520474	0.00291039
9.32591e-05	125.09	399.789	905.352	818.797	937.099	0.0059797	1.67506	1.43256	667.164	226.553	0.00520468	0.00137612
0.00092547	125.09	204.819	489.93	468.59	554.923	-0.0678969	1.2862	-0.14521	518.515	875.57	0.00518187	0.0074688
0.000129104	125.09	541.854	806.435	604.026	831.958	0.0966488	3.19045	1.03187	440.018	567.773	0.00515836	1.00526
0.000426126	125.09	153.959	732.531	826.589	828.132	-0.128995	4.53354	7.97207	377.38	313.118	0.00512222	0.000101913
3.40297e-05	125.09	983.112	484.953	522.406	540.147	0.123142	1.11894	-0.701621	520.587	469.864	0.00512951	9.76736
0.000425809	125.09	203.211	541.453	485.544	516.109	-0.153935	2.89409	9.22675	212.833	204.71	0.00508746	0.0366172
6.22739e-05	125.09	874.642	774.371	561.764	782.77	0.103453	2.18817	-0.892626	616.092	581.454	0.0051516	4.84483
7.50844e-05	125.09	486.386	671.168	442.504	686.213	0.130501	2.65806	1.22328	354.139	147.942	0.00512029	1.17721
0.0011396	125.09	885.295	812.799	703.039	716.419	-0.117841	5.81526	-0.00860874	690.146	1223.47	0.00513583	6.7102
0.000427057	125.09	412.765	954.368	853.524	872.678	-0.0632669	0.798875	7.54653	284.485	381.363	0.00518489	0.17835
0.00284	125.09	186.938	477.052	542.554	495.231	0.0732708	1.45105	0.161661	386.547	958.626	0.00517809	0.00494359
0.000339978	125.09	342.832	447.472	412.896	504.851	-0.0286575	4.47793	-1.1564	596.384	567.193	0.00520075	0.0175296
0.00046529	125.09	240.769	754.672	865.808	761.306	-0.189737	4.92504	10.8603	364.217	248.73	0.00502724	0.122008
7.46043e-05	125.09	134.228	403.198	597.747	614.047	-0.109576	2.01909	-0.0929684	391.052	1136.59	0.00514514	6.41307e-05
6.15364e-05	125.09	497.537	492.101	764.534	765.142	-0.0704803	0.581577	2.78819	312.694	246.927	0.00518009	0.431915
0.000945996	125.09	842.931	384.751	333.253	397.651	-0.0241	3.99098	0.129802	213.377	945.739	0.00520195	0.577464
0.000147975	125.09	746.058	502.147	416.157	520.18	0.04761	5.56285	-0.45946	601.109	1033.17	0.00519354	0.657294
9.58659e-06	125.09	977.807	493.992	549.904	563.917	0.079823	3.64548	-5.88987	694.205	303.403	0.0051731	3.97329
0.000672868	125.09	992.011	763.812	851.094	905.641	0.252665	2.74654	5.91325	520.909	346.464	0.0048928	37.8781
0.000449473	125.09	285.656	670.483	521.257	527.728	0.149645	5.32842	-3.8457	533.946	139.167	0.00509386	0.194676
0.00019014	125.09	783.293	423.237	532.856	549.32	0.0528957	7.52824	-0.296782	687.106	1459.88	0.0051909	0.937369
0.000155965	125.09	965.786	697.078	801.068	780.899	0.0126727	4.89706	-0.201153	623.486	397.681	0.00520405	0.0997397
2.21155e-05	125.09	774.169	602.132	393.716	611.233	-0.214508	2.64565	0.787974	209.498	482.652	0.00497859	15.216
0.000351345	125.09	887.175	866.919	773.432	909.769	-0.235398	5.29305	0.461014	522.095	1210.76	0.00493323	26.3395
0.00148556	125.09	539.15	984.025	886.19	902.695	-0.130492	7.11303	2.87983	420.464	642.951	0.00512031	1.87729
0.000221014	119.733	125.09	911.32	843.73	959.808	-1.40079	0.85741	7.79783	538.141	299.462	0.00032108	0.00485057
0.000251949	125.09	501.084	432.172	453.3	523.852	-0.162195	1.08484	2.57613	299.094	192.653	0.00507464	2.47349
0.000191825	125.09	132.145	760.796	645.239	773.309	-0.142673	0.197055	0.369168	601.135	201.36	0.0051039	0.00010672
0.000800388	125.09	841.675	695.507	736.468	790.553	0.0377009	7.14559	0.738382	658.485	368.914	0.00519776	0.584278
0.000375206	125.09	437.544	517.647	651.56	665.163	-0.0624738	7.44836	-0.0879539	592.181	1202.11	0.00518539	0.21195
0.000361524	125.09	369.492	565.56	613.71	631.535	0.0347878	0.222347	5.52797	362.779	223.343	0.00519881	0.0332997
0.0117247	125.09	716.559	554.593	574.791	567.784	-0.0039714	4.10789	-5.40128	660.488	221.792	0.00520478	0.00409771
0.000194378	125.09	380.243	784.504	911.703	930.735	0.110527	0.157766	1.96044	249.978	728.849	0.0051441	0.374003
0.000397272	125.09	133.279	717.135	819.508	806.047	0.227021	5.19848	5.01611	323.843	395.955	0.00495189	0.000269723
0.000518052	125.09	741.117	567.659	653.944	692.845	-0.138982	6.74046	-0.239849	623.3	669.111	0.00510902	5.58319
0.000168359	125.09	672.115	953.394	895.803	988.932	0.103667	0.849735	6.58192	686.482	239.432	0.00515138	2.1701
8.43902e-05	125.09	732.761	503.24	633.92	656.094	-0.171149	0.143415	0.551883	230.278	634.256	0.00506001	8.1801
0.00014423	125.09	657.449	854.804	651.114	861.51	-0.209508	1.30955	2.76867	403.102	445.173	0.00498886	8.98266
0.000464522	125.09	801.131	584.271	505.701	622.114	-0.258796	1.58769	-3.05488	582.289	242.162	0.00487781	25.949
0.000285688	125.09	345.505	633.608	532.687	670.412	-0.0108695	2.2661	1.45081	498.319	190.967	0.00520426	0.0025969
0.000175114	125.09	711.56	547.557	468.289	592.241	-0.193372	3.82224	-0.00223404	408.613	182.908	0.00502045	10.4852
0.000280124	125.09	126.364	708.451	659.962	735.328	-0.90134	5.85237	9.23509	652.949	62.4369	0.00213432	0.00310218
6.79733e-05	125.09	227.397	725.94	575.557	744.958	0.0203776	0.776326	0.048614	439.843	518.993	0.00520278	0.00110779
0.000129348	125.09	179.924	888.633	810.585	913.94	0.113748	1.52244	6.47827	535.988	265.458	0.00514052	0.0077467
0.0010663	125.09	825.464	897.96	859.524	900.587	-0.0721709	3.47907	4.21443	267.751	547.07	0.00517889	2.07349
0.000898132	125.09	186.234	859.391	831.035	846.442	0.153849	0.998353	21.3425	691.512	140.796	0.00508759	0.0209625
0.0012663	125.09	546.231	618.458	496.865	499.808	-0.09524	2.65609	2.07745	388.093	284.66	0.0051597	1.06714
0.000813581	94.7064	125.09	776.141	932.536	780.14	1.42703	2.42262	1.52484	374.074	762.136	0.000166518	0.00489101
0.00153336	125.09	453.071	493.458	535.932	542.501	0.125676	0.456649	0.60499	330.724	643.047	0.0051264	0.929398
0.000135428	125.09	990.175	372.502	635.817	647.877	0.0396461	4.35827	-4.53286	631.315	348.246	0.00519701	17.6035
5.79682e-05	125.09	746.151	471.531	758.482	760.214	-0.114778	1.77642	0.549397	337.36	429.589	0.00513936	3.93349
0.0107851	125.09	915.149	746.752	774.81	767.197	0.00818048	3.34257	10.2502	464.843	264.237	0.00520452	0.0355001
0.000596366	125.09	224.878	151.444	229.394	237.177	0.031102	5.24895	-0.607434	216.824	312.005	0.00520003	0.0024538
0.000723354	125.09	338.119	847.703	920.523	946.902	-0.106024	3.68839	7.58166	695.933	262.231	0.00514893	0.239954
0.000160617	125.09	643.126	584.768	752.759	758.287	-0.197762	5.31843	-5.10275	705.514	259.129	0.00501209	7.80235
0.000930808	125.09	374.58	646.135	604.736	668.477	-0.121827	4.45047	0.159533	477.904	1225.12	0.00513111	0.443488
0.00157344	125.09	526.462	928.836	895.231	960.985	-0.140707	0.355167	2.97575	359.556	675.381	0.00510664	2.01994
0.000125932	125.09	156.231	746.216	870.13	908.196	0.165763	1.01095	6.77123	553.681	231.595	0.0050689	0.000170178
1.81518e-05	125.09	871.845	483.24	435.042	484.466	-0.175456	6.93289	-0.393737	590.31	777.314	0.0050527	14.3358
4.95598e-06	125.09	968.345	475.751	656.07	674.858	-0.151553	2.30332	4.07244	269.588	292.207	0.00509104	17.6107
6.51874e-05	125.09	414.653	510.08	716.036	715.343	-0.0449004	2.98445	-0.373146	703.964	1326.65	0.00519479	0.0898065
0.00015541	125.09	143.39	660.755	716.6	768.056	0.0101632	0.398563	9.60193	474.001	161.126	0.00520434	5.92085e-07
0.000378563	125.09	541.534	726.768	644.093	706.507	0.0723817	6.93799	4.6058	551.965	177.556	0.00517874	0.54872
0.000391014	125.09	287.163	746.326	868.666	881.816	-0.147282	3.39673	2.79702	521.629	471.66	0.00509732	0.239533
0.000204911	125.09	492.885	647.912	780.438	800.715	0.126245	3.83866	6.06001	612.316	131.227	0.00512569	1.143
0.00301232	125.09	306.683	606.814	595.062	630.016	-0.0553977	0.593461	2.30355	531.678	231.767	0.00518955	0.044692
0.0021021	125.09	300.603	390.535	459.563	407.7	0.0919956	0.307535	-0.0435088	382.644	275.063	0.00516271	0.102824
0.000885071	125.09	402.494	729.098	644.99	711.963	-0.0487663	4.44628	-0.150531	665.462	604.235	0.00519299	0.0952365
1.43082e-05	125.09	920.627	453.074	539.076	519.837	0.0321446	2.98038	-4.81294	502.197	283.452	0.0051997	4.30239
9.15534e-05	125.09	174.066	760.423	985.572	984.087	-0.134671	0.14896	11.1322	609.743	177.991	0.00511484	0.00863338
0.000439609	125.09	572.326	340.786	502.259	524.881	0.147082	2.87532	0.329516	258.016	649.289	0.00509761	2.71891
7.59616e-05	125.09	204.489	524.237	436.982	530.217	-0.132217	1.53593	9.18332	243.683	95.7365	0.00511807	0.0279676
9.38341e-06	125.09	867.279	426.546	578.386	604.888	-0.0569036	0.938428	3.02357	200.42	246.532	0.0051887	2.72708
0.000382715	125.09	260.93	619.996	726.099	711.743	-0.0644391	1.55853	6.06277	319.901	297.837	0.00518415	0.0280148
0.000123721	125.09	888.992	372.895	423.594	426.609	-0.228584	2.79575	-3.30291	505.202	272.203	0.00494845	37.6096
0.000488823	125.09	899.302	562.3	404.615	561.452	-0.0955517	1.27156	0.86094	316.711	417.688	0.0051594	5.30039
0.00162836	125.09	946.881	654.039	676.569	727.537	0.150173	8.01629	3.08085	490.888	388.047	0.00509308	12.4655
0.000414033	125.09	999.595	892.775	943.641	960.555	-0.212761	2.04107	0.645212	648.135	966.933	0.0049822	30.8714
0.000604425	125.09	792.037	467.998	443.251	535.956	-0.264273	4.883	-0.213705	435.816	357.614	0.00486415	25.0653
0.000169497	125.09	184.558	592.664	659.565	709.5	0.158318	1.38564	-0.0270633	546.184	1376.23	0.00508074	0.0202902
0.00124249	125.09	576.79	716.788	578.931	579.592	-0.16453	2.4708	-0.296267	610.448	520.08	0.00507089	3.70575
0.00032824	125.09	842.577	427.281	379.586	406.919	-0.200889	1.79471	2.03015	61.9511	335.988	0.00500603	23.4984
0.00015283	125.09	247.019	614.845	669.894	724.306	-0.200225	0.410181	5.42777	274.594	281.033	0.00500733	0.151416
0.00646827	125.09	700.787	197.261	210.205	206.393	-0.262745	3.86207	-0.120666	230.533	461.511	0.00486799	17.0392
0.000508937	125.09	932.238	806.137	874.59	925.172	-0.225989	5.56078	0.483468	676.824	923.476	0.00495414	28.3356
0.000141255	125.09	256.318	761.342	928.348	957.646	0.0953179	2.77181	5.67076	558.432	297.843	0.00515962	0.0503859
0.000256085	96.9098	125.09	483.603	185.31	493.113	-1.43765	1.37234	1.69714	134.154	137.655	0.000163714	0.0049055
0.000223227	125.09	300.225	629.833	722.813	698.637	-0.121701	2.19815	7.88675	493.776	155.301	0.00513126	0.21519
0.000195476	125.09	930.057	947.577	775.53	973.653	-0.105966	5.40564	2.85757	634.054	408.036	0.00514899	6.40954
0.000588564	125.09	630.373	630.159	735.926	725.105	0.194417	1.20797	4.73524	562.154	196.584	0.00501848	5.8185
0.000985219	124	125.09	613.759	699.663	640.877	0.623977	4.08467	2.35209	543.624	222.344	0.0034655	0.00170462
5.41789e-05	125.09	680.862	629.186	294.969	645.703	-0.108504	1.70955	-0.553251	520.746	883.502	0.0051463	4.16519
0.000267701	125.09	622.371	842.264	918.601	921.294	-0.13548	4.70668	0.205003	673.925	1268.83	0.00511376	3.11314
0.000443339	125.09	172.134	812.452	843.665	878.941	0.0377224	4.09015	2.98497	695.475	252.34	0.00519775	0.000622786
0.000347497	125.09	813.435	438.109	467.745	494.088	0.105387	8.22118	-1.50322	570.272	435.756	0.0051496	4.03206
0.000803019	125.09	369.543	707.783	721.349	765.242	-0.0637714	6.85846	0.654222	271.479	1062.85	0.00518457	0.115559
0.00116399	125.09	523.201	385.7	342.072	427.568	0.0146897	1.9562	0.319095	79.1205	851.517	0.00520378	0.0213264
0.000286353	125.09	272.545	861.692	784.994	891.137	0.0156096	4.59843	6.77704	629.296	229.876	0.00520364	0.00202831
0.000150502	125.09	670.706	533.783	419.7	549.731	-0.144304	3.14038	-0.0371367	395.331	1306.72	0.00510159	4.41643
0.000119595	125.09	669.484	892.137	742.314	918.698	-0.0620261	1.85834	9.46141	375.756	276.545	0.00518567	0.834757
0.000101027	83.2158	125.09	407.871	314.189	417.232	1.53964	6.26524	-5.38831	265.671	23.7829	6.32725e-05	0.00498866
8.43686e-05	125.09	168.938	271.645	261.335	274.044	-0.118946	3.51928	13.1926	79.9257	60.569	0.00513454	0.00517098
0.000333287	125.09	751.32	840.647	858.857	880.742	-0.164626	3.79024	5.06683	347.264	417.276	0.00507074	8.28887
0.00066623	125.09	163.631	547.038	624.023	601.069	-0.131381	6.13304	-0.652556	527.688	72.2765	0.00511916	0.00393226
0.000903494	125.09	261.989	645.025	491.558	499.61	0.123166	3.95596	0.878307	461.683	230.085	0.00512949	0.0943538
0.000154317	125.09	268.465	513.007	628.472	662.094	-0.138207	2.0865	-2.16078	487.569	122.481	0.00511008	0.173549
0.000121443	125.09	370.586	465.969	644.604	648.293	0.0366113	5.07785	0.227379	274.406	950.53	0.00519816	0.0380242
2.79014e-05	125.09	926.062	594.697	422.424	595.3	-0.169175	3.21824	-1.17668	648.835	774.494	0.0050633	18.2747
0.000137414	125.09	648.479	713.552	489.95	734.222	0.0919008	5.4461	-1.82688	529.589	187.731	0.0051628	1.52447
5.79733e-05	125.09	130.477	538.199	316.553	536.744	0.212811	2.04987	8.92019	234.751	58.9134	0.0049821	0.000232462
0.000476889	125.09	897.441	623.074	510.927	639.871	0.232015	6.67821	3.59479	281.481	343.928	0.00494084	24.1123
0.00048969	80.5717	125.09	684.635	585.139	708.504	-1.55363	2.95863	0.155208	511.161	1110.97	5.5375e-05	0.00499204
0.00116788	125.09	186.549	678.888	631.155	701.091	0.158542	1.45714	0.742509	620.705	186.122	0.00508039	0.0225857
0.00184908	125.09	350.141	482.859	477.05	529.766	-0.122776	3.38693	1.19796	376.208	343.469	0.00512996	0.359695
0.0012946	125.09	461.887	456.961	380.173	464.272	0.139076	5.9146	0.750287	241.01	516.173	0.00510889	1.20244
0.000117376	124.986	125.09	612.043	779.259	783.567	-0.195277	1.7492	11.4849	416.448	163.738	0.00501224	0.000188009
7.34951e-05	125.09	337.214	694.006	402.744	692.973	0.124893	0.83096	0.23134	292.712	572.501	0.00512737	0.295719
0.000118113	54.4267	125.09	520.002	698.141	723.139	-1.56283	0.468223	6.99291	494.093	77.7184	1.66842e-05	0.00518578
0.000307682	125.09	361.396	784.622	649.609	785.705	0.0275755	3.06172	2.22681	563.721	316.255	0.00520106	0.0193429
0.00346745	125.09	556.679	312.332	329.067	354.581	-0.0463673	4.65067	-2.31987	477.653	323.411	0.00519413	0.263513
0.00170053	125.09	728.17	702.358	682.971	750.247	-0.0711202	4.62199	8.2253	499.229	231.877	0.00517964	1.42194
0.000197028	125.09	381.089	757.196	796.229	858.276	-0.0244787	0.801835	0.122321	654.811	681.341	0.00520186	0.0192644
0.00232797	125.09	433.571	928.407	883.115	950.307	-0.146352	7.61906	0.72317	476.472	1269.43	0.00509866	1.11761
0.000409033	125.09	745.255	893.331	952.763	993.29	-0.242592	1.45347	1.16722	351.073	1050.46	0.0049167	16.7788
0.000100428	125.09	157.113	678.066	507.084	686.481	0.229096	0.223575	12.5174	462.167	84.1839	0.00494732	0.000324185
0.00146521	125.09	788.284	928.356	930.723	944.57	-0.172198	3.90797	9.50815	451.542	346.418	0.00505824	10.5565
0.000110127	125.09	194.351	422.542	309.074	404.267	-0.231874	4.84913	6.5596	82.5378	118.94	0.00494115	0.0640302
1.08269e-05	80.7186	125.09	379.546	91.9647	380.31	-1.46906	5.08098	-4.08599	69.236	30.0685	8.76888e-05	0.004942
