Omega	Omega_err	MA1	MS1	svev	alpha
2.8911	0.0345691	728.194	159.036	616.335	-0.825408
0.0016021	8.15767e-05	389.942	548.526	126.035	-1.51022
0.0432383	0.0011841	601.114	395.014	948.045	-0.550187
0.0122856	0.000458858	464.715	331.864	487.086	0.971343
0.00298114	0.000145384	561.983	900.122	606.727	1.45825
6.0311e-06	6.13894e-07	325.483	601.94	218.308	0.604208
0.000719474	2.44445e-05	245.604	925.676	648.635	-0.63678
0.000445223	5.06544e-05	838.544	851.413	275.233	-1.17249
3.13391e-05	9.63018e-07	60.449	490.29	364.687	0.407492
0.0308995	0.000556308	88.8165	587.285	649.341	-0.347702
0.860484	0.0147192	932.299	230.69	714.479	0.488449
2.82995	0.0632882	512.553	113.9	465.202	-0.184955
0.0257571	0.00116993	64.0223	610.544	405.896	-1.31062
0.000611065	2.81815e-05	262.483	431.084	775.368	-0.560232
1.85674e-05	7.17959e-07	406.76	854.138	619.36	-0.146301
0.000458282	4.91309e-05	755.551	899.841	580.637	-0.714524
0.00255128	0.000116129	440.131	546.133	902.366	0.928516
0.00442286	0.000124002	183.418	859.165	185.694	-0.0734871
0.000258899	1.77491e-05	139.854	587.078	132.955	-1.16687
0.000322623	3.59168e-05	650.978	927.502	570.131	0.35747
0.00824794	0.000337688	588.045	474.573	696.908	0.575958
6.63428e-09	2.4157e-06	855.657	611.586	6.0008	1.04904
2.53399e-05	4.69049e-06	515.725	830.811	288.064	-0.654789
0.0115869	0.000512794	780.652	469.763	564.57	-0.623865
0.001343	6.72328e-05	65.8952	303.667	97.8764	-0.800116
0.00195282	5.9067e-05	212.832	818.609	722.201	-1.0496
8.8489e-06	1.64021e-06	455.687	827.76	295.182	-0.688756
0.0227916	0.000754361	805.262	582.037	894.654	-1.19847
0.0735591	0.00138163	106.61	776.17	802.047	-0.197897
0.00337498	0.000143879	437.756	552.451	271.657	1.43908
0.000141503	1.20979e-05	433.263	782.405	250.399	1.40841
0.000508273	2.49791e-05	302.167	362.033	250.48	-0.824091
0.120003	0.00315802	615.7	234.43	483.516	-0.635082
0.00525442	0.000134828	103.039	732.404	464.286	0.972258
0.000154642	2.42222e-05	610.164	936.311	91.1512	0.0304578
0.0805186	0.00667691	568.348	437.054	628.583	-0.120687
0.216561	0.00606974	263.224	202.568	898.693	0.436189
0.000713955	6.27638e-05	705.019	811.91	597.321	0.527018
0.000700078	5.71744e-05	644.315	829.217	616.451	-1.0881
0.00242981	7.25503e-05	241.25	836.896	391.939	1.38398
0.00124665	3.99151e-05	121.326	681.919	239.144	1.07146
0.000451785	3.15711e-05	464.324	716.698	650.884	-1.13668
0.334091	0.00559524	703.009	298.48	648.23	-1.31078
0.00984831	0.000442696	685.534	448.647	544.805	-0.623581
0.0616597	0.00132558	601.214	533.542	940.411	1.39193
0.061738	0.00227169	395.452	254.198	611.209	-0.50184
0.0404395	0.00102841	133.415	846.713	494.412	-1.43198
0.565604	0.00985707	733.609	250.793	984.737	-0.612035
0.000104816	3.4844e-05	882.713	767.095	147.092	1.06442
0.00641404	0.000255597	533.793	612.39	977.023	-0.359409
2.25826	0.0197714	860.871	61.439	468.893	-0.744201
0.00373195	0.000165328	460.086	504.476	565.057	0.336517
0.0023493	1.11413e-05	88.0179	194.901	550.631	-1.35682
1.54661e-05	7.05803e-07	399.099	862.049	408.962	-0.232232
0.0453123	0.00723314	758.762	459.487	470.794	-0.061039
0.00447519	0.000201737	660.28	888.793	785.968	0.147903
0.0177202	0.00122598	705.888	376.606	386.51	0.324607
0.0525568	0.00140139	938.997	461.555	988.933	-0.734151
2.70734	0.0789579	472.994	134.643	529.896	1.22127
2.97212	0.0541738	589.118	91.4351	496.362	1.3372
0.00080996	3.99461e-05	236.336	411.913	993.761	0.443789
7.57641e-06	3.75533e-07	323.962	533.844	68.2734	0.298221
8.09052e-05	1.91103e-05	943.331	825.126	76.422	-1.28203
5.5219	0.0300512	763.919	72.4019	639.356	0.536204
0.0152009	0.0032175	399.008	286.634	274.731	0.06914
0.130044	0.00357626	698.189	335.972	788.532	-0.390937
1.84232e-05	2.24446e-06	420.614	734.144	265.038	-0.973253
0.0221641	0.000855085	775.579	148.643	116.732	-1.53682
0.0754314	0.00160178	510.556	697.476	652.425	-1.52921
0.000136227	4.75792e-06	281.32	665.297	608.557	0.993157
0.00537436	0.000210415	540.423	542.339	908.14	-0.786617
0.599389	0.0116806	564.741	224.867	920.371	-0.508442
0.0178134	0.000523555	461.501	633.638	860.306	1.44426
0.0025961	0.000187399	919.609	589.625	335.946	-1.01337
0.000765633	3.89827e-05	373.77	485.137	368.27	-0.383192
1.01236	0.0173621	583.78	86.8256	389.452	-1.04947
0.000310066	3.77174e-05	734.301	758.612	180.002	-1.2415
0.0222445	0.000640919	473.909	796.098	921.029	-1.51627
0.143592	0.00830695	388.437	218.534	267.702	-1.52077
0.13225	0.00390677	393.401	242.823	354.728	1.40735
0.541937	0.00831053	826.46	268.68	907.788	1.06431
1.30132e-06	3.39738e-06	808.305	395.466	17.1976	1.03348
0.000685918	8.17467e-05	830.603	586.25	207.786	-0.935236
0.0116451	0.000583168	623.075	542.687	368.88	-0.124325
0.00169662	7.49915e-05	351.299	487.574	565.679	-0.323316
1.28112e-05	1.06071e-06	333.672	663.27	415.028	0.960657
1.36843	0.0169615	831.805	208.214	821.889	0.600774
0.000826628	4.40073e-05	401.037	542.213	639.568	-0.78468
0.00574208	0.000328349	760.892	144.7	89.9195	-0.776681
0.000124667	3.69276e-05	490.166	309.86	82.6592	0.416078
1.04616	0.0171425	846.11	232.696	834.912	-0.451098
0.46756	0.0473475	725.383	393.873	817.02	0.0669697
0.432937	0.00699709	831.447	349.56	918.484	-1.30313
0.00398335	0.000434773	62.8303	691.43	891.098	-0.99442
0.0432399	0.00117447	849.643	512.515	874.824	1.203
6.54791e-05	1.93165e-06	104.728	249.948	134.023	-0.695758
0.000134607	9.24775e-06	344.648	601.744	531.777	1.10172
0.0505774	0.00124954	861.604	336.09	483.648	0.994191
4.82089e-06	1.43058e-06	518.786	940.738	173.699	0.899593
0.0104722	0.000577888	384.611	253.462	308.359	-0.718488
0.0231873	0.000875308	553.022	272.74	357.143	-0.816612
0.0924698	0.00461635	914.169	318.407	424.107	0.229868
0.00374442	0.000226128	780.922	580.328	456.641	1.09541
0.000190747	4.73391e-05	780.276	642.67	128.087	1.17164
0.0793836	0.0022884	294.414	236.088	723.91	-1.13473
3.95196	0.0394933	522.178	165.323	955.31	-1.02619
0.00604024	0.00028826	156.061	290.632	959.743	-1.4278
0.0227914	0.000702094	494.094	655.982	317.497	-0.0325631
12.2394	0.0953645	878.722	187.907	729.969	-1.40633
5.2407	0.16488	456.313	123.456	625.895	1.19692
0.000677789	5.65012e-05	653.783	821.197	729.941	-0.742689
0.000188785	2.05337e-05	513.867	824.155	137.403	-0.0556437
0.00652762	0.000162568	110.244	568.722	621.471	0.901569
0.00255285	0.000138801	684.045	878.032	960.372	0.287706
0.00161464	4.96282e-05	218.664	908.518	637.458	1.01266
0.783546	0.0125534	614.501	87.5064	312.663	0.568134
0.00597964	0.000238563	225.413	372.843	733.461	0.150875
0.149212	0.00669777	446.299	192.818	429.586	0.459813
0.0967125	0.00417917	64.0143	91.8472	910.048	-1.22144
1.03066	0.0376514	866.003	243.125	593.897	0.0973225
0.456688	0.00882702	761.847	300.46	318.639	1.48788
9.35094	5.36141	228.492	232.054	565.621	-0.0143403
0.000419122	1.41121e-05	190.572	616.775	318.457	-0.358993
3.07301e-06	2.99568e-06	654.281	769.789	67.5049	0.890371
0.0007904	2.51912e-05	192.632	734.409	332.108	1.15085
0.0342622	0.00176623	877.227	430.383	513.178	0.310427
0.162291	0.00304511	472.23	323.155	710.305	1.36569
0.000268118	2.45473e-05	516.279	755.283	466.225	-0.39014
0.00300979	8.73302e-05	105.743	873.147	350.072	-0.599953
0.217275	0.00629554	155.201	160.016	804.66	-0.753161
0.0020295	0.000119619	726.79	691.306	646.344	-0.712887
1.98717e-05	1.05701e-05	511.095	399.141	57.4385	-0.240605
0.000495788	1.69911e-05	183.549	772.187	290.45	0.536607
0.000989878	3.3119e-05	252.571	931.671	270.35	-1.35865
3.24035e-10	6.08814e-11	304.825	471.139	3.23869	0.610171
5.72997e-06	4.2235e-07	276.422	427.513	70.9679	0.946334
4.92727e-06	3.85579e-07	350.66	873.249	111.146	-0.585854
0.0705776	0.00101309	83.2645	247.792	574.205	-0.154073
0.00274361	0.000180254	889.098	752.48	724.314	0.907763
0.000196196	5.77076e-06	201.62	501.893	213.15	-0.173862
5.42783e-05	4.70554e-06	324.08	396.576	116.35	-0.575367
0.0328946	0.0023644	378.247	397.962	384.999	0.0930287
0.00822476	0.000575646	819.101	314.486	224.612	0.464509
0.00630345	0.000287583	691.999	553.408	449.636	-1.23736
0.000475291	3.15307e-05	476.656	944.088	420.233	-1.42189
1.31675	0.70332	241.88	250.155	498.858	0.0346307
0.0681274	3.94862e-05	52.6345	511.102	300.673	-1.1136
0.00341443	0.000331495	62.9951	685.089	590.599	-1.03235
0.00234919	6.99493e-05	131.665	835.369	488.761	-0.568715
9.67353	0.729529	283.332	115.178	848.736	-0.139935
3.51256e-05	3.05228e-06	379.664	547.16	104.212	-1.21324
0.00161521	6.77311e-05	150.568	625.643	220.73	-1.32065
0.000112394	3.60832e-05	619.731	612.843	127.898	0.269563
0.000590749	6.48784e-05	812.998	407.121	97.7311	1.08773
0.0244598	0.000780364	868.223	573.76	991.774	1.10177
6.80931e-07	7.72771e-08	308.848	509.311	23.0746	1.3307
0.0928579	0.00603918	394.681	132.02	243.306	-0.382182
0.00359949	0.000101915	197.198	893.408	833.971	0.446847
0.000262766	3.18941e-05	490.568	928.4	756.294	0.093764
0.0018125	0.000105163	604.043	712.847	609.862	0.318123
0.00129514	6.97374e-05	375.69	305.505	187.879	-0.789678
0.00750231	0.000400519	662.626	127.975	95.7782	-0.912151
0.00138067	0.000118419	651.735	124.208	61.2958	0.282218
0.0066403	0.000263728	583.519	730.362	513.896	1.43321
1.21413	0.0214205	812.382	201.52	335.217	1.4947
0.183356	0.00292543	144.928	386.656	618.395	-1.53736
0.328057	0.0221508	365.056	184.965	540.949	0.298438
0.0505707	0.00121509	847.812	394.992	197.061	1.46293
0.00427933	0.000301646	650.497	328.259	215.089	-0.790627
0.000879049	4.55083e-05	406.234	516.51	458.531	-0.477792
0.0993452	0.00198593	590.718	456.04	937.809	-1.36845
1.6149e-07	1.58203e-08	236.402	369.648	21.5925	-0.962595
0.000229178	2.22157e-05	521.168	758.647	170.204	-1.40051
3.23362e-05	1.41215e-06	195.304	594.805	65.7838	0.405253
0.00334004	0.000893032	729.77	428.224	224.768	0.036162
0.00197931	0.000151886	773.216	672.331	477.699	0.445345
2.10926	0.000389789	50.5897	363.274	890.203	-0.0917608
0.00877666	0.000337713	829.784	730.807	818.887	-0.325247
3.3748e-06	1.37583e-07	236.848	483.344	461.419	-0.102966
0.00470805	0.000250988	802.992	797.175	661.16	-0.267907
0.00359771	0.000163613	605.823	530.398	469.458	-0.439264
0.0186926	0.000575562	175.203	241.849	989.185	0.876596
0.000486745	4.66259e-05	620.073	740.944	291.249	1.23909
0.0210153	0.000976223	463.275	433.638	536.636	-0.197959
0.0504987	0.00192288	746.912	703.836	907.871	-0.126134
0.0561172	0.00125621	484.644	335.481	856.465	0.442254
1.86192e-05	1.24884e-05	768.825	741.938	108.891	0.598619
4.05111e-05	1.48779e-05	589.113	566.776	106.163	0.425222
0.00699035	0.000194716	147.175	936.234	995.535	-0.890342
0.00721548	0.000246702	228.082	307.548	995.629	-0.794553
0.000668948	2.24195e-05	98.4921	659.905	142.359	1.04076
0.172158	0.00427883	143.543	208.445	269.003	0.0410764
0.0069975	0.000301932	862.282	796.321	972.952	1.18841
0.00139926	4.21237e-05	181.803	614.351	519.538	-0.359797
0.00118535	0.000115807	406.289	213.159	76.9434	1.39846
2.27047	0.0218378	729.936	568.422	580.914	1.55475
0.0225086	0.000709599	554.656	236.4	212.275	1.14183
0.000714795	6.58793e-05	493.947	276.838	111.431	0.81241
0.0111759	0.000758057	886.743	822.338	590.292	0.148142
0.0157793	0.000445865	80.7834	79.8397	61.1698	-1.46508
0.256379	0.00447534	826.161	437.893	912.023	1.37206
0.422286	0.00753523	102.243	408.409	322.89	-1.543
0.0794459	0.00228108	571.568	531.037	954.037	-0.14475
0.00140911	4.67104e-05	149.459	644.272	449.367	-0.51835
0.00487435	0.000398611	830.671	328.102	199.262	0.537963
1.48567	0.012807	554.94	67.7472	430.407	-0.437663
0.299321	0.0133722	840.085	921.265	907.935	-0.0290342
0.474897	0.000139641	51.105	442.709	524.885	1.29458
2.59068	0.0221263	830.602	203.925	848.967	1.14237
0.00334707	0.000159524	562.334	793.822	872.605	1.33638
3.59395e-05	2.39405e-06	374.858	795.312	379.929	-1.10339
0.00750697	0.000277271	489.583	664.02	484.3	-0.0896486
0.000293384	9.64735e-05	942.121	565.286	143.56	-0.452896
0.0174476	0.000577725	583.033	611.932	716.81	0.164274
1.73483e-05	4.02909e-05	583.197	560.711	44.0051	-0.0938347
0.02986	1.63747e-05	53.4205	257.921	382.825	0.29427
0.0103932	0.000374127	411.846	346.798	457.841	1.16596
1.08705	0.0729249	190.62	208.245	796.723	1.48067
0.0431802	2.18072e-05	53.5572	593.487	120.97	0.0540303
6.0446	0.753179	307.506	168.229	988.674	-0.0239438
0.00805503	0.000329691	683.515	558.269	848.369	-0.699431
0.00148866	4.60391e-05	220.201	835.432	829.824	-0.640368
0.677959	0.011672	446.143	183.653	766.53	0.884525
1.81008e-06	2.11094e-07	391.574	799.268	375.847	-0.176056
0.0600574	0.00769719	196.067	150.454	315.781	0.884602
0.000291371	1.16163e-05	308.699	835.681	753.135	-0.570071
0.000187412	1.75226e-05	479.168	791.961	835.903	-0.655348
0.00807754	0.000373483	910.19	618.793	783.991	0.826148
1.61588e-06	1.09598e-07	227.062	832.99	41.295	0.501625
0.00831841	0.000315601	718.422	699.92	955.881	-0.358622
0.0006966	8.61487e-05	833.573	538.36	168.233	-0.996354
6.79849e-05	3.9403e-06	387.628	897.716	627.184	-0.784886
0.00269378	8.40035e-05	98.1695	756.166	32.709	0.117618
0.00362922	0.000169935	641.847	672.547	856.124	-0.499622
0.0135972	0.000460222	514.509	424.523	632.729	-1.14838
0.550537	0.0077748	93.3152	893.991	897.535	-0.088318
0.0342704	0.00120612	776.981	128.657	132.428	-0.801536
0.0111052	0.000658297	778.576	768.299	631.079	0.158487
0.00711364	0.000268406	356.659	374.098	733.565	0.566007
0.000525288	2.01224e-05	321.814	915.863	930.399	0.678192
0.21093	0.00628109	722.029	148.365	254.061	-0.453844
0.147571	0.00496608	770.912	345.978	696.806	-0.30063
0.0121873	0.000544074	720.5	442.579	539.228	-0.57449
0.000124891	6.60136e-06	386.57	878.523	789.233	0.92089
0.000365078	5.17346e-06	57.1801	651.831	38.9535	-0.999897
0.00556974	0.000206056	470.13	468.923	732.439	0.997478
0.0131878	0.000500336	793.021	435.202	498.175	0.966179
8.30485e-05	6.92287e-06	401.064	749.061	523.896	-1.16995
0.66229	0.0115179	847.426	211.67	483.648	-1.14112
3.82953	0.0972624	507.648	121.859	541.535	0.587609
4.6523e-10	3.44978e-09	514.438	763.878	5.17181	-0.774407
0.000564391	6.51203e-05	692.401	126.157	47.5804	1.22525
3.67132e-06	4.32073e-06	727.988	773.512	72.6599	0.69667
0.53429	0.0151777	292.435	83.2433	539.725	-0.879233
3.14512e-06	7.95008e-07	468.445	545.986	28.6481	-1.2725
8.12333e-06	7.14078e-07	345.046	685.109	223.323	1.1153
0.0239272	0.00076651	846.78	529.571	991.788	-0.898943
0.00108844	7.41899e-05	601.43	864.568	900.999	-0.33361
0.00370985	0.000170624	678.446	674.541	647.66	-1.16634
1.83238e-05	9.49648e-06	750.697	131.434	19.7324	-0.276296
0.00021607	0.00014056	854.947	655.766	134.675	0.100131
0.00215647	0.000122536	689.009	751.712	752.252	-1.05634
0.000199062	1.23255e-05	347.698	483.129	259.45	-1.02118
5.30066e-05	5.73315e-06	218.238	69.5651	30.9289	0.498272
0.00477211	0.000198185	549.136	746.026	872.59	-1.34384
1.7634	0.0277768	660.594	152.022	466.584	-1.04522
0.0148072	0.00107713	776.562	333.31	296.742	-0.387325
2.50007e-05	1.17961e-06	414.745	880.315	788.974	0.269688
6.2779e-06	2.87871e-06	586.081	832.749	118.599	-0.629396
0.000693237	5.54844e-05	634.461	699.911	463.951	-0.610553
0.00237128	5.45387e-05	233.039	509.506	481.123	1.50852
0.00784796	0.000311885	529.072	510.119	639.143	-0.344608
0.000782992	3.00991e-05	306.145	885.739	463.087	-1.2978
0.0381852	0.000673384	87.761	545.208	254.939	1.45469
0.740777	0.0154342	828.518	165.665	340.414	1.0972
0.00431494	0.000116544	95.9802	547.529	435.657	-0.72165
1.95164	0.0267132	430.278	80.0267	570.379	0.460979
0.165954	0.00305882	729.937	439.694	952.437	-1.34482
0.000236768	4.49619e-05	899.2	671.801	53.0563	1.44156
0.0061808	0.000162043	231.92	780.548	349.822	-0.0758455
0.0778579	0.00355748	716.287	785.253	563.192	-0.0416592
1.42453e-05	1.41957e-06	380.461	760.583	450.333	0.886796
15.2133	0.126099	876.249	109.955	631.893	-0.841323
3.77678	0.0682966	607.484	115.195	502.988	1.47386
0.0372856	0.000837329	145.222	561.44	616.262	-1.43898
0.0487425	0.000104714	51.1338	199.397	114.775	1.13502
9.5442	0.0591989	821.198	202.39	820.331	1.39743
0.00339064	0.000172814	932.938	935.085	421.253	-1.38538
0.000281351	3.69875e-05	770.339	945.989	546.214	0.695427
1.4569	0.0184259	756.572	171.646	504.134	-1.04441
0.000382919	1.35103e-05	231.601	862.019	400.354	0.638165
0.172361	0.00324206	927.214	309.34	672.605	1.0091
0.00544435	0.000242277	820.78	929.346	863.299	-1.31795
0.00717529	0.000183629	178.743	735.731	941.83	1.12369
44.6306	0.390355	888.12	250.853	802.695	1.57059
1.0127e-05	4.91705e-07	235.939	594.244	59.8965	1.29524
8.53807	0.130668	590.233	173.557	634.014	-1.54888
1.79993e-06	1.98399e-07	295.202	566.855	175.355	-0.36022
3.89842e-05	5.9029e-06	478.874	734.675	89.3841	-0.080972
6.39595e-06	2.77877e-07	94.0146	192.733	296.135	-0.153282
0.00202663	5.3511e-05	172.079	476.118	532.161	1.27337
3.17872e-05	1.04131e-06	261.849	558.955	763.245	-0.695262
0.0114691	0.000483457	759.809	353.823	279.347	-1.0473
0.00598885	0.000303569	898.067	691.311	79.8406	1.55595
3.29207e-09	1.40249e-06	814.868	209.102	3.24757	0.133692
12.1499	0.0627168	725.956	64.7297	927.966	-1.18658
0.000661366	6.03941e-05	749.405	852.761	596.93	-0.855804
0.00341074	5.8582e-05	95.4946	239.442	679.119	1.02423
0.0113241	0.000428274	665.56	494.921	731.617	-0.985854
0.0184741	0.000406415	103.876	719.159	465.419	1.31741
0.000188308	1.04096e-05	122.983	198.407	86.8907	1.09497
0.0986084	0.00198055	839.718	811.457	843.97	-1.49732
0.146801	0.0020645	70.5587	494.454	566.378	0.714138
0.00912136	0.000340543	509.184	451.529	849.768	0.8605
3.91761e-11	1.31534e-11	354.29	662.264	2.49334	-0.668152
4.17945e-05	3.04458e-05	851.706	810.222	114.229	-0.349816
3.53863	0.0730659	355.143	85.7543	575.268	0.234802
0.00743614	0.000477271	754.914	572.055	494.59	-0.317584
0.333879	0.00872199	720.461	132.136	248.201	1.14457
0.0721358	0.00188444	893.593	458.296	887.83	0.384596
1.11045	0.0177261	902.75	229.42	350.388	1.44566
0.0164202	0.000512037	630.949	712.012	734.34	-0.132877
0.00881752	0.000284834	424.276	822.53	745.28	1.51927
0.000129288	2.12975e-05	682.752	902.383	372.877	-0.607439
1.15044	0.0141129	938.137	387.923	881.505	-1.43852
0.00175829	0.000149655	909.977	669.617	441.574	0.848407
0.00784696	0.000340074	751.753	519.893	634.751	0.629849
0.00103895	0.000105702	928.189	655.381	323.585	0.681888
0.125484	0.0025544	834.801	420.166	677.543	1.32973
0.394068	0.0349053	182.178	163.395	381.588	0.0549774
0.00493055	0.000324463	935.925	836.013	501.598	0.197061
0.00360445	0.000198938	788.396	725.683	869.503	0.588792
0.0357749	0.00111785	163.606	203.484	729.794	0.965284
1.04268	0.0138805	823.101	240.531	577.739	-1.31394
11.9365	0.134755	710.424	144.639	782.464	0.435826
1.31907	0.0163627	750.02	79.7	356.424	0.658384
1.82347	0.0211079	449.866	62.4243	633.203	0.470615
0.000399837	1.44174e-05	175.819	651.56	168.134	0.286386
0.0361681	0.00144846	537.574	70.933	154.732	-1.18074
0.0176162	0.000660384	746.616	536.991	811.766	-0.432945
0.000304069	3.64806e-05	690.475	722.088	170.279	1.25741
0.0277143	0.00087767	912.62	737.827	982.024	0.221924
0.000606214	5.98241e-05	832.466	558.633	210.159	0.604037
1.63207	0.0169135	588.333	81.2088	402.439	0.462466
0.0267799	0.000527151	93.6331	467.879	297.712	-1.43746
0.00257488	7.9163e-05	169.44	758.74	633.969	-0.979297
0.365656	0.00948042	779.673	161.616	313.127	0.548081
2.1114e-05	1.31836e-05	648.607	235.488	37.6121	0.266297
0.0180053	0.00102833	907.576	470.316	485.527	-0.387178
0.701668	0.0169786	258.143	191.09	947.451	1.29223
4.37897	0.0362651	699.723	54.8963	603.996	-1.25451
0.205971	0.00382289	86.1052	90.4035	748.136	-0.565293
0.000108462	1.22512e-05	508.283	946.496	363.142	-1.29246
0.00104817	8.13771e-05	755.235	580.386	277.601	0.445836
0.0114368	0.00108778	692.002	367.72	317.057	0.296385
0.000117349	1.62577e-05	553.208	647.707	179.928	-0.381849
0.297091	0.00533241	168.022	682.348	755.456	0.0376425
3.49026	0.0282163	823.438	74.2187	423.887	-0.432266
0.0551008	0.000426399	79.115	239.869	463.619	0.255378
0.115366	0.00274183	280.273	287.47	901.45	-1.34313
3.60912e-05	2.06585e-06	283.965	444.149	161.904	0.832717
1.15834	0.00346189	74.5347	701.014	407.569	-1.43396
0.00638405	0.000161531	118.734	785.305	638.261	0.755854
2.39532e-06	6.55338e-07	483.012	836.835	119.93	0.425659
0.000136589	2.72266e-05	569.183	563.705	148.326	0.352677
0.111038	0.00375049	587.924	443.973	974.692	-0.200291
8.4577e-09	1.95062e-07	633.843	876.997	18.5173	0.408543
0.00471564	0.000130121	214.467	827.218	702.808	1.271
4.40989	0.29059	321.366	118.95	669.965	-0.180005
1.48406	0.0242203	769.964	161.742	486.773	-0.537907
0.00225389	0.000161662	897.047	219.582	70.3056	1.18228
0.0204833	0.000531875	106.417	643.367	512.312	-0.244138
0.000187251	1.47957e-05	257.073	58.2937	35.5144	0.438425
0.00153758	0.000144193	452.267	134.002	76.7247	1.02973
7.02687e-05	2.58232e-06	60.999	194.295	458.359	-1.27022
2.59066e-06	3.9842e-07	71.5124	652.897	1.25074	-0.958305
2.88875	0.0395803	721.847	161.531	638.027	-0.548456
0.00168778	4.32287e-05	273.273	701.217	654.546	0.14595
0.000526894	5.64986e-05	870.8	891.152	423.367	-0.976265
0.0610922	0.00129099	584.519	631.474	611.922	1.49127
0.00178447	0.000105122	639.768	671.036	614.625	1.01785
9.95662	0.0884904	755.038	148.624	652.113	-1.24953
0.00322021	0.00013362	292.918	228.371	198.741	0.928644
0.0119122	0.000466501	831.269	615.401	990.568	-0.647759
0.15724	0.00450666	726.932	296.09	619.614	0.359942
0.112832	0.00293587	947.307	575.438	161.87	-1.57008
9.04653e-05	1.15642e-05	516.59	770.906	190.284	1.28493
0.0115756	0.000383488	452.38	498.138	883.808	-1.21786
0.00230144	6.12301e-05	219.175	579.288	936.397	-1.24914
0.0387675	0.000944957	677.912	412.328	205.443	1.48078
0.026606	0.000716655	590.7	731.752	767.177	1.46897
1.85233e-05	8.26883e-07	397.153	842.57	262.139	-0.0978498
6.16373e-05	6.15105e-06	188.66	270.012	84.3432	-1.13766
0.00317214	0.000221146	795.45	344.816	138.962	-1.09618
1.16168e-06	8.62303e-08	165.722	899.396	61.0218	-0.481572
0.0125487	0.000576993	447.535	405.849	459.595	0.237722
0.00268548	0.000181785	935.137	844.434	678.378	0.407393
0.00239871	0.000106331	306.762	381.171	601.423	0.569148
0.00808862	0.000216524	162.923	869.14	649.106	1.21287
0.018026	0.00339566	761.71	444.514	355.567	0.0351724
0.00902194	0.00034075	664.526	758.451	649.419	1.39756
0.0984186	0.005936	153.267	190.411	96.8342	0.0348215
0.000907934	1.85334e-05	139.807	335.164	857.937	-0.80638
0.119307	0.00781678	691.013	497.342	819.172	0.130348
1.68011e-06	3.03527e-07	391.776	744.973	171.997	0.614879
0.10793	0.00484307	176.145	73.0774	377.51	0.518498
0.00089828	7.58141e-05	892.217	865.431	551.561	-0.736291
0.00302557	0.000126719	359.945	433.305	777.05	0.71184
0.0214453	0.000494755	241.756	740.634	671.77	-1.48538
0.028412	0.00106789	881.045	406.462	538.736	-0.54097
0.63719	0.00869113	691.626	401.104	571.554	-1.49801
0.00809774	0.000393493	848.447	712.246	565.096	-0.235136
8.30688e-05	1.22669e-05	507.219	497.987	121.755	-0.73226
0.0120292	0.000408421	521.064	484.763	932.026	0.465528
0.00296708	0.000136794	400.194	671.576	913.9	-0.128172
0.000340864	1.25803e-05	154.882	821.506	186.601	0.733522
0.0802649	0.00217046	612.14	319.056	760.917	-0.535334
0.661211	0.0296843	675.518	255.674	657.744	0.150743
1.41251	0.0347414	606.779	172.231	571.581	-0.289223
0.640746	0.0878925	834.477	908.57	833.258	0.0182409
0.000799185	4.85597e-05	456.557	684.211	772.948	-0.378052
1.13273e-05	2.32181e-06	218.973	897.492	28.8168	1.49268
0.00369538	0.000251302	619.069	608.111	434.902	0.241438
0.440109	0.0161021	479.617	113.915	311.029	0.781735
3.49196e-06	4.24379e-07	382.971	712.25	79.3534	-1.2505
2.05623	0.0227323	917.925	248.979	650.285	-1.36663
0.0206293	0.000671388	371.21	325.414	473.452	0.260764
5.3923e-06	3.21361e-07	283.985	825.378	89.7213	-0.852814
0.00119879	7.57628e-05	559.588	622.443	608.595	0.665118
2.33339	0.0306065	569.936	159.067	687.162	0.797831
0.000905492	7.67937e-05	717.178	627.034	331.479	-0.911047
11.0108	0.0536889	690.949	83.5435	958.88	-0.883851
0.000559483	5.55946e-05	745.794	923.494	321.293	-1.31277
2.70978e-05	1.1258e-06	222.473	608.041	147.973	0.746018
0.014742	0.00187812	883.455	418.351	321.148	0.152481
0.00287801	0.000118482	293.729	396.752	777.3	-0.98632
0.37255	0.00547382	69.1955	576.146	897.86	1.05878
0.000816492	6.64304e-05	685.213	879.608	591.386	0.311126
0.00603288	0.000242733	556.642	741.09	809.23	-0.166184
0.000519386	5.3127e-05	774.634	937.739	666.098	-0.706542
0.0091321	0.00107161	911.233	503.919	357.877	0.245838
0.000852664	3.22316e-05	161.96	622.567	316.402	-1.10407
0.116435	0.00191375	90.9184	476.758	697.401	-1.41227
0.124501	0.00367703	823.51	170.837	237.269	-0.57719
0.000179328	2.73266e-05	696.983	719.843	154.141	1.19627
0.0810757	0.00507918	649.451	309.972	480.338	-0.236678
0.0142361	0.000331992	101.062	533.775	871.893	-0.851397
0.000188154	1.94476e-05	521.515	825.194	504.588	1.13689
0.000171572	1.8443e-05	379.113	730.268	440.696	-0.0602203
0.39541	0.0335961	402.836	343.842	629.764	-0.0311631
0.00644134	0.000425697	770.6	749.342	541.001	-0.196335
0.00176435	0.000119215	870.179	866.366	754.026	0.503039
3.57319	0.0228522	636.209	68.6521	541.365	0.408975
1.38616e-06	1.276e-07	328.624	883.948	55.7889	-0.573653
3.22726	0.0452924	467.723	95.4365	546.846	-0.419976
0.0663955	0.00146155	870.63	651.504	228.973	1.53323
1.0851	0.0483166	431.772	138.44	469.405	-0.699029
