--- Bin Info ---
Bins    |100
--- Parameter Info ---
mH1	|125.1	,	1000
mH2	|125.1	,	1000
mHc	|125.1	,	1000
alph1	|0	,	1.56
alph2	|0	,	1.56
alph3	|0	,	1.56
m22sq	|0	,	1e+06
mssq	|0	,	1e+06
--- Best Bins ---
54,79,94,64,74,29,39,49|0.0166736
74,93,79,8,94,90,51,61|0.00669155
59,86,81,3,75,60,52,48|0.569597
17,29,68,79,86,14,0,7|0.00519266
54,88,70,46,95,39,39,35|0.0709201
24,48,45,26,97,24,58,11|0.208865
39,60,97,66,97,1,97,20|0.00553538
17,43,69,28,99,34,71,7|0.71135
21,74,56,78,96,11,89,8|0.00528815
42,74,84,54,76,13,51,31|0.0118068
65,90,90,23,96,3,61,48|0.290693
5,94,87,1,96,37,38,3|0.393792
52,94,77,33,87,46,84,34|0.0170308
59,95,68,9,96,24,64,40|0.928646
56,68,93,14,93,20,53,38|0.0579909
30,48,46,37,80,30,16,17|0.451322
19,93,85,30,95,61,82,8|0.0625812
24,96,31,77,89,1,39,13|0.00541913
69,81,77,43,88,4,69,54|0.196698
69,87,99,48,75,35,57,62|0.0794907
34,82,70,13,68,32,26,35|0.00909239
18,47,53,34,82,41,0,11|0.00450122
22,73,33,2,82,30,52,11|0.0633882
53,98,93,20,79,48,31,45|0.0733032
79,89,98,63,79,3,98,69|0.00608952
13,76,86,4,84,63,5,9|0.0202841
43,54,90,76,98,11,98,24|0.0214997
15,59,44,32,93,52,30,7|0.0625732
60,68,91,50,83,4,69,41|0.0154287
30,71,66,26,88,63,57,16|0.0111586
13,77,64,12,97,17,69,4|0.00489627
18,98,99,56,71,13,16,31|0.0046891
38,98,66,8,71,12,25,40|0.0114983
26,80,97,2,98,91,65,11|0.024857
45,83,95,34,79,53,55,31|0.00681423
33,70,66,10,90,70,47,17|0.590542
16,21,80,1,85,76,16,6|0.0348415
29,72,70,9,96,73,62,14|0.478595
41,59,64,5,93,45,17,22|0.00500207
38,92,76,2,81,6,34,29|0.0116172
26,85,62,12,79,74,74,12|0.0269383
14,23,68,1,93,27,4,6|0.437764
36,76,82,39,82,58,19,27|0.028466
71,94,89,29,93,32,66,57|0.272694
4,67,92,5,85,37,33,4|0.00398399
47,77,60,5,76,74,14,37|0.00395855
66,79,86,82,95,2,41,47|0.00554035
34,68,90,57,98,42,19,19|0.035706
49,90,56,57,89,14,40,34|0.0118442
40,51,89,50,87,29,25,22|0.00900724
55,67,74,7,79,76,19,41|0.0126042
18,41,91,57,80,16,21,8|0.0207089
13,88,95,1,99,51,15,6|0.0100623
39,98,79,16,76,34,84,28|0.00474305
23,39,44,58,90,32,42,9|0.00698934
31,98,44,36,84,2,22,23|0.00387817
58,88,98,30,69,28,60,52|0.0310908
38,60,61,3,80,77,35,21|0.00690238
29,99,92,22,96,30,7,14|0.359811
48,85,80,15,80,76,83,32|0.00460999
12,82,70,83,92,0,58,6|0.00389763
60,89,74,28,92,46,60,42|0.0694783
41,51,86,53,91,36,1,23|0.0388192
60,77,89,41,98,13,58,45|0.00669613
45,50,63,42,73,8,38,26|0.0200361
78,97,87,24,86,57,82,63|0.00493343
40,95,88,65,92,4,80,25|0.0080768
7,78,52,14,91,63,59,3|0.097228
39,94,89,42,87,17,97,24|0.0100375
42,63,80,29,92,6,13,24|0.0311351
74,84,84,30,96,67,60,57|0.00974852
18,99,32,39,93,18,82,8|0.137485
57,60,61,15,79,18,34,41|0.0152229
31,97,58,8,95,39,1,15|0.0936831
28,78,46,14,99,54,25,13|0.0945265
40,57,58,62,78,13,19,26|0.075057
58,78,78,23,82,38,44,43|0.122101
50,82,99,64,81,10,65,33|0.0102418
0,78,3,26,82,7,3,6|0.00641497
6,53,93,31,84,58,15,5|0.00440654
60,75,96,34,87,2,73,41|0.0226675
52,86,96,31,98,31,72,35|0.0197828
79,86,93,69,69,12,98,66|0.00383801
28,64,49,52,81,36,19,18|0.181453
32,92,54,15,92,29,75,17|0.356883
33,99,97,44,90,42,58,19|0.114376
42,98,79,82,92,6,20,26|0.057878
68,87,89,14,78,75,69,57|0.0250634
31,42,47,31,80,45,24,15|0.0109702
42,91,80,2,87,96,77,26|0.338538
53,72,70,62,78,34,14,43|0.00428149
37,64,70,66,92,23,90,20|0.0109803
63,72,67,28,71,0,45,50|0.0333139
21,40,50,13,98,30,99,9|0.0390594
43,89,82,84,97,15,1,24|0.00654918
2,89,90,44,86,15,2,6|0.019837
49,71,67,42,67,0,54,37|0.111885
24,54,90,6,96,93,71,11|0.0306561
52,64,85,18,69,46,40,40|0.00515127
14,60,39,53,98,23,78,5|0.00702161
70,84,95,9,62,6,66,66|0.00751489
17,79,59,22,87,44,51,8|0.020921
19,71,99,75,96,14,88,9|0.00392141
