Omega	mmH3
5.0845e-05	329.078
0.000112774	312.176
2.7767e-06	138.203
9.13435e-05	487.289
1.9485e-05	844.392
0.0001747	93.1542
0.00037727	157.636
3.82455e-05	393.411
0.000149313	309.107
6.87698e-06	148.17
0.000249881	246.871
2.8712e-05	497.683
9.92156e-05	268.714
2.39439e-05	237.368
2.53472e-05	709.438
2.15383e-05	822.378
4.93333e-05	391.625
1.56888e-05	941.938
0.000114194	130.264
1.59092e-05	761.688
1.7486e-05	748.25
1.30628e-05	894.161
9.16334e-05	333.873
2.94697e-05	450.184
2.98907e-05	815.904
1.84721e-05	649.833
0.000116749	200.853
0.000119083	267.724
4.04438e-05	435.537
2.67446e-05	574.618
4.0047e-05	470.481
2.17894e-05	116.842
0.000346731	187.999
3.87716e-05	687.525
3.60476e-05	905.435
0.000199807	174.113
4.03168e-05	567.629
6.6792e-05	274.005
7.73698e-06	207.688
2.47612e-05	893.063
2.42964e-05	745.026
1.19708e-05	867.371
3.66427e-05	445.138
3.91074e-05	762.844
0.000110693	261.563
0.000197201	153.437
5.19703e-05	848.193
2.10856e-05	830.823
0.000100917	338.564
4.5871e-05	331.806
2.01565e-05	757.014
2.97604e-05	440.996
1.99956e-05	682.88
0.000149163	159.209
2.2346e-05	638.955
1.35797e-05	866.612
6.69162e-05	319.76
1.96619e-05	854.979
4.85824e-05	651.932
1.62228e-05	682.513
0.000517542	100.848
0.000256885	240.052
0.000188273	113.817
5.15068e-05	386.993
4.25566e-05	633.239
1.54388e-05	937.999
1.49299e-05	914.457
2.63286e-05	472.853
2.3329e-05	544.685
1.72814e-05	815.97
2.46935e-05	908.257
3.03794e-05	528.531
2.58713e-05	674.156
1.52535e-05	233.989
1.39472e-05	852.801
6.72738e-05	417.483
1.56962e-05	797.548
3.50716e-06	212.489
1.29524e-05	933.024
2.0401e-05	859.991
0.000118781	240.486
0.000115963	207.02
4.0124e-05	745.119
6.80439e-05	410.759
0.00205246	104.968
3.10696e-05	643.148
3.2595e-05	470.177
4.75399e-05	335.666
0.00218972	117.283
0.00114147	70.3489
0.000696269	141.565
0.000137688	118.577
5.23329e-05	418.741
5.89714e-05	501.179
2.32886e-05	599.677
1.27069e-05	208.17
1.10485e-05	878.887
0.000348406	282.568
8.98854e-07	74.2311
8.03029e-05	268.821
4.35513e-05	718.519
5.00627e-05	522.107
2.10558e-05	708.64
9.6062e-05	275.098
0.00101392	77.9868
1.76034e-05	833.708
9.09646e-05	350.341
0.00188558	87.1363
0.000328097	210.857
2.88029e-05	831.782
6.88958e-05	278.465
7.2492e-06	172.178
2.75989e-05	480.206
5.40359e-05	441.039
1.39119e-05	755.559
2.3344e-05	596.642
0.000224981	111.539
2.91034e-05	609.665
2.70642e-05	519.957
1.7964e-05	868.58
2.57467e-05	544.046
4.55259e-05	489.117
1.60254e-05	815.843
3.01725e-05	697.315
1.81424e-05	830.867
2.60134e-05	730.363
2.43187e-05	876.096
2.12035e-05	864.066
1.95204e-05	648.681
3.94821e-05	569.881
2.41688e-05	611.066
0.000303494	184.783
2.39875e-05	514.966
0.000470985	101.971
0.000231775	342.173
3.223e-05	509.889
0.00995269	96.7882
0.000102244	253.309
1.67689e-05	937.512
6.09656e-06	224.883
4.78821e-05	488.293
3.60102e-05	432.785
9.26745e-05	425.346
5.03953e-05	433.341
4.94251e-05	473.141
2.61728e-05	223.3
2.47956e-05	723.843
4.69251e-06	203.298
2.44793e-05	495.574
1.42649e-05	875.528
1.89727e-05	831.303
0.000124614	202.564
2.23611e-05	621.319
1.5581e-05	949.285
4.5505e-05	792.819
0.000211395	253.809
2.08445e-05	778.946
2.31713e-05	798.523
1.2852e-05	904.768
0.00113526	101.039
1.60833e-05	845.256
1.84083e-05	686.401
7.09367e-05	287.991
9.81943e-05	286.314
0.000125343	122.724
0.000138542	67.5689
1.30794e-05	799.718
1.67839e-05	895.662
0.00047256	91.8744
4.21578e-05	487.959
3.01472e-05	601.624
3.32561e-06	184.135
2.00478e-05	774.223
9.76411e-05	429.31
2.23933e-05	810.755
1.54512e-05	681.205
2.34903e-06	199.12
3.156e-05	520.95
4.74212e-05	590.416
3.89098e-05	433.345
3.2547e-05	496.541
1.90857e-05	792.627
5.78421e-05	394.063
1.988e-05	579.075
1.98313e-05	772.637
1.72144e-05	726.513
2.50197e-05	656.07
9.86396e-05	353.943
1.8583e-05	581.8
0.000197915	148.28
0.000134915	197.331
1.64996e-05	833.144
1.9812e-05	706.801
1.64511e-05	776.659
2.37742e-05	604.989
4.71038e-05	401.588
5.49629e-05	453.463
0.000216005	158.717
3.13082e-05	795.225
1.28931e-05	945.42
2.164e-05	827.873
0.000167368	183.018
6.38805e-05	461.181
7.31735e-05	388.275
5.38008e-05	402.238
8.21765e-05	340.336
9.59113e-05	487.623
5.33502e-05	407.882
2.83786e-05	423.904
1.92292e-05	918.964
1.25198e-05	837.764
2.17586e-05	652.427
2.48082e-05	803.899
2.43488e-05	811.107
2.21119e-05	671.892
1.60837e-05	765.698
0.000133412	187.166
4.47603e-05	601.092
1.88232e-05	720.296
5.22207e-05	322.401
5.75164e-05	321.457
1.42791e-05	897.344
4.23761e-05	544.976
2.77517e-05	783.444
1.23767e-05	856.598
0.000155358	159.253
2.01591e-05	730.449
1.76296e-05	947.58
2.26871e-05	836.973
0.00014125	335.21
0.000108902	423.003
2.78717e-05	671.677
0.000243021	202.971
5.84497e-05	267.384
3.29083e-05	654.95
6.1316e-05	132.507
5.05201e-05	376.513
1.34933e-05	925.542
3.66759e-05	461.068
3.75095e-05	450.744
1.22379e-05	857.26
2.94333e-05	462.668
3.14271e-05	251.203
1.2079e-05	844.355
1.74614e-05	789.884
3.30139e-05	602.338
1.86928e-05	876.569
6.12945e-06	125.456
1.4824e-05	783.393
6.29658e-06	204.489
2.39939e-05	720.404
2.23695e-05	691
5.34381e-05	327.544
5.91921e-05	390.428
0.000152062	315.537
2.8039e-05	876.657
7.67884e-05	113.721
1.9651e-05	842.343
2.5658e-05	545.258
1.91243e-05	700.916
6.22825e-05	329.282
3.8756e-05	575.759
2.81768e-05	557.292
4.40264e-06	188.467
2.38387e-05	899.488
2.48473e-05	589.472
3.06865e-05	544.572
2.14885e-05	825.411
2.6961e-05	514.029
0.000105773	239.866
0.00012381	231.169
0.000128567	368.264
2.2667e-05	711.632
3.44563e-05	464.561
1.18258e-05	839.733
8.39042e-05	76.4372
4.31992e-05	666.272
1.90067e-05	628.39
4.56864e-05	364.117
2.29585e-05	556.743
0.00132471	91.4003
2.90729e-05	549.933
5.83143e-05	606.865
0.000106087	227.6
3.87091e-05	549.273
2.71359e-05	817.597
1.19397e-05	880.681
1.20369e-05	890.246
3.343e-05	556.321
1.32712e-05	942.817
9.87292e-05	114.522
1.24425e-05	939.798
8.86063e-05	301.586
8.77888e-05	272.145
1.54308e-05	141.341
1.93597e-05	766.908
4.25023e-05	719.18
0.000154403	349.833
3.86262e-05	630.022
7.62778e-05	313.423
3.47956e-05	240.193
4.79337e-05	395.704
6.28102e-05	326.968
2.78705e-05	604.676
4.82165e-05	434.258
4.13798e-05	385.499
5.11326e-07	137.471
5.15888e-05	334.777
2.31357e-05	506.487
0.00929473	71.7965
2.12378e-05	903.289
5.49322e-05	495.334
3.10319e-05	897.363
9.27037e-05	249.719
2.54089e-05	606.91
2.80545e-05	731.122
2.2738e-05	706.378
2.112e-05	631.073
0.00502764	77.7352
1.94147e-05	894.057
0.000216745	85.708
1.47708e-05	949.375
0.000126045	621.13
4.31835e-05	650.401
0.000129108	327.525
1.82151e-05	948.473
4.00661e-05	417.972
1.66821e-06	127.787
1.45126e-05	948.228
1.27616e-05	830.996
3.93338e-05	609.705
1.66714e-05	650.956
1.78708e-05	838.035
0.0134714	96.8602
2.69359e-05	644.917
2.91519e-05	260.196
5.05932e-05	411.813
1.44115e-05	218.762
5.54432e-05	337.206
0.000133462	390.499
2.82963e-05	582.724
5.12186e-07	127.087
7.97136e-05	243.491
3.02085e-05	448.961
0.000133242	236.042
9.30553e-06	87.8937
2.5297e-05	654.056
0.000119891	329.113
0.000272665	137.896
8.49693e-05	273.272
1.2788e-06	165.419
2.49193e-05	843.623
7.83309e-05	391.797
1.8246e-05	642.026
3.81276e-05	400.559
0.000409296	96.7811
3.88466e-05	405.468
0.00013465	209.912
2.23782e-05	675.045
0.00945939	101.897
3.62695e-05	685.446
7.48107e-05	278.007
1.64337e-05	762.283
1.95586e-05	706.763
0.000126561	278.602
1.31131e-05	932.502
3.43468e-05	474.167
1.38127e-05	744.93
3.26849e-05	541.702
3.2438e-05	672.09
4.08842e-05	445.033
0.000121992	215.602
1.65114e-05	217.565
4.16891e-06	124.699
3.31352e-05	447.591
1.52957e-05	130.587
0.00724262	89.5154
2.5005e-05	484.484
2.20227e-05	787.81
2.48605e-05	552.117
3.77449e-05	513.423
3.21811e-05	731.443
2.77004e-05	587.602
0.000312346	115.845
0.000134401	282.116
3.59822e-05	465.757
3.68963e-05	535.648
0.000143856	203.208
1.69398e-05	920.439
0.00109565	105.992
3.87539e-06	189.599
1.82675e-05	832.653
5.30188e-05	437.86
0.000198918	186.104
1.90937e-05	626.381
0.000109549	385.961
0.00426029	102.841
0.000173332	336.788
3.92975e-05	407.91
0.000113035	262.124
2.95022e-05	634.705
1.25202e-05	903.246
4.02734e-05	415.205
1.31196e-05	886.951
0.000142038	317.157
2.45683e-05	750.263
3.21756e-05	768.215
4.77524e-05	439.926
2.01481e-05	598.201
0.000129762	189.458
4.96432e-05	437.572
0.000474205	145.963
3.60735e-05	461.052
0.000742391	218.921
3.59489e-05	561.28
0.000136716	200.599
2.57213e-05	525.734
1.58672e-05	226.981
0.00122502	116.298
1.59453e-05	823.757
2.333e-05	549.973
5.09358e-05	663.845
0.000188878	179.649
2.92169e-05	859.191
5.01219e-06	210.052
2.76284e-05	830.288
3.65038e-05	823.453
5.05657e-05	606.916
5.11324e-05	391.965
3.28127e-05	588.735
1.68574e-05	871.249
4.09342e-05	582.58
2.97252e-05	578.441
2.95061e-05	633.767
1.05435e-05	928.408
1.90741e-05	623.302
6.40028e-05	502.042
0.000135721	348.996
3.13246e-05	776.585
1.64492e-05	679.142
1.41589e-05	799.198
3.0899e-05	905.892
3.20242e-05	623.168
0.000655268	99.7505
6.05358e-05	312.817
2.37146e-05	574.381
0.000173068	189.075
3.57207e-05	525.023
2.07725e-05	618.715
1.44916e-05	761.844
5.22564e-06	152.954
2.91207e-05	584.092
3.08245e-05	193.525
2.86638e-05	441.555
1.32111e-05	208.372
6.38892e-05	312.528
2.10395e-05	732.406
0.000316907	157.949
0.000160598	253.809
1.20457e-05	870.955
5.4337e-05	363.428
1.26357e-05	893.157
6.15521e-05	539.422
6.35095e-05	300.675
1.98606e-05	729.828
2.81568e-05	86.5115
1.4977e-05	934.798
6.11307e-05	763.567
3.53576e-05	437.149
2.21968e-05	238.528
2.45238e-05	703.205
4.90706e-05	441.285
3.29675e-06	205.048
3.0223e-05	630.582
3.36025e-05	746.223
3.85467e-06	188.027
2.25298e-05	757.779
2.94649e-05	818.263
5.68555e-05	602.196
0.000128009	355.946
7.06028e-05	310.128
1.81916e-05	855.523
3.88842e-05	355.767
3.73954e-05	652.226
3.23002e-05	492.984
1.41444e-05	759.523
5.37325e-05	328.06
0.00519149	90.03
4.26361e-05	521.309
5.531e-05	661.989
6.83323e-05	249.502
0.00010337	472.278
2.14895e-05	557.542
3.10285e-05	477.987
3.0816e-05	599.326
0.00225051	103.735
9.4372e-05	351.491
4.19208e-05	669.22
6.54602e-05	286.732
1.36809e-05	811.096
1.8289e-05	752.48
1.45063e-05	853.821
5.3889e-05	245.831
1.02151e-05	86.0257
1.08076e-05	860.482
8.64416e-05	341.049
7.10881e-05	370.311
4.07851e-05	471.028
5.02434e-05	502.574
2.42216e-05	675.451
9.70954e-05	247.294
2.31412e-05	493.576
2.94164e-05	512.305
1.15537e-05	937.286
4.8229e-05	393.771
2.35351e-05	527.266
0.00322038	113.638
6.80749e-05	270.159
3.64247e-05	632.454
2.9387e-05	556.697
7.47252e-05	464.055
0.000652887	138.451
2.64308e-05	559.464
5.20012e-05	520.036
3.63481e-05	561.406
1.82527e-05	909.131
3.90983e-05	803.336
1.92144e-05	759.185
4.33469e-05	445.731
0.000120037	355.839
2.67519e-05	596.024
1.05722e-05	931.489
0.000102909	262.829
5.5484e-05	945.575
1.6198e-05	829.254
6.87656e-07	160.414
3.54353e-05	458.367
1.44499e-05	836.607
1.43661e-05	768.073
0.000147091	581.408
0.000182332	169.035
0.000480081	140.993
5.18522e-05	557.054
0.000182234	111.759
4.35525e-05	183.367
6.69617e-05	309.631
2.22377e-05	638.955
5.6666e-05	447.57
4.74358e-05	496.096
2.3133e-05	574.756
0.000183942	156.427
2.67543e-05	552.522
2.72575e-05	911.67
2.8461e-05	616.976
4.45124e-05	231.934
1.64342e-05	690.625
8.84057e-05	269.07
2.6395e-05	830.718
0.00184939	109.235
0.000175054	260.775
1.35528e-05	935.093
1.16399e-05	845.818
0.000233762	179.264
1.40554e-05	793.07
3.9334e-05	689.766
3.73676e-05	395.349
2.98228e-05	867.841
0.000550482	175.693
5.3891e-05	156.849
6.89402e-05	333.842
1.79983e-05	615.091
1.80973e-05	642.735
1.64652e-05	866.615
8.43363e-05	75.2085
1.65205e-05	874.825
3.25943e-05	677.442
1.94415e-05	646.246
2.15792e-05	629.6
0.000165722	161.488
3.98056e-05	523.232
3.61591e-05	398.434
1.20565e-05	888.483
1.28616e-05	763.668
8.35913e-05	437.294
2.63017e-05	778.115
8.32452e-05	390.528
0.00188824	92.8116
0.00488174	73.0739
0.000123052	281.157
1.23325e-05	184.23
0.000172091	328.19
6.1479e-05	513.079
0.00017765	210.271
5.46292e-05	520.96
0.000215129	158.26
4.1134e-05	438.677
7.65673e-05	331.934
1.14427e-05	852.721
5.14879e-05	465.235
1.23929e-05	927.996
8.51987e-05	519.503
0.000123034	486.259
2.52719e-05	907.135
2.80744e-05	724.763
4.93707e-05	178.481
2.20679e-05	645.812
2.88726e-05	453.733
4.29542e-05	410.906
1.45191e-05	863.295
3.83662e-05	435.725
4.98467e-05	498.776
2.20415e-05	635.551
6.07051e-06	198.156
0.000220988	202.49
0.00187177	115.476
2.43465e-05	514.296
3.08439e-05	254.429
0.00581071	97.1776
0.000509368	106.512
2.6333e-05	512.804
1.99794e-05	784.94
4.87981e-05	358.848
7.02452e-05	488.99
3.90805e-06	204.213
1.7793e-05	610.569
2.92401e-05	449.906
4.78669e-05	738.601
2.18485e-05	826.269
0.000290607	157.607
0.00012916	209.436
0.000108442	269.043
3.35653e-05	437.374
3.16342e-05	485.033
0.000108632	87.0993
3.36727e-05	460.993
2.30749e-05	598.346
7.17581e-05	400.344
0.00148309	77.2311
0.00195579	93.3336
3.53347e-05	155.256
5.37924e-05	345.294
1.97746e-05	564.137
2.06637e-05	542.856
4.1608e-05	770.986
2.66084e-05	190.385
3.40005e-05	721.603
3.79083e-05	619.169
3.02776e-05	528.333
3.95194e-05	456.391
4.15328e-05	594.622
2.75195e-05	726.408
0.00294725	100.196
6.34225e-05	469.651
1.36119e-05	949.164
0.000157574	408.028
2.4115e-05	739.356
3.09314e-05	715.882
2.76489e-05	643.706
3.90967e-05	706.785
0.000120069	242.163
3.41737e-05	696.343
3.21777e-05	562.786
2.88692e-05	485.332
2.97678e-05	672.636
3.61568e-05	409.562
2.34797e-06	179.876
5.72447e-05	152.353
1.90438e-05	603.548
6.40869e-05	363.783
1.83792e-05	758.465
3.45571e-05	535.67
1.42793e-05	847.154
5.32455e-05	412.057
2.88494e-05	548.939
4.32494e-05	550.053
2.92108e-05	608.433
3.55346e-05	689.82
0.000193691	327.707
1.7317e-05	652.581
3.32122e-05	449.984
3.71885e-05	676.797
2.47679e-05	668.062
1.95164e-05	947.655
0.00522287	92.0768
3.26471e-05	612.941
3.04797e-05	768.931
0.000123194	343.924
6.53628e-05	345.576
1.09017e-05	926.886
4.58211e-05	692.044
2.21349e-05	748.089
2.32675e-05	673.435
0.000280542	145.73
2.60476e-05	806.654
1.99193e-05	559.897
2.97878e-05	728.392
1.85499e-05	793.098
0.000197466	320.975
1.78821e-05	947.131
0.000116332	217.608
2.44428e-05	530.221
3.03312e-05	197.96
1.765e-05	787.237
1.48332e-05	893.582
0.000143462	320.273
2.72623e-05	661.516
3.26165e-05	417.82
5.91785e-05	335.626
8.98216e-05	265.001
2.17324e-05	624.774
8.15863e-05	353.652
6.03492e-05	496.472
3.70051e-05	669.659
4.54025e-05	453.582
0.000135418	273.332
1.64523e-05	837.085
4.26686e-05	607.825
2.8638e-05	506.451
9.903e-05	259.077
0.0050225	104.645
0.000822334	124.408
5.16147e-06	180.456
7.06107e-05	654.251
0.000228153	146.402
0.00045618	141.767
3.86942e-05	424.091
2.11598e-05	796.122
8.26971e-05	364.16
0.000133573	331.722
2.23223e-05	892.813
2.57888e-05	728.281
2.15578e-05	749.714
9.91284e-05	265.676
2.64776e-05	579.488
8.59089e-05	201.23
3.33268e-05	588.802
0.00217889	86.5344
2.56341e-05	700.617
7.34531e-05	307.631
3.22363e-05	492.993
2.80037e-05	477.223
9.50906e-05	257.412
1.54278e-05	923.006
4.75679e-05	434.223
2.03812e-05	616.1
7.38595e-06	205.846
1.33238e-05	881.377
1.18259e-05	872.794
2.26137e-05	642
1.52103e-05	245.705
0.00298817	101.32
1.25329e-05	871.814
3.12007e-05	600.467
2.82169e-05	614.834
0.000231038	176.707
3.12888e-05	862.658
0.000261567	157.034
5.03028e-05	503.576
0.000252365	155.964
3.37471e-05	426.05
4.89178e-05	544.737
1.9944e-05	556.347
8.17972e-07	132.822
1.85193e-05	720.674
3.36581e-05	429.299
4.66169e-07	160.128
6.01298e-05	387.071
1.81074e-05	694.208
1.18949e-05	945.446
2.51868e-05	554.746
0.000208564	386.874
4.24017e-05	467.59
8.27384e-05	278.895
2.43474e-05	779.138
1.67723e-05	720.011
3.6895e-05	504.236
0.00232046	119.053
4.21468e-05	803.739
6.76216e-05	270.285
2.3725e-05	798.379
2.90297e-05	673.379
1.63935e-05	857.732
0.000138207	237.344
2.20492e-05	707.727
4.42007e-05	504.479
3.6755e-05	225.501
3.09389e-05	560.891
9.33321e-05	507.822
3.89263e-05	558.076
3.14881e-05	769.829
2.9991e-05	623.522
1.43066e-05	915.612
0.000119246	244.693
0.00236889	104.141
1.33785e-05	943.499
2.02399e-05	939.232
0.000201466	204.512
1.4128e-05	861.998
6.70235e-05	323.085
3.66754e-05	736.568
6.17396e-05	341.853
1.42956e-05	127.02
9.56001e-05	259.093
6.57387e-05	354.487
1.4352e-05	932.554
0.000170819	155.823
4.29526e-05	428.611
1.94459e-05	884.673
4.49742e-05	388.023
1.54039e-05	818.779
4.81307e-05	490.177
6.12806e-05	265.899
1.65206e-05	872.397
1.71721e-05	888.661
4.11276e-05	262.202
0.000128206	105.542
4.77365e-05	545.431
1.40051e-05	692.985
3.14393e-05	496.768
2.57102e-05	543.359
1.60196e-05	728.871
0.000384162	102.632
4.35627e-05	705.903
3.9456e-05	399.351
5.76496e-05	766.064
1.46937e-05	767.487
0.00195773	90.5763
2.37252e-05	505.402
4.19661e-05	392.636
1.7721e-06	186.477
2.59189e-05	718.886
3.24846e-05	461.197
0.00019028	289.574
3.43424e-05	812.145
2.02362e-05	587.649
2.42542e-05	645.838
3.69731e-05	835.848
3.35584e-05	776.501
2.95348e-05	440.794
1.83241e-06	140.166
3.77869e-05	906.038
1.87738e-05	757.887
1.24668e-05	874.796
3.48307e-05	451.852
6.42048e-05	309.878
2.3908e-05	808.826
7.9026e-05	425.515
2.31427e-05	904.4
6.76866e-05	184.218
1.83838e-05	676.764
0.000182884	125.823
9.21755e-05	106.806
3.56668e-06	206.069
2.25428e-05	567.111
0.00010079	259.949
4.40642e-05	808.534
1.6834e-05	944.414
2.88704e-05	711.475
3.30254e-05	622.083
1.91314e-05	796.454
7.13981e-05	630.04
1.71115e-05	890.576
3.20862e-05	491.096
6.47119e-05	328.197
5.5262e-05	460.933
4.77735e-05	404.115
1.29678e-05	879.695
6.52743e-05	421.855
0.000144459	111.975
0.000274044	147.484
8.86984e-05	163.551
1.81432e-05	946.854
3.07461e-05	470.125
1.27314e-05	865.698
4.00599e-05	860.123
0.000860616	74.9382
7.34647e-05	224.486
3.8063e-05	442.82
0.00420094	109.157
4.76526e-05	484.414
2.34584e-05	665.135
4.67263e-05	418.966
1.87013e-05	869.283
1.30541e-05	940.044
2.56409e-05	503.914
6.5189e-06	216.122
0.000285192	99.9895
1.41246e-05	832.736
2.75685e-05	510.854
5.13769e-05	316.958
2.93565e-05	742.458
4.75118e-05	397.647
6.20999e-05	656.824
7.07784e-05	383.335
4.07107e-05	729.264
0.000169116	207.818
2.25773e-05	875.124
2.84315e-05	622.508
5.64487e-05	542.371
2.25332e-05	534.364
1.33703e-05	846.829
3.08539e-05	801.533
3.52406e-05	594.585
0.000110825	366.081
5.71555e-05	469.031
1.84696e-05	209.953
8.58715e-05	484.878
6.95994e-05	388.163
1.54331e-05	648.84
1.53226e-05	747.895
1.44883e-05	722.655
8.40828e-05	402.353
4.32401e-05	428.049
4.22043e-05	544.648
0.00153159	89.9868
0.000580711	112.543
2.43427e-05	766.286
6.10806e-05	406.981
0.00171693	111.452
2.68799e-05	477.453
1.6701e-05	899.19
2.14708e-05	729.424
1.85336e-05	752.804
3.23674e-05	488.727
9.92782e-05	294.199
1.51481e-05	861.538
2.04672e-05	721.179
2.25845e-05	742.075
4.26662e-05	382.323
3.36789e-05	499.123
2.23644e-05	799.112
2.53218e-05	569.837
1.37413e-05	862.2
3.32358e-05	481.165
0.000265222	325.38
8.54341e-05	240.448
2.1927e-05	612.606
4.63398e-05	696.817
0.000149899	375.057
1.91897e-05	693.141
0.000429255	81.8126
1.1505e-05	913.635
2.36285e-05	630.068
3.81864e-05	364.099
1.41527e-05	886.795
2.1332e-05	716.703
3.47761e-05	755.219
0.00128973	67.5933
2.28095e-05	564.461
1.78253e-05	740.521
2.16342e-05	871.909
1.89403e-05	681.284
4.69751e-05	781.256
2.37416e-05	606.301
5.52383e-05	290.959
4.4833e-05	388.694
2.09418e-05	662.776
4.07106e-05	507.546
4.61413e-05	389.433
2.79166e-05	630.693
0.000528413	124.739
1.83347e-05	721.332
4.10026e-05	357.596
2.82693e-05	594.713
1.18023e-05	218.712
1.51103e-05	831.634
2.03286e-05	650.731
1.52126e-05	719.361
3.00634e-05	471.696
8.62302e-05	686.274
0.000111823	251.946
4.73714e-05	388.694
0.000145087	145.091
2.60433e-05	741.789
4.13055e-05	635.046
2.1165e-05	705.587
3.01342e-05	748.425
3.06962e-05	818.709
4.20414e-05	196.994
1.99464e-05	608.691
0.000177136	156.143
3.84814e-05	508.33
4.14482e-05	477.794
8.2319e-06	82.4649
3.05986e-05	520.406
8.84175e-05	92.1594
1.97223e-05	904.029
0.000123923	111.475
1.38346e-05	815.262
2.80896e-05	771.828
0.000110535	309.598
1.92589e-05	944.582
0.00024188	199.726
9.70981e-05	365.894
1.89306e-05	739.267
2.79372e-05	522.302
3.30885e-05	633.174
3.54046e-05	627.361
3.66453e-05	663.644
8.81703e-05	413.074
3.85787e-05	546.088
0.000121564	267.698
2.68786e-05	516.992
4.88691e-07	129.71
0.000111792	282.663
2.76689e-05	605.183
5.74571e-05	299.736
1.48804e-05	939.825
0.000146939	216.282
0.000257588	101.96
2.59344e-05	613.51
6.17601e-05	346.514
2.03473e-05	906.819
2.02447e-05	556.974
0.000143438	342.441
9.47878e-06	946.124
8.15239e-05	272.113
0.000213418	110.457
2.429e-05	655.338
2.04213e-05	701.658
2.029e-05	940.468
4.62591e-05	519.549
1.16688e-05	864.081
4.60317e-05	425.617
5.23282e-06	155.672
1.4724e-05	794.539
0.000100866	273.715
9.10679e-05	466.507
0.000106417	415.407
7.78936e-05	439.617
0.00189065	112.625
4.72088e-05	155.218
4.13799e-05	273.641
1.57178e-05	828.25
3.67693e-05	617.025
9.76959e-06	947.739
1.93718e-05	744.898
4.19285e-05	446.859
2.40696e-05	243.44
2.03412e-05	918.49
2.21624e-05	767.884
1.61225e-05	830.754
6.8408e-05	292.993
3.05492e-05	803.423
2.76643e-05	675.351
3.39623e-05	540.453
1.32559e-05	807.739
1.37973e-05	160.961
0.000142312	227.333
2.56273e-05	631.696
1.87143e-05	611.432
2.96867e-05	841.058
2.54996e-05	230.405
9.38374e-05	524.213
1.51304e-05	909.968
0.00452121	83.0581
8.43801e-05	366.005
5.66108e-05	361.604
8.48103e-05	360.25
8.37254e-05	239.772
2.18012e-05	545.011
1.18677e-06	174.66
1.77441e-05	622.897
8.05664e-06	134.721
3.66658e-05	655.795
3.68298e-05	860.132
6.43331e-05	330.832
4.92578e-05	563.826
2.81376e-05	664.845
4.45981e-05	475.66
1.5784e-05	882.269
1.24132e-05	166.523
2.27902e-05	694.994
4.17092e-05	743.542
4.94268e-05	693.079
0.00151189	110.413
1.43397e-05	861.176
0.000117077	191.37
2.7232e-05	520.172
6.40713e-05	300.244
1.239e-05	770.808
2.57859e-05	770.729
0.000216511	232.893
7.38226e-05	344.796
2.86394e-05	599.248
2.57075e-05	605.045
5.68261e-05	354.173
2.73945e-06	158.847
2.22306e-05	808.369
4.19175e-05	390.107
1.56663e-05	831.086
6.3994e-05	149.044
0.000153003	204.051
7.56337e-05	323.857
5.4813e-05	568.81
2.99286e-05	863.205
0.0001321	197.746
8.82323e-05	277.012
1.52979e-05	676.408
2.01578e-05	853.069
2.73748e-05	492.191
2.15474e-05	610.866
5.68656e-05	345.59
3.89531e-05	462.338
0.000364201	70.1399
1.36681e-05	854.872
2.32044e-05	687.39
9.10228e-05	236.431
5.07842e-05	372.617
6.40697e-05	537.97
1.61334e-05	786.429
1.94803e-05	641.739
3.31985e-05	502.16
2.16225e-05	816.15
2.21007e-05	548.869
1.64993e-05	707.811
8.25818e-05	254.491
0.00010315	248.952
1.99731e-06	174.236
4.95016e-05	506.965
1.29959e-06	182.273
0.000159595	417.85
2.31451e-05	580.34
6.79905e-06	188.396
3.22559e-05	540.806
3.00723e-05	576.051
2.3354e-05	711.037
5.72321e-07	128.878
3.06232e-05	706.907
2.37255e-05	602.236
2.0359e-05	599.994
6.60089e-05	218.946
2.56062e-05	697.791
9.46571e-05	245.381
3.03025e-05	667.628
4.65431e-05	379.752
0.000204284	243.143
0.000245809	214.877
1.59255e-05	781.552
9.10133e-05	479.079
1.20219e-05	915.593
5.99802e-05	400.109
1.86883e-05	947.769
2.38984e-06	190.945
1.29524e-05	863.893
1.53407e-05	910.379
1.75812e-05	676.774
4.25796e-05	666.776
1.62801e-05	899.148
8.18236e-06	165.073
0.000231937	182.385
4.63998e-05	486.553
2.66653e-05	691.064
3.38926e-05	792.18
2.57331e-05	708.287
2.16352e-05	668.519
1.94067e-05	179.564
4.27165e-05	364.011
3.09861e-05	557.443
0.000122409	194.421
2.0295e-05	647.812
1.88381e-05	839.385
9.00445e-05	243.722
3.73009e-05	525.271
0.000161646	223.927
9.22673e-05	250.158
0.0003134	127.804
1.41056e-05	853.263
1.74726e-05	846.396
3.16454e-05	598.207
7.69402e-05	277.98
2.77353e-05	706.121
6.90713e-05	344.045
1.32716e-05	746.704
5.68737e-05	296.007
5.52741e-05	359.562
1.85984e-05	884.647
2.05178e-05	904.928
3.6965e-05	429.052
1.45137e-05	866.764
0.000435788	135.455
0.000266025	171.544
2.94958e-05	796.84
5.63627e-05	365.151
6.26855e-05	468.952
4.07025e-05	648.371
1.26653e-05	774.465
3.44571e-05	567.834
0.000114471	268.391
2.90839e-05	661.52
0.000576282	223.903
0.00188371	106.828
1.88729e-05	795.433
0.000483093	133.054
5.78837e-05	618.463
9.69576e-05	401.76
4.82896e-05	465.655
2.24641e-05	715.23
0.000633524	124.067
3.84991e-05	398.181
