Omega	mH1	mH2	mHc
0.000467569	582.903	751.221	758.984
0.00020951	621.43	681.424	699.624
6.57685e-05	395.195	766.571	672.542
0.008205	647.286	692.156	654.299
0.000481178	360.456	604.634	420.494
0.0778616	762.672	769.337	773.928
0.00343484	784.679	874.662	949.43
0.000107956	495.328	668.833	715.817
0.000321625	340.01	442.591	559.652
0.000592248	499.302	556.412	573.314
0.000171465	672.388	817.502	719.228
0.00316784	506.441	513.443	580.65
0.000374354	783.985	878.801	929.655
0.00046514	345.466	636.71	647.892
0.00179585	708.881	708.934	784.605
0.000839497	379.564	480.011	540.429
0.00177372	748.838	749.355	848.937
3.27976e-05	742.781	928.465	936.94
0.000568682	317.135	460.429	381.223
0.000308429	887.876	952.481	976.908
0.00353382	514.569	805.447	692.812
0.000150036	637.456	764.93	828.673
0.000489314	843.138	890.922	952.358
0.000347248	402.23	644.34	452.996
0.0001047	555.075	591.303	626.653
0.000321223	307.634	634.954	652.106
0.000188743	553.265	695.586	714.81
0.000421269	531.705	551.046	596.712
0.000947936	595.699	666.914	681.583
9.68964e-05	375.506	475.708	526.842
0.0041047	282.079	437.288	370.966
0.0136774	172.391	650.124	647.776
0.000179471	467.886	530.83	639.923
0.00148377	432.148	440.176	484.133
0.000170386	573.411	651.828	668.466
0.00174567	831.075	851.685	897.759
0.000261003	674.251	917.935	987.29
0.000469937	515.3	646.122	678.223
0.000623561	181.319	370.645	295.129
3.9336e-06	268.929	788.691	638.352
0.000962722	717.06	725.307	806.439
2.34283e-05	128.883	370.34	412.853
0.000160827	602.704	733.109	670.987
0.000767056	213.28	322.089	349.256
0.00461732	741.271	906.358	951.258
0.00011988	320.124	811.915	818.586
0.000140424	674.376	765.641	839.071
0.0038696	842.028	845.909	877.116
0.000123172	436.1	742.292	636.893
0.00114095	492.895	493.854	567.718
0.000699694	449.642	491.166	599.041
0.00245485	275.071	389.971	309.896
0.000315567	592.244	948.084	863.263
0.000162075	173.392	823.309	724.066
0.000171186	581.931	696.126	768.708
0.000145336	802.081	983.022	958.8
0.000812329	710.834	711.965	784.664
0.000171809	596.415	771.867	766.494
0.000250809	436.474	972.69	959.723
0.000419253	425.784	499.201	447.74
0.000235001	803.682	861.686	867.461
0.00018751	630.102	792.578	713.166
0.000197388	296.055	411.381	411.018
0.00056279	577.075	631.271	654.167
0.000662708	553.152	568.322	656.073
0.00478037	889.538	913.86	942.955
0.00133873	669.105	758.906	718.936
0.00110609	497.749	545.048	550.825
0.000734565	567.819	738.886	719.893
0.000277767	183.87	393.712	311.767
0.000707477	798.437	890.592	925.319
0.000757126	363.174	376.634	442.881
8.70553e-05	146.44	268.838	200.27
0.00122413	620.915	666.423	702.578
0.000123827	389.275	460.807	487.313
0.000271811	356.808	637.795	647.133
0.000390935	320.993	458.301	493.684
0.000415132	545.065	715.356	784.24
0.00049355	855.476	952.647	922.913
4.03491e-06	163.601	418.848	354.118
0.00174716	850.635	886.7	885.376
0.000400625	685.268	737.607	783.775
0.0547727	451.321	606.693	566.152
0.000160369	695.108	918.312	912.782
0.000379652	690.512	746.367	804.47
0.00116589	770.054	860.594	836.483
0.00174612	652.144	745.178	734.288
0.00159064	411.619	412.224	485.007
0.000929008	407.744	455.893	484.914
2.75016e-05	150.5	265.91	227.262
0.000185193	221.745	429.267	413.922
0.000960419	618.783	620.399	708.911
0.00167975	347.798	378.576	408.101
0.00018675	794.845	874.28	865.565
0.0223599	563.057	668.156	687.068
0.000680845	557.177	638.026	647.404
0.000246569	589.916	708.077	733.702
8.57962e-05	699.6	802.45	860.206
0.00184078	538.354	587.123	582.26
0.000534872	801.289	837.321	942.6
0.000500247	557.102	624.773	608.972
0.000484249	716.413	716.846	786.964
0.0011997	258.796	516.694	586.339
5.24016e-06	231.713	866.025	792.115
0.000281903	365.519	633.114	655.058
0.000965161	125.321	256.448	266.91
0.000200531	497.38	650.276	671.955
0.00240112	345.588	418.693	356.313
0.00106859	509.555	864.651	861.393
0.000532139	682.147	791.033	790.427
0.000364534	527.485	634.523	644.271
0.000330992	377.783	488.686	411.451
7.52922e-05	520.406	626.057	664.369
0.000612284	891.335	897.761	965.24
0.00107601	618.373	625.812	698.195
0.00153086	840.897	853.439	876.651
0.00531217	647.449	665.892	703.569
0.00315788	592.461	632.108	681.904
0.000324531	669.812	825.661	802.525
0.00248514	491.363	812.596	878.169
0.00738784	383.487	577.037	620.298
0.00222208	836.811	946.12	914.512
0.000404302	682.807	877.119	783.332
0.000168191	390.895	750.342	783.912
0.000104149	563.989	634.028	682.627
0.000333579	516.376	798.715	851.638
8.59091e-05	471.077	760.092	801.715
0.0007603	361.652	431.452	410.814
0.000751254	252.182	288.549	309.74
0.000233759	241.734	377.834	293.394
0.00137635	717.13	717.132	778.844
7.47441e-05	407.613	570.042	552.024
9.58955e-05	748.78	923.394	902.316
0.000634027	535.378	657.49	696.113
1.84695e-08	128.817	949.792	966.971
0.000590887	432.755	475.771	544.73
0.000898155	737.362	737.39	805.454
0.00367394	716.009	787.036	718.39
0.0002007	664.4	812.171	840.392
0.0188946	613.974	636.544	647.36
0.000405609	717.978	798.708	791.878
0.00133052	714.027	748.572	768.299
0.00140786	276.731	296.201	347.144
9.63658e-05	418.309	503.981	492.413
0.000174511	340.794	521.835	506.875
0.00648163	539.867	780.651	754.333
9.47762e-05	538.111	944.402	947.174
0.00398549	610.466	618.331	636.804
0.000456397	803.208	890.907	948.823
0.000598178	476.433	582.047	490.282
0.000199051	259.955	562.034	492.869
6.44603e-05	411.815	460.211	547.829
0.000155864	447.585	639.384	478.896
0.000443477	275.527	411.937	460.783
0.00182733	579.346	627.61	719.72
4.9266e-06	158.045	698.861	489.954
0.00020101	390.222	714.504	634.882
0.000610073	544.305	588.532	668.951
0.00102985	251.143	257.87	326.161
0.00015684	376.255	646.901	471.947
0.00130579	659.514	662.816	708.075
8.79863e-05	423.803	635.631	609.197
0.00299794	788.419	824.953	813.96
0.000136217	420.327	559.672	522.413
0.000194201	304.884	423.367	442.621
0.00261877	562.478	634.881	587.509
0.00258493	516.633	528.17	557.437
0.000772986	729.741	742.124	824.986
0.00169414	376.246	690.43	800.268
0.00165154	308.526	418.481	385.13
0.000305038	330.635	511.795	431.997
0.00382886	347.533	695.273	696.563
0.000316687	730.124	790.823	818.645
0.00109071	468.186	543.59	623.321
3.49466e-07	155.557	793.509	829.744
0.000943217	152.221	578.844	613.81
0.000251518	258.991	374.091	440.427
0.000336112	481.379	711.518	779.573
0.000498814	448.963	496.287	515.044
0.00059313	456.946	794.323	747.743
0.000177833	427.895	561.141	562.079
0.000179742	477.247	697.017	571.549
0.000147778	561.489	740.332	771.555
0.000668077	896.729	922.804	923.814
0.00209795	702.607	801.615	748.238
0.00113903	724.933	822.806	740.722
0.00038042	567.598	625.013	614.471
0.00014964	550.714	734.686	716.157
0.000170191	721.05	819.486	806.482
0.00340368	530.314	595.375	618.674
0.000673406	543.935	810.107	782.983
0.000463479	308.446	672.458	634.453
0.000208182	629.117	805.988	822.364
0.000130382	832.353	901.172	904.287
0.0018753	617.891	668.653	738.509
0.00318688	482.254	526.907	509.826
0.000771618	754.389	787.789	777.591
0.000715775	288.242	333.201	417.258
0.000240562	228.225	515.535	443.963
0.000330738	247.931	557.957	507.969
0.00515736	906.551	920.443	925.637
0.000140797	321.725	941.378	980.029
0.000136537	515.064	538.481	616.801
0.00334356	409.947	420.443	414.337
2.45586e-06	201.929	664.474	822.087
0.000189401	461.372	580.089	549.762
0.00277249	605.365	659.015	644.679
0.00811661	871.216	931.472	943.279
0.000167825	632.909	762.46	752.677
0.000881257	324.778	567.478	501.249
3.13876e-05	171.035	728.478	797.697
0.000161108	496.56	554.918	561.696
0.000420965	386.136	470.866	460.786
0.0410566	619.625	644.643	687.354
0.000159013	253.277	797.915	708.581
0.00273199	842.356	850.654	917.446
0.000436995	890.568	905.344	957.894
0.000306126	539.476	589.204	656.523
0.00489782	739.095	749.122	756.823
0.000225545	707.873	753.481	805.426
0.000701815	631.814	717.129	719.771
0.0003595	484.505	806.131	730.71
0.0017861	718.388	741.852	766.305
0.0009911	586.861	597.922	641.711
8.55872e-05	245.053	761.249	685.671
1.73389e-05	214.016	640.308	688.862
4.52582e-06	130.213	833.478	785.746
0.000134671	700.954	750.877	809.019
0.000366018	454.47	928.027	879.403
0.00151707	475.906	524.739	537.275
0.00023808	384.012	544.493	508.411
0.00129139	389.28	518.259	500.411
0.000855849	550.544	558.055	594.976
0.000434266	732.726	800.449	838.939
0.000427745	403.616	497.005	547.538
0.00049841	701.507	760.917	811.818
0.0275567	720.547	748.432	754.924
0.000143379	647.46	712.467	722.374
0.00264687	651.276	727.118	663.196
0.000397601	653.578	718.31	798.589
4.59251e-05	168.032	221.327	240.673
2.84653e-06	137.874	689.451	744.951
0.000283983	769.894	825.236	941.585
0.00589396	668.07	876.295	805.398
3.9869e-05	440.529	567.995	591.212
0.000345403	391.784	700.931	578.574
9.47332e-05	526.268	616.912	646.392
0.000433342	760.953	814.718	794.792
0.00926108	263.534	922.158	955.73
0.000234109	390.857	779.54	800.708
0.000581521	482.856	650.722	607.672
0.0010092	375.539	385.925	491.575
0.00017951	415.058	552.256	521.908
0.00669028	825.418	897.009	888.01
2.86146e-05	185.922	666.657	559.428
0.00040944	354	451.967	542.888
0.0142696	668.437	675.208	699.622
0.000384645	355.269	508.254	370.609
9.2738e-05	473.61	753.728	787.177
0.00221253	719.266	908.768	901.18
0.000356663	156.914	585.641	597.807
0.00034913	402.919	589.414	644.835
0.000164859	333.525	503.495	567.093
0.00179141	665.223	721.593	794.709
0.000676127	270.141	447.713	466.761
0.000372803	615.905	639.116	696.464
0.000681892	766.59	920	905.975
0.00018966	462.569	560.72	710.165
0.000276798	357.298	462.833	425.907
0.0028609	199.182	637.212	628.076
1.70128e-06	222.4	968.633	985.425
0.00939656	903	907.549	929.706
0.00138314	431.229	907.147	860.489
0.00538263	445.322	451.665	476.567
0.0022326	527.239	586.26	661.004
0.000561477	829.73	885.232	920.15
0.000128949	548.665	738.811	758.632
0.000387333	302.244	548.7	601
0.00633753	556.265	560.865	573.777
0.00447902	870.464	909.269	893.724
0.000506404	663.736	768.163	767.348
0.000312316	748.286	848.147	904.565
0.00200114	649.801	679.243	758.421
0.000318574	454.861	616.007	497.151
0.00144039	675.71	682.358	751.722
2.49837e-05	216.971	565.249	599.738
0.000583088	774.294	845.625	908.314
0.00264614	642.665	965.054	937.678
0.000146582	349.689	621.206	605.489
0.00352864	585.227	605.285	595.213
0.00050317	799.694	836.612	857.776
0.000283789	698.791	879.326	932.191
0.00290648	862.008	894.486	893.182
0.00011925	406.811	671.488	724.435
0.000216192	576.108	667.239	661.371
0.000323115	342.272	736.24	754.453
0.00088055	825.971	852.512	878.327
2.67635e-05	234.277	609.548	639.564
0.000425643	212.446	374.279	270.781
0.000179257	764.059	810.213	871.657
0.000302731	513.745	615.03	672.773
6.38161e-05	671.604	915.314	981.609
8.78241e-05	261.258	363.027	421.111
0.000532651	460.781	617.234	639.824
0.00312353	740.177	805.151	896.446
0.00035273	423.463	501.431	459.731
0.000190214	839.605	946.679	885.807
0.000616937	651.232	746.776	682.535
0.00285318	532.449	548.035	567.822
1.35907e-06	196.593	827.118	901.944
0.00196254	414.371	541.136	520.666
0.00256841	728.609	736.035	781.056
0.000377242	255.677	275.096	339.339
0.0035676	447.763	480.896	477.829
0.000104684	419.437	467.72	517.063
0.00325137	477.271	601.686	665.671
0.000406162	300.845	536.922	313.619
0.00648879	838.192	929.649	917.794
0.000285337	691.877	798.797	800.953
0.00914029	846.885	970.956	887.804
0.000576025	524.008	594.178	601.23
0.000673538	384.514	748.579	538.67
0.00034554	343.317	635.33	659.715
0.000686444	522.903	591.643	663.085
0.00133319	162.678	360.73	377.82
0.00136618	494.632	494.841	557.024
0.00185483	549.879	561.217	633.08
0.00119447	549.958	714.792	646.318
3.64324e-06	199.664	842.212	894.771
0.00264515	445.912	868.206	908.192
9.1267e-05	545.609	873.718	853.924
0.000540347	841.797	934.52	955.516
0.00105633	529.371	558.754	599.465
0.0392072	605.094	689.63	746.358
0.000202605	616.829	747.332	665.84
0.000294775	482.408	689.912	668.53
0.00153618	889.952	892.402	954.28
0.00765315	635.559	653.256	725.143
0.000267062	418.66	476.691	518.095
0.00103167	952.497	976.342	986.204
0.000196091	343.633	576.068	605.56
0.000144168	683.383	753.734	818.043
6.29177e-05	173.836	548.955	515.195
0.000967259	326.497	327.431	409.058
0.00145674	401.76	501.28	501.522
0.000312412	219.413	670.703	691.404
0.00184857	341.092	953.829	833.989
0.00128724	798.231	857.796	883.872
0.00282814	818.605	877.859	831.878
0.0102003	698.833	708.182	735.429
0.00382222	743.77	785.243	865.31
0.000181475	581.287	688.626	728.532
0.000696146	548.078	651.886	690.41
0.000376371	574.968	863.744	824.563
0.000330091	486.574	634.224	505.711
0.000440024	495.233	902.361	939.432
0.000281424	516.037	601.303	653.921
0.00170641	679.069	736.35	766.843
0.00122056	496.227	500.206	565.714
1.93862e-05	457.9	835.432	832.928
0.00357358	683.607	683.708	723.426
0.000103073	448.402	679.684	641.697
0.00314492	514.899	677.555	674.563
0.000135999	488.41	582.901	647.732
0.000663585	366.071	432.246	516.335
0.000130864	358.087	666.747	741.782
0.00418021	877.285	975.527	966.271
0.00484565	438.758	460.425	479.664
0.00019443	506.936	683.043	735.282
9.47639e-05	438.072	853.061	790.772
0.001909	854.563	937.286	967.939
0.000264638	225.629	374.15	551.744
0.00336725	643.859	667.346	707.186
0.00143027	325.195	382.526	435.174
0.000207679	679.916	851.956	798.735
0.000995513	451.648	519.3	499.784
0.00102903	318.061	349.988	385.298
0.000764547	862.838	869.938	937.72
0.00113756	266.545	351.345	296.831
0.00100912	137.776	242.773	303.421
0.000479819	643.341	715.769	741.058
0.00221903	354.411	437.007	374.43
0.000479798	643.499	825.054	820.251
0.00257748	351.192	385.328	376.592
0.000563421	445.319	585.583	574.442
0.000496507	711.973	756.804	778.829
0.00558408	657.209	717.221	683.925
0.00317434	547.38	893.773	864.554
0.000163016	696.784	862.79	833.028
0.0125723	691.331	693.931	717.945
0.000534621	675.084	827.764	804.26
0.00297808	751.997	759.32	826.337
1.44333e-05	322.308	792.412	813.574
0.00564155	405.451	421.754	456.135
0.00304474	509.932	573.121	571.227
0.000149537	238.022	318.688	359.233
4.68571e-05	801.012	893.443	897.707
0.00320924	586.249	645.098	635.43
0.000207922	692.54	863.903	920.244
9.60071e-05	537.213	879.205	788.256
0.0010428	387.532	531.967	531.78
0.00103593	445.04	637.801	606.976
0.000163743	626.064	703.229	766.942
0.000532273	785.477	786.616	847.176
0.000287264	699.979	816.204	844.169
0.00209848	762.298	978.801	935.276
0.000324522	240.671	437.54	353.196
0.00032405	405.278	458.522	542.317
0.00135054	560.752	746.688	748.843
7.38713e-05	683.093	872.108	820.94
0.00192942	626.766	652.727	672.833
0.00017119	642.807	806.312	668.999
0.0128495	763.115	763.586	799.572
0.00043602	833.166	859.563	912.63
0.000241145	724.179	775.225	766.978
0.000563941	707.443	747.996	773.018
0.00123311	770.381	938.392	917.33
0.000298165	461.928	470.145	543.865
7.94694e-05	396.314	508.289	551.029
9.96626e-05	452.349	635.284	676.738
0.00012387	564.882	836.874	723.168
0.000154992	719.493	867.627	815.338
0.00028446	490.406	796.728	865.318
0.000182288	368.125	500.36	649.449
0.000538403	582.556	635.073	708.167
0.00065842	112.99	272.894	273.564
2.60756e-05	151.693	449.107	484.38
0.000114602	608.639	680.534	698.905
0.000308036	707.018	755.453	787.259
0.000268557	542.055	609.726	655.098
0.00476888	821.941	897.365	967.647
0.000414392	481.996	501.9	559.088
0.00117555	623.494	653.736	661.344
0.000163064	838.988	914.656	895.453
0.002431	653.109	757.496	726.446
3.2885e-07	152.234	544.811	556.095
0.000605278	418.368	602.799	679.687
9.68129e-05	394.077	526.467	553.017
0.000374531	706.668	788.397	760.721
0.0019038	688.419	841.447	821.454
0.00188055	481.733	483.875	572.008
0.000372893	272.394	302.342	409.693
0.000515933	343.671	447.865	427.172
0.000268648	692.222	776.302	814.27
0.000590833	762.422	775.774	809.126
0.000223462	373.663	481.679	534.429
0.00123967	627.574	689.099	690.367
0.000627518	559.552	882.511	938.791
0.000713127	711.205	717.328	787.825
0.00172979	885.23	915.356	966.666
0.000298432	469.7	531.739	557.536
4.06838e-06	267.566	613.005	598.661
0.00472428	834.388	838.657	866.274
0.000399668	549.219	742.994	769.328
0.000334251	553.08	690.788	682.986
0.00150935	673.879	863.835	862.142
0.00950344	643.373	652.395	672.237
0.000169277	439.427	578.123	595.656
6.48712e-05	180.003	596.84	624.439
0.000260467	470.103	499.187	567.179
0.000330569	628.447	642.429	697.692
0.00448639	421.851	425.073	473.341
0.00264559	444.327	459.46	480.092
0.000112963	639.928	672.077	710.749
0.000355267	715.891	901.686	958.31
0.000269665	635.298	715.737	666.272
0.00326601	634.458	635.39	657.196
0.00299751	794.41	909.298	850.322
0.000151912	485.75	777.921	859.519
0.000461799	195.291	381.55	363.775
0.00109435	616.219	927.109	971.523
0.000191453	449.421	574.342	493.9
0.000512637	293.677	365.214	445.536
0.0121086	716.329	765.446	737.236
0.000781274	380.154	614.092	593.185
0.000412336	457.646	765.142	793.843
0.000127475	786.141	924.409	842.795
0.000180308	411.047	467.796	463.031
0.00129729	693.647	929.78	981.236
6.98604e-05	270.429	464.008	476.865
0.000464022	398.143	479.65	576.874
5.00777e-05	583.143	731.112	680.531
0.000263514	351.893	433.254	488.94
0.000249689	616.246	923.916	844.869
0.000923102	467.335	475.194	568.127
0.000640324	673.298	887.756	802.496
0.00100746	349.496	361.763	432.075
0.000358284	560.028	609.907	592.848
0.00079225	856.927	877.695	861.204
4.16455e-05	620.333	811.564	795.549
0.00197995	701.677	784.374	795.855
0.00399197	889.636	891.874	939.103
0.000135474	423.792	652.323	642.806
0.000179326	622.629	680.61	698.388
0.000107176	451.564	818.095	802.797
0.000590674	243.896	513.799	476.895
0.00157464	798.95	798.976	863.256
0.000185861	491.384	534.472	553.875
0.000149393	551.847	688.979	704.162
0.000654747	559.518	575.748	660.331
0.000102435	556.087	652.681	714.126
0.000177057	468.589	611.298	534.593
0.000322874	528.678	557.167	595.713
3.22213e-06	182.141	967.707	892.382
0.00805325	602.758	603.09	603.546
8.64608e-06	345.813	851.474	872.691
0.000142275	499.597	584.022	636.981
0.00011814	411.67	432.089	593.862
0.00300538	437.915	482.218	460.972
0.000160124	404.792	567.886	429.822
0.0115436	663.137	667.424	696.211
0.000986173	896.165	937.153	998.456
0.000200476	355.54	358.78	523.834
0.000269951	637.362	723.53	674.644
0.00137773	283.279	322.476	335.603
0.00342432	429.502	430.106	486.797
0.000417975	473.811	644.41	574.364
0.0204264	755.9	755.943	758.873
0.000621664	765.831	775.711	867.02
0.00173299	638.253	691.016	761.302
0.000561471	187.717	587.718	476.548
7.69242e-05	286.747	580.257	576.256
0.000799467	295.802	383.32	400.405
0.00102494	446.305	698.563	727.301
0.000935354	740.011	742.052	807.004
0.000242545	483.244	653.457	599.618
0.00117389	146.418	226.932	276.458
0.000472516	612.651	675.891	761.077
0.00128652	384.472	416.939	479.722
0.000353289	752.75	790.887	813.558
0.000141512	705.656	806.019	849.838
0.00108447	109.869	250.543	286.265
0.000832555	603.501	605.463	710.132
0.000118804	455.418	626.45	530.933
0.00239199	391.283	417.149	503.729
0.000538423	409.435	822.97	738.159
0.00013074	484.928	794.173	721.376
0.00205848	462.716	465.137	524.312
0.0101711	213.378	216.168	232.68
0.0215965	615.154	626.986	646.218
0.000642896	799.149	902.375	847.933
0.00122916	492.302	591.502	505.18
0.00122119	796.103	885.722	930.939
0.000108418	373.281	639.36	701.201
0.000583815	522.292	710.343	742.746
9.51234e-05	272.378	618.523	532.406
0.00156336	810.485	864.196	858.065
0.000140532	272.953	375.954	369.432
9.64343e-05	632.726	707.481	696.307
0.000317857	696.542	779.168	804.781
0.000812578	605.89	856.597	909.575
0.000769609	268.695	311.483	355.524
0.000221935	164.851	459.15	306.613
0.000191183	534.818	594.653	636.119
0.0003122	498.272	603.529	582.138
0.000536753	392.751	615.112	470.07
0.000124138	500.097	557.244	575.43
0.00103764	470.817	690.579	732.714
0.000554261	366.035	542.184	470.836
0.0158936	678.829	829.802	829.967
9.94527e-05	661.46	862.468	794.713
0.000884552	930.631	931.206	985.697
0.00117596	505.644	570.702	572.055
0.0011711	342.756	777.924	795.196
0.000172392	638.307	785.585	755.754
0.00625319	613.887	734.938	716.221
0.00424059	703.907	821.291	835.25
0.00302956	508.816	629.084	684.946
0.000486929	605.243	782.909	758.206
0.0056182	674.469	674.703	730.535
0.000451238	264.793	528.306	568.323
0.0022074	506.206	506.261	561.508
0.0017177	623.165	636.162	671.336
0.00015725	568.913	657.214	649.458
0.000203803	342.596	410.538	471.242
0.00212752	443.655	502.242	450.587
0.00264717	687.927	878.256	945.478
0.000441692	655.395	672.683	717.186
0.000838243	281.727	884.429	821.549
0.00242672	402.106	404.897	458.831
0.0117044	337.217	826.762	789.472
0.000748438	542.383	629.315	679.558
0.00219834	625.167	654.308	664.427
0.00133261	791.355	800.29	877.028
0.00071521	587.396	743.209	725.918
0.000207679	463.035	513.859	588.569
0.0013195	300.028	473.133	318.631
0.000550402	708.383	760.45	764.509
0.0008383	797.928	805.248	872.515
9.58404e-05	388.4	616.546	544.895
0.000946864	769.674	774.861	824.385
5.42722e-05	412.432	479.405	589.18
0.028269	536.762	752.647	808.313
0.000337474	392.653	452.65	430.513
0.000198794	735.759	967.96	845.76
0.00562108	686.947	726.672	758.393
0.00730472	699.992	712.041	749.969
0.00027943	375.19	697.198	678.579
0.00270177	499.076	952.563	929.632
0.000639766	591.582	850.653	880.807
0.00372051	603.007	990.741	962.001
7.8463e-05	425.295	591.976	663.525
0.000336333	352.349	438.19	472.783
0.00255501	177.305	177.493	248.961
0.000158707	635.344	863.901	909.539
8.21668e-07	232.521	898.234	784.429
0.000284121	762.413	999.221	912.857
0.000453596	505.338	687.258	685.938
0.0125001	540.548	927.303	855.552
0.000128271	215.461	540.301	479.617
0.000102099	285.222	448.57	481.019
2.93766e-05	288.352	735.465	533.337
0.000842019	319.372	367.421	438.8
0.000140841	696.692	818.113	849.132
1.7369e-06	122.966	857.207	868.176
0.00234472	869.83	932.304	893.184
0.0168693	580.374	796.938	789.638
0.000964076	805.599	908	917.818
0.000399113	339.279	529.891	543.024
0.000332834	788.265	875.652	927.905
0.000176424	872.861	900.953	951.96
0.00105895	803.892	843.402	876.305
0.00108568	660.603	668.615	744.112
0.000171064	607.513	707.209	720.406
0.000195219	806.619	923.493	975.198
0.00110485	696.312	803.925	819.638
2.64885e-05	234.683	406.539	401.579
0.000213862	366.964	565.282	515.136
0.000384317	525.245	879.348	818.607
0.000457141	898.498	978.898	995.997
0.00135169	581.126	585.074	655.334
0.000109683	254.64	487.269	499.752
0.000489156	470.726	521.166	491.74
0.000186616	379.187	449.596	464.428
0.0102281	493.271	648.804	631.982
0.000390036	850.108	858.489	921.866
0.0089021	421.993	450.625	442.779
0.000677747	844.509	911.855	895.016
0.00222568	802.555	802.631	869.933
0.000104087	449.709	716.593	733.748
0.000184356	336.141	506.147	534.221
0.000157722	338.101	637.58	679.016
0.000245948	472.834	974.53	863.457
0.00941799	933.991	949.686	947.468
0.000240785	445.378	589.703	583.597
0.000158753	669.307	822.141	757.726
0.00284253	786.38	801.606	811.081
0.00136192	222.859	312.011	224.825
0.000793216	700.791	749.036	751.952
0.000122437	635.965	674.283	739.811
0.000324163	467.29	556.122	623.43
0.00039129	730.127	810.554	799.618
0.000381596	416.743	447.765	520.169
0.00344741	855.872	856.638	899.713
0.000391068	610.235	708.469	683.928
0.00201228	729.119	847.945	879.318
0.000126143	345.331	376.035	481.624
0.000268811	597.325	721.586	702.813
0.0029947	824.712	870.809	933.37
0.000648348	680.503	697.381	728.874
0.000225897	654.558	673.173	750.684
0.00228912	550.874	824.083	739.421
0.00123809	704.111	731.328	808.087
0.000388562	629.506	671.14	645.804
0.000589796	697.272	739.417	778.388
0.000745236	362.388	486.761	455.312
0.00424136	925.485	941.644	991.73
0.000370266	232.755	298.431	301.811
0.000125231	499.147	702.527	663.399
0.000261583	654.31	743.403	688.271
6.99764e-05	423.806	659.543	604.026
0.000150327	532.512	654.844	635.025
0.000341436	730.211	955.954	992.624
0.00575999	738.933	774.687	767.183
0.000976114	740.587	789.534	800.347
0.00174897	691.385	705.363	768.832
0.000179988	570.143	686.873	760.889
0.00057232	756.286	914.89	848.222
0.00231725	658.067	660.01	711.999
0.00091537	847.986	893.601	872.673
0.0157178	546.004	657.257	735.275
0.000575479	377.036	567.996	529.408
0.000144902	588.189	832.428	798.422
0.000240915	397.461	717.514	527.865
0.000437627	481.666	752.42	798.176
0.000865342	553.547	731.731	731.503
0.00044164	816.198	910.706	922.756
0.00505985	407.439	500.589	517.944
0.000343524	289.515	419.098	311.902
0.000705218	584.528	740.783	758.579
0.000443586	573.035	762.804	780.183
0.000632179	363.821	911.888	858.263
0.000130545	361.278	488.429	573.465
0.00048115	452.174	749.139	682.236
0.000255083	453.34	578.339	570.836
0.002375	720.197	752.395	734.005
0.00109901	404.329	479.31	496.29
0.000529512	508.209	815.303	808.185
0.000552223	545.474	619.088	601.247
0.00109049	842.495	842.637	888.444
0.000184548	485.017	519.147	545.075
0.00180227	394.917	873.967	925.046
9.88728e-05	720.056	798.052	869.245
0.000726894	717.884	803.114	868.585
0.00935214	82.8297	418.297	431.673
0.000332253	644.904	710.774	772.551
0.000541885	831.564	953.699	934.088
0.00018556	206.464	356.577	486.72
0.000633975	345.161	452.889	421.376
0.0022038	237.086	289.824	270.849
5.96249e-07	135.856	923.27	853.757
0.000145661	221.193	330.26	382.336
0.000656614	572.985	588.139	626.645
0.00018498	805.741	893.704	889.356
0.00242705	851.808	851.83	892.835
0.000465128	424.054	468.478	531.547
0.000223145	696.693	717.441	756.358
0.000448917	634.99	771.373	730.653
0.000296137	617.738	716.018	728.937
0.00122515	933.512	986.688	966.206
0.000376914	302.072	331.515	314.562
0.000116012	187.124	746.948	660.715
0.00195666	413.598	459.589	429.851
0.000729195	612.976	733.344	792.893
0.000776856	593.601	594.534	657.762
0.013959	533.431	537.874	548.681
0.000459879	568.668	610.595	609.049
0.010426	681.727	687.324	698.013
0.000367618	338.891	466.437	443.433
0.00763584	428.773	454.898	432.441
0.000191324	497.332	691.694	742
0.00601275	637.954	840.771	875.06
0.000722752	443.423	478.963	539.327
9.17478e-05	138.639	649.961	458.322
0.000853418	272.031	732.143	789.655
0.000182254	715.971	973.388	889.429
0.00019917	535.147	704.085	588.661
0.00111822	362.373	708.078	762.772
0.000528361	546.814	794.193	839.081
0.000179619	612.535	784.165	665.99
0.00117698	313.472	725.115	701.595
0.000154162	679.032	856.674	757.347
0.000167994	646.018	660.329	720.238
0.0002685	379.476	540.967	570.112
0.000792558	695.561	792.884	703.207
0.000393396	427.688	613.325	520.225
0.00126116	510.251	722.746	638.765
0.000236382	745.544	969.185	965.19
0.000102724	476.329	767.508	806.147
0.000176859	282.636	382.717	368.193
0.000451501	369.847	695.85	616.33
0.0162244	783.416	822.298	816.103
0.000269412	720.864	793.358	845.85
0.00831739	655.06	728.777	683.185
0.00101526	713.194	740.755	779.216
0.000155668	723.489	861.525	846.472
0.000139877	465.777	745.34	632.821
0.000943606	552.834	641.712	684.513
0.000710877	645.267	679.33	675.084
0.00716602	550.857	679.062	654.952
0.00205004	752.262	817.388	819.224
0.000445877	654.212	718.811	671.103
7.40778e-05	375.059	543.682	496.245
0.00490893	276.218	468.374	367.879
0.00171014	527.515	639.209	585.329
0.000300345	848.567	915.2	926.543
0.00300735	817.125	873.159	852.252
0.00139285	729.05	763.824	815.307
0.000146824	610.613	710.612	671.44
