Omega	mH1	mH2	mHc
0.000433776	454.259	621.189	680.562
0.00124205	605.807	657.532	607.673
0.0674584	407.314	558.943	619.721
0.0002836	847.191	978.85	983.106
0.000423679	774.458	887.565	960.002
0.000291735	718.485	785.754	766.777
0.000300829	785.891	926.558	955.047
9.57862e-05	720.325	941.606	988.125
0.00351861	621.723	623.172	690.881
8.37337e-06	150.923	502.9	513.038
0.00019321	331.945	377.445	509.927
0.000534573	830.174	855.504	934.224
0.000292417	729.884	818.202	803.504
0.000834981	897.637	973.204	999.165
0.00097543	723.691	750.334	757.658
8.20597e-05	556.094	766.979	819.107
0.00107528	309.893	838.611	865.784
0.000433012	400.204	647.454	618.779
0.000193121	253.179	334.44	351.509
0.000513283	309.875	419.072	403.231
0.000362691	739.877	865.461	993.693
0.000417156	777.569	821.802	847.281
0.00162036	791.687	794.044	851.524
0.00516505	911.998	919.366	961.839
0.000486912	433.052	463.544	519.362
0.000502209	324.748	572.551	594.569
0.00159105	262.966	331.114	346.569
0.000191683	247.149	382.541	396.544
0.0013673	292.354	456.841	519.209
0.000500915	799.971	911.521	911.328
0.000385415	196.321	360.774	434.62
0.00895446	853.344	893.361	910.343
0.000139699	533.741	697.897	718.925
0.00820421	732.347	890.14	962.768
0.000350761	526.442	556.69	688.544
0.00053429	690.032	708.444	729.442
0.000350284	423.658	499.263	479.947
0.000404323	476.854	593.098	581.733
0.00191084	678.839	847.107	818.378
0.000257973	540.74	703.378	773.149
0.000195106	740.862	889.942	851.132
0.00232579	523.825	524.209	598.561
0.000576421	807.035	952.988	891.367
0.00218477	519.459	926.873	870.346
0.00446953	154.082	157.72	195.76
0.00118394	697.095	718.31	761.111
0.000673266	215.37	275.79	302.802
0.000737651	664.168	664.469	745.131
0.000370198	610.362	669.98	745.195
0.000260473	638.453	714.96	703.904
0.00317878	420.428	485.822	479.419
0.000555193	476.045	923.354	845.82
0.00119299	321.338	359.725	337.605
0.00573106	786.789	787.204	810.804
0.000975994	437.105	543.768	598.538
0.00197693	899.534	912.399	983.764
0.000228529	612.976	713.878	685.881
8.45047e-05	229.979	933.23	881.071
0.000614996	557.183	672.607	731.071
0.000625931	524.807	581.473	554.824
0.000156293	622.352	758.854	796.776
0.000130978	294.807	403.049	471.575
0.00120303	461.458	643.808	652.174
0.000401343	351.369	407.685	443.415
0.000512467	624.616	664.865	703.246
0.00197022	58.0251	274.926	292.532
0.000224677	654.143	736.935	733.766
0.000232219	385.208	713.806	744.828
0.000616155	446.629	737.16	750.278
0.000644728	571.631	669.273	594.628
0.000165497	439.553	685.713	688.65
1.4558e-05	226.149	849.205	813.02
0.00203798	592.291	636.119	606.452
0.00215725	529.222	894.024	839.752
3.30636e-06	164.276	784.007	794.89
0.0003597	331.731	433.609	409.597
0.000180195	435.184	553.598	589.51
0.00320921	488.061	777.232	798.459
0.00112439	412.569	472.848	535.527
9.16252e-05	755.074	963.366	888.761
0.00158734	441.346	535.777	452.17
0.000221532	588.276	912.526	941.274
0.000150115	422.681	462.199	536.596
0.000108272	397.887	624.291	664.51
1.31906e-06	126.986	656.335	683.343
0.000534954	925.609	932.274	977.221
0.00400185	468.761	510.409	480.589
0.000400602	534.734	725.474	763.405
0.00369536	488.837	499.595	535.303
0.000197401	450.6	545.603	533.924
0.000325393	577.59	609.599	621.894
0.000138737	167.116	453.699	465.921
0.00551571	479.893	490.112	497.223
0.00129304	639.33	645.155	720.121
0.00630574	558.148	898.286	856.383
4.1491e-05	169.7	598.603	664.08
0.00149661	651.575	670.751	723.995
0.000364384	382.666	407.508	524.678
0.000230167	351.102	382.125	437.33
0.00030949	491.703	591.139	515.642
0.00021836	719.878	880.706	847.357
0.00130445	857.091	893.912	861.635
0.000197167	320.892	837.721	812.198
0.000187782	409.354	495.199	551.375
0.000227262	863.015	915.787	923.326
0.000231827	544.636	694.347	661.651
0.000530289	270.811	728.939	722.692
0.000277849	761.875	770.309	841.369
0.000887801	788.33	815.267	869.958
0.0277516	923.124	943.935	944.628
0.00173235	628.58	633.843	661.247
0.00521399	825.69	853.638	884.814
0.00026215	693.812	958.572	956.258
3.95189e-05	194.197	400.169	441.875
0.00139152	539.171	600.837	563.958
3.33424e-05	342.696	956.65	894.291
0.000890067	679.303	680.005	762.049
0.000633328	533.259	574.222	654.294
0.00395676	584.894	649.946	591.4
0.00184287	833.6	891.864	859.005
0.00022826	506.895	688.909	581.9
0.000312117	797.569	861.722	896.758
0.00225241	857.909	889.16	896.95
0.000572142	657.95	721.474	704.385
9.55194e-05	314.902	901.393	718.678
0.000401819	402.074	477.444	547.42
0.00339667	612.866	614.154	646.719
0.000303019	493.992	550.791	544.838
3.43078e-06	143.107	526.248	545.028
0.000660947	565.91	806.001	804.256
0.000167058	178.195	422.569	431.838
0.000596887	869.494	900.279	978.115
0.0174597	868.704	915.672	959.43
0.000276674	519.877	791.999	798.604
0.00236268	452.27	499.954	555.463
0.00040205	276.274	381.008	403.828
7.31612e-05	370.342	472.593	548.111
0.0021937	726.8	727.022	774.272
0.000350899	482.424	530.482	607.743
0.000152262	292.276	551.155	406.332
0.00133217	739.899	744.635	818.674
0.000100735	335.716	395.603	453.542
0.00276853	457.616	591.757	514.693
6.55945e-05	287.047	689.504	778.248
0.00120592	667.735	786.488	843.621
0.0024067	787.146	834.93	805.923
0.000682967	619.578	781.335	726.226
0.000849604	587.31	764.137	685.046
6.43818e-05	803.498	880.597	892.702
0.00379817	766.148	945.471	925.978
0.000218294	646.768	687.861	770.927
0.000959992	245.116	261.964	355.1
0.0168871	367.239	378.15	388.86
0.0945036	950.339	963.845	963.326
0.00422874	640.771	640.841	668.217
0.0406624	941.615	942.175	950.353
0.000123166	376.931	644.625	711.59
0.00200032	159.1	206.551	161.823
0.000145533	650.458	786.469	783.947
0.000359324	491.085	511.712	556.953
0.000177214	732.988	838.867	823.575
0.000525793	734.774	831.541	876.466
0.000299371	651.824	833.098	846.119
0.000894812	415.199	584.697	632.487
0.00123003	309.276	395.009	401.31
0.000113794	291.016	898.393	794.936
0.00041252	653.549	858.289	806.759
0.000517732	419.997	544.16	557.67
6.54912e-05	336.998	508.885	540.03
0.000458318	798.243	837.474	885.798
0.000303875	581.818	635.199	738.794
0.001294	785.551	786.642	823.91
0.00028919	758.34	820.73	877.52
0.000737326	510.123	590.579	570.415
0.000604166	700.467	851.339	799.245
0.00181505	511.432	569.913	538.947
0.00132898	767.931	924.909	962.732
0.00144882	465.988	478.203	495.999
0.00040183	489.626	687.136	670.974
0.00129705	749.991	750.801	828.01
0.00438968	564.347	595.98	670.022
0.00149848	592.701	593.17	650.552
0.000149936	242.475	569.532	495.125
0.00178364	616.017	657.58	676.236
0.000796981	573.283	792.963	816.561
0.00240137	451.683	782.931	745.811
0.000304233	776.237	958.791	946.396
0.00533546	500.404	744.634	717.718
0.000662821	555.103	631.538	687.778
0.000323228	406.244	502.633	558.027
0.00136617	603.973	970.507	955.995
0.000383062	472.449	955.613	854.47
0.000101277	132.916	148.318	266.358
0.00280607	783.756	798.304	815.826
0.000302917	771.825	801.593	830.916
0.00599484	553.678	560.242	609.834
7.75725e-05	627.108	836.221	875.464
0.000259275	299.043	330.587	462.056
0.000263426	429.274	554.715	508.275
0.00253909	763.19	763.714	826.296
9.94063e-05	755.726	878.839	950.904
0.000163513	472.934	496.541	571.414
0.00583461	811.186	847.905	834.35
0.0024463	727.831	763.49	760.509
0.000208909	756.766	846.203	794.788
0.000226034	709.512	986.349	988.42
0.000692906	353.31	439.431	455.996
0.00289135	759.889	941.504	877.915
0.000503796	484.903	639.862	702.099
0.00123007	468.798	477.59	558.341
0.00250461	246.246	653.856	602.986
0.000264305	586.625	597.155	692.538
0.00149983	782.991	906.157	980.893
0.0068121	616.271	619.957	650.423
0.00246437	658.324	660.254	694.985
0.00126935	123.976	648.684	678.143
0.00216864	863.818	867.243	932.852
5.25864e-05	411.281	474.446	532.846
0.0012028	370.245	473.406	395.45
0.000233874	260.178	445.876	395.35
0.00015048	421.012	464.868	534.844
0.000163834	651.66	809.806	801.887
0.0044269	682.785	766.496	706.153
0.000457065	810.503	901.959	871.759
0.000565677	341.469	344.265	427.396
0.00013824	714.302	736.504	809.428
0.000667849	814.223	965.495	978.405
0.000451586	311.862	347.768	416.822
0.000375388	519.435	551.13	574.423
6.61252e-05	312.776	520.198	530.083
0.0141004	357.958	360.906	379.157
0.000144891	714.076	798.726	830.763
0.000360893	639.06	663.158	735.887
6.2332e-05	427.893	671.389	507.628
0.00012479	655.18	791.238	762.316
0.00290548	829.758	830.07	866.562
0.00135605	770.752	776.826	822.167
0.000199503	365.832	585.788	620.385
0.000332319	510.035	555.96	648.636
0.000307744	377.88	438.737	468.308
0.0132582	504.493	570.555	603.989
0.000131599	561.469	609.071	683.359
0.000413452	576.032	817.147	663.779
0.00759346	819.272	875.564	864.087
3.65407e-05	398.77	909.286	917.928
0.00864697	563.392	595.81	572.612
0.000695254	836.739	853.914	934.392
0.00138076	783.548	903.597	978.361
0.000530988	780.875	867.256	835.19
0.0108424	406.438	440.485	421.145
0.000289175	761.189	783.009	806.491
0.00241333	729.433	773.941	821.577
0.000984713	447.335	526.674	507.408
0.00903253	593.783	974.496	902.026
4.12951e-05	678.988	876.429	821.92
0.000520941	370.819	511.88	532.916
9.24926e-06	143.605	571.761	616.178
0.000199562	321.806	721.54	712.029
0.00105626	530.018	533.937	584.778
0.000179442	571.032	732.345	706.74
0.0165333	867.334	867.745	895.139
3.99875e-06	208.405	568.589	600.558
0.00377506	777.851	963.958	943.886
0.00238079	871.472	978.986	900.699
0.000277074	287.433	765.538	775.636
0.000200323	606.292	735.182	786.433
0.002929	566.159	622.311	575.827
0.00216314	359.092	370.28	379.202
0.00103807	819.523	945.594	940.33
0.000377805	367.598	415.241	453.081
0.000755486	525.453	545.591	618.281
0.00036192	758.603	800.039	840.698
0.000501893	235.239	302.485	662.335
0.000199176	567.199	588.416	672.519
0.000444843	228.203	399.915	452.04
0.00268333	202.481	218.924	274.53
0.000147358	549.946	691.26	665.773
0.000119179	460.734	550.637	532.453
0.00452494	570.7	689.543	657.17
0.0199924	650.74	652.729	678.174
0.00137449	793.723	806.968	850.724
0.000414117	501.166	620.63	638.787
0.000445786	613.155	628.14	703.225
0.00103588	475.217	475.413	535.833
0.000233849	361.858	500.19	506.274
0.00544052	759.217	885.513	893.834
0.00201435	693.166	757.974	796.056
0.000164445	441.664	589.128	501.934
0.00241784	632.756	751.013	794.721
0.00425013	301.999	306.142	330.412
0.000262589	760.498	867.295	800.187
0.00291341	386.577	559.372	521.034
9.17654e-05	786.965	974.579	992.886
0.00993063	817.463	841.974	848.517
0.000100325	593.244	626.074	700.987
0.00151913	383.116	384.569	452.111
0.00119643	463.092	478.862	509.252
0.0109542	400.835	418.869	403.933
0.000391512	814.847	909.047	877.007
0.000872454	525.884	538.019	587.246
6.77857e-05	529.462	592.048	676.064
0.000103983	386.909	511.167	595.323
2.92443e-06	163.111	935.27	857.167
0.00047269	373.789	439.343	502.626
0.0369459	720.438	733.61	726.885
0.000338355	295.278	613.711	528.091
0.0104322	384.242	384.501	423.835
0.00671504	357.825	369.057	376.257
0.000208826	558.804	626.332	675.198
0.00251596	633.811	696.065	646.18
0.00017844	403.28	854.324	869.962
0.00300204	913.66	928.96	990.76
0.000353726	605.567	787.113	792.392
0.000478598	413.731	510.224	540.281
0.000290405	219.045	570.132	602.612
2.18596e-05	256.749	904.277	951.978
0.000167616	421.683	585.114	535.691
0.000238563	534.689	768.272	825.876
0.000349681	560.275	677.896	700.769
0.00190377	755.859	809.753	798.315
0.000219926	168.337	785.286	686.596
0.000437417	652.109	778.01	781.511
0.000329445	383.607	429.973	433.643
0.0029872	511.186	578.769	525.123
0.000706264	584.088	711.942	636.447
0.000285871	164.812	623.99	644.371
0.000185521	780.005	928.927	990.59
0.00284346	444.155	473.78	462.578
0.000664257	433.33	714.91	631.027
0.000447344	618.098	632.724	676.15
0.000220648	423.32	536.236	590.777
0.00129777	721.92	888.849	913.761
0.0364792	586.793	644.487	663.822
0.00212642	703.472	747.348	718.637
0.000209139	606.399	780.663	755.578
0.000476043	611.459	904.489	947.469
7.39116e-05	437.574	537.232	589.059
0.00041929	332.489	385.023	425.636
0.000369556	382.656	429.461	503.698
0.00145657	768.354	776.96	846.052
0.00032183	476.951	584.303	544.233
0.000127822	328.98	370.344	420.353
0.000178062	663.883	844.677	820.741
0.000327289	712.044	804.868	802.507
0.0205479	738.657	850.918	803.806
0.000620956	855.122	866.361	945.727
0.0019848	432.826	542.818	460.896
7.2346e-06	136.623	514.872	457.946
0.0014856	888.002	891.339	934.785
0.00011322	488.572	598.551	607.535
9.81312e-05	565.045	729.758	766.499
0.000261512	297.768	599	689.76
0.0192718	426.772	429.11	433.799
0.00134777	561.053	833.584	796.128
0.000228592	714.487	753.171	771.305
0.000458798	473.766	578.558	572.981
0.00703602	518.515	528.302	542.211
0.00477203	452.668	459.177	479.588
0.000351527	301.04	381.383	410.304
0.000121163	439.711	705.642	585.882
0.000599818	724.483	724.909	788.046
0.00158172	565.274	573.347	632.669
0.00035089	651.284	705.08	746.873
0.00218958	350.142	953.543	882.487
0.00206179	346.805	744.61	699.44
0.000144908	254.103	461.933	350.582
0.000433563	409.114	873.814	842.828
8.29959e-05	357.882	552.463	473.85
0.000276986	709.081	751.83	795.692
0.000204609	625.617	653.914	703.51
0.000138559	597.68	722.694	715.958
0.000375946	421.421	874.925	781.997
0.000241047	324.388	670.568	501.82
0.000354895	661.708	951.207	893.764
0.000454499	422.261	746.927	781.472
0.00655105	516.775	635.67	599.523
0.000150528	204.14	452.047	522.985
0.000387089	479.444	608.901	647.259
0.000459662	510.898	570.965	552.43
0.000397207	476.451	498.795	572.611
0.00046165	595.372	632.352	673.559
0.00114544	255.455	527.534	479.115
9.99817e-05	361.339	430.767	464.847
0.000423003	858.973	865.781	939.576
0.000162813	306.001	466.73	496.213
0.000487436	226.857	372.787	286.085
0.00271975	695.703	701.922	758.837
8.77708e-05	352.099	492.053	544.257
0.0131526	823.483	823.789	856.521
0.00024282	713.125	752.203	755.157
9.53376e-05	375.856	490.219	528.503
0.00490946	858.693	877.624	879.778
0.00056294	629.741	875.012	803.044
0.00055676	503.497	919.781	862.435
0.000263906	277.702	629.92	561.429
0.00371874	557.35	884.19	837.504
4.56362e-06	246.226	864.588	888.664
0.000222343	402.389	443.886	480.383
0.0151055	918.171	968.554	991.45
0.00263589	481.344	603.991	567.004
0.0133781	244.77	245.133	255.912
0.000117374	621.977	670.923	726.187
0.000173159	626.79	740.591	667.462
0.000621573	669.869	717.357	705.211
6.8377e-05	586.014	903.161	809.418
0.000190271	457.419	557.706	544.475
0.00104106	449.461	547.996	588.474
0.000461726	796.801	808.257	870.525
0.000593044	856.758	859.745	895.893
0.000576817	463.707	631.857	694.838
0.00942737	541.842	852.481	770.017
0.0004965	472.168	534.322	515.037
0.00027405	776.687	893.332	849.066
0.00263353	599.112	634.486	679.843
0.00176814	227.766	491.895	494.454
0.00205061	545.345	576.708	629.75
0.000320544	324.268	516.847	393.326
0.000985947	790.101	867.447	802.287
1.51007e-06	139.693	651.208	673.023
0.00284875	161.637	932.77	918.294
0.000236952	557.669	674.538	633.806
9.25932e-05	223.376	622.165	641.274
0.000289443	770.269	819.012	812.431
0.0028702	458.777	540.824	460.934
0.000128506	705.263	895.724	979.044
0.00302378	847.971	854.219	893.958
0.000515565	739.189	813.964	876.829
0.000390896	330.035	435.182	375.285
0.000786159	399.627	597.93	615.598
0.000311828	419.597	460.77	494.668
0.000180843	576.344	929.511	922.494
0.00120623	485.772	629.376	679.157
0.000147153	788.428	923.978	938.641
0.00339651	779.967	908.115	834.636
0.000120421	490.105	555.909	626.517
8.95432e-05	528.728	708.74	611.547
0.000292974	268.402	567.058	376.623
0.00016911	549.68	669.371	682.636
0.000511466	596.812	656.112	661.265
0.000562203	485.773	643.192	649.667
0.000954531	475.492	490.242	542.956
0.000614449	320.289	321.297	406.573
0.000245877	543.962	605.258	626.935
0.0003549	454.178	648.998	586.625
0.000474985	820.693	848.383	929.789
0.000144328	685.899	803.867	779.153
0.000214042	486.173	645.425	630.585
0.0024156	542.539	650.4	592.811
0.000400893	719.695	924.628	979.359
0.0999954	799.524	925.487	875.394
0.000244376	756.629	870.627	924.64
0.000562	437.754	481.209	519.063
0.000361066	499.558	576.281	622.291
0.000878423	729.983	933.668	833.214
0.00234829	876.397	879.202	915.379
0.00167407	779.575	789.789	791.902
0.000259505	822.912	885.469	888.182
0.00165385	641.549	845.934	826.93
0.00178914	323.435	357.318	409.034
0.000161397	250.666	402.887	423.498
0.00163612	285.317	430.969	415.91
9.52719e-05	559.049	850.571	766.753
0.000296188	530.548	690.736	620.248
0.000183842	258.115	448.656	365.528
0.00100475	530.569	979.417	924.532
0.00540404	814.445	814.459	839.713
0.000255039	485.921	759.507	754.202
0.00536229	710.765	862.625	928.83
0.00017642	331.395	582.638	646.796
0.00013543	658.366	947.342	879.732
0.00010186	350.328	554.944	590.319
0.000311839	673.175	952.105	867.208
8.56248e-05	276.567	784.488	855.564
9.16848e-05	320.197	695.352	720.106
0.00504898	439.226	592.728	537.907
0.000815482	588.474	759.025	815.564
0.000142647	328.191	635.105	552.416
0.000409013	808.45	913.002	824.641
0.000797164	662.681	728.594	688.94
0.000519226	399.066	506.901	508.526
9.77933e-05	300.017	504.473	507.665
0.000320414	585.557	836.951	813.721
0.000312473	596.9	742.896	784.426
0.00169735	442.01	614.59	549.149
0.000607258	731.267	791.153	851.795
0.00991385	513.208	530.271	536.913
0.000153968	764.185	814.252	845.714
0.000267534	178.046	835.104	786.656
0.000106895	316.365	736.335	706.536
0.000668724	662.561	803.909	734.094
0.00717414	683.014	707.406	690.853
0.000268953	332.272	439.046	425.448
0.00024225	286.806	486.74	470.317
0.000554739	697.664	944.675	975.441
0.000805482	714.402	728.314	767.305
0.00062107	538.476	576.155	637.342
0.00135168	353.595	363.835	437.053
0.000446977	776.838	778.994	860.845
0.00569072	716.071	894.494	929.463
0.000423604	644.257	733.611	734.707
0.000549639	664.901	733.518	807.84
0.00533461	829.146	855.996	850.333
0.000948053	487.162	552.577	558.818
0.000101061	715.471	819.203	879.359
0.000290003	553.063	631.869	644.249
0.000269403	669.159	885.527	925.994
0.000805857	756.161	894.236	841.747
0.00027497	656.726	704.572	807.279
0.000120491	305.905	613.421	588.912
0.000545914	579.848	688.049	650.983
0.000260425	563.853	850.998	896.452
0.000198618	567.434	726.51	651.047
0.0912594	620.547	688.123	732.763
0.00291315	711.966	725.661	766.448
0.0149762	621.314	645.716	700.925
0.000135729	502.968	550.454	612.98
0.00909367	336.312	573.433	586.558
0.000531769	688.07	700.842	752.422
0.00381552	566.112	584.089	596.148
0.000122093	423.075	593.526	634.168
0.000281971	215.776	646.906	631.296
0.000695203	568.366	731.14	762.18
0.00602746	581.849	582.128	617.132
0.000583671	664.661	895.7	872.852
0.000938185	514.029	514.675	531.101
0.000130511	644.823	989.008	983.359
0.000802496	491.95	657.862	505.194
0.000275862	587.175	810.306	686.461
0.00123004	747.692	747.715	801.885
0.00299123	637.994	698.395	739.612
0.00121352	806.187	806.238	825.808
0.00097797	783.528	844.512	793.258
0.000104648	528.068	935.309	982.125
0.000402107	407.639	431.3	468.274
0.000181348	710.495	808.585	861.031
0.000398148	783.366	903.169	964.529
0.000164634	550.497	814.217	854.635
1.62351e-06	128.091	660.8	693.942
0.000115967	628.615	789.209	718.229
0.000402641	556.561	658.815	752.15
0.000618267	804.288	815.12	869.962
0.000290024	777.922	839.53	892.847
0.000323114	340.42	426.175	379.371
0.000370559	489.171	589.01	540.124
0.000380775	251.542	375.789	404.633
0.00431196	440.846	685.68	667.014
0.017701	451.921	453.338	476.746
0.0046764	757.081	763.661	805.582
0.000129106	398.247	629.059	636.307
0.000111236	420.521	664.979	574.219
0.00207641	321.247	511.137	533.136
0.000632602	682.254	710.516	763.787
0.000539388	474.08	869.434	874.623
0.000446933	591.49	655.404	749.205
0.000172292	204.829	543.722	499.333
0.00106253	842.012	912.678	975.048
7.14568e-06	136.741	504.766	378.677
0.00112657	600.284	602.67	641.406
0.00101589	244.925	714.509	668.723
0.000100624	502.882	738.989	635.675
0.000481241	840.013	881.371	880.044
0.000985328	701.611	768.872	763.775
0.0021468	515.288	642.168	696.108
0.000227479	450.819	600.815	510.914
0.00057173	642.722	816.12	784.895
0.000284511	870.935	877.543	981.447
6.56352e-05	569.182	836.247	838.988
0.00344145	516.027	517.866	592.168
0.000438327	260.354	352.971	375.26
0.000139253	692.124	997.036	963.945
0.00345419	662.696	676.089	689.077
0.000243418	329.135	411.142	423.928
0.000230036	581.36	652.841	611.208
0.001381	862.263	866.29	938.393
0.000482613	524.958	602.864	619.28
0.000488467	362.402	543.381	467.302
0.000910785	730.566	746.068	761.353
0.000689262	153.161	164.405	225.103
3.94352e-07	202.978	843.326	882.994
0.000141202	813.604	850.628	895.432
6.95883e-05	783.714	995.389	915.782
0.00793972	637.649	637.685	672.465
0.00111421	841.054	959.831	909.747
0.00382407	980.418	982.015	983.843
0.0012898	318.111	610.382	602.91
0.0330057	432.955	606.16	675.723
0.00170987	600.459	680.583	618.93
0.000163619	540.204	636.532	629.764
0.00190874	574.194	679.236	709.74
0.00359584	485.046	497.035	521.935
0.00403485	765.002	896.272	812.656
0.00138708	505.862	598.499	535.6
0.00023465	672.681	754.175	746.471
0.000982777	315.06	445.302	356.19
0.0001373	575.876	915.96	937.173
0.00278354	887.872	953.58	977.111
0.00168451	706.537	711.334	781.945
0.000687782	213.154	302.98	308.346
0.000356465	394.949	530.878	414.609
0.000713125	725.363	741.659	808.043
0.000753526	564.334	587.048	616.038
0.000170071	315.953	536.188	415.204
0.000743003	473.845	486.737	539.749
0.000488246	821.495	880.361	946.732
0.000439536	375.916	431.829	458.813
0.000137421	667.131	767.228	754.868
2.94777e-05	160.645	534.344	476.317
0.000572081	773.078	864.731	786.285
0.00021442	529.532	571.062	604.742
1.67644e-05	211.092	762.298	651.109
0.00528044	537.354	548.936	573.074
0.00513369	522.312	522.677	587.857
0.00454462	363.966	589.304	659.306
0.000218399	560.95	590.811	607.148
0.000229325	788.659	876.063	907.433
0.00131181	592.352	620.977	655.109
0.000101492	305.317	551.743	444.954
0.00258351	541.924	555.5	614.135
0.000551165	227.3	461.699	416.182
0.00155045	805.727	843.314	839.345
0.000675958	880.63	891.395	931.523
0.0003361	400.743	471.388	448.416
0.000983646	534.293	554.699	552.012
0.00160284	660.669	667.272	746.097
0.000465874	417.9	559.271	613.553
0.0132834	205.471	263.895	208.671
0.000309429	585.631	635.579	680.903
0.000254573	694.682	772.387	753.988
0.0010855	566.161	904.459	966.495
0.000757003	831.439	831.708	888.261
0.000106822	580.6	665.023	708.468
0.00394445	595.839	796.484	829.153
7.4903e-05	773.375	938.318	930.821
0.000226204	272.487	364.295	401.221
0.0220855	698.039	705.708	719.854
0.000658439	412.995	465.999	450.567
0.00171414	346.476	644.567	631.059
0.017497	261.117	270.618	262.63
0.00110752	920.325	975.499	939.226
0.000295596	461.463	520.522	487.755
0.00288285	780.731	837.01	822.124
0.000108742	439.539	502.502	562.399
0.00125628	268.298	629.116	656.198
0.000139677	533.719	655.973	571.775
0.0015158	890.815	919.946	999.347
0.00119418	206.023	417.526	502.155
0.0604062	698.862	897.837	915.244
0.00174884	702.363	719.965	792.978
0.00017525	820.991	885.469	953.939
0.000157327	741.511	929.474	976.747
0.000182522	555.384	656.518	639.592
0.000224032	190.428	568.346	366.684
0.0184147	708.556	820.658	854.567
0.00185287	571.008	626.147	610.121
0.00016989	546.562	695.325	720.459
0.000170025	378.349	645.571	680.177
0.00301881	756.695	956.229	907.745
0.000913162	613.105	669.136	718.593
0.000458629	713.521	811.488	844.611
0.000146129	527.835	843.148	862.44
9.16359e-05	476.96	847.797	720.072
0.000439445	521.336	545.97	590.83
1.10749e-05	299.65	903.759	870.594
0.00227759	536.472	892.387	959.043
0.0110033	279.882	280.436	310.788
0.000225459	710.128	777.627	798.269
0.000907294	866.314	919.944	902.668
0.000254035	572.855	647.952	636.868
0.00108131	358.265	505.976	368.648
6.1022e-05	358.928	508.217	580.544
0.0004964	773.496	842.337	818.037
0.000176396	355.407	467.468	584.979
0.000346661	611.954	724.309	667.111
0.00123022	696.928	827.805	898.369
0.000323411	258.574	336.318	365.483
0.0014171	702.301	732.109	771.797
0.00107355	639.677	680.936	708.908
0.000650867	792.422	905.655	960.469
0.000198134	540.346	771.433	744.685
0.000244891	268.014	464.298	483.085
0.000132413	348.506	431.835	481.536
0.00106416	556.857	556.978	626.614
0.000177775	364.154	391.156	452.39
0.000176713	588.828	622.173	695.221
0.000174425	287.546	553.947	474.402
0.000626195	320.94	365.231	371.656
0.00083709	388.023	425.471	490.242
0.000884218	689.113	745.168	737.254
0.000123372	600.417	921.475	948.959
0.000282196	756.589	816.317	869.402
0.000126657	321.335	574.248	635.854
2.21811e-05	188.326	646.578	580.42
0.000926808	552.333	556.067	581.236
0.000128137	285.581	450.73	503.222
0.000679293	483.211	516.408	519.058
0.000836558	831.169	893.024	930.55
0.00046511	661.39	766.497	719.625
0.000311501	511.342	531.398	627.661
0.0001404	514.909	865.842	830.056
0.000233637	216.56	592.667	592.044
0.000722154	501.503	672.619	609.067
0.00044268	524.453	612.089	536.066
0.0162054	775.768	875.298	814.563
2.1112e-05	195.278	491.676	461.766
7.52957e-06	219.719	659.002	702.998
0.000166813	410.043	480.974	464.618
0.000917486	621.667	636.875	714.085
0.0108548	276.279	962.124	950.875
0.0014474	661.057	689.5	678.036
0.000653295	399.504	457.102	517.793
0.000541863	371.889	430.948	431.821
0.000708828	205.345	405.499	334.333
0.000309357	487.175	828.769	783.572
0.00539967	819.444	819.48	885.266
0.000235971	360.308	474.919	528.624
0.00791717	334.582	360.964	338.311
0.000546394	198.199	223.237	276.245
0.000805806	795.198	958.119	861.321
0.00024821	468.876	642.194	557.422
0.00121957	733.464	889.567	839.077
0.00113874	667.789	735.93	790.225
0.00210942	216.339	231.004	271.703
0.000325749	406.664	661.278	589.097
0.0014651	672.949	880.269	802.002
0.000495477	702.766	946.258	959.061
0.00110733	177.13	881.257	781.502
0.000106539	502.035	552.504	618.622
0.00153009	814.399	869.65	841.367
0.000100665	346.55	437.969	575.604
0.000276729	614.451	780.948	766.885
0.00119983	718.634	856.624	944.028
0.000124854	439.388	880.78	809.062
0.000712739	809.428	823.767	870.342
0.00237491	275.217	278.754	343.426
0.00015457	462.804	575.42	672.545
0.000474776	261.782	300.976	367.424
0.000532664	260.722	486.737	488.208
0.000275514	660.257	979.329	886.484
0.000660604	498.562	509.304	574.222
0.00755136	604.278	708.944	650.732
0.000222496	727.204	892.722	894.486
1.06498e-06	142.703	630.845	696.971
0.000493133	576.26	606.788	668.654
0.00062962	165.521	293.334	345.117
0.00122453	278.119	361.041	401.977
0.00019576	624.491	978.103	860.064
0.000191538	575.077	926.985	828.223
0.000237069	346.541	773.059	767.633
8.74983e-05	243.927	482.686	501.719
0.000115196	188.891	409.069	477.558
0.000594635	299.233	627.4	563.28
0.000635673	609.477	892.346	804.399
0.00221304	744.698	878.152	897.58
0.000396395	878.563	949.267	991.696
0.000132042	525.401	817.325	786.985
0.00118828	665.329	810.632	672.558
0.000541822	534.498	689.682	661.725
0.00305217	439.65	600.604	595.828
0.000456972	497.325	664.904	699.344
0.000266191	746.061	794.773	840.377
0.000211863	640.805	686.569	727.272
0.00149708	151.117	209.85	181.214
0.00162653	383.008	430.403	470.489
0.00148689	374.742	451.388	429.585
0.000512349	611.057	766.33	692.438
7.15087e-05	595.97	935.525	952.094
0.00224654	187.064	494.649	486.304
0.000145027	572.633	761.317	737.075
0.000505121	727.472	733.948	813.808
0.00118046	863.224	886.997	949.913
