Omega	mMChi	mMPsi	lam12	lam13	lam123
0.120122	100	120	0.00472412	1.01963	1.22654
0.120089	100	120	0.00472412	0.917663	1.22849
0.120066	100	120	0.00472412	0.825897	1.22996
0.120049	100	120	0.00472412	0.743307	1.23107
0.120037	100	120	0.00472412	0.668976	1.23193
0.120028	100	120	0.00472412	0.602079	1.23258
0.120021	100	120	0.00472412	0.541871	1.23309
0.120016	100	120	0.00472412	0.487684	1.23349
0.120013	100	120	0.00472412	0.438915	1.23383
0.120009	100	120	0.00472412	0.395024	1.23407
0.120006	100	120	0.00472412	0.355521	1.23427
0.120004	100	120	0.00472412	0.319969	1.2344
0.120002	100	120	0.00472412	0.287972	1.2345
0.120001	100	120	0.00472412	0.259175	1.23458
0.12	100	120	0.00472412	0.233258	1.23463
0.12	100	120	0.00472412	0.209932	1.23467
0.119999	100	120	0.00472412	0.188939	1.23471
0.119117	100	120	0.0042517	4.01624	0.685027
0.120967	100	120	0.0042517	3.61462	0.870028
0.120582	100	120	0.0042517	3.25316	0.993642
0.120837	100	120	0.0042517	2.92784	1.06743
0.120385	100	120	0.0042517	2.63506	1.12069
0.120547	100	120	0.0042517	2.37155	1.15302
0.120347	100	120	0.0042517	2.1344	1.17736
0.120918	100	120	0.0042517	1.92096	1.1893
0.120805	100	120	0.0042517	1.72886	1.20127
0.120474	100	120	0.0042517	1.55597	1.21066
0.120336	100	120	0.0042517	1.40038	1.21754
0.120245	100	120	0.0042517	1.26034	1.22269
0.120172	100	120	0.0042517	1.13431	1.22639
0.120121	100	120	0.0042517	1.02088	1.22904
0.120088	100	120	0.0042517	0.918788	1.23099
0.120065	100	120	0.0042517	0.826909	1.23245
0.120048	100	120	0.0042517	0.744218	1.23356
0.120037	100	120	0.0042517	0.669796	1.23442
0.120027	100	120	0.0042517	0.602817	1.23508
0.12002	100	120	0.0042517	0.542535	1.23558
0.120016	100	120	0.0042517	0.488281	1.23599
0.120012	100	120	0.0042517	0.439453	1.23632
0.120009	100	120	0.0042517	0.395508	1.23657
0.120006	100	120	0.0042517	0.355957	1.23676
0.120004	100	120	0.0042517	0.320361	1.2369
0.120002	100	120	0.0042517	0.288325	1.237
0.120001	100	120	0.0042517	0.259493	1.23707
0.12	100	120	0.0042517	0.233543	1.23713
0.119999	100	120	0.0042517	0.210189	1.23717
0.119999	100	120	0.0042517	0.18917	1.2372
0.119123	100	120	0.00382653	4.02021	0.686121
0.120959	100	120	0.00382653	3.61819	0.871604
0.120575	100	120	0.00382653	3.25637	0.995366
0.120829	100	120	0.00382653	2.93074	1.06927
0.12038	100	120	0.00382653	2.63766	1.12258
0.120542	100	120	0.00382653	2.3739	1.15496
0.120343	100	120	0.00382653	2.13651	1.17933
0.120733	100	120	0.00382653	1.92286	1.19253
0.120753	100	120	0.00382653	1.73057	1.20361
0.120458	100	120	0.00382653	1.55751	1.21276
0.12033	100	120	0.00382653	1.40176	1.21958
0.120241	100	120	0.00382653	1.26159	1.22472
0.12017	100	120	0.00382653	1.13543	1.22841
0.120119	100	120	0.00382653	1.02188	1.23106
0.120087	100	120	0.00382653	0.919696	1.23301
0.120064	100	120	0.00382653	0.827726	1.23447
0.120048	100	120	0.00382653	0.744954	1.23558
0.120036	100	120	0.00382653	0.670458	1.23644
0.120027	100	120	0.00382653	0.603412	1.2371
0.12002	100	120	0.00382653	0.543071	1.2376
0.120016	100	120	0.00382653	0.488764	1.23801
0.120012	100	120	0.00382653	0.439888	1.23834
0.120009	100	120	0.00382653	0.395899	1.23859
0.120006	100	120	0.00382653	0.356309	1.23878
0.120004	100	120	0.00382653	0.320678	1.23892
0.120002	100	120	0.00382653	0.28861	1.23902
0.120001	100	120	0.00382653	0.259749	1.23909
0.12	100	120	0.00382653	0.233774	1.23915
0.119999	100	120	0.00382653	0.210397	1.23919
0.119999	100	120	0.00382653	0.189357	1.23922
0.119128	100	120	0.00344388	4.02352	0.686953
0.120952	100	120	0.00344388	3.62117	0.872841
0.12057	100	120	0.00344388	3.25905	0.996739
0.120823	100	120	0.00344388	2.93315	1.07075
0.120376	100	120	0.00344388	2.63983	1.1241
0.120538	100	120	0.00344388	2.37585	1.15653
0.12034	100	120	0.00344388	2.13826	1.18092
0.12073	100	120	0.00344388	1.92444	1.19414
0.12075	100	120	0.00344388	1.73199	1.20524
0.120454	100	120	0.00344388	1.55879	1.21439
0.120327	100	120	0.00344388	1.40291	1.22122
0.12024	100	120	0.00344388	1.26262	1.22635
0.120169	100	120	0.00344388	1.13636	1.23005
0.120118	100	120	0.00344388	1.02272	1.23269
0.120086	100	120	0.00344388	0.920452	1.23464
0.120063	100	120	0.00344388	0.828407	1.23611
0.120047	100	120	0.00344388	0.745566	1.23722
0.120036	100	120	0.00344388	0.67101	1.23808
0.120027	100	120	0.00344388	0.603909	1.23873
0.12002	100	120	0.00344388	0.543518	1.23924
0.120016	100	120	0.00344388	0.489166	1.23964
0.120012	100	120	0.00344388	0.440249	1.23998
0.120009	100	120	0.00344388	0.396224	1.24022
0.120006	100	120	0.00344388	0.356602	1.24042
0.120003	100	120	0.00344388	0.320942	1.24055
0.120002	100	120	0.00344388	0.288848	1.24065
0.120001	100	120	0.00344388	0.259963	1.24072
0.12	100	120	0.00344388	0.233967	1.24078
0.119999	100	120	0.00344388	0.21057	1.24082
0.119999	100	120	0.00344388	0.189513	1.24085
0.119133	100	120	0.00309949	4.02609	0.687751
0.120947	100	120	0.00309949	3.62348	0.873926
0.120565	100	120	0.00309949	3.26114	0.997875
0.120817	100	120	0.00309949	2.93502	1.07196
0.120373	100	120	0.00309949	2.64152	1.12534
0.120534	100	120	0.00309949	2.37737	1.15781
0.120332	100	120	0.00309949	2.13963	1.18224
0.120725	100	120	0.00309949	1.92567	1.19546
0.120747	100	120	0.00309949	1.7331	1.20656
0.120574	100	120	0.00309949	1.55979	1.21571
0.120325	100	120	0.00309949	1.40381	1.22254
0.120205	100	120	0.00309949	1.26343	1.2279
0.12016	100	120	0.00309949	1.13709	1.23142
0.120116	100	120	0.00309949	1.02338	1.23403
0.120085	100	120	0.00309949	0.921041	1.23597
0.120063	100	120	0.00309949	0.828937	1.23743
0.120047	100	120	0.00309949	0.746043	1.23854
0.120036	100	120	0.00309949	0.671439	1.2394
0.120026	100	120	0.00309949	0.604295	1.24005
0.12002	100	120	0.00309949	0.543866	1.24056
0.120016	100	120	0.00309949	0.489479	1.24097
0.120012	100	120	0.00309949	0.440531	1.2413
0.120008	100	120	0.00309949	0.396478	1.24155
0.120006	100	120	0.00309949	0.35683	1.24174
0.120003	100	120	0.00309949	0.321147	1.24187
0.120002	100	120	0.00309949	0.289032	1.24197
0.120001	100	120	0.00309949	0.260129	1.24205
0.12	100	120	0.00309949	0.234116	1.2421
0.119999	100	120	0.00309949	0.210705	1.24215
0.119999	100	120	0.00309949	0.189634	1.24218
0.119136	100	120	0.00278954	4.0282	0.688332
0.120942	100	120	0.00278954	3.62538	0.874777
0.120561	100	120	0.00278954	3.26284	0.998828
0.120813	100	120	0.00278954	2.93656	1.07298
0.12037	100	120	0.00278954	2.6429	1.12638
0.120531	100	120	0.00278954	2.37861	1.15887
0.120331	100	120	0.00278954	2.14075	1.18331
0.120722	100	120	0.00278954	1.92668	1.19653
0.120744	100	120	0.00278954	1.73401	1.20762
0.120572	100	120	0.00278954	1.56061	1.21678
0.120323	100	120	0.00278954	1.40455	1.22361
0.120204	100	120	0.00278954	1.26409	1.22897
0.120159	100	120	0.00278954	1.13768	1.2325
0.120115	100	120	0.00278954	1.02392	1.2351
0.120084	100	120	0.00278954	0.921524	1.23704
0.120063	100	120	0.00278954	0.829371	1.2385
0.120047	100	120	0.00278954	0.746434	1.23961
0.120035	100	120	0.00278954	0.671791	1.24047
0.120026	100	120	0.00278954	0.604612	1.24112
0.12002	100	120	0.00278954	0.54415	1.24163
0.120015	100	120	0.00278954	0.489735	1.24204
0.120012	100	120	0.00278954	0.440762	1.24237
0.120008	100	120	0.00278954	0.396686	1.24262
0.120006	100	120	0.00278954	0.357017	1.24281
0.120003	100	120	0.00278954	0.321315	1.24294
0.120002	100	120	0.00278954	0.289184	1.24304
0.120001	100	120	0.00278954	0.260265	1.24312
0.12	100	120	0.00278954	0.234239	1.24317
0.119999	100	120	0.00278954	0.210815	1.24322
0.119999	100	120	0.00278954	0.189734	1.24325
0.119139	100	120	0.00251059	4.02991	0.688807
0.120938	100	120	0.00251059	3.62692	0.87546
0.120558	100	120	0.00251059	3.26422	0.999572
0.120809	100	120	0.00251059	2.9378	1.07377
0.120368	100	120	0.00251059	2.64402	1.12719
0.120529	100	120	0.00251059	2.37962	1.15971
0.120328	100	120	0.00251059	2.14166	1.18417
0.12072	100	120	0.00251059	1.92749	1.19742
0.120743	100	120	0.00251059	1.73474	1.20852
0.12057	100	120	0.00251059	1.56127	1.21769
0.120322	100	120	0.00251059	1.40514	1.22452
0.120235	100	120	0.00251059	1.26463	1.22965
0.120166	100	120	0.00251059	1.13816	1.23335
0.120116	100	120	0.00251059	1.02435	1.23599
0.120084	100	120	0.00251059	0.921913	1.23794
0.120062	100	120	0.00251059	0.829722	1.2394
0.120046	100	120	0.00251059	0.74675	1.24051
0.120035	100	120	0.00251059	0.672075	1.24137
0.120026	100	120	0.00251059	0.604867	1.24203
0.12002	100	120	0.00251059	0.544381	1.24253
0.120015	100	120	0.00251059	0.489942	1.24294
0.120012	100	120	0.00251059	0.440948	1.24327
0.120008	100	120	0.00251059	0.396853	1.24352
0.120006	100	120	0.00251059	0.357168	1.24371
0.120003	100	120	0.00251059	0.321451	1.24384
0.120002	100	120	0.00251059	0.289306	1.24394
0.120001	100	120	0.00251059	0.260376	1.24402
0.12	100	120	0.00251059	0.234338	1.24407
0.119999	100	120	0.00251059	0.210904	1.24412
0.119999	100	120	0.00251059	0.189814	1.24415
0.119141	100	120	0.00225953	4.03128	0.689192
0.120935	100	120	0.00225953	3.62815	0.875999
0.120556	100	120	0.00225953	3.26534	1.00017
0.120806	100	120	0.00225953	2.93881	1.07442
0.120366	100	120	0.00225953	2.64492	1.12785
0.120527	100	120	0.00225953	2.38043	1.16039
0.120327	100	120	0.00225953	2.14239	1.18485
0.120719	100	120	0.00225953	1.92815	1.19812
0.120741	100	120	0.00225953	1.73534	1.20923
0.120569	100	120	0.00225953	1.5618	1.21839
0.120321	100	120	0.00225953	1.40562	1.22522
0.120245	100	120	0.00225953	1.26506	1.23058
0.120157	100	120	0.00225953	1.13855	1.2341
0.120114	100	120	0.00225953	1.0247	1.2367
0.120084	100	120	0.00225953	0.922228	1.23864
0.120062	100	120	0.00225953	0.830005	1.2401
0.120046	100	120	0.00225953	0.747005	1.24121
0.120035	100	120	0.00225953	0.672304	1.24207
0.120026	100	120	0.00225953	0.605074	1.24272
0.120019	100	120	0.00225953	0.544567	1.24323
0.120015	100	120	0.00225953	0.49011	1.24364
0.120012	100	120	0.00225953	0.441099	1.24397
0.120008	100	120	0.00225953	0.396989	1.24421
0.120006	100	120	0.00225953	0.35729	1.24441
0.120003	100	120	0.00225953	0.321561	1.24454
0.120002	100	120	0.00225953	0.289405	1.24464
0.120001	100	120	0.00225953	0.260465	1.24471
0.12	100	120	0.00225953	0.234418	1.24477
0.119999	100	120	0.00225953	0.210976	1.24481
0.119999	100	120	0.00225953	0.189879	1.24484
0.119143	100	120	0.00203358	4.03237	0.689503
0.120932	100	120	0.00203358	3.62913	0.876455
0.120554	100	120	0.00203358	3.26622	1.00067
0.120804	100	120	0.00203358	2.9396	1.07494
0.120364	100	120	0.00203358	2.64564	1.12839
0.120525	100	120	0.00203358	2.38107	1.16094
0.120326	100	120	0.00203358	2.14297	1.18541
0.120717	100	120	0.00203358	1.92867	1.19868
0.120741	100	120	0.00203358	1.7358	1.2098
0.12057	100	120	0.00203358	1.56222	1.21896
0.120321	100	120	0.00203358	1.406	1.22579
0.120235	100	120	0.00203358	1.2654	1.23094
0.120165	100	120	0.00203358	1.13886	1.23463
0.120116	100	120	0.00203358	1.02497	1.23727
0.120084	100	120	0.00203358	0.922477	1.23922
0.120062	100	120	0.00203358	0.830229	1.24069
0.120046	100	120	0.00203358	0.747206	1.2418
0.120035	100	120	0.00203358	0.672486	1.24266
0.120026	100	120	0.00203358	0.605237	1.24331
0.120019	100	120	0.00203358	0.544714	1.24382
0.120015	100	120	0.00203358	0.490242	1.24422
0.120012	100	120	0.00203358	0.441218	1.24455
0.120008	100	120	0.00203358	0.397096	1.2448
0.120006	100	120	0.00203358	0.357387	1.24499
0.120003	100	120	0.00203358	0.321648	1.24513
0.120002	100	120	0.00203358	0.289483	1.24523
0.120001	100	120	0.00203358	0.260535	1.2453
0.12	100	120	0.00203358	0.234481	1.24536
0.119999	100	120	0.00203358	0.211033	1.2454
0.119999	100	120	0.00203358	0.18993	1.24543
0.119144	100	120	0.00183022	4.03328	0.689752
0.120931	100	120	0.00183022	3.62995	0.876813
0.120552	100	120	0.00183022	3.26695	1.00106
0.120802	100	120	0.00183022	2.94026	1.07536
0.120363	100	120	0.00183022	2.64623	1.12882
0.120524	100	120	0.00183022	2.38161	1.16138
0.120325	100	120	0.00183022	2.14345	1.18586
0.120716	100	120	0.00183022	1.9291	1.19914
0.120738	100	120	0.00183022	1.73619	1.21026
0.120567	100	120	0.00183022	1.56257	1.21943
0.120319	100	120	0.00183022	1.40632	1.22626
0.120233	100	120	0.00183022	1.26568	1.23139
0.120164	100	120	0.00183022	1.13912	1.23509
0.120115	100	120	0.00183022	1.0252	1.23773
0.120084	100	120	0.00183022	0.922684	1.23968
0.120062	100	120	0.00183022	0.830416	1.24114
0.120046	100	120	0.00183022	0.747374	1.24225
0.120035	100	120	0.00183022	0.672637	1.24311
0.120026	100	120	0.00183022	0.605373	1.24376
0.120019	100	120	0.00183022	0.544836	1.24427
0.120015	100	120	0.00183022	0.490352	1.24468
0.120012	100	120	0.00183022	0.441317	1.24501
0.120008	100	120	0.00183022	0.397185	1.24525
0.120006	100	120	0.00183022	0.357467	1.24545
0.120003	100	120	0.00183022	0.32172	1.24558
0.120002	100	120	0.00183022	0.289548	1.24568
0.120001	100	120	0.00183022	0.260593	1.24575
0.12	100	120	0.00183022	0.234534	1.24581
0.119999	100	120	0.00183022	0.211081	1.24585
0.119999	100	120	0.00183022	0.189973	1.24588
0.119146	100	120	0.0016472	4.03399	0.689955
0.120929	100	120	0.0016472	3.63059	0.877102
0.120551	100	120	0.0016472	3.26753	1.00137
0.120801	100	120	0.0016472	2.94078	1.0757
0.120363	100	120	0.0016472	2.6467	1.12917
0.120523	100	120	0.0016472	2.38203	1.16174
0.120324	100	120	0.0016472	2.14383	1.18623
0.120715	100	120	0.0016472	1.92944	1.19951
0.120739	100	120	0.0016472	1.7365	1.21063
0.120567	100	120	0.0016472	1.56285	1.2198
0.120319	100	120	0.0016472	1.40656	1.22663
0.120233	100	120	0.0016472	1.26591	1.23176
0.120164	100	120	0.0016472	1.13932	1.23545
0.120115	100	120	0.0016472	1.02538	1.23809
0.120083	100	120	0.0016472	0.922846	1.24004
0.120062	100	120	0.0016472	0.830562	1.2415
0.120046	100	120	0.0016472	0.747506	1.24261
0.120035	100	120	0.0016472	0.672755	1.24347
0.120026	100	120	0.0016472	0.60548	1.24413
0.120019	100	120	0.0016472	0.544932	1.24463
0.120015	100	120	0.0016472	0.490438	1.24504
0.120012	100	120	0.0016472	0.441395	1.24537
0.120008	100	120	0.0016472	0.397255	1.24562
0.120006	100	120	0.0016472	0.35753	1.24581
0.120003	100	120	0.0016472	0.321777	1.24594
0.120002	100	120	0.0016472	0.289599	1.24604
0.120001	100	120	0.0016472	0.260639	1.24612
0.12	100	120	0.0016472	0.234575	1.24617
0.119999	100	120	0.0016472	0.211118	1.24622
0.119999	100	120	0.0016472	0.190006	1.24625
0.119147	100	120	0.00148248	4.03456	0.690117
0.120928	100	120	0.00148248	3.63111	0.877334
0.12055	100	120	0.00148248	3.268	1.00163
0.1208	100	120	0.00148248	2.9412	1.07597
0.120362	100	120	0.00148248	2.64708	1.12945
0.120522	100	120	0.00148248	2.38237	1.16203
0.120323	100	120	0.00148248	2.14413	1.18652
0.120715	100	120	0.00148248	1.92972	1.19981
0.120738	100	120	0.00148248	1.73675	1.21092
0.120566	100	120	0.00148248	1.56307	1.2201
0.120318	100	120	0.00148248	1.40677	1.22693
0.120243	100	120	0.00148248	1.26609	1.23229
0.120156	100	120	0.00148248	1.13948	1.23582
0.120113	100	120	0.00148248	1.02553	1.23842
0.120083	100	120	0.00148248	0.922979	1.24036
0.120061	100	120	0.00148248	0.830681	1.24182
0.120046	100	120	0.00148248	0.747613	1.24293
0.120035	100	120	0.00148248	0.672852	1.24379
0.120026	100	120	0.00148248	0.605566	1.24444
0.120019	100	120	0.00148248	0.54501	1.24495
0.120015	100	120	0.00148248	0.490509	1.24536
0.120012	100	120	0.00148248	0.441458	1.24569
0.120008	100	120	0.00148248	0.397312	1.24594
0.120006	100	120	0.00148248	0.357581	1.24613
0.120003	100	120	0.00148248	0.321823	1.24626
0.120002	100	120	0.00148248	0.289641	1.24636
0.120001	100	120	0.00148248	0.260676	1.24643
0.12	100	120	0.00148248	0.234609	1.24649
0.119999	100	120	0.00148248	0.211148	1.24653
0.119999	100	120	0.00148248	0.190033	1.24656
