sqrts	xsec	
237.828	1.31669e-07	
237.926	1.31374e-07	
238.024	1.3108e-07	
238.122	1.30788e-07	
238.22	1.30497e-07	
238.318	1.30206e-07	
238.416	1.29917e-07	
238.514	1.2963e-07	
238.612	1.29343e-07	
238.71	1.29057e-07	
238.808	1.28773e-07	
238.906	1.2849e-07	
239.004	1.28208e-07	
239.102	1.27926e-07	
239.2	1.27647e-07	
239.298	1.27368e-07	
239.396	1.2709e-07	
239.494	1.26813e-07	
239.592	1.26538e-07	
239.69	1.26263e-07	
239.788	1.2599e-07	
239.886	1.25717e-07	
239.984	1.25446e-07	
240.082	1.25176e-07	
240.18	1.24906e-07	
240.278	1.24638e-07	
240.376	1.24371e-07	
240.474	1.24105e-07	
240.572	1.2384e-07	
240.67	1.23575e-07	
240.768	1.23312e-07	
240.866	1.2305e-07	
240.964	1.22789e-07	
241.062	1.22529e-07	
241.16	1.2227e-07	
241.258	1.22011e-07	
241.356	1.21754e-07	
241.454	1.21498e-07	
241.552	1.21242e-07	
241.65	1.20988e-07	
241.748	1.20735e-07	
241.846	1.20482e-07	
241.944	1.20231e-07	
242.042	1.1998e-07	
242.14	1.1973e-07	
242.238	1.19481e-07	
242.336	1.19234e-07	
242.434	1.18987e-07	
242.532	1.18741e-07	
242.63	1.18496e-07	
242.728	1.18251e-07	
242.826	1.18008e-07	
242.924	1.17765e-07	
243.022	1.17524e-07	
243.12	1.17283e-07	
243.218	1.17043e-07	
243.316	1.16804e-07	
243.414	1.16566e-07	
243.512	1.16329e-07	
243.61	1.16093e-07	
243.708	1.15857e-07	
243.806	1.15622e-07	
243.904	1.15388e-07	
244.002	1.15155e-07	
244.1	1.14923e-07	
244.198	1.14692e-07	
244.296	1.14461e-07	
244.394	1.14231e-07	
244.492	1.14002e-07	
244.59	1.13774e-07	
244.688	1.13547e-07	
244.786	1.13321e-07	
244.884	1.13095e-07	
244.982	1.1287e-07	
245.08	1.12646e-07	
245.178	1.12422e-07	
245.276	1.122e-07	
245.374	1.11978e-07	
245.472	1.11757e-07	
245.57	1.11536e-07	
245.668	1.11317e-07	
245.766	1.11098e-07	
245.864	1.1088e-07	
245.962	1.10663e-07	
246.06	1.10446e-07	
246.158	1.10231e-07	
246.256	1.10016e-07	
246.354	1.09801e-07	
246.452	1.09588e-07	
246.55	1.09375e-07	
246.648	1.09163e-07	
246.746	1.08951e-07	
246.844	1.0874e-07	
246.942	1.0853e-07	
247.04	1.08321e-07	
247.138	1.08113e-07	
247.236	1.07905e-07	
247.334	1.07698e-07	
247.432	1.07491e-07	
247.53	1.07285e-07	
247.628	1.0708e-07	
247.726	1.06876e-07	
247.824	1.06672e-07	
247.922	1.06469e-07	
248.02	1.06267e-07	
248.118	1.06065e-07	
248.216	1.05864e-07	
248.314	1.05663e-07	
248.412	1.05464e-07	
248.51	1.05265e-07	
248.608	1.05066e-07	
248.706	1.04868e-07	
248.804	1.04671e-07	
248.902	1.04475e-07	
249	1.04279e-07	
249.098	1.04084e-07	
249.196	1.03889e-07	
249.294	1.03695e-07	
249.392	1.03502e-07	
249.49	1.03309e-07	
249.588	1.03117e-07	
249.686	1.02926e-07	
249.784	1.02735e-07	
249.882	1.02545e-07	
249.98	1.02355e-07	
250.078	1.02166e-07	
250.176	1.01978e-07	
250.274	1.0179e-07	
250.372	1.01603e-07	
250.47	1.01416e-07	
250.568	1.0123e-07	
250.666	1.01045e-07	
250.764	1.0086e-07	
250.862	1.00676e-07	
250.96	1.00492e-07	
251.058	1.00309e-07	
251.156	1.00126e-07	
251.254	9.99444e-08	
251.352	9.9763e-08	
251.45	9.95822e-08	
251.548	9.9402e-08	
251.646	9.92223e-08	
251.744	9.90432e-08	
251.842	9.88647e-08	
251.94	9.86867e-08	
252.038	9.85092e-08	
252.136	9.83323e-08	
252.234	9.8156e-08	
252.332	9.79802e-08	
252.43	9.78049e-08	
252.528	9.76302e-08	
252.626	9.7456e-08	
252.724	9.72824e-08	
252.822	9.71093e-08	
252.92	9.69367e-08	
253.018	9.67647e-08	
253.116	9.65931e-08	
253.214	9.64221e-08	
253.312	9.62516e-08	
253.41	9.60817e-08	
253.508	9.59122e-08	
253.606	9.57433e-08	
253.704	9.55748e-08	
253.802	9.54069e-08	
253.9	9.52395e-08	
253.998	9.50726e-08	
254.096	9.49062e-08	
254.194	9.47403e-08	
254.292	9.45749e-08	
254.39	9.441e-08	
254.488	9.42456e-08	
254.586	9.40816e-08	
254.684	9.39182e-08	
254.782	9.37552e-08	
254.88	9.35928e-08	
254.978	9.34308e-08	
255.076	9.32693e-08	
255.174	9.31082e-08	
255.272	9.29477e-08	
255.37	9.27876e-08	
255.468	9.2628e-08	
255.566	9.24689e-08	
255.664	9.23102e-08	
255.762	9.2152e-08	
255.86	9.19942e-08	
255.958	9.1837e-08	
256.056	9.16801e-08	
256.154	9.15238e-08	
256.252	9.13679e-08	
256.35	9.12124e-08	
256.448	9.10574e-08	
256.546	9.09029e-08	
256.644	9.07488e-08	
256.742	9.05951e-08	
256.84	9.04419e-08	
256.938	9.02891e-08	
257.036	9.01368e-08	
257.134	8.99849e-08	
257.232	8.98334e-08	
257.33	8.96824e-08	
257.428	8.95318e-08	
257.526	8.93817e-08	
257.624	8.92319e-08	
257.722	8.90826e-08	
257.82	8.89338e-08	
257.918	8.87853e-08	
258.016	8.86373e-08	
258.114	8.84897e-08	
258.212	8.83425e-08	
258.31	8.81957e-08	
258.408	8.80493e-08	
258.506	8.79034e-08	
258.604	8.77579e-08	
258.702	8.76127e-08	
258.8	8.7468e-08	
258.898	8.73237e-08	
258.996	8.71798e-08	
259.094	8.70363e-08	
259.192	8.68932e-08	
259.29	8.67505e-08	
259.388	8.66082e-08	
259.486	8.64663e-08	
259.584	8.63248e-08	
259.682	8.61836e-08	
259.78	8.60429e-08	
259.878	8.59026e-08	
259.976	8.57626e-08	
260.074	8.5623e-08	
260.172	8.54839e-08	
260.27	8.53451e-08	
260.368	8.52067e-08	
260.466	8.50686e-08	
260.564	8.4931e-08	
260.662	8.47937e-08	
260.76	8.46568e-08	
260.858	8.45203e-08	
260.956	8.43841e-08	
261.054	8.42483e-08	
261.152	8.41129e-08	
261.25	8.39779e-08	
261.348	8.38432e-08	
261.446	8.37089e-08	
261.544	8.3575e-08	
261.642	8.34414e-08	
261.74	8.33082e-08	
261.838	8.31753e-08	
261.936	8.30428e-08	
262.034	8.29106e-08	
262.132	8.27789e-08	
262.23	8.26474e-08	
262.328	8.25163e-08	
262.426	8.23856e-08	
262.524	8.22552e-08	
262.622	8.21252e-08	
262.72	8.19955e-08	
262.818	8.18661e-08	
262.916	8.17372e-08	
263.014	8.16085e-08	
263.112	8.14802e-08	
263.21	8.13522e-08	
263.308	8.12246e-08	
263.406	8.10973e-08	
263.504	8.09703e-08	
263.602	8.08437e-08	
263.7	8.07174e-08	
263.798	8.05915e-08	
263.896	8.04658e-08	
263.994	8.03405e-08	
264.092	8.02156e-08	
264.19	8.00909e-08	
264.288	7.99666e-08	
264.386	7.98426e-08	
264.484	7.9719e-08	
264.582	7.95956e-08	
264.68	7.94726e-08	
264.778	7.93499e-08	
264.876	7.92275e-08	
264.974	7.91055e-08	
265.072	7.89837e-08	
265.17	7.88623e-08	
265.268	7.87412e-08	
265.366	7.86204e-08	
265.464	7.84999e-08	
265.562	7.83797e-08	
265.66	7.82598e-08	
265.758	7.81403e-08	
265.856	7.8021e-08	
265.954	7.79021e-08	
266.052	7.77834e-08	
266.15	7.76651e-08	
266.248	7.7547e-08	
266.346	7.74293e-08	
266.444	7.73119e-08	
266.542	7.71947e-08	
266.64	7.70779e-08	
266.738	7.69613e-08	
266.836	7.68451e-08	
266.934	7.67291e-08	
267.032	7.66135e-08	
267.13	7.64981e-08	
267.228	7.6383e-08	
267.326	7.62683e-08	
267.424	7.61538e-08	
267.522	7.60396e-08	
267.62	7.59256e-08	
267.718	7.5812e-08	
267.816	7.56986e-08	
267.914	7.55856e-08	
268.012	7.54728e-08	
268.11	7.53603e-08	
268.208	7.52481e-08	
268.306	7.51361e-08	
268.404	7.50245e-08	
268.502	7.49131e-08	
268.6	7.4802e-08	
268.698	7.46912e-08	
268.796	7.45806e-08	
268.894	7.44703e-08	
268.992	7.43603e-08	
269.09	7.42506e-08	
269.188	7.41411e-08	
269.286	7.40319e-08	
269.384	7.3923e-08	
269.482	7.38144e-08	
269.58	7.3706e-08	
269.678	7.35978e-08	
269.776	7.349e-08	
269.874	7.33824e-08	
269.972	7.32751e-08	
270.07	7.3168e-08	
270.168	7.30612e-08	
270.266	7.29546e-08	
270.364	7.28484e-08	
270.462	7.27423e-08	
270.56	7.26366e-08	
270.658	7.2531e-08	
270.756	7.24258e-08	
270.854	7.23208e-08	
270.952	7.2216e-08	
271.05	7.21115e-08	
271.148	7.20073e-08	
271.246	7.19033e-08	
271.344	7.17996e-08	
271.442	7.16961e-08	
271.54	7.15928e-08	
271.638	7.14899e-08	
271.736	7.13871e-08	
271.834	7.12846e-08	
271.932	7.11824e-08	
272.03	7.10803e-08	
272.128	7.09786e-08	
272.226	7.08771e-08	
272.324	7.07758e-08	
272.422	7.06747e-08	
272.52	7.05739e-08	
272.618	7.04734e-08	
272.716	7.03731e-08	
272.814	7.0273e-08	
272.912	7.01731e-08	
273.01	7.00735e-08	
273.108	6.99742e-08	
273.206	6.9875e-08	
273.304	6.97761e-08	
273.402	6.96774e-08	
273.5	6.9579e-08	
273.598	6.94808e-08	
273.696	6.93828e-08	
273.794	6.92851e-08	
273.892	6.91876e-08	
273.99	6.90903e-08	
274.088	6.89932e-08	
274.186	6.88964e-08	
274.284	6.87998e-08	
274.382	6.87034e-08	
274.48	6.86072e-08	
274.578	6.85113e-08	
274.676	6.84156e-08	
274.774	6.83201e-08	
274.872	6.82248e-08	
274.97	6.81298e-08	
