mH1	mH2	mHc	alph1	alph2	alph3	L2	L6	L8	mssq	m22sq
745.9737094514916	890.3026581541967	944.8762778464595	0.06576491345490994	1.0366800530394884	0.06993160817178412	1.1892501884787825	1.2430962993224173	6.912001263190547	602522.2041329407	656505.8188160999
857.6249417801771	875.9194096654342	937.3238705751511	1.1281202936374528	-0.7676844991653491	-0.2586792009371555	3.1459052491174595	12.387538382967511	-3.4710054121690384	631701.0505621156	693479.0143717846
485.46963497082714	622.6977471870697	667.8873685239225	-1.4165137016631588	-0.2415710282079811	-0.2132262756812724	1.150356399553635	10.045873442892596	-1.3914117596239564	583299.2687352913	124032.84734647555
626.2302389283761	794.5004626028423	688.4888365037589	-0.13581928412808586	0.5223182786051153	-0.21893752840959368	2.745057222627063	13.152060114314686	-1.0987873701214923	591385.5061441088	422015.3747202678
286.0399651994417	501.40949715123946	438.20665613217335	-0.8641668892338094	0.6517318113926105	-0.3310500255650621	0.47793705102201445	0.16568769997603722	9.387760818343459	458117.34711668623	151832.3483551891
554.1119705681419	554.1224326109569	581.9733012991047	-0.8516293425658705	0.010910639675307357	-0.008527132436489166	0.5862899853107321	8.267730078169768	15.080533687646856	626922.8344000378	314251.51687276736
590.9251477530307	870.4323244637174	878.1379980219099	1.5631474361480953	-1.230586814450302	-0.0015480518217089044	0.017501603402869582	4.848988116004177	11.872406640142295	366472.47572668915	560528.1558625646
561.9090448971948	609.657925872791	565.1191797487313	-0.25229019135515934	0.18788784507120226	-0.3391057712172987	0.7208086377466348	2.0854164848589116	3.734528074086512	148278.03460792112	312334.7366764537
861.1110288934368	959.6851736750612	975.2826044598914	-0.23606696390109083	-1.197542365282448	0.45978063035142624	4.427702651051123	13.082187893519146	-4.267420705962376	540213.4742111971	705343.8550962373
438.4107995706569	471.82216028787064	512.6931448723844	-0.5289060859165036	-0.368269623420573	-0.034794962820413444	5.708264846877651	1.503005123074364	6.945592009776178	404721.9095900532	166144.4838869452
375.23853959386736	888.0301726100947	895.0747152653794	-0.6387791241352958	-0.7805167091569679	-0.030880209898460746	4.663005019719957	3.4987757593366218	3.9618480565584626	690860.0037401785	757251.5038550621
220.22789144246724	359.73968130198176	380.23427112552224	-1.0240067477820372	-0.4576988062599811	-0.2617241218543497	2.91364654130515	8.480405501780574	-3.265724810453687	254553.14190403096	33008.27910514556
764.109820864801	784.2427816910156	823.0277520082172	0.025106764714550967	-0.1251078561538026	-0.07471226896335863	2.0601640625229356	0.992153278101671	5.950510336541491	87790.81675665859	553260.0589291541
